IncLevel1	IncLevel2	IncLevelDifference
0.065,0.059	0.02,0.057	0.024
0.797,0.842	0.811,0.806	0.011
0.441,0.409	0.407,0.327	0.058
0.352,0.332	0.333,0.261	0.045
0.075,0.184	0.143,0.257	-0.071
0.399,0.317	0.341,0.418	-0.022
0.744,0.349	0.326,0.326	0.22
0.872,0.909	0.89,0.856	0.018
0.38,0.39	0.358,0.512	-0.05
0.689,0.567	0.609,0.557	0.045
0.634,0.578	0.64,0.654	-0.041
0.376,0.39	0.251,0.328	0.094
0.781,0.718	0.821,0.705	-0.013
0.306,0.32	0.158,0.093	0.188
0.458,0.526	0.402,0.497	0.042
0.364,0.443	0.333,0.373	0.05
0.374,0.33	0.374,0.284	0.023
0.492,0.432	0.338,0.31	0.138
0.449,0.433	0.405,0.375	0.051
0.368,0.43	0.315,0.452	0.016
0.611,0.553	0.577,0.574	0.007
0.509,0.484	0.507,0.51	-0.012
0.512,0.42	0.513,0.323	0.048
0.956,0.944	0.939,0.935	0.013
0.5,0.357	0.333,0.4	0.062
0.67,0.634	0.597,0.586	0.061
0.078,0.099	0.212,0.129	-0.082
0.047,0.049	0.165,0.198	-0.134
0.503,0.475	0.431,0.512	0.017
0.332,0.331	0.347,0.345	-0.014
0.031,0.034	0.041,0.016	0.004
0.619,0.592	0.593,0.589	0.014
0.53,0.496	0.559,0.524	-0.029
0.368,0.34	0.337,0.23	0.07
0.354,0.333	0.274,0.396	0.009
0.421,0.459	0.422,0.456	0.001
0.972,0.93	0.959,0.964	-0.01
0.972,0.93	0.959,0.964	-0.01
0.972,0.929	0.958,0.963	-0.01
0.513,0.497	0.798,0.513	-0.15
0.392,0.397	0.369,0.359	0.031
0.394,0.332	0.364,0.348	0.007
0.441,0.413	0.437,0.32	0.048
0.136,0.123	0.101,0.174	-0.008
0.233,0.43	0.179,0.225	0.13
0.388,0.487	0.427,0.287	0.081
0.045,0.02	0.0,0.032	0.017
0.434,0.569	0.649,0.68	-0.163
0.439,0.511	0.479,0.517	-0.023
0.818,0.469	0.778,0.857	-0.174
0.437,0.43	0.442,0.404	0.01
0.44,0.426	0.443,0.417	0.003
NA,0.587	0.39,NA	0.197
0.529,0.487	0.428,0.376	0.106
0.351,0.404	0.339,0.526	-0.055
0.522,0.526	0.676,0.69	-0.159
0.249,0.147	0.09,0.221	0.043
1.0,0.722	0.0,NA	0.861
0.513,0.495	0.511,0.455	0.021
0.338,0.388	0.306,0.399	0.01
0.539,0.531	0.524,0.495	0.025
0.427,0.428	0.388,0.45	0.008
0.449,0.472	0.48,0.462	-0.01
0.016,0.032	0.05,0.097	-0.05
0.774,0.826	0.6,0.738	0.131
0.235,0.236	0.21,0.227	0.017
0.014,0.063	0.013,0.04	0.012
0.077,0.078	0.0,0.0	0.077
