ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	46,54,39,19,57,40	26,41,40,43,50,65	29,12,22,47,50,11	40,35,41,56,40,20	182	99
1	37,35,32,36,28,28	0,0,0,0,0,2	39,18,34,67,38,10	1,0,0,3,0,0	198	99
2	9,11,11,6,14,14	112,185,145,136,178,154	6,6,8,15,20,3	141,119,105,175,187,59	128	99
3	454,614,499,496,642,458	48,51,40,51,50,46	548,323,418,545,557,191	43,29,16,42,45,10	108	99
4	518,926,717,663,964,739	17,40,20,30,62,43	586,447,512,694,834,299	44,32,31,44,40,12	105	99
5	2970,4423,3463,2986,3817,3949	0,0,0,0,0,0	3406,2401,3185,4554,5040,1755	0,0,0,1,0,0	104	99
6	169,264,233,179,245,239	0,0,0,0,0,6	139,126,150,199,231,68	0,0,0,0,0,0	105	99
7	70,111,88,92,99,90	0,0,0,0,0,0	67,54,48,141,76,29	1,0,0,1,0,1	102	99
8	168,204,201,142,192,218	1,3,0,1,0,0	136,87,127,262,189,64	0,1,2,5,0,0	109	99
9	61,65,76,66,85,71	0,2,0,0,0,0	46,35,50,80,64,23	0,0,0,0,0,0	108	99
10	26,41,28,22,42,38	28,50,22,22,37,30	29,11,29,22,34,19	5,4,6,7,11,3	198	99
11	1024,1526,1005,805,1330,1309	4,0,2,0,1,1	805,498,704,792,1093,348	1,1,2,3,6,0	103	99
12	57,81,59,44,77,44	12,13,7,12,9,14	28,21,27,27,60,14	4,8,2,10,19,0	132	99
13	198,298,287,186,285,232	1,0,0,0,0,0	189,164,153,209,299,94	0,0,0,0,0,0	198	99
14	61,75,97,65,105,107	0,3,0,1,0,2	50,39,51,70,79,28	0,0,0,0,0,0	150	99
15	21,29,35,12,26,22	176,263,214,187,276,262	17,17,15,42,31,12	234,144,166,228,303,78	110	99
16	5,0,11,7,14,1	221,385,339,302,372,424	5,6,9,12,13,4	274,152,187,327,277,117	198	99
17	326,544,473,364,523,453	1,3,3,3,3,1	367,369,382,506,565,189	1,1,3,2,1,1	104	99
19	608,1081,781,659,1164,884	6,6,4,7,21,12	874,625,709,829,1157,374	7,3,5,8,14,2	106	99
20	8,28,21,12,23,12	82,92,99,73,96,72	14,3,6,17,13,2	51,33,50,119,98,26	102	99
21	70,60,109,56,70,69	12,16,12,15,13,9	29,41,38,52,44,12	19,11,5,13,13,10	107	99
22	1635,2384,2094,1707,2142,2203	0,0,0,0,1,0	1969,1352,1537,2767,2456,772	0,0,0,0,0,0	130	99
23	253,365,344,293,375,340	8,5,10,7,11,10	261,163,218,351,310,120	10,3,10,9,9,0	117	99
24	144,207,214,172,266,257	6,6,2,2,5,4	198,156,137,243,223,97	3,3,3,4,6,1	102	99
25	7,8,6,2,5,6	11,15,8,0,11,1	0,2,2,0,0,2	6,0,0,1,3,0	111	99
26	7,30,10,7,25,9	3,6,0,0,1,0	1,5,0,2,5,1	0,1,0,0,0,0	198	99
27	2618,4238,3140,3061,4711,3659	398,667,424,435,641,556	3984,2998,3490,4885,5387,1808	899,641,835,1128,1130,431	105	99
28	10,20,24,7,10,6	25,20,17,13,30,26	2,6,8,13,9,2	11,12,7,14,16,4	108	99
29	12,26,18,13,31,24	49,87,70,58,64,70	8,9,15,14,19,8	67,63,62,100,86,30	111	99
30	20,31,24,11,36,12	135,158,127,126,149,143	41,17,26,23,56,25	97,65,76,127,150,46	120	99
31	28,61,37,31,86,39	23,14,26,16,26,25	30,36,37,53,59,39	51,30,34,65,62,23	198	99
32	31,67,38,30,86,43	101,179,154,111,159,167	33,40,37,62,61,41	76,69,84,151,162,52	198	99
33	26,21,27,16,28,29	101,179,154,111,159,167	54,34,34,74,67,25	76,69,84,151,162,52	111	99
34	1,1,0,0,0,0	0,8,1,6,2,2	2,0,0,0,0,0	1,0,0,1,4,1	102	99
35	6,9,9,7,13,9	127,189,181,131,169,186	0,7,2,10,9,4	151,112,130,256,203,65	198	99
36	38,69,52,38,88,34	45,63,38,39,75,60	29,19,20,36,33,11	31,31,32,46,56,15	106	99
37	122,185,167,120,175,176	0,1,0,0,0,0	127,135,107,196,162,65	0,1,0,0,0,0	198	99
38	196,331,260,205,361,281	0,0,0,0,0,0	226,197,248,250,308,123	1,0,0,0,0,0	198	99
40	120,198,154,139,199,214	7,17,11,9,8,8	105,100,114,114,182,71	14,9,7,8,17,4	102	99
41	4,24,14,17,20,13	70,111,75,79,137,79	36,23,25,27,51,6	155,123,106,81,160,47	136	99
42	138,208,174,136,229,200	2,6,4,9,10,5	139,83,126,165,209,71	1,3,2,3,4,2	102	99
43	26,40,32,21,44,35	26,27,26,26,23,25	33,12,18,16,24,2	24,7,10,20,12,9	119	99
47	62,110,78,90,110,92	267,466,336,286,419,366	88,62,74,132,133,37	326,212,236,335,407,159	186	99
48	126,226,206,190,279,229	21,20,13,13,20,14	124,69,86,172,137,43	15,12,15,20,16,3	130	99
49	0,2,5,2,2,4	13,10,16,15,10,11	8,2,3,5,7,0	18,11,13,39,7,9	109	99
50	8,9,13,13,12,10	24,44,26,27,51,38	9,6,9,12,20,4	30,20,17,49,36,10	114	99
51	8,1,3,0,2,1	32,62,45,30,58,45	2,1,0,2,1,0	34,30,29,53,48,18	116	99
52	11,13,16,23,19,16	18,31,36,12,29,23	15,11,10,16,24,5	22,19,25,45,39,13	117	99
53	90,153,129,129,180,168	7,15,7,12,19,7	77,64,84,140,164,70	16,13,6,12,17,7	198	99
54	30,42,52,51,56,48	7,15,7,12,19,7	13,21,24,34,36,20	16,13,6,12,17,7	198	99
55	19,22,20,17,26,12	60,114,78,81,126,120	3,8,10,11,8,3	65,44,60,106,129,50	140	99
56	77,87,100,81,120,79	0,1,0,0,0,0	52,39,59,85,86,29	0,0,5,0,0,0	102	99
58	148,172,233,149,212,170	0,0,1,0,0,0	235,163,198,256,215,79	0,0,0,0,0,0	198	99
59	31,49,33,26,30,51	36,63,34,38,60,48	54,26,54,66,43,15	27,18,33,31,57,19	102	99
60	14,37,25,26,25,26	1,1,2,0,0,3	8,2,12,35,39,7	0,0,0,1,1,0	198	99
