IncLevel1	IncLevel2	IncLevelDifference
0.274,0.066	0.0,NA	0.17
0.193,0.171	0.117,0.089	0.079
0.066,0.06	0.075,0.063	-0.006
0.116,0.291	0.411,0.309	-0.157
0.138,0.134	0.116,0.064	0.046
0.053,0.092	0.046,0.087	0.006
0.5,0.507	0.548,0.5	-0.02
0.879,0.774	0.912,0.708	0.016
0.739,0.672	0.651,0.541	0.109
1.0,0.34	1.0,0.508	-0.084
0.167,0.181	0.115,0.159	0.037
0.036,0.033	0.041,0.037	-0.004
0.301,0.192	0.227,0.297	-0.016
0.128,0.088	0.12,0.087	0.005
0.05,0.009	0.083,0.037	-0.03
0.218,0.19	0.248,0.236	-0.038
0.032,0.098	0.085,0.126	-0.041
0.918,0.701	0.671,0.696	0.126
0.0,0.012	0.0,0.018	-0.003
0.216,0.148	0.231,0.24	-0.053
0.014,0.051	0.011,0.16	-0.053
0.09,0.0	0.139,0.159	-0.104
0.05,0.048	0.031,0.094	-0.013
0.191,0.0	0.068,0.338	-0.108
0.194,0.34	0.324,NA	-0.057
0.325,0.29	0.444,0.326	-0.078
0.023,0.011	0.03,0.031	-0.013
1.0,1.0	1.0,0.838	0.081
0.015,0.014	0.018,0.01	0.001
0.009,0.007	0.003,0.005	0.004
0.014,0.06	0.009,0.042	0.011
0.896,0.96	0.975,0.932	-0.026
0.99,1.0	1.0,1.0	-0.005
0.091,0.2	0.636,0.855	-0.6
0.071,0.084	0.091,0.123	-0.029
0.134,0.097	0.107,0.03	0.047
0.06,0.008	0.027,0.0	0.021
0.05,0.08	0.048,0.039	0.022
0.872,0.863	0.872,0.817	0.023
0.375,0.178	0.092,0.431	0.015
0.365,0.309	0.253,0.463	-0.021
0.528,0.123	0.0,0.0	0.326
0.227,0.333	0.0,0.0	0.28
0.123,0.2	0.0,0.0	0.162
0.108,0.073	0.057,0.051	0.036
0.994,0.978	0.953,0.962	0.028
0.895,0.538	1.0,1.0	-0.283
0.455,0.083	0.286,0.333	-0.04
0.636,1.0	0.333,NA	0.485
0.267,0.291	0.374,0.155	0.015
0.062,0.061	0.125,0.115	-0.058
0.104,0.074	0.161,0.169	-0.076
0.169,0.063	0.086,0.161	-0.007
0.216,0.26	0.086,0.429	-0.02
0.086,0.107	0.462,0.594	-0.431
0.053,0.115	0.27,0.217	-0.159
0.688,0.153	0.146,0.13	0.282
0.227,0.091	0.042,0.071	0.103
0.455,0.283	0.319,0.228	0.095
0.269,0.299	0.171,0.429	-0.016
0.512,0.484	0.407,0.463	0.063
0.085,0.052	0.102,0.048	-0.006
0.902,1.0	1.0,1.0	-0.049
0.033,0.019	0.024,0.041	-0.006
0.055,0.039	0.195,0.113	-0.107
0.1,0.156	0.136,0.11	0.005
0.0,0.004	0.0,0.0	0.002
0.304,0.29	0.24,0.143	0.105
0.17,0.172	0.116,0.159	0.033
1.0,0.967	1.0,1.0	-0.016
0.126,0.094	0.179,0.163	-0.061
0.592,0.588	0.555,0.572	0.026
0.01,0.053	0.067,0.1	-0.052
0.0,0.176	0.0,0.0	0.088
0.072,0.078	0.101,0.117	-0.034
0.088,0.081	0.084,0.125	-0.02
0.163,0.159	0.137,0.136	0.024
0.682,0.837	1.0,NA	-0.24
0.059,0.03	0.071,0.04	-0.011
0.346,0.234	0.317,0.186	0.038
0.024,0.042	0.118,0.0	-0.026
0.011,0.031	0.008,0.011	0.011
0.284,0.303	1.0,0.2	-0.306
0.038,0.025	0.041,0.03	-0.004
0.962,0.956	0.973,0.985	-0.02
0.097,0.172	0.115,0.234	-0.04
0.987,0.99	0.987,0.99	0.0
0.697,0.699	0.696,0.748	-0.024
0.1,0.05	0.105,0.107	-0.031
0.488,0.462	0.316,1.0	-0.183
0.055,0.0	0.0,0.0	0.028
0.725,0.345	0.575,0.551	-0.028
0.438,0.337	0.204,0.281	0.145
0.12,0.032	0.5,0.0	-0.174
0.236,0.247	0.126,0.227	0.065
0.075,0.042	0.088,0.095	-0.033
0.589,0.702	0.78,0.726	-0.108
0.132,0.074	0.145,0.099	-0.019
0.024,0.014	0.025,0.02	-0.003
