IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
22,69,30,15,57,33	0,2,1,0,0,0	33,19,28,25,49,14	0,0,0,0,0,0	202	149
187,230,236,152,224,250	0,0,0,4,0,0	166,141,136,260,219,90	0,0,0,0,2,0	291	149
9,7,1,1,4,2	217,384,262,251,358,344	0,2,9,6,1,4	149,171,193,290,263,88	230	149
1,20,2,7,6,6	4,1,2,2,10,2	8,8,6,11,16,3	0,0,4,8,9,2	208	149
0,0,1,1,0,0	11,27,20,15,21,31	2,0,0,0,0,0	13,8,9,14,22,4	170	149
0,0,6,0,6,3	23,44,38,48,46,32	0,0,0,2,0,0	23,32,15,50,34,25	200	149
81,150,101,85,171,89	15,26,24,19,24,24	105,99,120,155,168,72	26,15,17,25,35,12	184	149
73,117,90,60,133,72	0,1,2,0,0,1	88,86,95,134,114,55	0,0,1,0,0,2	184	149
7,4,12,6,9,5	227,406,352,311,398,436	10,16,18,50,33,7	282,155,190,346,292,124	359	149
2,6,8,2,6,6	849,1423,1059,887,1521,1128	3,2,1,2,2,0	1233,909,962,1125,1509,522	156	149
0,0,0,1,1,0	0,0,0,1,0,0	0,0,3,1,1,0	0,0,0,0,0,0	154	149
355,589,357,308,520,541	0,9,1,0,5,1	368,219,372,345,542,147	0,0,1,1,7,2	283	149
18,78,23,13,35,23	5,6,2,0,1,0	1,6,0,3,8,5	0,1,0,0,1,0	458	149
6,4,10,14,8,4	8,11,16,11,14,17	1,3,3,12,15,3	7,9,11,18,15,2	242	149
5,18,14,14,20,5	17,21,17,26,21,19	1,13,12,7,24,2	14,8,15,35,32,9	365	149
5,18,13,10,17,5	3,0,2,0,0,0	1,10,11,3,16,2	0,0,0,0,0,0	330	149
3,0,3,4,3,0	17,21,17,26,21,19	0,3,1,4,8,0	14,8,15,35,32,9	184	149
36,74,81,69,69,71	0,0,2,0,0,0	74,39,45,57,91,20	2,0,0,1,1,0	155	149
11,26,12,14,20,11	67,116,131,74,103,103	18,13,23,14,23,19	68,58,65,133,131,32	734	149
287,354,303,341,392,412	33,50,39,42,29,47	340,211,285,477,354,127	51,61,44,108,80,18	170	149
41,51,33,57,41,39	33,50,39,42,29,47	34,37,34,55,59,11	51,61,44,108,80,18	236	149
13,11,7,12,1,5	259,314,277,296,352,378	3,12,7,12,15,3	309,186,258,434,310,119	215	149
