IncLevel1	IncLevel2	IncLevelDifference
0.0,0.01	0.0,0.0	0.005
0.147,0.14	0.193,0.117	-0.011
0.097,0.102	0.19,0.148	-0.069
0.0,0.362	1.0,0.124	-0.381
0.338,0.343	0.404,0.298	-0.01
0.388,0.332	0.431,0.354	-0.032
0.13,0.093	0.061,0.382	-0.11
0.9,0.921	0.922,0.961	-0.031
0.461,0.474	0.476,0.45	0.005
0.67,0.596	0.615,0.657	-0.003
0.368,0.336	0.254,0.457	-0.004
0.208,0.196	0.129,0.184	0.046
0.573,0.603	0.602,0.594	-0.01
0.555,0.614	0.599,0.609	-0.019
0.689,0.694	0.932,0.78	-0.165
0.474,0.478	0.492,0.437	0.011
0.483,0.512	0.422,0.481	0.046
0.333,0.359	0.327,0.311	0.027
0.357,0.316	0.318,0.338	0.009
0.524,0.412	0.408,0.312	0.108
0.479,0.469	0.416,0.442	0.045
0.462,0.531	0.533,0.513	-0.026
0.338,0.349	0.469,0.503	-0.142
0.196,0.148	0.202,0.141	0.001
0.823,0.815	0.816,0.784	0.019
0.47,0.412	0.427,0.424	0.015
0.462,0.349	0.432,0.391	-0.006
0.494,0.498	0.451,0.476	0.032
0.979,0.965	0.981,0.958	0.002
0.35,NA	0.4,0.538	-0.119
0.15,0.151	0.234,0.075	-0.004
0.505,0.58	0.465,0.453	0.083
0.463,0.507	0.328,0.518	0.062
0.493,0.437	0.491,0.457	-0.009
0.225,0.29	0.267,0.244	0.002
0.109,0.124	0.149,0.211	-0.064
0.079,0.093	0.188,0.146	-0.081
0.357,0.292	0.362,0.325	-0.019
0.0,0.0	0.25,0.194	-0.222
0.556,0.557	0.59,0.582	-0.029
0.78,0.72	0.804,0.82	-0.062
0.555,0.571	0.686,0.749	-0.155
0.451,0.388	0.267,0.268	0.152
0.683,0.627	0.62,0.611	0.04
0.5,0.5	0.333,0.417	0.125
0.431,0.459	0.513,0.446	-0.035
0.402,0.408	0.394,0.4	0.008
0.616,0.595	0.52,0.612	0.039
0.678,0.718	0.675,0.71	0.005
0.687,0.752	0.65,0.727	0.031
0.217,0.255	0.329,0.302	-0.08
0.457,0.488	0.483,0.458	0.002
0.518,0.55	0.481,0.463	0.062
0.384,0.436	0.434,0.422	-0.018
0.559,0.605	0.515,0.509	0.07
0.352,0.368	0.507,0.366	-0.077
0.365,0.345	0.321,0.252	0.069
0.296,0.233	0.224,0.322	-0.009
0.0,0.063	0.0,0.083	-0.01
0.186,0.404	0.481,0.447	-0.169
0.308,0.304	0.335,0.308	-0.016
0.382,0.376	0.508,0.466	-0.108
0.0,0.0	0.0,0.018	-0.009
0.446,0.459	0.47,0.49	-0.027
0.501,0.52	0.376,0.442	0.101
0.867,0.773	0.75,0.714	0.088
0.456,0.444	0.445,0.44	0.008
0.706,0.659	0.704,0.748	-0.043
0.0,0.0	0.714,0.714	-0.714
0.615,0.546	0.688,0.77	-0.148
0.575,0.53	0.508,0.539	0.029
0.384,0.373	0.391,0.416	-0.025
0.135,0.114	0.126,0.117	0.003
0.398,0.543	0.54,0.5	-0.049
0.601,0.607	0.537,0.547	0.062
0.185,0.161	0.075,0.05	0.11
0.668,0.743	0.658,0.641	0.056
0.35,0.418	0.307,0.452	0.005
0.494,0.504	0.472,0.476	0.025
0.504,0.55	0.506,0.503	0.023
1.0,1.0	0.997,0.996	0.004
0.363,0.35	0.345,0.301	0.034
0.379,0.376	0.363,0.326	0.033
0.43,0.401	0.4,0.401	0.015
0.189,0.127	0.093,0.24	-0.008
0.704,0.74	0.72,0.731	-0.004
0.714,0.714	0.708,0.736	-0.008
0.036,0.068	0.0,0.0	0.052
0.466,0.535	0.488,0.391	0.061
