ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	149,195,166,132,168,168	97,205,164,132,180,158	160,121,168,178,187,85	152,114,108,180,205,63	98	98
1	64,93,67,46,108,74	85,152,89,87,140,103	59,50,54,58,85,35	105,71,93,79,138,56	98	98
2	68,107,86,77,112,105	65,113,55,78,105,93	88,67,73,111,142,36	82,87,65,84,87,43	98	96
3	0,1,0,0,2,0	66,95,64,86,119,68	0,0,0,0,0,0	67,46,61,87,118,31	98	98
4	62,66,47,69,81,79	66,95,64,86,119,68	49,38,41,68,67,17	67,46,61,87,118,31	98	98
5	3,17,7,5,11,8	47,62,53,32,86,41	3,5,11,11,10,4	44,29,37,58,55,22	98	98
6	73,122,98,74,123,119	89,118,111,72,139,91	52,61,53,97,83,37	75,49,49,86,117,31	98	98
8	127,228,174,144,190,223	190,377,252,260,338,345	147,175,174,236,214,91	247,244,268,379,378,132	98	98
10	4,3,4,4,2,2	4,5,6,8,6,5	2,2,1,4,5,3	7,4,11,2,5,3	98	98
11	516,760,590,420,798,624	188,267,211,149,285,236	533,393,460,598,798,231	193,117,173,196,266,104	98	67
12	28,28,41,23,36,33	17,36,30,27,11,41	15,25,15,33,53,15	17,15,28,31,21,17	98	98
14	3,6,2,0,0,1	113,164,99,93,157,93	5,0,5,4,3,2	108,60,97,109,111,36	98	98
15	62,115,77,62,94,86	113,164,99,93,157,93	78,39,66,61,97,27	108,60,97,109,111,36	98	98
16	6,25,15,12,19,19	30,50,26,41,61,41	20,25,13,30,16,10	38,26,33,50,51,21	98	98
17	84,151,77,103,146,116	118,215,126,138,200,152	107,63,72,89,111,32	139,107,104,140,189,51	98	98
18	894,1267,1098,909,1295,1170	1130,1698,1571,1296,1682,1631	1118,772,866,1208,1236,416	1284,1016,1079,1712,1802,607	98	98
19	3137,5800,3081,2989,4799,3343	2027,3885,1940,1975,2890,2522	4383,3332,4371,3439,6885,2252	2867,2294,2727,2182,4716,1563	76	73
20	67,116,107,59,118,128	41,97,73,54,81,73	110,92,79,155,156,58	80,66,53,96,117,56	97	98
21	30,56,36,32,53,23	104,167,115,104,171,93	52,35,32,54,61,13	178,97,146,150,194,86	69	98
22	620,885,735,690,1020,938	644,1044,914,830,1103,1064	741,549,688,780,1092,317	842,618,787,1225,1126,455	98	98
