ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue
0	20,25,21,18,21,25	25,37,23,16,31,50	21,15,8,30,23,5	27,6,12,18,16,3	210	238	0.474277426048
1	35,59,47,47,61,52	29,41,36,26,26,38	50,37,56,71,57,19	19,28,40,28,52,22	217	196	1
2	0,1,0,0,1,0	56,91,61,67,101,64	0,0,0,0,0,0	47,46,47,68,75,24	283	298	1
3	3,4,8,15,9,6	56,91,61,67,101,64	10,10,15,4,9,1	47,46,47,68,75,24	262	298	1
4	3,11,4,0,10,7	36,63,48,41,57,38	8,5,7,7,10,3	33,31,31,60,65,18	230	230	1
5	0,2,0,1,0,2	0,2,6,1,1,0	0,0,0,0,2,0	0,1,0,2,4,1	263	298	1
6	186,348,224,184,246,228	59,94,52,64,70,89	224,167,168,262,262,70	63,41,47,90,64,18	239	203	1
8	125,187,155,153,185,214	82,122,88,88,113,101	161,147,135,217,209,73	73,71,80,92,133,47	255	216	1
9	72,126,74,103,81,113	267,414,204,292,325,200	79,87,98,134,127,58	328,271,307,289,332,122	216	229	1
10	19,23,20,17,35,19	17,34,33,23,36,30	35,10,19,22,21,8	21,15,16,23,32,15	197	196	1
11	30,40,21,34,24,50	18,35,41,25,32,32	17,15,25,28,40,10	28,18,24,32,33,11	235	234	1
13	260,415,292,238,386,360	7,16,21,6,26,15	255,202,237,303,418,100	16,5,12,13,11,5	216	167	1
14	146,240,201,152,270,218	110,215,146,159,207,147	169,152,164,268,233,95	133,96,109,171,221,62	224	197	1
15	11,17,31,9,11,14	24,44,27,35,30,40	8,8,3,19,29,12	11,12,27,29,22,15	201	298	1
16	102,161,136,142,199,176	68,71,96,71,102,103	118,85,108,136,176,49	73,36,65,109,110,28	259	206	1
17	4,16,4,5,12,7	13,29,25,17,25,19	4,0,4,0,5,0	5,9,13,8,11,9	266	259	0.602294457028
18	130,228,166,147,220,214	66,107,78,81,113,104	141,119,124,171,222,79	83,68,77,82,101,46	199	183	1
19	10,26,16,21,19,18	34,40,29,15,33,39	10,14,16,9,26,4	36,20,32,29,26,17	188	206	1
20	102,127,93,91,154,127	54,80,52,46,83,71	36,55,68,115,107,41	14,26,40,65,40,17	298	234	1
21	80,123,61,57,93,83	86,71,34,28,75,47	70,93,93,138,132,47	70,68,72,86,108,39	298	298	1
22	26,37,29,30,46,56	28,71,37,27,48,37	52,32,32,45,55,21	63,20,49,49,83,28	197	218	1
23	17,26,17,16,36,16	46,61,53,38,66,44	17,28,30,29,26,4	63,54,56,59,75,26	169	202	1
24	251,367,276,276,409,340	498,643,572,581,814,704	319,235,276,289,411,130	616,393,532,755,772,225	203	227	1
25	38,56,37,36,57,61	109,134,107,99,166,115	52,49,38,54,73,27	151,116,119,167,200,51	220	290	1
26	14,29,36,38,40,29	22,38,51,37,51,47	24,27,25,40,51,18	34,37,33,65,79,34	193	201	1
27	16,31,20,24,23,28	15,61,40,51,34,49	11,19,21,27,27,9	40,36,43,52,51,21	208	263	1
29	19,29,24,16,21,16	35,35,49,35,78,43	14,15,22,26,42,7	42,42,46,42,66,26	198	264	1
30	23,22,23,14,15,23	27,42,47,21,39,24	18,11,15,28,24,5	20,9,16,28,26,4	248	271	0.664680962048
31	104,209,181,222,347,239	170,287,244,265,383,301	302,219,275,482,403,129	409,315,391,556,490,216	298	298	1
32	50,62,70,36,83,65	3,5,4,1,7,10	65,31,56,86,100,24	1,2,0,3,0,1	274	298	1
33	492,900,584,476,756,514	356,566,425,360,536,387	634,333,546,529,570,159	385,272,316,452,462,131	195	206	1
34	38,44,51,23,57,46	34,55,46,41,57,44	39,29,34,48,50,19	45,44,38,73,48,22	273	298	1
35	11,17,13,26,24,21	25,48,50,33,49,35	12,10,19,10,24,3	45,28,29,44,47,13	193	266	1
36	30,70,50,36,53,71	229,313,284,196,327,323	51,35,41,40,59,21	245,123,212,266,358,126	220	230	1
37	353,549,442,362,568,425	73,119,72,47,105,88	421,284,353,467,591,249	90,64,84,98,143,47	230	193	1
39	9,16,32,11,32,29	29,44,33,36,40,33	35,13,20,29,36,6	30,24,28,61,51,10	209	209	1
41	9,16,32,10,32,29	27,30,30,37,55,33	34,12,19,29,36,6	21,18,28,44,50,18	209	209	1
42	786,1141,870,801,1250,1154	729,1280,934,897,1354,1178	1004,618,691,670,1063,374	1128,757,849,634,1236,455	298	298	1
43	5,11,6,2,3,7	0,2,1,4,4,2	8,1,1,3,2,0	1,1,0,4,3,0	194	201	1
44	6,9,6,6,5,4	0,2,1,4,4,2	4,0,1,4,4,0	1,1,0,4,3,0	298	201	1
45	121,208,175,122,208,167	2,1,3,1,5,12	160,139,200,179,285,119	10,7,5,7,23,5	298	298	1
46	5,4,4,1,0,1	4,2,7,5,0,11	1,3,0,8,2,0	3,2,1,3,6,2	242	242	1
47	82,87,64,83,111,65	97,130,87,112,120,113	105,73,73,88,118,30	101,83,78,100,129,54	211	260	1
48	35,50,55,39,58,44	131,179,162,150,167,124	50,38,41,35,62,26	124,115,124,142,192,80	205	280	1
49	21,19,23,18,21,23	31,57,34,29,47,52	13,12,13,20,16,0	37,18,31,36,37,17	217	238	1
51	5,10,7,10,14,15	11,8,14,6,7,10	6,3,5,6,4,1	2,3,8,7,1,1	215	210	1
52	14,26,15,19,21,16	45,78,61,55,63,54	9,8,9,23,14,17	36,33,36,75,72,23	238	221	1
53	5,0,6,10,8,2	761,1347,1043,1193,1881,1069	5,3,14,11,9,6	1750,1252,1316,1234,2028,757	223	298	1
54	6,3,4,3,3,6	53,111,72,60,90,70	5,4,2,6,3,2	52,51,55,94,95,25	183	278	1
55	26,22,23,24,21,24	55,111,72,60,89,70	19,23,28,23,16,10	52,51,56,94,95,25	183	278	1
56	37,54,39,43,78,43	198,262,214,154,314,232	40,28,56,40,62,20	239,173,193,233,280,89	181	281	1
57	10,12,14,8,24,17	99,143,99,105,143,127	26,17,20,23,38,9	98,53,97,103,131,47	251	212	1
58	8,25,14,20,21,14	154,218,153,144,244,219	31,28,34,37,44,17	179,129,167,188,271,83	183	212	1
59	60,90,46,52,108,87	63,83,74,56,89,82	66,67,70,88,110,39	74,48,53,73,107,41	212	202	1
60	40,50,58,40,59,49	102,154,95,75,145,105	21,20,24,48,48,16	54,41,53,97,96,35	252	247	1
61	1,0,0,1,0,0	9,16,10,21,16,24	0,3,1,1,2,1	4,6,10,9,13,8	298	298	1
62	0,1,2,2,5,4	369,629,510,450,825,657	5,0,0,1,2,0	439,386,321,460,596,215	187	298	1
63	1264,2049,1401,1331,1681,1631	1058,1602,1032,988,1315,1122	2196,1605,2050,2182,3029,1051	1704,1183,1520,1547,2381,821	259	240	1
64	86,94,71,99,135,94	58,105,72,70,120,94	116,99,118,117,181,53	99,86,100,126,145,51	298	298	1
65	50,85,62,52,82,46	63,100,87,72,103,63	56,37,34,71,57,17	95,103,91,97,142,54	212	209	0.457317846425
66	31,38,36,49,56,36	19,28,33,40,45,35	34,20,42,57,50,22	24,30,21,58,52,13	267	208	1
67	33,48,34,48,42,62	22,20,17,32,46,36	23,37,23,31,45,21	24,20,19,37,27,10	298	298	1
68	525,889,694,695,1057,889	1053,1785,1291,1150,1778,1383	665,507,558,620,881,293	1238,812,1051,1016,1453,462	209	242	1
69	19,26,31,23,31,29	59,84,83,66,89,101	17,17,33,21,22,13	64,39,37,67,79,22	298	251	1
70	40,46,23,45,39,50	8,9,16,6,15,19	17,9,12,33,29,11	11,11,6,9,13,5	298	157	0.583035740739
71	52,42,43,42,52,42	8,9,16,6,15,19	32,12,42,46,58,25	11,11,6,9,13,5	298	157	1
72	40,48,48,37,55,56	8,9,16,6,15,19	30,16,37,52,36,23	11,11,6,9,13,5	298	157	1
73	3,3,1,1,4,2	11,27,19,8,15,20	0,0,4,3,4,3	11,17,8,18,16,9	218	218	1
74	286,413,365,292,399,391	389,579,481,376,571,496	239,151,222,379,317,83	363,222,301,489,481,130	210	252	1
75	62,84,83,69,110,77	35,52,66,47,74,71	46,38,52,84,99,42	45,31,36,54,70,19	201	188	1
76	64,74,77,67,86,82	210,281,231,264,300,313	50,35,50,69,69,34	181,110,143,197,227,115	171	206	1
77	19,31,28,26,37,35	425,652,513,439,677,524	23,11,11,29,16,9	401,259,314,294,449,173	158	298	1
79	71,113,77,64,123,105	111,161,147,111,216,192	97,79,67,68,129,44	152,108,143,172,264,69	217	291	1
80	2,1,0,1,1,4	130,187,187,118,157,165	0,0,0,3,0,0	86,43,85,94,128,30	274	247	1
81	506,786,661,593,863,755	285,431,348,279,368,407	536,403,502,556,794,224	422,270,333,394,554,160	281	198	1
