	SRR15236518	SRR15236519	SRR15236520
AT1G51200;SE:1:18984554-18984724:18984756-18985688:+	0.991177390012826	0.977491619026217	0.984544371149184
AT1G51270;A3:1:19007896-19007975:19007896-19007988:+	0	0.00590767779293138	0
AT1G51270;A5:1:19007628-19007826:19007609-19007826:+	0.922875844299813	0.910025185406566	0.888596923110159
AT1G51270;RI:1:19008273:19008304-19008424:19008766:+	1	0.807951650350389	0.959020730689181
AT1G51270;RI:1:19008273:19008582-19008685:19008766:+	1	0.981179643439286	1
AT1G51270;RI:1:19008424:19008582-19008685:19008766:+	0	0.0668584619551083	0.0164047325167745
AT1G51270;RI:1:19010412:19010473-19010885:19011272:+	0	0.0364872044404164	0
AT1G51270;RI:1:19010412:19010618-19010888:19011285:+	0	0.192048349649611	0.0409792693108192
AT1G51300;A5:1:19015917-19016061:19015917-19016094:-	nan	nan	nan
AT1G51300;RI:1:19014255:19014533-19014632:19014725:-	nan	nan	nan
AT1G51340;A3:1:19032091-19032179:19032091-19032184:+	1	0.941848986100354	1
AT1G51380;RI:1:19049123:19049230-19049308:19049427:+	0	0	0
AT1G51380;RI:1:19049123:19049230-19049308:19049683:+	1	1	0
AT1G51380;RI:1:19049123:19049427-19049516:19049683:+	1	1	nan
AT1G51380;RI:1:19049308:19049427-19049516:19049683:+	0	0	0.0426285699171249
AT1G51420;A5:1:19066713-19066811:19066713-19066900:-	nan	nan	nan
AT1G51520;RI:1:19108436:19108515-19108594:19108690:+	1	1	1
AT1G51530;SE:1:19110691-19110993:19111028-19111113:+	0	1	0
AT1G51590;A3:1:19131511-19131592:19131507-19131592:-	0.952859835191254	0.95954125821855	0.980142524638221
AT1G51600;A3:1:19132666-19133155:19132666-19133159:+	0.725335558187199	0.724579974047677	0.744185505761259
AT1G51620;RI:1:19140130:19140266-19140363:19140583:+	0.19147445387458	0.116716680480707	0.2853153256043
AT1G51645;RI:1:19150248:19151040-19151140:19152074:+	NA	NA	NA
AT1G51680;A5:1:19159120-19159210:19159120-19159217:-	0	0	0
AT1G51690;A3:1:19164232-19164597:19164232-19164661:+	1	0.966864036590689	0.941397048253694
AT1G51690;A3:1:19166329-19166612:19166329-19166630:+	0.164395301845654	0.124692139056895	0.155009983537126
AT1G51690;A5:1:19167568-19167961:19167565-19167961:+	0.177910394128349	0.13974241747463	0.169599155649007
AT1G51720;A3:1:19185577-19185666:19185577-19185850:+	0	0	0.010226145857632
AT1G51720;AF:1:19180744:19180999-19181649:19181031:19181190-19181649:+	0.99221950246432	0.993832892873198	0.97713941295463
AT1G51720;AF:1:19180772:19180999-19181649:19181031:19181190-19181649:+	0	0	0.3112701786226
AT1G51740;RI:1:19189304:19189387-19189491:19189595:+	0.0841379335612869	0.0802435281610268	0.0660629563897356
AT1G51745;A5:1:19192249-19192358:19192245-19192358:+	0	0	0
AT1G51790;A3:1:19208350-19208427:19208200-19208427:-	0.978432675412686	0.969013345148598	1
AT1G51790;A3:1:19208608-19208699:19208602-19208699:-	0.978432675412686	0.969013345148598	1
AT1G51790;RI:1:19211318:19211690-19211768:19211971:-	0	0	nan
AT1G51805;A5:1:19224184-19224897:19224184-19224969:-	0.199296392285937	0.209036216088358	0.211154828429701
AT1G51820;RI:1:19239897:19240151-19240312:19240372:-	1	1	1
AT1G51840;A3:1:19250211-19250605:19250199-19250605:-	nan	nan	0
AT1G51840;A3:1:19250358-19250605:19250199-19250605:-	nan	nan	0
AT1G51840;A3:1:19250358-19250605:19250211-19250605:-	nan	nan	nan
AT1G51840;A5:1:19250211-19250291:19250211-19250605:-	nan	nan	nan
AT1G51840;RI:1:19250078:19250199-19250605:19250863:-	nan	nan	0
AT1G51840;RI:1:19250078:19250211-19250605:19250863:-	nan	nan	nan
AT1G51850;RI:1:19256099:19256244-19256305:19256624:-	1	0.542598773951279	0.168598316696579
AT1G51860;A5:1:19261293-19261398:19261293-19261733:-	1	0.525738191738304	0.278598574607139
AT1G51880;A3:1:19271925-19271987:19271901-19271987:-	nan	nan	nan
AT1G51890;RI:1:19275583:19275648-19275715:19275841:-	0	0.0223444758046552	0.186639554890602
AT1G51890;RI:1:19277261:19277739-19277827:19278364:-	0.397331860380938	0	0
AT1G51890;RI:1:19277827:19277953-19278146:19278364:-	0.578574760818303	1	1
AT1G51980;A3:1:19323940-19324051:19323932-19324051:-	1	1	1
AT1G52000;AF:1:19335729-19335898:19336072:19335729-19336080:19336135:-	0.0775864201768284	0.0651581149706432	0.049225768683751
AT1G52070;A3:1:19366598-19366855:19366439-19366855:-	nan	nan	nan
AT1G52080;AF:1:19369089:19369440-19369704:19369566:19369615-19369704:+	1	0.718031890185406	0.85763726169322
AT1G52100;A3:1:19383539-19383687:19383519-19383687:-	0.361717771722738	0.0430298330089565	0.39602861221312
AT1G52100;A5:1:19385140-19385233:19385140-19385480:-	0.316992702029192	0.0430298330089565	0
AT1G52100;RI:1:19384926:19385140-19385233:19385602:-	0	0	1
AT1G52100;RI:1:19384926:19385140-19385480:19385602:-	0	nan	0.868582397747998
AT1G52150;A3:1:19410911-19410985:19410908-19410985:-	0.0255736498036245	0	0.0273068633042963
AT1G52150;RI:1:19409688:19410059-19410139:19410288:-	0.0976790507995364	0.0810232925042372	0.12042230815512
AT1G52220;A5:1:19454273-19454378:19454273-19454381:-	0.999358500784842	1	0.999081314737273
AT1G52220;RI:1:19453907:19453944-19454032:19454094:-	0.0174555716662628	0.0154449662796149	0.0176156074405269
AT1G52220;SE:1:19454094-19454187:19454273-19454378:-	0.912909993638266	0.92360751156099	0.905540453093144
AT1G52290;RI:1:19470652:19470813-19470879:19471029:-	0.21909768235782	0.238084796711076	0.24252423790573
AT1G52310_and_AT1G52315;RI:1:19478654:19478708-19478787:19479218:+	0.106125105079468	0.088540493293318	0.133174930887132
AT1G52320;A3:1:19487212-19487581:19487212-19487855:+	nan	0	nan
AT1G52320;AL:1:19487212-19487317:19487433:19487212-19487581:19487997:+	nan	1	1
AT1G52320;AL:1:19487212-19487317:19487433:19487212-19487855:19487941:+	nan	0.917397072054466	1
AT1G52360;A5:1:19499554-19499681:19499284-19499681:+	0	0	0
AT1G52360;A5:1:19505447-19505699:19505365-19505699:+	0.900875440872587	0.909979604640404	0.850030587542828
AT1G52370;A5:1:19506571-19507018:19506522-19507018:+	0	0.107417799145233	0.0166834118886705
AT1G52370;AF:1:19506356:19506522-19507018:19506617:19506765-19507018:+	0.89188539255158	0.827976067468169	0.812722529083677
AT1G52370;AF:1:19506356:19506571-19507018:19506617:19506765-19507018:+	0	0.366783164389599	0.0685794628237854
AT1G52370;RI:1:19506356:19506522-19507018:19507175:+	0.113343890647496	0.148834668640262	0.106645178583169
AT1G52370;RI:1:19506356:19506571-19507018:19507175:+	1	0.592333989565275	0.875559955747926
AT1G52380;A3:1:19509105-19509753:19509105-19509938:+	0	0.00479498929944052	0.00498685079792782
AT1G52380;A5:1:19509685-19509938:19509105-19509938:+	0	0.0019593135042857	0
AT1G52380;A5:1:19509832-19509938:19509685-19509938:+	1	0	1
AT1G52380;AF:1:19508952:19509105-19509938:19509241:19509832-19509938:+	0.995562437489805	1	0.984427837093702
AT1G52410;A3:1:19522759-19522858:19522759-19522870:+	1	1	0.998937701636372
AT1G52430;A3:1:19533436-19533606:19533433-19533606:-	0	0	0
AT1G52450;A3:1:19543413-19543504:19543404-19543504:-	0.178450693470685	0.383249302395393	0.922098864255966
AT1G52470;A3:1:19554991-19555071:19554991-19555073:+	nan	nan	nan
AT1G52470;RI:1:19554909:19554991-19555071:19555164:+	nan	nan	nan
AT1G52470;RI:1:19554909:19554991-19555073:19555164:+	nan	nan	nan
AT1G52500;A3:1:19561764-19561894:19561764-19562052:+	0.257474206552785	0.134205622303643	0.282626539686214
AT1G52530;RI:1:19568588:19568629-19568716:19568785:+	1	1	1
AT1G52540;RI:1:19571389:19571536-19571841:19572204:-	0.00707814547772214	0.031906896739383	0.0640146920886706
AT1G52560;A3:1:19575201-19575487:19575180-19575487:-	1	0	0
AT1G52570;AF:1:19586564-19587027:19587428:19586564-19587508:19587531:-	0	0	0
AT1G52570;SE:1:19586564-19587027:19587112-19587508:-	0	0	0.286056890440425
AT1G52615;A3:1:19601352-19601691:19601329-19601691:-	NA	NA	NA
AT1G52630;A3:1:19607941-19608199:19607907-19608199:-	0.484105741372597	0.516582502895895	0.474710046131804
AT1G52700;A5:1:19633128-19633336:19633128-19633978:-	1	1	1
AT1G52700;AF:1:19633128-19633336:19633610:19633128-19633978:19634051:-	nan	nan	nan
AT1G52700;SE:1:19633128-19633336:19633423-19633978:-	1	nan	1
AT1G52710;A5:1:19640016-19640086:19640016-19640093:-	0	0.141413891666461	0.109159151646575
AT1G52730;RI:1:19642452:19642668-19642854:19642983:+	0.385874006052571	0.442144934211842	0.439656550338645
AT1G52820;RI:1:19669668:19669989-19670073:19670427:+	nan	nan	nan
AT1G52857;RI:1:19681209:19681266-19681439:19681529:-	nan	nan	nan
AT1G52870;A3:1:19687201-19687277:19687201-19687281:+	0.436493576732579	0.482183923774824	0.437555132491232
AT1G53025;RI:1:19756445:19756833-19757076:19757386:-	1	0.40988678901283	0.524240461615874
AT1G53040;A5:1:19767141-19767221:19767141-19767326:-	0.625251148973164	0.595375324925081	0.675048654301246
AT1G53040;RI:1:19764830:19765029-19765120:19765307:-	0	0.00419865030232026	0.0102316316520035
AT1G53090;A3:1:19784368-19784445:19784368-19784456:+	0.184024255027597	0.0874117763174852	0.150757061348038
AT1G53090;A5:1:19783570-19783684:19783466-19783684:+	0.563723335795019	0.224924896321155	0.447493516813726
AT1G53090;A5:1:19785864-19785945:19785839-19785945:+	0	0	0
AT1G53090;RI:1:19783352:19783466-19783684:19784368:+	0	0	0
AT1G53120;A3:1:19794284-19794366:19794284-19794369:+	0.92524370330993	0.959937181430344	0.958751116264854
AT1G53160;A5:1:19807087-19807343:19807023-19807343:+	0.879152293757045	1	0.689508498851643
AT1G53165;A5:1:19817236-19817313:19817224-19817313:+	0.105413953658037	0.246127395628168	0.252614587953668
AT1G53165;A5:1:19817248-19817313:19817224-19817313:+	0	0	0
AT1G53165;A5:1:19817248-19817313:19817236-19817313:+	0	0	0
AT1G53190;AF:1:19837110:19837228-19837464:19837270:19837340-19837464:+	0.472700075670694	0.39660691331802	0.422494653191271
AT1G53200;A5:1:19842517-19842634:19842517-19842651:-	0.880657735991756	0.917768561597558	0.911568791001149
AT1G53260;RI:1:19859267:19859671-19859782:19860060:-	1	1	1
AT1G53310;A5:1:19888088-19888229:19888088-19888305:-	0.154137970318583	0.152324678528367	0.166909801680558
AT1G53370;RI:1:19910516:19910905-19910969:19911646:+	nan	nan	nan
AT1G53380;A5:1:19914702-19914868:19914702-19915454:-	nan	1	0
AT1G53380;A5:1:19915959-19916381:19915959-19916408:-	1	1	0.756645391877997
AT1G53380;AF:1:19914702-19914868:19915802:19914702-19915842:19916147:-	0	0.0200342925010682	0
AT1G53380;AF:1:19914702-19915454:19915802:19914702-19915842:19916147:-	0	0	0.0127530221382024
AT1G53430;A3:1:19937612-19937688:19937612-19937712:+	1	1	1
AT1G53530;A5:1:19978393-19978473:19978383-19978473:+	0.0911034930427523	0.0526614168505738	0.0580890974275679
AT1G53570;A3:1:19990235-19990315:19990235-19990318:+	0.471797867862169	0.468725864358875	0.468687865635958
AT1G53570;A3:1:19990400-19990478:19990400-19990481:+	0.9012979527074	0.927018417378649	0.914990741643115
AT1G53570;RI:1:19990315:19990400-19990478:19991113:+	0.188067323604531	0.158947799664571	0.180783931258828
AT1G53570;RI:1:19990315:19990400-19990481:19991113:+	0.440272962583752	0.485857932119095	0.472828642275502
AT1G53570;RI:1:19990318:19990400-19990478:19991214:+	1	1	1
AT1G53650;A5:1:20030667-20030944:20030667-20030962:-	0.587916946536426	0.476821671155503	0.521125897899597
AT1G53660;RI:1:20035040:20035301-20035481:20035740:+	0	nan	0
AT1G53670;A3:1:20037527-20037642:20037527-20037663:+	0.998960376118606	1	1
AT1G53710;A5:1:20055194-20055277:20055194-20055280:-	0.0336969871331965	0.0537059095725723	0.0676057086756669
AT1G53730;A3:1:20065002-20065092:20065002-20065095:+	0	0	0
AT1G53760;A3:1:20069514-20069595:20069441-20069595:-	0.987909757291177	0.98225577173824	0.982922565886088
AT1G53780;A3:1:20076205-20076307:20076202-20076307:-	0.728561439980587	0.67148691548605	0.650269656685496
AT1G53780;A3:1:20077543-20077616:20077536-20077616:-	0.518885363047108	0.514513464455797	0.537373245115867
AT1G53780;A3:1:20077988-20078080:20077745-20078080:-	0.660362476726345	0.723002227366989	0.711438324282573
AT1G53790;A3:1:20079458-20079531:20079441-20079531:-	0.9256850104894	0.841404705393583	1
AT1G53790;RI:1:20079531:20079612-20079698:20080883:-	0.241603258490726	0.172828305738263	0.18289337746491
AT1G53800;A5:1:20081912-20082168:20081900-20082168:+	0.69154573308639	0.720369066962052	0.631073365163296
AT1G53870;RI:1:20112701:20112982-20113065:20113240:+	0	0.654304177703697	0.504116998433057
AT1G53870;RI:1:20112701:20113240-20113334:20113960:+	1	0.172315725279631	0.210359734204358
AT1G53890;RI:1:20125266:20125547-20125630:20125805:+	NA	NA	NA
AT1G53890;RI:1:20125266:20125805-20125899:20126525:+	NA	NA	NA
AT1G53890;RI:1:20125630:20125644-20125729:20125805:+	nan	nan	nan
AT1G53910;A3:1:20135536-20135800:20135536-20135806:+	0.738157739441071	0.754749744942582	0.74097749520846
AT1G53940;RI:1:20144169:20144424-20144562:20144974:+	nan	nan	nan
AT1G53970;RI:1:20148729:20149111-20149201:20149749:+	nan	nan	nan
AT1G54020;A3:1:20162966-20163457:20162931-20163457:-	0	0	0.0723443892955107
AT1G54020;A3:1:20163006-20163457:20162931-20163457:-	0.0328341678524839	0.159718859496307	0.0435724837177684
AT1G54020;A3:1:20163006-20163457:20162966-20163457:-	1	1	0.368756183641223
AT1G54020;A3:1:20163022-20163457:20162931-20163457:-	0	0	0.120815780795481
AT1G54020;A3:1:20163022-20163457:20162966-20163457:-	nan	nan	0.637954048065913
AT1G54020;A3:1:20163022-20163457:20163006-20163457:-	0	0	0.751018487314524
AT1G54020;RI:1:20162539:20162739-20162813:20162931:-	0	0	0
AT1G54030;RI:1:20168777:20169029-20169100:20169684:+	0.0870758943852842	0.108594447434631	0.105403660507223
AT1G54040;A5:1:20171987-20173743:20171987-20173853:-	0.413602490123311	0.266799349260517	0.208797132466166
AT1G54080;A3:1:20185400-20185574:20185388-20185574:-	0.0558090647011866	0.0392469310232442	0.0510836815647029
AT1G54110;A5:1:20199992-20200104:20199457-20200104:+	0.651944750743352	0.293767851077285	0.375385022603317
AT1G54110;SE:1:20199457-20199899:20199992-20200104:+	0.941274602598254	0.763366858534789	0.846331910296589
AT1G54180;SE:1:20228515-20228800:20228877-20229031:+	0.144758957643897	0.135409623184426	0
AT1G54217;A3:1:20244824-20244996:20244821-20244996:-	0.445294195046618	0.092485378305075	0.144631445114609
AT1G54217;A5:1:20245059-20245183:20245059-20245243:-	0	0	0.449576649947857
AT1G54217;A5:1:20245059-20245183:20245059-20245375:-	nan	0	0.16265777298657
AT1G54217;A5:1:20245059-20245183:20245059-20245401:-	nan	nan	1
AT1G54217;A5:1:20245059-20245183:20245059-20245455:-	0	0	0.0862978033828024
AT1G54217;A5:1:20245059-20245243:20245059-20245375:-	1	0.626390258179802	0.192134013425611
AT1G54217;A5:1:20245059-20245243:20245059-20245401:-	1	1	1
AT1G54217;A5:1:20245059-20245243:20245059-20245455:-	0.152923898553581	0.180892769560822	0.103649249378427
AT1G54217;A5:1:20245059-20245375:20245059-20245401:-	nan	1	1
AT1G54217;AF:1:20245059-20245375:20245404:20245059-20245455:20245549:-	0	0.116389668381885	0
AT1G54217;AF:1:20245059-20245375:20245404:20245059-20245455:20245555:-	0	1	0
AT1G54217;RI:1:20244996:20245059-20245243:20245459:-	0.345588418464123	0.245014760764218	0.583915197927811
AT1G54270_and_AT1G07957;A5:1:20260752-20260862:20260737-20260862:+	0.620370520316594	0.626393511543078	0.752593801924696
AT1G54280;RI:1:20265459:20267349-20267542:20267652:-	0	0	0
AT1G54310;A5:1:20274561-20274642:20274535-20274642:+	0.269642614349373	0.31420980808734	0.356092020090049
AT1G54340;RI:1:20285657:20285691-20285797:20285939:+	0.0487883038211152	0.0293991474096529	0.0404048602236239
AT1G54360;A5:1:20291378-20291458:20291357-20291458:+	0.888366827059156	0.919531805701654	0.929235778555108
AT1G54360;RI:1:20290789:20290875-20290944:20291036:+	0.151441140284097	0.357037455786579	0.274737005054921
AT1G54390;A3:1:20306798-20306898:20306777-20306898:-	1	0.925777210431756	0.905797663642298
AT1G54390;RI:1:20304515:20304925-20305039:20305171:-	0	0	0
AT1G54390;RI:1:20304583:20304925-20305039:20305171:-	1	0.81843065707706	0.756371512731074
AT1G54390;RI:1:20305039:20305171-20305255:20305293:-	0	0.00925337694214267	0.00993365844286046
AT1G54390;RI:1:20306424:20306635-20306727:20306798:-	0.101742861781064	0.100078467015114	0.0657113828947022
AT1G54440;A3:1:20326368-20326798:20326368-20327360:+	1	1	1
AT1G54440;A3:1:20327518-20327614:20327518-20327620:+	0.339636208729301	0.256316013488654	0.296209907493859
AT1G54440;RI:1:20326798:20326875-20327438:20327518:+	1	1	1
AT1G54440;RI:1:20326798:20326956-20327360:20327518:+	0.134292791591896	0.129535006937503	0.175686074599774
AT1G54440;SE:1:20326368-20326798:20326956-20327360:+	1	1	1
AT1G54490;A5:1:20350729-20351271:20350506-20351271:+	0.0076927135119515	0	0
AT1G54510;A5:1:20362033-20362442:20362033-20362507:-	1	1	0.80194956404722
AT1G54510;AF:1:20362033-20362361:20362382:20362033-20362442:20362624:-	0.600368129240943	0.312988990711682	0
AT1G54510;AF:1:20362033-20362361:20362382:20362033-20362507:20362593:-	1	1	0
AT1G54560;AF:1:20379622-20379734:20379745:20379622-20379869:20380156:-	1	1	1
AT1G54610;A3:1:20396994-20397087:20396954-20397087:-	0.0850889066481498	0.0344021443392332	0
AT1G54650;RI:1:20406221:20406323-20406594:20406643:-	0.0617285050478218	0.0598747528334339	0.0565932873135612
AT1G54680;A3:1:20413245-20413319:20413245-20413360:+	0.921480948781335	0.860201971959202	0.921541160253955
AT1G54680;A3:1:20413869-20413944:20413869-20413962:+	0.852552189102499	0.842320513888978	0.79873592663226
AT1G54730;A3:1:20424617-20424716:20424617-20424720:+	0.953407049580692	0.888018028357459	0.853335783091679
AT1G54730;RI:1:20427300:20427343-20428049:20428309:+	1	1	1
AT1G54730;RI:1:20427300:20427343-20428388:20428447:+	0.0340845268570928	0.0590006807127508	0.328518673983517
AT1G54730;RI:1:20429314:20429373-20429659:20429773:+	0	0.0196172803212218	0
AT1G54730;RI:1:20429314:20429373-20429659:20430123:+	1	0.0808612557826149	0.328518673983517
AT1G54730;RI:1:20429314:20429773-20429854:20430194:+	1	0.93397210724666	1
AT1G54730;RI:1:20429659:20429773-20429854:20430153:+	0.545586301663693	0	1
AT1G54730;SE:1:20427343-20428049:20428111-20428388:+	0.744047840948637	0.575770455357922	0.834276021293305
AT1G54790;AF:1:20442303-20442394:20442863:20442303-20443760:20444029:-	1	1	1
AT1G54790;AF:1:20442303-20442394:20442863:20442303-20443760:20444066:-	0.492870905975711	0.310440678615379	0.207142199865039
AT1G54790;RI:1:20441055:20441392-20441471:20441741:-	0	0	0
AT1G54820;RI:1:20449352:20449752-20449945:20450077:+	0.187147001843691	0.247873622029708	0.219578004470022
AT1G54820;RI:1:20450227:20450316-20450591:20450916:+	0.0513688528076108	0	0
AT1G54840;A3:1:20453054-20453137:20453044-20453137:-	0.912035963591365	1	1
AT1G54920;A3:1:20471602-20471799:20471602-20471802:+	0.179347904005462	0.162052965031156	0.14839070737513
AT1G54920;A3:1:20474267-20474346:20474267-20474351:+	0.985468741601447	1	1
AT1G54920;A5:1:20473982-20474051:20473952-20474051:+	0.184419753377629	0.170204887875872	0.158430269884169
AT1G54920;RI:1:20473791:20473952-20474051:20474267:+	0.033511959853725	0.057157268254735	0.074410844653228
AT1G54920;RI:1:20473791:20473982-20474051:20474267:+	0.132954885423438	0.228127085751106	0.299249453570204
AT1G54930;A5:1:20479245-20479315:20479245-20479444:-	1	1	1
AT1G55000;A5:1:20516205-20516272:20516178-20516272:+	0.0920599630929839	0.343247357805986	0.552867757168125
AT1G55010;A3:1:20517141-20517225:20517141-20517249:+	0.923392558160677	0.969442763219017	1
AT1G55050;A3:1:20542001-20542770:20542001-20542774:+	1	1	0
AT1G55080;RI:1:20553265:20553323-20553403:20553483:-	0.0117245391613928	0.0230423762430635	0.0077611052254194
AT1G55110;A5:1:20562629-20562789:20562629-20563086:-	0.00348439589390139	0.00329787977387537	0.00273341739792719
AT1G55110;RI:1:20562409:20562629-20562789:20563269:-	0.891057530637361	0.933894802940274	0.965472830457808
AT1G55110;RI:1:20562409:20562629-20563086:20563269:-	0.0278039047486663	0.0446571545070727	0.0711872072763706
AT1G55120;AF:1:20566030:20566186-20567032:20566485:20566938-20567032:+	0	nan	0
AT1G55120;RI:1:20566485:20566773-20566930:20566938:+	0.0376257096859168	0	0.0368320444879258
AT1G55120;RI:1:20566930:20566938-20567032:20567903:+	0.0400343823312267	0	0
AT1G55200;RI:1:20591875:20592140-20592319:20592521:-	1	0.890652963099983	0.614103162183708
AT1G55250;A3:1:20607880-20607968:20607880-20607974:+	1	1	1
AT1G55250;A3:1:20611999-20612129:20611999-20612171:+	0.0984257755110196	0.121104596493169	0.100017786688554
AT1G55250;A5:1:20607390-20607532:20607327-20607532:+	0	0	0
AT1G55260;A3:1:20615914-20616046:20615914-20616055:+	0.968602127456592	0.967151148031647	0.969980284091043
AT1G55310;A3:1:20632055-20632148:20632055-20632151:+	0.471003722525312	0.516075204115817	0.513609580586
AT1G55310;A5:1:20630368-20630656:20630135-20630656:+	0.00467736067904241	0.00305909887812068	0.00725949149919601
AT1G55310;RI:1:20631042:20631119-20631885:20632055:+	0.461416542639235	0.437100161553746	0.457764766195648
AT1G55310;SE:1:20631119-20631687:20631722-20631885:+	0.404207725065078	0.401395887560587	0.419605228890466
AT1G55320;A5:1:20634195-20634283:20634191-20634283:+	0.130240728685676	0	0.204880833788718
AT1G55325;A3:1:20643275-20643371:20643275-20643431:+	0	0.0020021971926942	0
AT1G55325;RI:1:20644536:20645421-20645509:20645625:+	1	0.997997802807306	1
AT1G55325;RI:1:20646271:20646869-20647339:20647468:+	1	1	1
AT1G55325;SE:1:20640042-20640284:20640343-20640588:+	1	0.997997802807306	1
AT1G55340;A3:1:20652822-20652902:20652822-20652932:+	0.859440016343531	0.850233240776256	0.853983966502795
AT1G55350;A3:1:20654256-20654323:20654235-20654323:-	0.640548060313023	0.596251059676991	0.719500669888554
AT1G55350;RI:1:20653820:20654235-20654323:20654768:-	0.289000381869181	0.286376734751892	0.421789267021122
AT1G55350;RI:1:20657493:20657812-20657897:20658194:-	0	0	0
AT1G55450;A5:1:20706234-20706649:20706234-20706676:-	0.00196105863687084	0	0.00157034391479701
AT1G55490;A3:1:20718706-20719069:20718681-20719069:-	0.0529093816000693	0.0401829978446801	0.0417576772312065
AT1G55490;A3:1:20718885-20719069:20718681-20719069:-	0.000263628263401775	0.00109284679364314	0
AT1G55490;A3:1:20718885-20719069:20718706-20719069:-	0.00469807740917813	0.0254669443150827	0
AT1G55490;A5:1:20718681-20718831:20718681-20718848:-	0.688512692656991	0.896522313425795	0.811707440978252
AT1G55490;A5:1:20718681-20718831:20718681-20719069:-	0.00116712079720755	0.00209943621773604	0.00131948100437764
AT1G55490;A5:1:20718681-20718848:20718681-20719069:-	0.000528350182180896	0.000242770312876693	0.000306391780270348
AT1G55500;A3:1:20720471-20720570:20720471-20720609:+	0.68657571190471	0.553271514397324	0.660749255088596
AT1G55500;A5:1:20722308-20722394:20722292-20722394:+	0	0.0283791050503194	0.0531895872027918
AT1G55500;RI:1:20722146:20722292-20722394:20722856:+	0.166577972963384	0.0797531087169989	0.0673414179190387
AT1G55500;RI:1:20722146:20722308-20722394:20722856:+	1	0.746616447111679	0.561025241447157
AT1G55520;A3:1:20726058-20726144:20726055-20726144:-	0.116454565731313	0.139997839541499	0.237316620311796
AT1G55520;RI:1:20726144:20726224-20726304:20726405:-	0.122304770461325	0.0482648230582558	0.0422734899862231
AT1G55530;A3:1:20730724-20730996:20730543-20730996:-	0	0.00286682468454308	0.00284199130773042
AT1G55535;A3:1:20732122-20732232:20732118-20732232:-	1	0.970454429892131	1
AT1G55540;A5:1:20737534-20737677:20737534-20737686:-	0.237622314732268	0	0
AT1G55610;RI:1:20783616:20783745-20783854:20784017:-	0.182318985936252	0.253816461088717	0.218311461914677
AT1G55620;A3:1:20790459-20790535:20790445-20790535:-	0.0868492567090685	0.0223045052625752	0.130118548983293
AT1G55690;A5:1:20812296-20812424:20812296-20812617:-	0	0	0.00503741257696499
AT1G55690;SE:1:20811922-20812173:20812296-20812617:-	0.961036937112449	0.755778444998321	0.84127634806469
AT1G55730;A3:1:20834019-20834326:20834003-20834326:-	0.0188754929361505	0	0
AT1G55750;RI:1:20840975:20841022-20841184:20841261:-	0.216926883099901	0.105574839893788	0.220877385002219
AT1G55750;RI:1:20840975:20841261-20841376:20841489:-	0.128214741360649	0.377857242743273	0.0361759934405712
AT1G55810;A3:1:20863419-20863486:20863419-20863501:+	0.971164275649257	0.991871953849819	0.991903750509325
AT1G55810;A5:1:20860831-20861271:20860710-20861271:+	0.219024625641745	0.11442269302857	0.239937920441466
AT1G55810;RI:1:20860507:20860710-20861271:20861414:+	0	0	0
AT1G55810;RI:1:20860507:20860831-20861271:20861414:+	0	0	0
AT1G55810;RI:1:20863326:20863419-20863486:20863558:+	0.114119708643199	0.081120621268423	0.0359064064899312
AT1G55810;RI:1:20863326:20863419-20863501:20863558:+	0.812684214930591	0.915060876492308	0.820236778351694
AT1G55830;A3:1:20869680-20869945:20869648-20869945:-	0.517105100606735	0.238086562489883	0.57045535955222
AT1G55830;A3:1:20869703-20869945:20869648-20869945:-	0.422647728774917	0.413291532438638	0.374561188624701
AT1G55830;A3:1:20869703-20869945:20869680-20869945:-	0.406039909459853	0.69271091656045	0.310794498272482
AT1G55840;SE:1:20873945-20874058:20874086-20874483:+	0.952974627338395	0.968081592612538	0.942055322218662
AT1G55870;A3:1:20896235-20896344:20896235-20896363:+	0.659074987337415	0.764908838419801	0.819700412823332
AT1G55870;RI:1:20896344:20896663-20896739:20896852:+	0	0.0242555765267724	0.0775632640434532
AT1G55870;RI:1:20896363:20896663-20896739:20896852:+	0	0	0
AT1G55900;A5:1:20905284-20905375:20905266-20905375:+	1	1	1
AT1G55915;A3:1:20910171-20910615:20910171-20910618:+	0	0	0.0929208465946452
AT1G55940;RI:1:20922342:20922363-20922673:20922901:-	0	1	0.0751058441048734
AT1G55960;RI:1:20928903:20929031-20929107:20929169:-	0.969133100466167	0.963454054338434	0.98044717469996
AT1G56070;A5:1:20971111-20971306:20971111-20971666:-	0	0	0.000489970784939735
AT1G56070;RI:1:20971075:20971111-20971306:20971742:-	1	1	0.672457827245426
AT1G56070;RI:1:20971075:20971111-20971666:20971742:-	0.00248596972747801	0.00129337397174801	0.00100541183292126
AT1G56100;A5:1:20983668-20983758:20983668-20983762:-	nan	nan	nan
AT1G56120;RI:1:20989394:20989770-20989900:20989961:-	0.437308096811507	0.170715452788143	0.273790126386993
AT1G56145;RI:1:21008864:21009095-21009177:21009387:-	0	0	0
AT1G56170;A5:1:21025011-21025105:21024796-21025105:+	0.0729152409733414	0.152937442820533	0.0923161694800551
AT1G56180;A3:1:21026659-21026731:21026649-21026731:-	0.828578007620182	0.758824156266679	0.811588979613315
AT1G56200;A5:1:21030909-21031092:21030900-21031092:+	1	1	0.995665293793898
