IncLevel1	IncLevel2	IncLevelDifference
0.199,0.138,0.157	0.126,0.134,0.117	0.039
0.044,0.049,0.075	0.094,0.044,0.056	-0.009
0.33,0.234,0.33	0.223,0.244,0.202	0.075
0.072,0.093,0.158	0.11,0.12,0.053	0.013
0.0,0.052,0.01	0.058,0.034,0.0	-0.01
0.61,0.66,0.573	0.502,0.512,0.638	0.064
1.0,0.987,1.0	0.941,0.939,0.976	0.044
0.752,0.735,0.746	0.629,0.828,0.763	0.004
0.125,0.088,0.085	0.089,0.106,0.118	-0.005
0.035,0.036,0.04	0.055,0.035,0.045	-0.008
0.369,0.336,0.412	0.253,0.305,0.143	0.139
0.085,0.088,0.083	0.057,0.082,0.073	0.015
0.101,0.082,0.092	0.083,0.08,0.062	0.017
0.074,0.079,0.123	0.072,0.095,0.047	0.021
0.387,0.459,0.401	0.523,0.516,0.544	-0.112
0.016,0.0,0.011	0.0,0.011,0.0	0.005
0.339,0.222,0.27	0.22,0.312,0.271	0.009
0.1,0.049,0.089	0.085,0.21,0.14	-0.066
0.052,0.047,0.0	0.024,0.098,0.01	-0.011
0.01,0.03,0.035	0.019,0.038,0.016	0.001
0.0,0.132,0.186	0.0,0.149,0.08	0.03
0.204,0.287,0.148	0.341,0.169,0.223	-0.031
0.581,0.548,0.485	0.642,0.704,0.666	-0.133
0.0,0.01,0.013	0.017,0.026,0.021	-0.014
1.0,1.0,1.0	0.986,0.984,0.991	0.013
0.01,0.004,0.023	0.013,0.014,0.017	-0.002
0.011,0.007,0.015	0.009,0.008,0.011	0.002
0.046,0.058,0.079	0.042,0.052,0.055	0.011
1.0,0.845,1.0	1.0,1.0,1.0	-0.052
0.08,0.056,0.132	0.508,0.652,0.63	-0.507
0.068,0.046,0.056	0.132,0.074,0.151	-0.062
0.0,0.048,0.075	0.038,0.011,0.015	0.02
0.02,0.045,0.108	0.092,0.082,0.053	-0.018
0.089,0.094,0.139	0.115,0.071,0.11	0.009
0.747,0.445,1.0	0.912,0.779,0.762	-0.087
0.076,0.132,0.239	0.128,0.065,0.033	0.074
0.451,0.365,0.309	0.423,0.32,0.168	0.071
0.0,0.0,0.0	0.127,0.22,0.36	-0.236
0.0,0.0,0.0	0.143,0.091,0.211	-0.148
0.111,0.556,1.0	0.019,0.176,0.22	0.417
0.2,0.538,0.4	0.273,0.455,0.294	0.039
0.0,1.0,1.0	0.065,0.065,0.069	0.6
0.022,0.022,0.019	0.012,0.02,0.021	0.003
0.952,0.957,0.965	0.955,1.0,0.919	-0.0
1.0,NA,0.0	1.0,1.0,1.0	-0.5
0.2,0.143,0.0	0.467,0.333,0.083	-0.18
0.227,0.0,0.0	0.469,0.541,0.0	-0.261
0.965,0.96,1.0	1.0,0.983,1.0	-0.019
0.475,0.453,0.42	0.358,0.525,0.505	-0.013
0.117,0.12,0.134	0.163,0.223,0.168	-0.061
0.215,0.098,0.167	0.204,0.2,0.249	-0.058
0.202,0.167,0.139	0.221,0.206,0.233	-0.051
0.137,0.113,0.123	0.0,0.297,0.113	-0.012
0.208,0.147,0.156	0.18,0.141,0.143	0.016
0.361,0.358,0.452	0.699,0.674,0.693	-0.298
0.037,0.024,0.016	0.029,0.023,0.029	-0.001
0.342,1.0,0.0	0.0,0.071,0.409	0.287
0.215,0.104,0.068	0.042,0.13,0.086	0.043
0.446,0.223,0.242	0.298,0.365,0.309	-0.02
0.239,0.216,0.178	0.307,0.146,0.169	0.004
1.0,1.0,0.2	1.0,0.333,0.5	0.122
NA,0.799,0.0	1.0,0.0,1.0	-0.267
0.75,0.742,0.5	0.511,0.684,0.63	0.056
0.137,0.139,0.107	0.235,0.419,0.455	-0.242
0.039,0.067,0.03	0.012,0.013,0.039	0.024
0.164,0.122,0.084	0.113,0.306,0.211	-0.087
0.034,0.167,0.148	0.125,0.221,0.11	-0.036
1.0,1.0,0.975	1.0,0.979,1.0	-0.001
0.055,0.111,0.077	0.107,0.078,0.137	-0.026
0.5,0.53,0.482	0.485,0.511,0.597	-0.027
0.048,0.025,0.116	0.027,0.048,0.036	0.026
0.037,0.098,0.086	0.075,0.079,0.058	0.003
0.039,0.06,0.068	0.061,0.059,0.068	-0.007
0.038,0.099,0.063	0.032,0.073,0.049	0.015
1.0,0.8,1.0	0.923,0.889,0.834	0.051
0.0,0.0,0.0	0.141,NA,0.0	-0.07
0.0,NA,NA	0.0,0.263,0.0	-0.088
NA,0.0,1.0	1.0,1.0,1.0	-0.5
0.672,0.678,0.644	0.554,0.5,0.632	0.103
0.034,0.009,0.027	0.186,0.16,0.046	-0.107
0.012,0.004,0.036	0.008,0.04,0.016	-0.004
0.268,0.111,0.169	0.217,0.07,0.463	-0.067
0.184,0.025,0.106	0.008,0.121,0.029	0.052
0.862,0.85,0.869	0.865,0.827,0.942	-0.018
0.529,0.539,0.555	0.554,0.527,0.451	0.03
1.0,0.998,0.999	0.998,0.997,0.997	0.002
0.821,0.811,0.807	0.807,0.803,0.778	0.017
0.0,0.035,0.04	0.122,0.055,0.062	-0.055
0.0,0.4,0.44	0.556,0.3,0.226	-0.081
0.0,0.115,0.109	0.0,0.085,0.222	-0.028
1.0,1.0,0.484	0.484,0.484,0.0	0.505
0.31,0.501,0.366	0.172,0.393,0.332	0.093
0.078,0.172,0.0	0.069,0.0,0.069	0.037
0.499,0.356,0.37	0.348,0.348,0.436	0.031
0.065,0.078,0.054	0.19,0.189,0.148	-0.11
0.195,0.459,0.694	1.0,0.72,0.586	-0.319
0.11,0.079,0.115	0.065,0.061,0.094	0.028
0.002,0.004,0.008	0.011,0.004,0.008	-0.003
0.05,0.014,0.038	0.012,0.057,0.017	0.005
0.198,0.263,0.186	0.306,0.523,0.438	-0.207
0.333,0.357,0.306	0.315,0.17,0.154	0.119
0.726,0.814,0.717	0.91,0.704,0.737	-0.031
0.596,0.513,0.575	0.391,0.379,0.303	0.204
0.955,1.0,1.0	0.903,0.844,1.0	0.069
0.799,0.863,0.929	0.921,0.793,0.842	0.012
0.115,0.091,0.127	0.125,0.102,0.039	0.022
0.5,0.6,0.488	0.419,0.5,0.543	0.042
0.248,0.439,0.404	0.396,0.271,0.242	0.061
0.212,0.178,0.154	0.243,0.171,0.172	-0.014
0.636,0.6,0.442	0.81,0.692,0.625	-0.15
0.143,0.159,0.117	0.166,0.164,0.149	-0.02
0.294,0.167,0.29	0.152,0.226,0.12	0.084
0.212,0.143,0.333	0.185,0.132,0.188	0.061
0.039,0.055,0.047	0.091,0.144,0.088	-0.061
0.125,0.348,0.526	0.161,0.5,0.45	-0.037
0.8,0.8,0.76	0.926,0.889,0.765	-0.073
1.0,0.925,0.929	0.869,0.884,1.0	0.034
0.631,0.967,0.818	0.939,0.905,0.681	-0.036
0.121,0.181,0.126	0.204,0.096,0.39	-0.087
0.077,0.053,0.028	0.104,0.05,0.055	-0.017
0.571,0.358,0.476	0.372,0.695,0.444	-0.035
0.1,0.059,0.062	0.111,0.043,0.273	-0.069
0.286,0.385,0.333	0.524,0.158,0.677	-0.118
0.34,0.414,0.434	0.724,0.33,0.544	-0.137
0.339,0.195,0.255	0.186,0.43,0.166	0.002
0.208,0.118,0.131	0.449,0.385,0.631	-0.336
0.053,0.06,0.048	0.043,0.068,0.055	-0.002
0.097,0.071,0.109	0.109,0.105,0.082	-0.006
1.0,0.937,0.961	0.988,1.0,1.0	-0.03
0.031,0.043,0.042	0.016,0.071,0.03	-0.0
0.039,0.085,0.101	0.011,0.043,0.041	0.043
0.417,0.45,0.39	0.311,0.495,0.481	-0.01
0.065,0.072,0.065	0.058,0.053,0.069	0.007
NA,0.257,NA	NA,1.0,0.581	-0.533
0.098,0.088,0.09	0.12,0.138,0.102	-0.028
0.067,0.08,0.091	0.075,0.108,0.12	-0.022
NA,0.6,1.0	0.556,0.143,1.0	0.234
1.0,0.636,0.5	1.0,0.455,0.273	0.136
1.0,1.0,0.721	1.0,1.0,1.0	-0.093
0.085,0.066,0.078	0.06,0.059,0.063	0.016
1.0,1.0,0.917	1.0,0.955,1.0	-0.013
0.05,0.037,0.025	0.061,0.03,0.074	-0.018
0.833,0.778,1.0	0.871,1.0,0.846	-0.035
0.03,0.022,0.025	0.024,0.045,0.037	-0.01
1.0,1.0,1.0	0.875,0.846,0.756	0.174
0.988,0.984,1.0	0.993,0.98,0.981	0.006
0.977,0.978,1.0	0.91,0.988,0.983	0.025
0.103,0.116,0.157	0.143,0.125,0.293	-0.062
0.0,0.474,0.417	0.257,0.579,0.579	-0.175
0.0,0.071,0.127	0.023,0.083,0.26	-0.056
0.049,0.092,0.064	0.176,0.133,0.169	-0.091
0.109,0.109,0.073	0.296,0.248,0.279	-0.177
0.0,0.039,0.015	0.066,0.064,0.069	-0.048
NA,0.172,0.0	0.0,1.0,0.0	-0.247
0.123,0.087,0.112	0.106,0.077,0.074	0.022
0.138,0.056,0.08	0.049,0.059,0.074	0.031
0.303,0.431,0.441	0.304,0.489,0.339	0.014
0.077,0.121,0.096	0.082,0.057,0.028	0.042
0.0,0.15,0.0	0.045,0.076,0.068	-0.013
0.052,0.054,0.116	0.229,0.205,0.22	-0.144
0.032,0.016,0.065	0.0,0.01,0.023	0.027
1.0,0.549,0.753	0.327,0.646,0.798	0.177
0.162,0.179,0.168	0.341,0.224,0.192	-0.083
0.047,0.027,0.055	0.023,0.036,0.041	0.01
0.093,0.12,0.116	0.1,0.061,0.112	0.019
0.27,0.24,0.307	0.231,0.254,0.239	0.031
