IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
78,70,82	186,258,261	74,82,58	304,314,259	252	149
20,32,51	255,369,374	72,31,36	414,397,358	251	149
3,7,9	4,15,12	21,27,15	48,55,39	227	149
6,9,23	42,48,67	12,12,5	53,48,49	273	149
0,7,1	40,77,60	6,4,0	59,69,39	246	149
28,27,32	9,7,12	16,25,21	8,12,6	296	149
133,122,139	0,1,0	180,174,134	7,7,2	241	149
184,195,267	38,44,57	146,192,170	54,25,33	238	149
59,70,63	271,474,444	63,85,72	423,470,352	228	149
40,58,77	765,1103,1283	82,54,56	993,1061,839	212	149
3,13,6	3,15,5	11,6,4	19,8,14	255	149
53,69,80	379,472,586	58,80,58	631,596,488	225	149
22,32,37	119,218,221	33,29,20	221,202,182	246	149
7,14,19	53,98,82	11,13,6	86,75,73	247	149
30,45,55	26,29,45	68,68,48	34,35,22	272	149
1,0,1	36,45,52	0,1,0	35,52,48	251	149
36,36,54	45,81,94	47,77,40	107,109,69	232	149
6,4,11	27,39,56	5,17,12	27,32,37	298	149
2,3,0	24,40,42	2,8,1	53,49,65	225	149
1,6,7	50,96,97	3,4,2	77,51,62	298	149
0,1,3	6,4,8	0,4,3	18,14,21	244	149
17,32,18	46,55,72	47,25,19	63,85,46	215	149
24,14,29	9,6,16	38,32,23	11,7,6	287	149
0,2,3	91,130,148	3,3,3	110,73,91	231	149
122,182,266	0,0,0	227,202,175	2,2,1	241	149
17,11,59	1068,1727,1700	36,34,42	1773,1610,1600	224	149
16,16,34	871,1320,1363	22,18,24	1495,1391,1339	240	149
12,20,27	155,203,197	16,25,24	230,285,261	237	149
14,19,25	0,2,0	23,28,26	0,0,0	259	149
12,17,41	69,144,135	126,161,119	61,43,35	298	149
7,7,10	62,95,110	11,7,14	47,57,51	230	149
0,4,6	20,43,40	2,1,1	27,49,35	277	149
2,7,14	66,100,78	17,16,8	113,120,96	221	149
25,36,48	174,236,201	42,28,46	218,249,252	220	149
9,11,4	2,9,0	63,59,44	4,11,9	227	149
3,8,14	22,32,27	7,6,3	29,52,53	246	149
11,12,12	9,14,18	12,14,6	11,20,20	222	149
0,0,0	3,1,3	2,3,6	9,7,7	227	149
0,0,0	3,2,7	4,4,6	15,25,14	239	149
1,5,3	4,2,0	1,6,9	26,14,16	298	149
1,7,4	2,3,3	3,5,5	4,3,6	298	149
0,2,1	4,0,0	2,2,2	17,17,16	253	149
30,40,41	789,1053,1227	20,29,29	940,860,802	251	149
95,108,134	3,3,3	172,170,146	5,0,8	240	149
2,0,0	0,0,1	6,5,4	0,0,0	267	149
2,1,0	4,3,3	7,4,2	4,4,11	298	149
1,0,0	2,4,3	3,2,0	2,1,8	253	149
45,79,94	1,2,0	105,96,82	0,1,0	245	149
12,22,18	8,16,15	12,22,22	13,12,13	247	149
26,43,55	106,169,191	65,90,42	180,169,112	277	149
10,7,12	22,39,36	25,24,28	59,58,51	247	149
45,51,40	89,127,124	76,73,62	134,141,102	298	149
2,2,2	8,10,9	0,4,2	22,6,10	235	149
138,140,175	268,412,480	167,129,125	387,401,380	293	149
21,47,44	23,52,33	105,107,84	28,32,23	241	149
8,7,5	122,170,175	10,7,9	198,175,175	254	149
3,2,0	4,0,3	0,1,1	6,9,1	215	149
5,3,2	12,17,18	1,8,3	15,35,21	227	149
21,7,10	15,14,18	17,16,14	23,16,18	259	149
17,27,13	27,49,30	31,13,13	35,38,32	298	149
2,2,1	0,0,2	5,1,2	0,1,1	298	149
0,6,0	0,1,3	2,0,1	0,2,0	225	149
18,23,12	3,4,6	23,26,17	11,6,5	298	149
13,21,12	41,65,50	19,26,15	31,18,9	298	149
6,11,7	74,77,115	2,3,5	79,113,62	298	149
9,8,9	28,35,60	9,34,14	43,47,32	244	149
2,16,17	34,48,59	9,23,8	38,49,39	247	149
88,143,159	0,0,2	230,191,169	0,2,0	298	149
12,29,30	131,148,229	25,21,32	132,157,128	235	149
159,305,283	104,177,199	131,173,145	91,108,64	228	149
3,3,11	30,59,42	4,5,3	71,50,40	298	149
4,13,13	63,73,84	8,11,5	60,78,50	244	149
6,14,19	74,109,131	11,15,11	84,120,75	298	149
4,18,12	51,82,89	6,9,6	91,57,58	298	149
14,18,13	0,3,0	18,12,15	1,1,2	223	149
0,0,0	3,7,1	1,0,0	4,0,3	227	149
0,0,0	1,0,0	0,2,0	5,3,3	279	149
