UniqueCount	AmbigCount
521	2
0	283
0	203
3	238
5	246
12	288
1	117
20	53
0	53
134	1588
0	1588
685	632
0	631
0	641
0	622
0	562
12	579
0	501
0	498
13	630
0	535
26	158
0	156
13	1184
0	983
44	945
9764	11
5	3001
807	4712
13	2851
3	3008
0	136
9	136
1460	1
4	0
5	1836
0	1626
0	1660
0	0
0	0
0	0
189	610
6	610
826	785
31	784
851	1
0	14
4	14
41	0
8	181
0	131
7	136
0	1052
0	1042
0	1029
0	1028
0	1040
1	1058
1	998
0	978
37	0
902	1
138	817
1	829
18	855
0	822
0	856
14	0
72	659
4	639
22	659
0	0
15	188
28	188
1961	0
0	0
2	0
0	9006
1	8869
0	9253
0	0
4	345
48	345
671	3
0	4
1	2
0	4
292	0
0	24
5	24
1	20
0	24
9	3
1	3
1	3
0	37
0	37
0	0
0	0
0	330
33	330
4188	0
892	0
7	0
21	59
2	59
0	0
1049	0
8	69
0	68
274	2747
26	2775
51	2512
1	2520
843	0
1396	1
0	5
0	3
0	3
0	5
0	4
0	0
13	3372
570	3372
604	3973
84	3972
0	12
0	13
0	12
0	13
0	58
21	58
0	1720
9	1720
0	0
302	1
2577	2
4838	11114
0	11114
1542	2
42	95
3	95
61	906
2	830
3	830
0	907
0	56
34	56
10	61
0	61
0	48
4	0
0	113
11	109
4	110
2	0
0	4
0	4
0	2
0	4
0	3
595	0
8	33
0	33
2216	3
181	0
919	0
0	114
2	136
3	142
0	119
7	100
168	150
2	150
6	145
7	153
0	158
0	145
2337	24
695	22
117	3055
14	3055
367	1892
2	1892
9	0
2402	1
0	407
28	416
1	416
6	0
80	203
0	183
0	164
0	184
0	115
2	60
0	58
0	59
0	49
113	1
11	1634
0	1934
0	1673
9	1653
0	1236
7	434
0	582
12	507
1	547
2	505
691	0
255	0
0	543
0	481
0	506
0	478
4930	7
637	0
1	0
991	1
447	1
0	247
0	180
3	235
0	229
1	229
0	200
14	546
0	489
2	460
12	0
2	0
460	6
618	5
32	152
15	152
0	0
36	0
10	4142
10	4295
24	4207
103	577
47	567
38	548
132	1104
1	1069
36	1215
1121	0
411	3787
64	3812
1	3642
1249	2
2356	1
0	690
0	376
21	747
0	714
5126	2
131	158
22	158
1362	1
38	0
0	6
0	6
1	1361
0	1438
1	1189
8	1311
11	1221
0	0
260	0
47	0
4	0
17	390
12	390
44	515
0	515
536	2570
106	2570
227	1
911	0
4890	3
1	14
0	14
0	0
808	1
231	0
46	255
4	255
15	0
0	630
0	631
0	631
251	0
75	0
10	0
35	180
1	180
5	0
54	322
7	322
0	321
127	0
0	4
0	4
3	0
0	0
0	0
24	0
7	6
2	6
1020	1
1	0
2151	13871
112	13870
0	0
18	1098
5	1098
0	1094
0	16
0	16
0	0
0	0
5656	2
38	0
15	0
11	28
0	28
0	0
0	843
60	765
2	298
281	0
3	4
0	4
7780	4
12	125
2	125
3057	4
0	52
0	72
0	77
0	43
0	68
0	73
0	60
327	1
28	276
0	276
13	0
12	0
1	0
62	145
3	145
543	1
236	0
124	161
0	161
94	0
13891	8
1	0
18	0
253	0
3	0
981	1
97	0
0	0
396	4049
26	4792
221	4033
0	5058
130	4420
206	3387
38	3511
96	3385
15	3273
0	3804
204	856
1	856
1	589
370	0
1	275
0	294
2	311
4	277
2	258
2	260
622	4306
0	4306
1293	0
185	1250
11	1250
2080	3
417	1746
0	1746
0	9
6	9
0	9
0	9
0	90
3	63
0	78
0	48
1	90
13	557
6	589
1	519
6	517
1	541
6	565
0	0
33	0
0	3
0	3
2	692
0	738
0	747
0	783
8	748
0	748
1391	0
7	40
1	40
0	40
3	0
46	412
23	412
9	1077
7	936
19	944
0	0
5	8
0	8
0	3049
1	3129
0	3105
1	3063
2	17
0	17
1	17
50	5091
20	5071
8	5089
9	20923
2712	20923
87	0
0	0
11	0
287	0
3	4
1	4
15389	16
3109	4
505	0
0	885
2	792
4	789
0	798
7	1
22	0
0	53
1	47
0	43
0	45
0	36
0	38
21	281
1	281
80	0
148	724
54	724
8925	1
1323	2
1	0
0	543
2	463
0	378
6	409
365	0
56	0
73	1269
9	1269
4	1269
42	1335
1	1386
21	1359
6	1347
3	1169
1	1116
172	2
0	456
48	456
8	0
0	0
484	0
57	0
1475	3
275	1
22	628
1	628
54	1475
21	1475
3491	2
0	0
0	0
111	788
34	788
296	164
0	162
76	331
11	331
251	0
8	41
0	41
61	986
55	939
1	783
15	709
38	693
11	717
0	712
4667	0
0	0
3	0
61	0
199	340
1	340
570	0
85	0
60	283
0	192
0	222
0	177
0	158
0	128
0	112
498	0
2297	3
11370	9
189	1939
21	1939
0	50
0	48
2	48
0	41
0	46
0	46
0	43
0	46
0	46
2	46
0	51
1	47
0	47
137	883
3	883
137	0
1	32
14	32
1	0
3972	3
76	253
6	253
31	0
0	1
0	1
0	0
0	0
196	0
167	2448
30	2448
381	1
429	0
13	250
0	191
0	241
5	227
1	242
0	206
1	92
2	174
0	166
52	0
37	0
0	0
62	0
0	350
55	351
6	54
0	54
1	910
470	881
22	691
98	1833
9	1649
6	1582
6721	7
0	0
0	0
4203	5
10	92
0	118
2	114
1	107
194	1849
0	1849
6	106
2	106
1	112
982	1
4	0
389	0
0	401
14	381
0	386
0	381
2	351
0	365
2	280
633	0
0	6
0	7
0	9
0	8
1	0
10	0
174	0
260	0
5	103
0	103
38	132
0	132
3356	10
1	105
7	105
0	97
121	0
0	2840
37	1975
95	2692
0	2653
13	1970
16	0
98	0
0	0
74	0
0	3372
2	3150
0	3152
53	89
0	89
339	4146
52	4145
5	0
12	321
2	321
210	2709
0	2708
68	0
622	0
64	646
12	591
1	594
1770	0
357	0
74	268
4	268
0	645
1	645
990	0
463	4
2183	4168
0	4167
126	2748
28	2748
215	60
0	60
19	5604
9	5303
0	5414
0	5298
4	5474
26	4273
67	649
7	649
11	0
390	0
656	3
246	0
1	0
0	1
0	1
402	0
451	5329
11	5329
33728	25
3947	2
455	4849
2	4851
2	4851
2791	4
2	12
4	12
0	0
0	0
2	0
3415	3
0	13
0	13
0	13
0	9
0	13
0	13
0	13
0	13
0	13
0	14
0	11
1	13
0	14
44	1672
0	1672
158	0
985	0
2	0
5	243
139	243
95	0
0	0
0	10
0	10
1	0
79	387
0	387
19	0
13	0
1025	1
0	0
593	2
45	0
438	597
10	596
0	0
24	62
0	62
15	0
0	0
1062	1
2376	0
1	231
0	223
0	161
288	0
4	117
0	111
0	99
1	111
1002	1356
1	1348
11	1357
0	1348
3	32
1	32
228	0
14	0
2570	0
750	3
3767	6
3159	5
7337	46
20	905
