UniqueCount	AmbigCount
92	0
0	164
0	105
0	140
5	139
6	178
1	76
27	105
0	105
92	1854
3	1854
566	1382
0	1382
3	11373
0	11047
0	10603
208	10258
0	8696
0	8641
261	11043
0	10263
55	154
1	154
2	2764
2	2056
40	2446
8138	9
6	3197
583	4307
70	2019
2	3201
0	141
25	141
3752	4
45	0
1	2392
2	2074
0	2338
0	9
0	8
0	9
216	718
0	717
407	478
17	478
171	0
15	188
19	188
73	0
0	309
0	155
28	287
0	1533
0	1505
0	1519
0	1510
0	1496
0	1517
1	1410
0	1397
120	0
512	0
5	200
5	200
1	209
0	200
0	209
103	0
48	541
2	532
10	541
27	0
26	281
19	281
3830	9
0	0
0	0
1	24843
1	24341
0	25296
0	0
1	81
7	81
639	1
0	1
0	0
0	1
307	0
0	124
21	121
0	75
2	120
31	20
1	20
0	15
0	219
2	219
1	0
0	0
0	301
45	301
1900	1
647	1
0	0
0	0
0	0
0	0
921	1
1	3
0	3
192	2073
23	2077
16	1859
2	1843
441	0
1205	2
0	282
0	239
0	253
0	243
4	221
0	0
16	2844
499	2847
423	2447
95	2448
0	21
0	27
0	23
0	25
0	43
7	43
0	68
1	68
78	0
644	0
2326	1
3045	7346
0	7344
2015	3
25	27
1	27
77	717
3	621
1	623
0	718
0	33
16	33
15	99
0	99
0	73
30	0
0	272
13	261
6	252
10	0
0	33
0	26
0	23
0	29
0	23
601	2
16	47
0	47
972	4
85	1
342	0
0	160
1	185
7	189
0	164
4	147
1	1
0	1
7	111
5	115
0	120
0	110
857	1
383	0
476	7780
54	7780
339	1242
0	1240
36	1
686	3
2	691
53	709
6	709
97	0
240	287
0	245
0	234
0	278
0	201
0	83
0	80
0	81
0	76
811	1
8	1211
0	1348
0	1110
15	1216
0	937
1	465
0	645
9	576
2	602
7	521
444	2
445	1
1	910
0	757
0	771
3	838
2982	3
1205	0
0	0
594	0
463	0
0	409
0	333
15	391
0	390
0	388
0	331
10	787
3	642
0	700
22	0
0	0
271	0
253	0
38	442
5	442
0	0
24	0
14	3875
0	3991
18	3884
507	1079
83	1059
45	1060
30	494
4	406
15	532
1009	0
413	2324
31	2335
13	2259
1219	1
3120	2
2	523
0	307
33	541
0	506
4065	7
90	138
17	138
747	2
179	1
115	852
0	852
27	15776
2	17573
19	13895
262	17039
141	13673
0	0
45	0
3	0
1	0
7	135
6	135
70	571
0	571
351	2345
65	2345
310	1
190	0
1870	4
0	2
0	2
0	0
882	2
317	0
36	107
0	107
15	0
0	30
0	30
0	29
358	0
130	0
151	0
7	20
1	20
9	0
74	495
5	495
0	491
112	0
0	0
0	0
1	0
1	0
81	0
52	0
9	24
0	24
1818	5
8	0
2767	7863
135	7853
2	0
2	63
0	63
0	63
0	50
0	50
0	0
0	0
6861	6
0	0
0	0
0	1
0	1
0	0
1	41
5	32
0	21
8	0
10	26
0	26
868	0
4	28
0	28
162	0
0	44
0	76
0	81
0	49
0	72
0	77
0	62
256	0
66	576
0	576
9	0
174	0
0	0
69	322
4	322
2510	2
305	1
127	184
0	184
30	0
30805	49
19	0
311	0
84	0
35	0
385	0
812	1
1	0
268	2106
2	2365
68	2093
0	2421
91	2004
41	287
2	294
13	265
2	247
0	311
101	226
0	226
1	161
1019	4
2	467
0	485
2	511
7	465
11	466
6	476
375	2628
0	2628
72	0
270	1169
9	1169
133	0
168	1520
0	1520
0	14
2	19
0	19
0	14
0	169
3	125
0	154
0	85
1	169
16	277
14	285
1	283
7	290
0	295
6	280
0	0
167	0
0	1
0	1
0	763
0	811
0	812
0	835
9	789
1	815
1323	2
1	60
0	60
1	60
5	0
105	358
16	358
8	1295
19	1074
28	1074
0	0
42	296
32	296
0	2206
1	2272
0	2219
0	2181
3	11
0	11
0	11
54	3242
13	3236
2	3241
0	532
30	532
121	0
0	0
0	0
462	0
2	19
0	19
37048	55
1278	3
413	1
0	1264
1	1115
8	1106
0	1192
6	0
654	0
1	100
1	82
1	82
1	88
0	90
0	83
32	354
0	354
74	1
65	203
11	203
1176	3
451	2
2	0
0	657
3	485
1	524
7	462
285	0
190	0
36	792
3	792
3	792
10	598
0	627
2	603
0	603
2	553
2	532
274	2
2	2415
151	2415
14	0
0	0
591	0
70	0
1832	3
597	0
30	623
3	623
43	821
10	821
1274	4
5	0
0	0
127	713
21	713
375	107
0	107
73	368
10	368
592	0
2	26
0	26
6	221
8	217
2	181
1	172
4	169
2	175
0	175
5847	6
0	0
234	57
66	0
141	170
2	169
938	1
116	0
23	100
0	66
0	74
0	73
0	69
0	64
0	55
400	1
743	4
8342	7
121	509
9	509
0	98
0	72
0	72
0	68
2	81
0	88
0	86
5	78
0	84
1	81
0	91
0	73
0	73
2280	6657
56	6653
56	0
15	6
1	4
1	0
6714	8
88	303
0	303
1	0
13	42
0	42
1	1
8	1
61	0
74	584
11	584
234	0
330	0
6	235
2	191
0	231
2	223
2	226
2	191
24	327
9	737
0	726
0	0
27	0
0	0
2295	4
0	514
81	514
10	37
0	37
0	20
1	20
0	18
136	2385
9	1956
2	2238
3896	5
0	0
0	0
1804	2
2	66
0	70
4	70
2	68
286	1741
0	1741
0	64
1	58
0	65
1385	1
519	58
264	1
0	357
11	327
6	347
1	327
3	308
1	311
2	250
666	0
0	13
0	13
0	15
0	7
0	0
24	0
295	0
515	1
75	488
0	488
43	230
0	230
3604	6
4	239
10	239
3	213
105	1
0	3222
26	2285
72	2945
0	3034
3	2284
11	0
101	0
0	0
180	0
0	3299
0	2963
0	3182
186	500
2	500
187	2065
28	2065
30	0
