IncLevel1	IncLevel2	IncLevelDifference
0.0,1.0	0.0,0.0	0.5
0.06,0.07	0.044,0.16	-0.037
0.061,0.057	0.101,0.094	-0.039
0.451,0.593	0.626,0.689	-0.135
0.059,0.151	0.034,0.059	0.058
0.033,0.075	0.046,0.05	0.006
0.766,1.0	1.0,1.0	-0.117
1.0,1.0	1.0,0.597	0.202
0.637,0.584	0.756,0.482	-0.008
0.114,0.083	0.09,0.102	0.003
0.039,0.035	0.043,0.055	-0.012
0.226,0.438	0.422,0.577	-0.167
0.169,0.103	0.103,0.077	0.046
0.094,0.008	0.0,0.084	0.009
0.085,0.025	0.047,0.143	-0.04
0.814,0.831	0.696,0.8	0.075
0.249,0.289	0.158,0.309	0.036
0.086,0.064	0.0,0.025	0.062
0.0,0.398	0.0,0.0	0.199
0.009,0.115	0.017,0.084	0.011
0.0,0.058	0.0,0.038	0.01
0.156,0.0	0.051,0.096	0.005
0.609,0.08	1.0,0.684	-0.498
0.014,0.041	0.0,0.094	-0.019
0.009,0.01	0.009,0.012	-0.001
0.018,0.016	0.011,0.019	0.002
0.0,0.027	0.009,0.008	0.005
0.329,0.072	0.428,0.287	-0.157
0.039,0.033	0.014,0.013	0.023
0.029,0.163	0.034,0.021	0.069
0.054,0.028	0.0,0.03	0.026
NA,1.0	0.385,1.0	0.307
0.03,0.047	0.133,0.056	-0.056
0.724,1.0	1.0,1.0	-0.138
0.0,0.048	0.0,0.232	-0.092
0.668,0.161	0.0,NA	0.415
NA,0.247	0.0,0.0	0.247
1.0,0.384	NA,0.384	0.308
0.0,0.264	0.0,0.0	0.132
0.0,0.21	0.21,0.0	0.0
0.0,0.0	0.069,0.0	-0.035
0.112,0.049	0.085,0.105	-0.014
1.0,0.921	1.0,1.0	-0.039
0.183,0.552	1.0,1.0	-0.632
0.0,0.056	NA,0.0	0.028
0.611,0.147	0.131,0.248	0.19
0.055,0.039	0.031,0.05	0.006
0.062,0.056	0.179,0.101	-0.081
0.252,0.519	0.396,0.239	0.068
0.138,0.203	0.179,0.173	-0.005
0.0,0.236	0.507,0.327	-0.299
0.084,0.092	0.069,0.08	0.013
0.078,0.015	0.0,0.0	0.046
0.633,0.126	0.287,0.365	0.054
0.073,0.114	0.066,0.082	0.019
0.405,0.689	1.0,0.502	-0.204
0.1,0.059	0.068,0.2	-0.055
0.092,0.088	0.049,0.097	0.017
0.0,0.017	0.15,0.019	-0.076
0.028,0.153	0.288,0.09	-0.099
0.281,0.193	0.134,0.23	0.055
0.093,0.046	0.158,0.129	-0.074
0.082,0.053	0.08,0.023	0.016
0.573,0.613	0.687,0.507	-0.004
0.408,0.147	0.365,0.0	0.095
0.117,0.034	0.28,0.31	-0.22
0.0,0.379	0.126,0.097	0.078
0.092,0.123	0.128,0.118	-0.015
0.011,0.058	0.08,0.024	-0.018
1.0,1.0	0.667,1.0	0.166
0.141,0.396	0.068,0.0	0.235
NA,0.348	NA,0.0	0.348
0.505,0.335	0.503,0.502	-0.082
0.054,0.01	0.089,0.059	-0.042
0.066,0.0	0.026,0.031	0.005
0.324,0.185	0.114,0.135	0.13
0.031,0.0	0.006,0.0	0.013
1.0,0.927	0.984,0.921	0.011
0.108,1.0	0.14,0.047	0.461
0.998,0.999	0.998,0.998	0.0
0.626,0.731	0.655,0.658	0.022
0.027,0.013	0.047,0.164	-0.086
1.0,1.0	0.386,0.774	0.42
0.0,0.061	0.245,0.0	-0.092
1.0,0.77	0.819,0.464	0.244
