UniqueCount	AmbigCount
267	0
0	168
0	152
1	157
0	149
0	159
0	102
5	90
0	90
27	983
2	983
340	882
0	882
0	26
0	34
0	19
0	24
0	31
0	29
0	26
0	21
31	132
0	132
0	2083
2	1874
36	1796
3941	0
14	10813
14	12158
18	6955
2	10812
1	167
0	167
1313	0
35	0
0	1085
0	1018
0	1021
0	3
0	3
1	3
57	761
0	761
173	720
5	720
383	0
8	162
6	162
103	0
0	244
0	204
16	213
0	1077
0	1058
0	1066
0	1070
0	1062
0	1069
0	1047
0	1036
87	0
339	0
4	215
0	216
0	216
0	216
0	216
114	0
9	407
5	398
4	407
0	0
31	218
7	218
2173	0
0	0
7	0
0	13013
7	12929
0	13216
0	0
1	162
14	162
488	10
0	0
0	0
0	0
248	0
0	159
4	159
1	122
3	158
16	22
2	22
0	22
0	243
1	243
1	0
0	0
0	415
7	415
970	0
432	0
81	0
0	15
0	15
0	0
1424	0
3	23
0	23
15	1896
2	1898
8	1844
0	1837
517	0
1176	0
0	9
0	6
0	9
0	6
6	9
0	0
6	1937
115	1937
54	1879
8	1879
0	25
0	31
0	26
0	30
0	48
0	48
0	214
3	214
10	0
347	0
1130	0
1154	8861
1	8861
1118	0
8	48
0	48
31	604
0	577
0	577
0	606
0	25
5	25
0	27
0	27
0	25
8	0
0	167
6	166
0	157
10	0
0	36
0	35
1	21
1	35
0	34
561	0
1	46
0	46
1671	0
78	0
415	0
0	112
2	124
0	125
0	113
4	107
27	109
2	109
1	60
1	56
0	60
0	60
380	0
212	0
53	4262
15	4262
129	1302
1	1302
9	0
1143	0
0	619
2	622
3	622
67	22
79	206
0	157
0	149
0	176
0	139
8	64
0	56
0	63
0	50
537	0
6	1089
0	1256
0	1155
10	1105
1	1035
3	410
0	443
4	401
2	435
3	373
422	0
409	0
0	687
0	646
0	661
0	650
1981	0
1188	0
2	0
444	0
294	0
0	231
0	173
2	226
1	229
0	227
0	198
0	258
3	232
1	236
18	0
1	0
189	0
164	0
1	38
4	38
1	3
3	0
4	1892
0	1926
3	1907
171	839
58	802
35	839
65	661
1	638
0	710
1015	0
107	1956
9	1963
0	1912
742	0
2634	0
0	439
0	294
7	452
0	425
4563	0
119	238
7	238
657	0
146	0
0	7
0	7
0	651
0	676
0	597
2	661
0	623
0	0
67	0
23	0
1	0
3	512
4	512
26	389
0	389
114	1805
13	1805
234	0
171	0
1632	0
1	20
1	20
0	0
727	0
366	0
6	23
0	23
15	0
0	444
0	444
0	444
246	0
53	0
18	0
12	132
0	132
4	0
28	373
5	374
0	369
154	3
10	11
0	8
0	0
0	0
73	0
66	0
6	16
0	16
631	0
1	0
423	9382
28	9382
0	0
2	330
2	330
0	329
1	18
0	18
1	0
0	0
6348	0
21	0
2	0
1	0
0	0
0	0
0	16
0	16
0	10
5	0
3	8
0	8
399	0
1	23
1	23
123	0
0	26
0	46
0	43
0	24
0	41
0	38
0	37
295	0
36	493
0	493
42	0
14	40
1	40
66	269
0	269
2102	0
197	0
55	166
0	166
14	0
28783	0
3	0
103	0
347	0
0	0
267	0
37	0
0	0
257	3201
8	3285
20	2911
0	3310
14	3213
18	843
9	868
14	844
2	789
0	899
22	151
0	151
1	92
433	0
0	249
0	265
0	272
4	267
3	251
0	246
167	1888
0	1888
382	0
90	1766
3	1766
857	74
116	982
0	982
0	0
0	1
0	1
0	0
0	173
0	158
0	132
0	138
0	173
6	214
0	237
0	210
1	221
0	233
0	225
0	0
107	0
0	2
0	2
0	443
0	474
0	464
0	481
0	469
0	471
534	0
1	21
0	21
0	21
24	0
21	281
2	281
1	1111
6	1036
6	974
5	0
27	64
2	64
0	1456
0	1480
3	1476
0	1469
0	14
0	14
3	14
14	1857
3	1851
1	1856
2	610
21	610
115	24
0	0
4	0
361	0
2	6
0	6
4950	0
1227	0
242	0
0	1741
0	1661
4	1637
0	1643
2	0
13	0
0	67
3	65
1	64
0	59
0	64
0	48
5	265
0	265
13	0
28	367
11	367
3340	35
1445	35
2	0
0	520
0	469
0	421
6	441
258	0
100	0
11	1009
1	1009
0	1009
7	759
0	766
1	599
0	759
1	526
0	501
5	146
20	1379
25	1379
8	0
0	0
649	0
46	0
1428	0
443	0
21	497
2	497
22	941
11	941
849	1
1	1
0	0
31	365
2	365
800	118
0	118
16	260
1	260
585	0
0	4
0	4
0	224
0	219
2	177
2	150
3	151
1	154
0	155
8279	0
0	0
142	81
68	0
51	135
0	135
596	0
99	0
12	123
0	105
0	108
0	56
0	51
0	50
4	47
288	0
564	0
8782	0
25	337
2	337
0	47
0	39
0	39
0	25
0	42
0	35
0	33
0	41
0	45
3	32
0	44
0	41
0	41
466	6433
14	6433
122	0
8	10
0	10
0	0
7420	0
101	295
2	295
21	0
5	8
0	8
0	0
0	0
269	0
33	737
1	737
150	0
164	0
1	149
0	120
0	150
1	136
0	142
0	130
3	260
1	435
0	420
14	0
22	0
0	0
