ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	32,16	12,9	17,16,13,27	16,29,20,53	232	149	0.00693966629739	0.43122315297948416	0.631,0.533	0.406,0.262,0.295,0.247	0.28
1	42,36	0,0	19,32,32,44	2,2,1,2	293	149	1	1.0	1.0,1.0	0.829,0.891,0.942,0.918	0.105
2	18,12	110,116	10,10,17,6	118,114,95,113	178	149	1	1.0	0.12,0.08	0.066,0.068,0.13,0.043	0.023
3	242,277	21,12	233,241,233,310	17,17,7,25	158	149	1	1.0	0.916,0.956	0.928,0.93,0.969,0.921	-0.001
4	200,243	8,11	184,161,163,209	11,3,2,5	155	149	1	1.0	0.96,0.955	0.941,0.981,0.987,0.976	-0.014
7	15,31	0,1	21,22,19,52	0,0,0,0	152	149	1	1.0	1.0,0.968	1.0,1.0,1.0,1.0	-0.016
8	128,134	0,1	100,98,127,152	0,1,0,1	159	149	1	1.0	1.0,0.992	1.0,0.989,1.0,0.993	0.001
10	178,189	1,0	145,193,227,214	0,1,0,0	153	149	1	1.0	0.994,1.0	1.0,0.995,1.0,1.0	-0.002
11	29,29	1,2	16,25,10,18	5,3,0,0	182	149	1	1.0	0.96,0.922	0.724,0.872,1.0,1.0	0.042
13	20,22	92,114	8,13,8,13	93,84,105,120	160	149	1	1.0	0.168,0.152	0.074,0.126,0.066,0.092	0.071
14	2,1	55,70	1,4,2,6	38,38,66,88	298	149	1	1.0	0.018,0.007	0.013,0.05,0.015,0.033	-0.015
15	363,377	0,2	438,395,317,474	3,3,4,1	154	149	1	1.0	1.0,0.995	0.993,0.992,0.987,0.998	0.005
16	231,316	3,1	313,305,268,346	3,6,0,4	156	149	1	1.0	0.987,0.997	0.99,0.98,1.0,0.988	0.003
17	8,11	31,35	4,15,11,3	51,47,29,76	152	149	1	1.0	0.202,0.236	0.071,0.238,0.271,0.037	0.065
18	71,97	14,12	84,99,55,119	14,23,15,13	157	149	1	1.0	0.828,0.885	0.851,0.803,0.777,0.897	0.024
