IncLevel1	IncLevel2	IncLevelDifference
0.636,0.703,0.654	0.635,0.667,0.629	0.021
0.672,0.77,0.697	0.745,0.845,0.61	-0.02
0.216,0.127,0.227	0.288,0.206,0.125	-0.016
0.536,0.257,0.394	0.464,0.595,0.498	-0.123
0.289,0.218,0.269	0.285,0.274,0.27	-0.018
0.15,0.228,0.187	0.158,0.132,0.175	0.033
0.214,0.288,0.265	0.264,0.337,0.272	-0.035
0.149,0.262,0.278	0.256,0.281,0.255	-0.034
0.174,0.141,0.214	0.174,0.297,0.172	-0.038
0.464,0.579,0.524	0.558,0.553,0.606	-0.05
0.225,0.329,0.467	0.381,0.392,0.399	-0.05
0.718,0.816,0.925	0.852,0.861,0.839	-0.031
0.728,0.702,0.718	0.719,0.706,0.708	0.005
0.504,0.709,0.65	0.554,0.65,0.836	-0.059
0.593,0.611,0.565	0.618,0.623,0.673	-0.048
0.715,0.674,0.724	0.686,0.749,0.711	-0.011
0.611,0.627,0.628	0.578,0.555,0.569	0.055
0.858,0.857,0.852	0.844,0.843,0.815	0.022
0.726,0.549,0.641	0.556,0.566,0.562	0.077
0.249,0.316,0.269	0.232,0.232,0.282	0.029
0.072,0.145,0.144	0.1,0.157,0.153	-0.016
0.116,0.171,0.117	0.104,0.122,0.14	0.013
0.574,0.621,0.58	0.598,0.627,0.652	-0.034
0.206,0.221,0.258	0.176,0.304,0.348	-0.048
0.752,0.426,0.431	0.661,0.565,0.358	0.008
0.48,0.446,0.387	0.441,0.44,0.325	0.036
0.235,0.246,0.257	0.241,0.276,0.267	-0.015
0.089,0.05,0.105	0.17,0.221,0.116	-0.088
0.316,0.302,0.43	0.349,0.481,0.603	-0.128
0.49,0.484,0.516	0.531,0.521,0.516	-0.026
0.44,0.53,0.559	0.474,0.578,0.47	0.002
0.441,0.171,0.043	0.084,0.0,0.0	0.19
0.619,0.668,0.647	0.603,0.609,0.597	0.042
0.42,0.396,0.348	0.429,0.416,0.392	-0.024
0.594,0.695,0.341	0.162,0.166,0.151	0.384
0.051,0.029,0.041	0.024,0.026,0.027	0.015
0.228,0.28,0.287	0.282,0.279,0.199	0.012
0.901,0.721,0.859	0.933,0.92,1.0	-0.124
1.0,1.0,1.0	0.993,0.992,1.0	0.005
