	ERR9081485	ERR9081486	ERR9081487	ERR9081488	ERR9081489	ERR9081490
AT5G39600.1	19.451166	18.501752	20.599017	19.72359	18.354658	18.896274
AT5G39610.1	39.246675	38.305051	35.28938	40.998619	49.599956	45.503927
AT5G39620.1	0	0	0	0	0	0
AT5G39630.1	0	0	0	0	0.049533	0
AT5G39640.1	0	0	0	0	0	0
AT5G39645.1	0	0	0	0	0	0
AT5G39650.1	0	0	0	0	0.023882	0
AT5G39660.1	7.06229	6.582731	5.757513	4.724821	8.117786	4.772581
AT5G39660.2	0	0	0.031286	0	0	0
AT5G39660.3	12.736474	12.940527	9.939446	10.712823	10.243481	12.947154
AT5G39670.1	1.889193	1.510541	2.300997	1.511371	1.400118	2.085008
AT5G39680.1	0.661515	0.54154	0.72362	0.500805	0.580951	0.62276
AT5G39690.1	0	0	0	0	0	0
AT5G39700.1	0	0	0	0	0	0
AT5G39710.1	2.864359	3.274469	3.518283	2.834293	2.968155	3.123514
AT5G39715.1	0	0	0	0	0	0
AT5G39720.1	0.30298	0.47486	0.579134	0.168169	0.364363	0.224532
AT5G39720.2	0	0	0	0	0	0
AT5G39730.1	60.914903	59.735227	66.012533	60.107928	67.580946	63.408225
AT5G39740.1	256.534593	248.751401	301.725972	252.667664	240.834296	236.706352
AT5G39740.2	3.657646	9.652093	5.14525	6.632763	2.554238	1.298727
AT5G39750.1	0.032296	0	0.051201	0	0	0
AT5G39760.1	18.598599	17.663979	19.83675	20.441184	18.068808	21.860061
AT5G39770.1	0	0	0	0	0	0
AT5G39775.1	0	0	0	0	0	0
AT5G39785.1	0.5975	0	0.579224	0.47982	1.254331	1.067707
AT5G39785.2	0	0	0	0	0	0
AT5G39785.3	0.49952	0.270705	0.249256	0.123676	0.73586	0.116248
AT5G39785.4	0.113881	0.154015	0.151446	0.302488	0.550603	0.148426
AT5G39785.5	2.636516	3.741414	2.999969	2.415934	1.945053	2.050989
AT5G39790.1	0	0	0	0	0	0
AT5G39790.2	0.349173	0.332927	0.436147	0.113873	0.406699	0.183611
AT5G39790.3	4.318698	4.716748	4.880138	4.945933	4.087301	3.150575
AT5G39800.1	9.416733	9.93736	16.18684	10.834233	8.793932	9.610405
AT5G39810.1	0.061724	0	0.024456	0	0.082343	0
AT5G39820.1	0.19823	0.16251	0.392214	0.296446	0.247971	0.165792
AT5G39830.1	22.124716	21.097568	22.522282	22.890888	22.303578	20.402572
AT5G39830.2	0.71256	1.105509	1.481197	0.658541	0.670831	0.331119
AT5G39840.1	3.161709	2.974862	3.945162	2.948459	3.06103	3.049859
AT5G39850.1	17.701654	15.538412	22.148535	18.659767	20.622318	17.336126
AT5G39860.1	0.799675	0.958848	1.694784	1.271829	0.91876	1.119462
AT5G39865.1	1.162404	1.207079	1.265655	1.472135	0.974909	1.52074
AT5G39870.1	0	0	0.032313	0	0	0
AT5G39870.2	0	0.058927	0	0.082831	0	0
AT5G39880.1	0	0	0	0	0	0
AT5G39890.1	3.09311	1.626456	4.272391	4.010074	2.829747	2.846685
AT5G39890.2	0	1.126941	0.939695	0	0	1.390133
AT5G39900.1	2.77045	2.863108	3.449527	2.613443	2.756738	2.983952
AT5G39910.1	0	0	0	0	0	0
AT5G39920.1	0	0	0	0	0	0
AT5G39930.1	0	0.012587	0.030317	0	0.012796	0
AT5G39940.1	7.247497	7.658093	9.053926	8.643218	8.027632	6.884555
AT5G39940.2	0	0	0	0	0	0
AT5G39940.3	0	0	0	0	0	0
AT5G39940.4	0.677196	0.47701	0.456462	0.273485	0.427227	0.447959
AT5G39950.1	123.896063	132.83385	116.599886	119.98971	123.778531	122.385398
AT5G39960.1	4.022005	3.868503	5.13737	3.916947	3.733758	3.70565
AT5G39970.1	6.434029	3.716482	3.969183	4.82659	5.362741	5.971491
AT5G39970.2	0	0.054582	0	0	0.252901	0.063788
AT5G39970.3	0.878538	2.801498	1.926851	0.959565	1.943792	1.316256
AT5G39980.1	3.992826	3.800736	4.775287	4.643944	4.062006	3.94933
AT5G39990.1	12.14798	10.717603	13.158862	11.064479	11.027402	11.942744
AT5G40000.1	0.357996	0.470091	0.749744	0.378414	0.238893	0.493011
AT5G40010.1	0.878848	0.797573	0.959355	1.159902	1.023704	1.499291
AT5G40020.1	10.906084	7.427064	9.030397	7.281336	8.889042	9.190988
AT5G40030.1	0.772611	0.714552	1.407467	0.869246	0.694486	0.927627
AT5G40040.1	0.289104	0	0	0.066907	0.048321	0.053594
AT5G40050.1	0	0	0	0	0	0
AT5G40060.1	2.118708	2.463072	2.191882	2.327349	2.598952	2.355648
AT5G40060.2	0	0	0	0	0	0
AT5G40070.1	0	0	0	0	0	0
AT5G40080.1	9.169722	8.246028	10.591875	7.748271	8.543773	5.662275
AT5G40090.1	2.334639	2.040643	2.377053	2.054703	1.755483	2.264797
AT5G40100.1	2.349263	2.0089	2.837112	2.646315	3.027692	3.053255
AT5G40120.1	0	0	0	0	0	0
AT5G40140.1	2.771592	2.416843	2.822051	2.640452	2.627746	3.155558
AT5G40150.1	4.515297	3.846012	5.712045	5.314405	3.361028	4.838126
AT5G40153.1	1.597231	0	0.508427	0.59899	0	0.239211
AT5G40155.1	0	0	0	0	0	0
AT5G40160.1	12.550848	11.741122	13.535374	12.232122	13.665469	14.118804
AT5G40160.2	9.838333	9.948332	9.440756	9.103686	7.192029	7.599958
AT5G40170.1	22.559227	24.285654	22.921791	22.718326	26.497766	28.021052
AT5G40180.1	0.796126	1.170961	0.870882	1.24168	0.963117	1.17978
AT5G40190.1	32.303304	33.471104	33.518905	33.928162	37.814031	39.500895
AT5G40200.1	26.021194	25.693882	29.237883	25.457532	28.501386	27.13208
AT5G40210.1	0.500048	0.39048	0.433357	0.306738	0.254188	0.318703
AT5G40220.1	0	0	0	0.10154	0	0.027224
AT5G40230.1	1.902554	2.353963	1.67833	1.468848	2.043401	1.87126
AT5G40240.1	8.56328	6.774409	9.35942	6.779095	10.277488	7.933333
AT5G40240.2	13.549153	13.421397	9.569617	10.702871	10.141615	13.851963
AT5G40240.3	2.482191	1.616471	1.237762	1.960071	0.84293	1.422327
AT5G40250.1	16.289734	17.706671	16.377535	15.322123	18.125358	15.510481
AT5G40260.1	0.058138	0	0	0	0.019391	0
AT5G40260.2	0	0	0.027191	0	0	0
AT5G40270.1	8.078908	8.927505	8.038231	6.768021	8.676044	8.551074
AT5G40270.2	0.225728	0.061479	0.080341	0.256921	0.05952	0.02686
AT5G40280.1	12.034966	13.013007	12.032131	11.086087	11.63153	10.619266
AT5G40280.2	0.977585	0.144482	0.243408	0.441377	0.334672	0.316356
AT5G40290.1	0	0	0	0	0	0
AT5G40300.1	13.009187	13.346566	14.340593	14.579833	14.050124	13.235767
AT5G40310.1	0	0	0.068758	0	0	0.042988
AT5G40310.2	0.047398	0	0	0	0	0
AT5G40315.1	0	0	0	0	0	0
AT5G40320.1	0.096491	0.105617	0.292204	0.014777	0.118053	0.071852
AT5G40330.1	8.123792	8.887412	5.400257	6.27701	8.322159	8.632187
AT5G40340.1	36.909043	37.018845	32.646353	35.562988	40.414649	37.222757
AT5G40340.2	0	0	0.077695	0.080726	0	0.087339
AT5G40350.1	0	0	0	0	0	0
AT5G40350.2	0	0	0	0	0	0
AT5G40360.1	0	0	0	0	0.012776	0
AT5G40370.1	117.628086	104.686863	120.37029	116.025542	108.328697	108.124468
AT5G40370.2	0.052334	0.204196	0.041695	0.0482	0.035948	0.081156
AT5G40380.1	2.025661	2.373562	2.820452	2.102766	2.4749	1.707541
AT5G40380.2	0.049881	0.270999	0	0.165203	0.224813	0.372281
AT5G40380.3	0.80432	0	0	1.472923	1.089217	1.144121
AT5G40382.1	0	0	0.168072	0	0	0
AT5G40382.2	0	0.46057	0	0	0	0
AT5G40390.1	11.703493	12.688097	10.900578	10.060383	9.439992	11.582069
AT5G40400.1	1.340024	0.807814	0.526993	0.680438	1.329219	1.096502
AT5G40400.2	0.48746	0.690856	1.210896	1.129898	0.413378	0.673738
AT5G40405.1	1.415843	1.44899	0.699005	1.350412	1.326537	0.157109
AT5G40405.2	0	0	1.298058	0	0	1.116713
AT5G40410.1	0.489189	0.418713	0.597094	0.585579	0.445188	0.618315
AT5G40420.1	0.237593	0.310952	3.080961	2.228833	0.184871	2.642539
AT5G40430.1	0.052209	0	0	0	0	0
AT5G40440.1	1.531714	0.598495	0.695581	0.28197	0.583487	1.098831
AT5G40440.2	0	0	0	0	0	0
AT5G40440.3	0.69682	0.266366	0.705393	0.273776	0.288143	0.300351
AT5G40440.4	4.008172	4.89174	5.24359	4.909939	5.513278	4.396571
AT5G40440.5	0.188214	0.210113	0.256593	0.541314	0.228845	0.056856
AT5G40440.6	0	0	0	0	0	0
AT5G40450.1	54.089811	55.804348	43.962041	50.959183	62.448164	67.244899
AT5G40450.2	123.066295	127.520728	93.038388	103.408837	135.450016	136.481354
AT5G40460.1	1.164699	0.887884	1.179588	1.072293	1.210644	1.227801
AT5G40470.1	9.079678	8.773737	7.402813	6.970485	8.893985	8.481305
AT5G40480.1	8.286726	7.793348	9.773981	7.781861	7.522938	7.622703
AT5G40490.1	20.934645	21.494526	22.190208	21.518016	20.22963	19.310565
AT5G40490.2	3.260695	3.852726	3.200544	3.903697	2.748311	3.837331
AT5G40500.1	6.721986	6.260739	5.148967	5.011541	5.709766	5.00785
AT5G40500.2	7.479995	7.085951	5.494049	5.629661	4.456927	5.807662
AT5G40510.1	17.367195	17.121948	11.59892	11.169244	14.122216	14.269402
AT5G40510.2	0.074377	0	0.058151	0.178297	0.048412	0.148923
AT5G40520.1	0.967208	1.041027	0.537126	0.717926	0.746261	0.559452
AT5G40520.2	5.523125	4.976647	6.252121	5.367569	5.550624	5.709579
AT5G40530.1	8.821724	9.208322	10.381483	9.17682	10.238075	9.247048
AT5G40530.2	0.685186	0.452963	0.420476	0.573154	0.65656	0.854657
AT5G40530.3	1.355099	1.109141	1.829148	0.895137	1.702118	1.235848
AT5G40530.4	0	0	0.082577	0	0	0
AT5G40540.1	3.801201	4.021816	4.222854	3.393701	4.610189	3.413376
AT5G40540.2	0.062149	0.016293	0.090588	0.060974	0.041108	0.045951
AT5G40540.3	0	0	0.187358	0.285311	0.114607	0.192282
AT5G40540.4	0	0.058561	0.052743	0	0.023406	0.100058
AT5G40550.1	4.210619	5.202741	5.552806	4.237054	4.866977	3.659317
AT5G40550.2	2.105695	1.643413	1.758758	2.473265	2.288219	1.687449
AT5G40550.3	0.761359	0	0	0	0.580963	0
AT5G40550.4	0	0.862102	0.759994	0.547309	0	0.491926
AT5G40560.1	0	0	0	0	0	0
AT5G40570.1	1.521409	2.891737	2.694327	1.387872	1.683029	2.633139
AT5G40570.2	0.18217	0.152565	0.094138	0	0.189696	0
AT5G40580.1	0.664174	0.195057	1.418474	0.097984	0.22817	1.177491
AT5G40580.2	55.228186	56.63593	55.4946	55.863438	54.856708	56.504533
AT5G40580.3	0	0.265976	0	0	0	0.037596
AT5G40580.4	0	0	0	0	0	0
AT5G40590.1	5.467445	7.603085	2.454898	1.874739	7.820774	3.699467
AT5G40595.1	0	0	0	0	0	0
AT5G40600.1	0	0	0	0	0	0
AT5G40600.2	0	0.013731	0.063541	0	0	0.017593
AT5G40600.3	0.304408	0.195557	0.339616	0.222138	0.261446	0.14386
AT5G40600.4	2.16481	2.283014	1.822864	1.945814	2.158547	2.144002
AT5G40610.1	16.959949	17.172016	17.104045	17.168119	14.822905	15.476409
AT5G40620.1	0.128996	0.042107	0	0.059682	0.129323	0.095626
AT5G40630.1	3.964056	2.772231	2.467915	2.330552	3.291701	3.141219
AT5G40640.1	3.565348	2.61433	3.283869	2.63362	2.603721	3.041419
AT5G40645.1	0.129338	0.252343	0.206129	0.119923	0.086768	0
AT5G40650.1	46.511283	47.532357	45.843738	45.379359	48.924196	44.326236
AT5G40650.2	0.416837	0.2589	0.180138	0.228186	0.237169	0.326187
AT5G40660.1	17.45484	17.231169	19.471639	17.486607	17.501812	18.65388
AT5G40670.1	42.357731	37.882995	42.664643	34.78338	42.797346	44.013835
AT5G40680.1	0	0.05155	0.082987	0.07237	0.034966	0
AT5G40690.1	44.056071	48.404165	33.843644	33.664483	38.069291	42.637651
AT5G40700.1	2.751099	1.677976	2.312409	2.830496	3.986564	1.747288
AT5G40700.2	2.483805	3.297056	3.321449	1.796853	2.390409	2.964887
AT5G40700.3	0	0.071756	0	0	0	0
AT5G40710.1	9.560722	8.997783	10.666647	7.465729	9.151885	9.332805
AT5G40710.2	0.835241	0.37474	0.492489	0.710498	0.622243	0.339516
AT5G40720.1	3.278727	2.8381	3.011145	2.891866	2.806009	2.442303
AT5G40720.2	6.996128	7.015905	3.29811	4.983391	6.688017	6.064086
AT5G40720.3	3.072495	2.723625	5.870643	4.184308	2.068545	3.256537
AT5G40730.1	213.970231	210.002259	167.395916	160.72452	160.111284	227.685331
AT5G40740.1	18.239337	18.883462	20.671114	20.398655	20.201374	19.362927
AT5G40750.1	0	0	0	0	0	0
AT5G40760.1	42.695162	36.975922	43.393128	40.806349	45.115344	45.777658
AT5G40760.2	5.245714	7.933957	1.033557	3.217565	6.185472	1.573817
AT5G40770.1	36.038032	34.587986	41.044461	36.90745	33.714258	33.999163
AT5G40780.1	17.676555	15.252823	17.474005	14.001984	23.05867	17.098732
AT5G40780.2	0	0.140368	0	0	0.140623	0.057492
AT5G40780.3	2.961196	5.113893	0	6.376559	5.394376	5.93777
AT5G40790.1	0	0.017401	0	0.024432	0	0
AT5G40800.1	0.109377	0.143534	0.155721	0.100606	0.131362	0.048815
AT5G40810.1	81.593491	81.062681	82.728393	80.171996	81.241341	82.307383
AT5G40810.2	1.080387	0.893927	0.982717	0.377236	1.035424	0.843309
AT5G40820.1	0.419825	0.465007	0.746276	0.573324	0.638783	0.451545
AT5G40820.2	0	0	0	0	0	0
AT5G40820.3	0.468259	0.489043	0.141314	0.49489	0.198845	0.619544
AT5G40820.4	0	0	0	0	0	0
AT5G40830.1	8.502245	9.156412	11.680466	8.562356	8.182466	9.333872
AT5G40830.2	0.237091	0.04244	0.109228	0	0.11355	0.043095
AT5G40830.3	0.427282	0.445095	0.592251	0.630345	0.406898	0.487193
AT5G40840.1	1.071728	0.944793	0.918192	1.516516	1.168222	1.608925
AT5G40840.2	0.521157	0.822868	0.967001	0.388804	0.272918	0.174512
AT5G40840.3	0	0	0	0	0.077105	0
AT5G40840.4	0	0.059233	0	0.084567	0	0.038994
AT5G40840.5	0.359011	0.070431	0.367104	0	0.361681	0
AT5G40840.6	0	0	0	0	0	0.081522
AT5G40850.1	22.199132	23.393549	21.243671	23.853638	19.546733	18.792282
AT5G40850.2	40.835211	42.150348	40.118055	40.854732	39.250343	37.879529
AT5G40850.3	31.200344	28.124094	32.138056	29.002936	35.432955	36.18635
AT5G40855.1	0	0	0	0	0	0
AT5G40860.1	5.092504	5.095043	4.187867	4.959129	5.198749	4.215793
AT5G40860.2	0.88564	0.420737	0.779019	0.491182	0.753032	0.89721
AT5G40870.1	18.729417	17.467281	19.465823	19.147889	17.57568	18.00909
AT5G40880.1	2.950728	3.038116	3.361571	3.595882	3.31126	3.535249
AT5G40880.2	0.28168	0.941979	0.679096	0.2281	0	0.361601
AT5G40890.1	86.18371	86.313988	88.172204	79.332532	94.274421	102.911431
AT5G40890.2	3.654966	3.472769	3.179986	3.135189	2.762497	2.338913
AT5G40900.1	0.643534	0.266179	0.429712	0.218545	0.632525	0.276508
AT5G40910.1	0	0	0	0	0	0
AT5G40910.2	0.178609	0.35475	0.123434	1.518633	0	0.033336
AT5G40910.3	6.83151	5.071818	6.175894	6.556177	5.725294	8.020983
AT5G40910.4	0.997134	1.141128	1.07042	1.400003	1.543416	1.043872
AT5G40910.5	3.661421	3.693229	3.383749	4.905647	2.902234	3.320182
AT5G40910.6	0	0	0	0	0	0
AT5G40910.7	5.182953	5.011268	4.809824	4.576505	5.972443	4.272165
AT5G40910.8	1.793693	0.948769	1.50863	0	1.466284	0.698599
AT5G40910.9	0	1.53706	3.013205	0	0.672882	0.691552
AT5G40930.1	36.313479	33.673274	34.579352	33.411463	31.9685	30.856578
AT5G40930.2	1.953925	1.164179	0.669316	0.900727	1.970948	1.306067
AT5G40940.1	0	0.016299	0.019669	0.022872	0	0
AT5G40950.1	304.552051	298.927152	308.429851	267.139478	268.885385	282.97614
AT5G40960.1	3.357199	2.517454	4.63442	2.646404	2.636116	1.792485
AT5G40970.1	2.84828	3.606208	3.553822	2.924337	2.986716	2.450414
AT5G40980.1	7.217692	7.461637	8.018177	5.478993	5.862443	7.746245
AT5G40981.1	0	0	0	0	0	0
AT5G40990.1	0.04445	0.087493	0.298866	0.265775	0.163119	0.099186
AT5G41000.1	4.328347	3.824359	4.412027	4.343376	3.794887	4.58461
AT5G41000.2	0.396608	0.201907	0.058089	0.225285	0.483417	0.04706
AT5G41000.3	0.895564	1.006996	0.694962	0.496447	1.176597	0.893226
AT5G41010.1	27.24641	25.541796	32.713182	25.324119	27.518273	27.280589
AT5G41020.1	29.86719	31.725997	30.819287	30.394873	32.008745	29.860983
AT5G41025.1	0.324379	0.63138	0.06433	0.298984	0.161958	0.119798
AT5G41030.1	0.07351	0.168421	0.058325	0.10169	0.024513	0
AT5G41040.1	42.576815	48.157532	35.605773	32.746121	39.073642	43.979489
AT5G41040.2	0.809653	0.065979	0.409016	0.684972	0.154854	0.442259
AT5G41050.1	7.927172	9.475401	9.032279	7.417693	11.268843	8.313574
AT5G41060.1	7.002943	6.339277	8.555081	7.74045	7.541377	11.219989
AT5G41060.2	6.318852	6.243001	5.530537	4.522587	4.890169	1.292674
AT5G41060.3	0	0.253674	0	0	0	0.109097
AT5G41060.4	0	0.552826	0.078474	0.251501	0.177411	0.07809
AT5G41070.1	5.218671	6.108231	7.505797	8.332206	7.238491	8.315995
AT5G41071.1	0	0	0	0	0	0
AT5G41080.1	110.786942	126.096352	129.870242	147.375197	158.717431	140.918975
AT5G41080.2	0.890628	1.289127	0.493516	1.134541	3.246232	1.515497
AT5G41090.1	0.169339	0.055389	0.100894	0	0	0
AT5G41100.1	2.013914	2.447451	2.700559	1.939024	2.190391	1.834217
AT5G41100.2	7.210494	6.315414	5.537577	6.599729	7.409809	7.321453
AT5G41109.1	0	0	0	0	0	0
AT5G41110.1	4.952401	5.241857	4.030499	4.54737	5.342591	4.776884
AT5G41110.2	3.914152	1.861981	3.429598	2.644353	3.454689	4.147983
AT5G41110.3	0.319813	0.643826	0.444756	0.414552	0.39889	0.477682
AT5G41120.1	0.622021	0.08952	0.910723	1.072565	0.660465	1.329178
AT5G41120.2	0	0.203714	0	0.20382	0	0.059232
AT5G41120.3	2.10441	2.264539	2.381379	1.755965	2.554069	1.540565
AT5G41130.1	4.006661	4.094809	4.014611	3.672143	3.841049	3.65567
AT5G41130.2	0	0	0	0	0	0
AT5G41130.3	0.425384	0.416423	0.497942	0.515417	0.305394	0.478815
AT5G41140.1	8.067651	7.953951	9.06412	7.683408	7.270137	7.938348
AT5G41140.2	0.631278	1.458709	0.540005	0.559796	0.4783	0.874308
AT5G41150.1	5.008069	5.047048	4.20865	4.587943	4.826433	5.084303
AT5G41150.2	0	0	0	0	0	0
AT5G41150.3	0.49392	0.568275	0.261992	0.302617	0.518148	0.426932
AT5G41150.4	1.847778	1.285228	2.311357	2.035377	1.812671	1.490439
AT5G41160.1	0.435021	0.64626	0.436485	0.267096	0.619069	0.538586
AT5G41170.1	1.027705	0.608778	0.799278	0.477789	1.741128	1.187323
AT5G41170.2	0.085179	0.310381	0.201469	0.374823	0.046724	0.229647
AT5G41170.3	0.514684	0.757945	0.374362	0.554106	0.321139	0.34541
AT5G41180.1	4.779918	5.212655	4.639932	4.903142	5.322797	5.65761
AT5G41180.2	2.290415	1.521116	2.069843	1.400402	1.396872	1.54264
AT5G41190.1	31.706501	31.706921	32.519088	31.010122	32.822848	30.612943
AT5G41200.1	0	0	0.05673	0.065943	0	0
AT5G41210.1	59.341629	57.903843	64.493128	59.198311	65.328148	64.574618
AT5G41220.1	11.306625	11.087807	11.02974	10.56683	12.715677	11.86046
AT5G41220.2	0.370146	0.525193	0.298091	0.534482	0.284528	0.437883
AT5G41220.3	0.352386	0.281141	0.154568	0.245938	0.304061	0.343253
AT5G41240.1	10.204137	9.163631	10.146505	9.752469	10.254422	9.460018
AT5G41250.1	0	0	0	0	0	0.026745
AT5G41260.1	52.862404	52.447651	53.0179	55.394942	58.462998	54.872041
AT5G41270.1	17.996702	16.011212	17.421323	17.537437	17.410798	18.235709
AT5G41280.1	0.345387	0.243875	2.271758	2.078939	0.425381	2.46813
AT5G41290.1	0.246442	0.107707	1.517821	1.462257	0.255737	1.770193
AT5G41300.1	0.343242	0.149984	0.792953	0.447801	0.152646	0.913726
AT5G41310.1	0.009075	0	0	0	0	0
AT5G41315.1	0	0	0.197972	0	0	0.349357
AT5G41315.2	0.316748	0	0	0.062395	0.023786	0
AT5G41315.3	0.138129	0.602651	0.510191	0.572549	0.564567	0.217728
AT5G41320.1	0	0	0	0	0	0
AT5G41320.2	0.07976	0.039263	0.03153	0.018363	0.013305	0
AT5G41330.1	13.304465	13.185801	14.254487	13.444281	14.665342	14.586668
AT5G41330.2	0	0	0	0	0	0
AT5G41340.1	45.323756	48.097731	44.994922	41.987404	52.212487	48.605801
AT5G41340.2	1.485096	1.385009	0.823816	0.619042	0.804244	0.989925
AT5G41350.1	15.690987	17.815022	17.897515	16.920336	19.436771	19.92175
AT5G41350.2	0.062792	0.182027	0.181082	0.085436	0.114292	0.14262
AT5G41350.3	0.254696	0.161823	0.061885	0.185674	0	0
AT5G41360.1	7.618209	7.019095	8.695602	7.878204	7.211187	8.278955
AT5G41360.2	0.597689	0.575823	0	0.50074	0.629302	0
AT5G41370.1	39.797057	37.795117	36.538339	37.533499	38.418667	37.859773
AT5G41380.1	0.723117	0.286968	0.464049	0.415204	0.371992	0.482475
AT5G41390.1	0	0.081658	0.059126	0	0.049841	0
AT5G41390.2	0.078333	0	0	0	0	0.029042
AT5G41400.1	10.289151	9.316898	11.996074	12.421365	9.38818	9.305767
AT5G41401.1	0	0	0	0	0	0
AT5G41410.1	5.490103	5.578354	4.771424	4.145837	4.671609	4.642842
AT5G41420.1	0	0	0	0	0	0
AT5G41430.1	0	0	0	0	0	0
AT5G41440.1	0	0	0	0	0	0
AT5G41450.1	0	0	0	0	0	0
AT5G41460.1	1.87668	1.616512	2.239303	2.119569	1.354535	1.625889
AT5G41470.1	0.499333	0.736089	0.717242	0.632574	0.187349	0.811061
AT5G41480.1	8.677277	8.327469	9.055615	8.164369	8.760914	8.357257
AT5G41490.1	0	0	0	0.026463	0	0
AT5G41500.1	0	0	0	0	0	0
AT5G41510.1	0	0	0	0	0	0
AT5G41520.1	342.191462	336.135068	394.43049	361.645976	334.05899	322.074996
AT5G41520.2	0.560791	0.676958	0.35968	0	0.135408	0.656247
AT5G41530.1	0	0.191274	0	0	0	0
AT5G41540.1	0.03544	0.081556	0.097843	0.065045	0.08871	0.118919
AT5G41550.1	0.191579	0.262885	0.190507	0.191067	0.138992	0.273299
AT5G41560.1	42.774685	39.633944	41.981211	40.891321	36.342835	43.152405
AT5G41560.2	0.405021	0.262961	0.464836	0.240105	0.041058	0.045054
AT5G41570.1	3.263699	3.531162	3.689183	2.549116	3.376984	3.659951
AT5G41580.1	5.293065	5.164157	5.214265	5.203342	5.382053	4.927131
AT5G41590.1	2.72712	3.175349	2.54752	1.961438	2.407345	1.903039
AT5G41600.1	26.144888	25.612671	27.959047	23.896711	25.568775	23.208391
AT5G41610.1	1.322121	1.272235	2.400633	1.18869	1.528966	2.774538
AT5G41610.2	0.212216	0.085717	0.040315	0.460561	0	0.045878
AT5G41610.3	1.197398	1.047224	0	1.502429	0.653866	0.434013
AT5G41620.1	2.305348	2.504673	2.019494	1.38183	2.042825	2.071955
AT5G41620.2	0	0.133452	0.084653	0.479636	0	0
AT5G41620.3	0	0	0	0	0.032023	0
AT5G41620.4	0.025927	0.25516	0.091514	0.067207	0.061976	0.019171
AT5G41630.1	0	0	0	0	0	0
AT5G41640.1	0	0	0	0	0	0
AT5G41650.1	2.503081	2.472195	3.323969	2.850676	3.174188	2.236161
AT5G41660.1	0	0.013056	0	0	0	0.014802
AT5G41670.1	12.418905	10.149087	12.539746	10.240571	10.461745	11.322922
AT5G41670.2	33.482134	44.021729	36.591152	32.549673	31.104933	28.621754
AT5G41670.3	0.874698	2.029173	0.686725	0.272102	0.590556	0.218658
AT5G41670.4	73.189842	61.597481	70.405034	69.824943	62.889898	54.525317
AT5G41680.1	0.191264	0	0	0	0.116467	0.027779
AT5G41680.2	1.723374	1.411607	1.36256	1.022393	1.185578	1.683811
AT5G41685.1	97.449438	93.97258	114.80473	99.754725	105.621333	106.499368
AT5G41690.1	0.359118	0.767927	0.867074	0.479279	0.859127	0.633717
AT5G41690.2	0.375792	0.615155	0.678043	0.670597	0.425625	0.656816
AT5G41690.3	0.78109	0.445644	0.34213	0.808179	0.630713	0.318195
AT5G41700.1	479.671576	471.739982	550.293912	551.890086	609.432918	567.195981
AT5G41700.2	0.183448	0.41642	1.038464	1.58571	0.277988	0.218313
AT5G41700.3	1.147477	0.814376	0.931929	0.781159	0.706489	1.178902
AT5G41700.4	0.222406	0.51643	0.416972	0.579885	1.028806	0.996814
AT5G41700.5	1.982554	2.651462	1.696134	1.890915	1.99439	1.999544
AT5G41720.1	0	0	0	0	0	0
AT5G41730.1	0.57406	0	0	0.474051	0.61864	0
AT5G41730.2	0.305244	0.589943	0.466935	0.158624	0.112248	0.683277
AT5G41740.1	0	0	0	0	0	0
AT5G41740.2	0	0	0	0	0	0
AT5G41740.3	2.661929	2.531353	2.205773	2.747886	3.113687	2.797845
AT5G41750.1	0.576779	0.513188	0.453365	0.354942	0.29724	0.558685
AT5G41750.2	0.298214	0.321262	0.165777	0.255913	0.329793	0.397502
AT5G41760.1	7.445857	5.536369	7.161728	6.615294	6.210158	5.360516
AT5G41760.2	2.427876	3.522355	4.315265	4.245369	4.667766	5.688127
AT5G41761.1	11.169925	12.801174	11.314791	12.674859	21.645536	14.304571
AT5G41763.1	0.408613	0.207988	0.407014	0.701133	0.341989	0.331664
AT5G41763.2	0	0.182303	0	0.499354	0	0.407008
AT5G41763.3	0	0	0.781495	1.1438	0.166735	0.919356
AT5G41765.1	0	0	0	0	0	0
AT5G41770.1	35.048359	35.846321	37.715753	36.164081	37.258936	37.472123
AT5G41780.1	0	0	0	0	0	0
AT5G41780.2	0	0.020777	0	0	0.031667	0
AT5G41780.3	0	0	0.011363	0	0	0
AT5G41780.4	0	0	0	0	0	0
AT5G41790.1	18.870883	17.306036	15.137176	18.051767	17.358574	15.971015
AT5G41790.2	18.978406	20.337641	18.353014	21.366495	24.224846	23.271495
AT5G41800.1	13.921076	13.530238	12.695903	14.131974	15.460354	14.826832
AT5G41810.1	12.724136	13.865321	12.035697	12.604897	15.68814	12.842332
AT5G41810.2	0	0	0	0	0	0
AT5G41820.1	0.092187	0.086531	0	0.012095	0.026368	0.049061
AT5G41820.2	0	0	0.041199	0	0	0
AT5G41830.1	0.068314	0	0	0	0.060773	0.084677
AT5G41830.2	0	0	0.056101	0.081561	0	0
AT5G41840.1	0	0	0	0	0	0
AT5G41850.1	5.723805	4.527963	6.236368	4.809999	3.975368	4.712414
AT5G41860.1	6.724052	4.051131	6.731842	6.751545	5.611435	6.772867
AT5G41870.1	12.442364	10.516554	12.431243	13.188186	11.892845	12.830759
AT5G41880.1	3.80134	3.903315	5.083018	3.924666	3.390211	3.822047
AT5G41890.1	0	0	0	0	0	0
AT5G41900.1	0.580436	0.656508	1.01899	0.844464	0.742422	0.996512
AT5G41908.1	0	0	0	0	0	0
AT5G41910.1	3.785048	4.637624	3.923733	3.38786	4.026491	4.021219
