IncLevel1	IncLevel2	IncLevelDifference
0.936,1.0	0.976,1.0,1.0,0.967	-0.018
1.0,1.0	0.741,NA,0.264,1.0	0.332
0.0,0.0	0.0,0.119,0.0,0.0	-0.03
0.669,1.0	0.725,1.0,0.913,0.939	-0.06
0.0,0.014	0.05,0.026,0.015,0.011	-0.018
0.0,1.0	0.311,NA,0.772,NA	-0.041
0.929,0.906	0.956,1.0,0.98,0.969	-0.059
0.889,0.462	1.0,0.636,0.333,1.0	-0.067
0.552,NA	0.0,1.0,1.0,0.291	-0.021
0.0,NA	0.0,0.0,0.143,0.143	-0.071
0.0,NA	0.0,0.0,0.213,0.213	-0.106
0.948,1.0	1.0,1.0,1.0,1.0	-0.026
0.02,0.022	0.0,0.0,0.023,0.005	0.014
0.889,0.906	0.855,0.867,0.826,0.803	0.06
0.533,0.642	0.54,0.563,0.37,0.374	0.126
0.013,0.013	0.033,0.025,0.0,0.039	-0.011
0.796,1.0	0.94,0.872,0.369,0.7	0.178
1.0,0.993	1.0,0.975,1.0,1.0	0.003
0.011,0.0	0.0,0.044,0.0,0.0	-0.005
0.997,0.986	1.0,1.0,1.0,1.0	-0.008
0.309,0.312	0.128,0.075,0.097,0.024	0.229
0.003,0.0	0.012,0.0,0.009,0.0	-0.004
0.057,0.088	0.123,0.085,0.04,0.135	-0.023
0.0,0.0	0.04,0.189,0.045,0.034	-0.077
0.011,0.009	0.014,0.023,0.026,0.018	-0.01
0.046,0.093	0.123,0.053,0.069,0.034	-0.0
0.849,0.95	0.684,0.833,0.804,0.968	0.077
0.005,0.003	0.0,0.011,0.003,0.006	-0.001
0.899,0.757	1.0,0.924,0.829,0.833	-0.069
0.933,0.962	0.947,0.979,0.952,0.973	-0.015
0.0,0.0	0.0,0.034,0.018,0.039	-0.023
0.02,0.019	0.135,0.102,0.066,0.095	-0.08
0.093,0.182	0.24,0.136,0.151,0.167	-0.036
0.058,0.017	0.041,0.008,0.063,0.007	0.008
0.0,0.0	1.0,0.667,1.0,1.0	-0.917
1.0,1.0	0.789,1.0,1.0,1.0	0.053
1.0,1.0	1.0,0.977,1.0,1.0	0.006
0.958,0.896	1.0,1.0,1.0,0.946	-0.059
0.26,0.25	0.286,0.259,0.357,0.262	-0.036
0.953,0.968	0.849,0.875,0.805,0.874	0.11
0.0,0.0	0.064,0.018,0.0,0.0	-0.021
1.0,1.0	1.0,1.0,0.989,1.0	0.003
0.018,0.038	0.011,0.013,0.0,0.0	0.022
0.134,0.249	0.148,0.038,0.117,0.044	0.105
0.572,0.493	0.653,0.254,0.34,0.144	0.185
0.004,0.002	0.007,0.004,0.0,0.003	-0.0
0.829,0.937	0.469,1.0,0.815,0.552	0.174
1.0,0.661	1.0,1.0,1.0,1.0	-0.169
0.649,0.382	0.156,0.0,0.042,0.11	0.439
1.0,0.825	1.0,1.0,1.0,1.0	-0.088
0.16,0.077	0.071,0.016,0.098,0.038	0.063
0.0,0.0	0.025,0.0,0.014,0.02	-0.015
0.155,0.163	0.027,0.118,0.038,0.105	0.087
0.348,0.359	0.374,0.23,0.196,0.092	0.13
0.333,0.333	0.6,1.0,1.0,1.0	-0.567
0.867,1.0	1.0,1.0,0.231,1.0	0.126
0.92,1.0	1.0,1.0,0.583,1.0	0.064
0.889,0.795	0.767,0.778,0.818,0.85	0.039
0.009,0.021	0.043,0.038,0.032,0.023	-0.019
0.88,1.0	1.0,1.0,1.0,1.0	-0.06
0.0,0.0	0.0,0.0,0.0,0.039	-0.01
0.747,0.422	0.243,0.273,0.082,0.627	0.278
1.0,0.712	0.622,0.354,0.0,0.292	0.539
0.003,0.008	0.002,0.007,0.006,0.006	0.0
1.0,0.957	0.992,1.0,1.0,1.0	-0.02
0.023,0.006	0.038,0.023,0.018,0.023	-0.011
NA,1.0	1.0,1.0,1.0,0.481	0.13
0.032,0.016	0.014,0.033,0.021,0.011	0.004
0.728,0.229	0.472,0.308,0.817,0.543	-0.057
0.781,0.625	0.74,0.74,0.914,0.845	-0.107
0.991,0.992	0.997,1.0,1.0,0.993	-0.006
0.955,0.84	1.0,1.0,0.938,1.0	-0.087
0.0,0.0	0.0,0.0,0.0,0.037	-0.009
1.0,1.0	0.0,0.0,0.6,0.0	0.85
0.182,0.0	0.0,0.0,0.0,0.0	0.091
0.108,0.0	0.0,0.0,0.096,0.0	0.03
0.134,0.053	0.123,0.113,0.096,0.069	-0.007
0.0,0.0	0.0,0.038,0.0,0.0	-0.009
0.903,1.0	1.0,0.968,0.979,1.0	-0.035
0.935,1.0	1.0,0.953,1.0,0.969	-0.013
0.93,0.809	0.9,0.947,1.0,1.0	-0.092
0.057,0.047	0.073,0.076,0.058,0.056	-0.014
1.0,0.943	0.882,0.952,0.882,0.932	0.059
0.039,0.0	0.0,0.061,0.0,0.067	-0.013
0.981,0.988	0.992,1.0,1.0,0.991	-0.011
0.635,0.685	0.0,0.059,0.303,0.179	0.525
0.021,0.087	0.065,0.04,0.05,0.04	0.005
0.0,0.0	0.159,0.044,0.073,0.063	-0.085
0.001,0.001	0.003,0.004,0.002,0.001	-0.002
0.0,1.0	0.0,0.0,0.0,NA	0.5
