IncLevel1	IncLevel2	IncLevelDifference
0.007,0.007	0.0,0.0	0.007
0.266,0.294	0.306,0.319	-0.032
0.418,0.415	0.413,0.364	0.028
0.161,0.092	0.17,0.117	-0.017
0.388,0.401	0.385,0.405	-0.001
0.533,0.488	0.506,0.481	0.017
0.862,0.902	0.904,0.883	-0.011
0.409,0.398	0.596,0.488	-0.139
0.357,0.407	0.328,0.364	0.036
0.591,0.606	0.571,0.593	0.017
0.353,0.362	0.447,0.411	-0.072
0.273,0.325	0.14,0.295	0.082
0.16,0.148	0.147,0.194	-0.016
0.354,0.353	0.352,0.362	-0.004
0.379,0.348	0.332,0.341	0.027
0.373,0.382	0.388,0.405	-0.019
0.6,0.606	0.559,0.593	0.027
0.359,0.428	0.336,0.494	-0.022
0.632,0.648	0.636,0.634	0.005
0.616,0.579	0.613,0.559	0.011
0.487,0.467	0.503,0.488	-0.019
0.463,0.512	0.489,0.503	-0.008
0.485,0.489	0.447,0.483	0.022
0.622,0.82	1.0,0.677	-0.118
0.495,0.821	1.0,0.64	-0.162
0.985,0.955	0.94,0.942	0.029
0.4,0.0	0.8,0.615	-0.508
0.043,0.05	0.064,0.03	-0.001
0.476,0.42	0.369,0.416	0.055
0.089,0.13	0.184,0.201	-0.083
0.106,0.077	0.181,0.137	-0.068
0.304,0.312	0.351,0.341	-0.038
0.042,0.0	0.286,0.217	-0.231
0.044,0.041	0.044,0.05	-0.005
0.569,0.579	0.657,0.602	-0.055
0.718,0.689	0.743,0.738	-0.037
0.666,0.707	0.749,0.821	-0.098
0.379,0.3	0.264,0.217	0.099
0.77,0.627	0.64,0.64	0.058
0.286,0.332	0.399,0.279	-0.03
0.397,0.443	0.429,0.433	-0.011
0.566,0.598	0.197,0.554	0.206
0.628,0.646	0.371,0.593	0.155
0.583,0.654	0.469,0.713	0.028
0.174,0.229	0.159,0.225	0.01
0.525,0.51	0.542,0.507	-0.007
0.47,0.304	0.398,0.463	-0.043
0.475,0.455	0.474,0.444	0.006
0.377,0.37	0.471,0.382	-0.053
0.034,0.0	0.0,0.013	0.011
0.687,0.57	0.514,0.653	0.045
0.555,0.678	0.605,0.659	-0.015
0.461,0.465	0.428,0.438	0.03
0.523,0.472	0.398,0.385	0.106
0.867,0.824	1.0,0.8	-0.055
0.731,0.792	0.917,0.863	-0.128
0.431,0.549	0.537,0.322	0.06
0.0,1.0	NA,1.0	-0.5
0.49,0.537	0.524,0.532	-0.014
0.459,0.526	0.597,0.568	-0.09
0.172,0.174	0.106,0.042	0.099
0.712,1.0	0.881,1.0	-0.085
0.712,0.722	0.733,0.709	-0.004
0.609,0.618	0.597,0.496	0.067
0.582,0.583	0.58,0.581	0.002
0.499,0.505	0.501,0.495	0.004
0.4,0.0	NA,0.0	0.2
0.993,0.998	1.0,0.994	-0.001
0.347,0.369	0.366,0.334	0.008
0.995,1.0	1.0,1.0	-0.002
0.148,0.128	0.141,0.242	-0.053
0.616,0.557	0.51,0.549	0.057
0.568,0.562	0.549,0.589	-0.004
0.258,0.188	0.272,0.073	0.05
0.128,0.094	0.066,0.027	0.065
0.0,0.069	0.056,0.0	0.007
