IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
6,23,29	13,17,14	30,16,19	27,11,19	232	149
5,16,20	2,0,4	54,65,45	2,0,0	293	149
12,41,29	135,228,207	34,18,24	170,186,178	178	149
136,195,213	18,13,6	202,173,168	10,13,13	158	149
270,343,404	9,18,13	270,286,212	9,5,15	155	149
10866,15439,16180	0,0,0	14595,15806,13752	2,0,0	154	149
109,87,102	0,0,2	70,80,77	3,0,0	159	149
18,36,45	2,7,6	28,21,26	2,4,2	182	149
890,1335,1414	0,0,4	1526,1423,1382	0,0,0	287	149
70,98,93	0,1,0	95,115,94	0,1,0	200	149
14,35,33	92,173,202	24,33,22	194,186,175	160	149
1,4,2	54,99,104	1,7,9	110,104,62	310	149
363,512,588	3,0,0	623,577,595	0,1,0	154	149
68,105,157	0,0,0	67,77,63	0,0,1	156	149
28,39,22	125,175,201	30,41,22	235,239,197	152	149
118,174,138	14,19,35	139,140,116	23,26,32	157	149
59,130,92	1,2,5	114,92,72	3,4,2	167	149
124,145,162	0,1,1	256,292,203	1,1,1	152	149
3,1,3	3,2,7	11,8,7	15,25,14	161	149
4,4,1	2,3,3	28,15,17	4,3,6	295	149
2121,2885,3658	326,424,577	3014,2672,2250	677,758,586	155	149
37,33,40	34,57,49	47,43,40	19,22,26	158	149
6,1,5	12,17,18	7,16,3	15,35,21	161	149
0,5,6	2,14,7	4,5,7	10,6,4	170	149
3,10,18	5,8,7	10,10,15	18,23,15	347	149
4,11,18	26,47,54	10,12,15	42,50,44	359	149
6,9,7	26,47,54	18,25,15	42,50,44	161	149
4,2,8	25,46,37	2,2,3	35,25,18	332	149
129,175,199	8,3,11	79,108,104	5,10,9	152	149
0,2,0	0,0,0	11,20,12	0,1,0	156	149
17,26,20	74,109,131	19,21,14	84,120,75	186	149
66,107,99	3,3,1	84,126,75	4,0,1	152	149
24,27,30	10,16,11	20,10,22	10,9,11	169	149
7,2,4	0,0,1	10,10,10	0,0,0	227	149
15,31,30	73,149,178	12,26,14	143,134,93	236	149
49,98,102	7,11,3	55,50,53	10,0,5	180	149
2,4,4	13,19,13	2,3,4	21,10,18	159	149
8,11,15	26,31,45	11,10,5	53,49,43	164	149
0,1,1	11,15,19	0,0,0	19,25,11	166	149
25,37,36	40,50,56	19,32,36	41,58,54	167	149
52,71,89	0,0,0	141,150,148	0,0,6	295	149
65,104,95	13,11,18	79,53,46	3,8,5	458	149
55,79,71	13,11,18	56,35,17	3,8,5	499	149
6,7,20	14,28,31	8,10,3	29,22,31	190	149
11,33,37	0,0,0	38,33,28	0,1,0	152	149
131,200,209	1,4,1	416,410,362	3,0,4	162	149
13,16,19	6,15,22	22,23,13	28,12,22	152	149
87,117,99	0,2,1	117,90,97	4,4,0	747	149
32,44,23	12,1,4	43,47,38	2,3,11	243	149
43,42,42	1,0,2	43,36,41	2,0,0	227	149
17,40,42	58,125,125	56,65,53	85,63,64	152	149
0,1,0	9,11,19	2,0,0	12,9,16	197	149
4,2,0	70,65,75	1,1,0	13,11,15	175	149
36,56,32	25,25,42	51,51,35	28,20,40	152	149
613,934,989	1,2,1	1764,1719,1594	0,2,1	154	149
10,14,14	2,5,8	11,2,18	0,3,0	297	149
19,29,28	15,12,12	15,13,22	5,8,5	297	149
1,1,3	4,1,3	33,38,29	90,118,90	155	149
50,74,80	0,1,1	67,56,68	4,2,1	164	149
71,102,105	4,11,22	99,136,117	14,28,18	152	149
5,7,19	0,0,0	4,5,2	0,0,2	210	149
0,0,0	37,41,31	0,1,0	20,40,35	194	149
15,17,14	10,32,29	13,18,8	39,34,39	158	149
0,0,5	1,8,3	4,3,0	6,13,6	158	149
22,30,35	10,7,4	58,39,37	8,13,3	152	149
52,73,66	0,0,1	66,89,83	0,0,0	405	149
3,5,3	0,2,2	4,10,1	0,3,4	211	149
7,10,5	1,4,3	20,21,9	3,3,1	170	149
0,9,12	3,3,4	6,5,3	7,5,2	234	149
138,231,234	1,1,0	245,246,231	2,0,2	356	149
20,37,46	2,3,0	49,68,38	15,2,2	170	149
252,359,378	10,11,17	363,358,334	29,15,23	298	149
5,9,7	35,55,37	18,34,17	47,41,30	152	149
0,1,0	68,100,81	6,4,4	54,48,50	165	149
135,217,215	39,88,72	192,215,216	56,40,52	152	149
