IncLevel1	IncLevel2	IncLevelDifference
0.636,0.703,0.654	0.635,0.667,0.629	0.021
0.672,0.77,0.697	0.745,0.845,0.61	-0.02
0.216,0.127,0.227	0.288,0.206,0.125	-0.016
0.644,0.312,0.379	0.522,0.728,0.564	-0.16
0.289,0.22,0.269	0.285,0.274,0.27	-0.017
0.152,0.228,0.187	0.158,0.132,0.175	0.034
0.214,0.288,0.265	0.264,0.337,0.272	-0.035
0.229,0.308,0.319	0.305,0.338,0.296	-0.028
0.174,0.142,0.214	0.175,0.298,0.173	-0.039
0.464,0.576,0.524	0.558,0.553,0.606	-0.051
0.225,0.331,0.464	0.374,0.392,0.399	-0.048
0.718,0.816,0.925	0.852,0.87,0.837	-0.033
0.0,0.001,0.0	0.0,0.0,0.0	0.0
0.506,0.7,0.685	0.449,0.62,0.818	0.001
0.505,0.504,0.439	0.477,0.509,0.574	-0.037
0.714,0.674,0.723	0.685,0.748,0.71	-0.011
0.543,0.531,0.515	0.462,0.439,0.447	0.08
0.743,0.746,0.704	0.692,0.686,0.659	0.052
0.726,0.549,0.641	0.556,0.566,0.555	0.08
0.253,0.316,0.269	0.232,0.232,0.282	0.031
0.073,0.147,0.145	0.102,0.157,0.155	-0.016
0.117,0.173,0.117	0.106,0.123,0.142	0.012
0.491,0.546,0.503	0.52,0.548,0.577	-0.035
0.206,0.221,0.267	0.176,0.304,0.348	-0.045
0.752,0.426,0.431	0.661,0.565,0.394	-0.004
0.48,0.446,0.395	0.436,0.444,0.328	0.038
0.234,0.246,0.256	0.241,0.274,0.267	-0.015
0.099,0.054,0.108	0.179,0.235,0.12	-0.091
0.24,0.143,0.237	0.214,0.263,0.4	-0.086
0.49,0.485,0.517	0.531,0.52,0.519	-0.026
0.44,0.528,0.557	0.473,0.576,0.467	0.003
0.441,0.171,0.043	0.084,0.0,0.0	0.19
0.619,0.668,0.646	0.603,0.608,0.597	0.042
0.423,0.396,0.346	0.43,0.416,0.394	-0.025
0.594,0.695,0.341	0.162,0.166,0.151	0.384
0.049,0.028,0.041	0.022,0.025,0.026	0.015
0.229,0.282,0.289	0.283,0.281,0.197	0.013
0.901,0.721,0.859	0.933,0.92,1.0	-0.124
0.279,0.319,0.302	0.277,0.277,0.283	0.021
