ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	62,84,90	32,32,43	108,100,105	56,45,56	217	196	1	1.0	0.636,0.703,0.654	0.635,0.667,0.629	0.021
1	27,28,22	11,7,8	7,13,15	2,2,8	262	219	1	1.0	0.672,0.77,0.697	0.745,0.845,0.61	-0.02
2	30,30,55	109,207,187	61,51,28	151,196,196	230	230	1	1.0	0.216,0.127,0.227	0.288,0.206,0.125	-0.016
3	8,4,7	5,10,13	26,26,16	27,11,14	263	298	0.518001897239	1.0	0.644,0.312,0.379	0.522,0.728,0.564	-0.16
5	16,14,18	57,72,71	19,19,14	69,73,55	189	274	1	1.0	0.289,0.22,0.269	0.285,0.274,0.27	-0.017
6	15,34,25	97,133,126	16,17,15	99,129,82	178	206	1	1.0	0.152,0.228,0.187	0.158,0.132,0.175	0.034
8	5,12,12	21,34,38	16,20,15	51,45,46	201	230	1	1.0	0.214,0.288,0.265	0.264,0.337,0.272	-0.035
9	5,12,12	25,40,38	16,20,15	54,58,53	201	298	1	1.0	0.229,0.308,0.319	0.305,0.338,0.296	-0.028
10	15,21,27	94,167,131	28,49,26	174,152,164	186	245	1	1.0	0.174,0.142,0.214	0.175,0.298,0.173	-0.039
11	52,98,99	60,72,90	82,89,80	65,72,52	230	230	1	1.0	0.464,0.576,0.524	0.558,0.553,0.606	-0.051
12	27,55,77	93,111,89	65,51,57	109,79,86	230	230	1	1.0	0.225,0.331,0.464	0.374,0.392,0.399	-0.048
13	71,111,137	20,18,8	128,121,86	16,13,12	256	184	1	1.0	0.718,0.816,0.925	0.852,0.87,0.837	-0.033
14	0,5,1	2654,4168,4165	0,1,0	4230,4480,3809	298	251	1	1.0	0.0,0.001,0.0	0.0,0.0,0.0	0.0
15	11,20,14	10,8,6	7,14,29	8,8,6	298	278	1	1.0	0.506,0.7,0.685	0.449,0.62,0.818	0.001
16	80,136,117	65,111,124	88,110,83	80,88,51	298	247	1	1.0	0.505,0.504,0.439	0.477,0.509,0.574	-0.037
17	284,402,449	94,160,142	393,476,326	149,132,110	245	202	1	1.0	0.714,0.674,0.723	0.685,0.748,0.71	-0.011
18	239,291,295	158,202,218	237,244,205	217,245,199	298	234	1	1.0	0.543,0.531,0.515	0.462,0.439,0.447	0.08
19	296,416,373	60,83,92	203,190,184	53,51,56	298	175	1	1.0	0.743,0.746,0.704	0.692,0.686,0.659	0.052
20	36,33,50	15,30,31	43,53,35	38,45,31	197	218	1	1.0	0.726,0.549,0.641	0.556,0.566,0.555	0.08
21	15,24,25	53,62,81	26,21,21	103,83,64	169	202	1	1.0	0.253,0.316,0.269	0.232,0.232,0.282	0.031
22	11,38,36	185,291,280	29,42,46	335,298,330	220	290	1	1.0	0.073,0.147,0.145	0.102,0.157,0.155	-0.016
23	24,47,35	219,271,319	30,38,38	306,328,278	218	263	1	1.0	0.117,0.173,0.117	0.106,0.123,0.142	0.012
25	6171,10012,9818	5360,6983,8131	10524,11187,9239	8144,7738,5693	298	250	1	1.0	0.491,0.546,0.503	0.52,0.548,0.577	-0.035
26	7,10,12	36,47,44	8,18,16	50,55,40	198	264	1	1.0	0.206,0.221,0.267	0.176,0.304,0.348	-0.045
27	7,4,7	3,7,12	9,6,6	6,6,12	221	287	1	1.0	0.752,0.426,0.431	0.661,0.565,0.394	-0.004
28	22,39,37	26,53,62	51,54,33	72,74,74	248	271	1	1.0	0.48,0.446,0.395	0.436,0.444,0.328	0.038
29	147,225,241	481,691,701	343,313,301	1078,830,827	206	206	1	1.0	0.234,0.246,0.256	0.241,0.274,0.267	-0.015
30	6,5,12	80,128,145	14,14,4	94,67,43	203	298	1	1.0	0.099,0.054,0.108	0.179,0.235,0.12	-0.091
31	6,5,9	19,30,29	6,5,6	22,14,9	298	298	1	1.0	0.24,0.143,0.237	0.214,0.263,0.4	-0.086
32	1255,1832,2072	1403,2096,2083	1698,1570,1358	1611,1556,1356	239	257	1	1.0	0.49,0.485,0.517	0.531,0.52,0.519	-0.026
33	106,187,170	106,131,106	200,222,164	175,128,147	251	197	1	1.0	0.44,0.528,0.557	0.473,0.576,0.467	0.003
34	4,3,1	7,20,31	1,0,0	15,20,8	193	266	0.813258149298	1.0	0.441,0.171,0.043	0.084,0.0,0.0	0.19
