IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
62,84,90	32,32,43	108,100,105	56,45,56	217	196
27,28,22	11,7,8	7,13,15	2,2,8	262	219
30,30,55	109,207,187	61,51,28	151,196,196	230	230
8,4,7	5,10,13	26,26,16	27,11,14	263	298
16,14,18	57,72,71	19,19,14	69,73,55	189	274
15,34,25	97,133,126	16,17,15	99,129,82	178	206
5,12,12	21,34,38	16,20,15	51,45,46	201	230
5,12,12	25,40,38	16,20,15	54,58,53	201	298
15,21,27	94,167,131	28,49,26	174,152,164	186	245
52,98,99	60,72,90	82,89,80	65,72,52	230	230
27,55,77	93,111,89	65,51,57	109,79,86	230	230
71,111,137	20,18,8	128,121,86	16,13,12	256	184
0,5,1	2654,4168,4165	0,1,0	4230,4480,3809	298	251
11,20,14	10,8,6	7,14,29	8,8,6	298	278
80,136,117	65,111,124	88,110,83	80,88,51	298	247
284,402,449	94,160,142	393,476,326	149,132,110	245	202
239,291,295	158,202,218	237,244,205	217,245,199	298	234
296,416,373	60,83,92	203,190,184	53,51,56	298	175
36,33,50	15,30,31	43,53,35	38,45,31	197	218
15,24,25	53,62,81	26,21,21	103,83,64	169	202
11,38,36	185,291,280	29,42,46	335,298,330	220	290
24,47,35	219,271,319	30,38,38	306,328,278	218	263
6171,10012,9818	5360,6983,8131	10524,11187,9239	8144,7738,5693	298	250
7,10,12	36,47,44	8,18,16	50,55,40	198	264
7,4,7	3,7,12	9,6,6	6,6,12	221	287
22,39,37	26,53,62	51,54,33	72,74,74	248	271
147,225,241	481,691,701	343,313,301	1078,830,827	206	206
6,5,12	80,128,145	14,14,4	94,67,43	203	298
6,5,9	19,30,29	6,5,6	22,14,9	298	298
1255,1832,2072	1403,2096,2083	1698,1570,1358	1611,1556,1356	239	257
106,187,170	106,131,106	200,222,164	175,128,147	251	197
4,3,1	7,20,31	1,0,0	15,20,8	193	266
120,204,226	62,85,104	161,170,111	89,92,63	230	193
101,122,124	134,181,228	162,156,129	209,213,193	226	220
11,20,11	6,7,17	7,6,6	29,24,27	258	206
37,34,54	740,1210,1317	33,36,31	1485,1473,1173	237	244
53,86,108	228,280,339	76,67,46	246,219,240	213	272
15,17,15	2,8,3	23,19,20	2,2,0	200	243
38,75,54	98,160,125	130,120,112	339,313,284	209	209
60,81,94	54,118,96	84,111,97	106,111,100	248	239
894,1249,1349	147,166,224	1404,1396,1258	227,193,208	197	179
554,733,864	38,53,53	659,689,563	32,46,24	298	298
0,4,6	131,190,244	2,9,4	267,276,227	298	253
850,1212,1314	129,235,232	1312,1235,1022	188,221,185	298	232
0,1,2	7,8,6	3,5,0	5,12,6	242	242
0,3,0	1,5,7	2,3,4	4,2,7	182	203
25,41,51	31,61,57	46,37,31	65,47,46	217	238
75,131,146	122,161,170	75,96,77	128,156,137	212	218
28,45,51	22,51,39	42,39,53	25,32,20	243	207
513,631,668	1331,1821,2110	654,718,573	2122,2187,2049	236	230
88,135,128	25,26,29	119,105,116	21,24,29	298	226
3,6,3	74,122,128	4,3,7	143,154,151	183	278
60,74,72	74,120,127	63,57,51	143,154,151	183	278
6,0,0	145,162,177	4,5,1	110,126,130	258	228
27,30,27	91,135,133	43,29,21	152,121,136	208	260
4,0,0	136,191,218	0,0,0	216,216,173	232	204
1,1,0	136,191,218	0,0,0	216,216,173	298	204
38,108,106	136,191,218	87,79,86	216,216,173	241	204
1,0,0	136,191,218	0,0,0	216,216,173	298	204
93,84,134	157,220,220	91,97,79	215,204,159	181	281
10,18,18	52,53,51	38,24,28	49,58,42	251	212
11,15,18	45,70,74	19,14,17	96,82,82	238	218
2,7,0	54,76,111	8,8,17	59,82,62	183	212
8,20,13	33,69,55	5,1,12	33,30,25	298	298
130,197,210	224,333,326	216,238,178	412,358,334	239	254
1,4,1	93,179,188	2,2,0	134,129,85	187	298
11,19,11	20,24,30	25,22,20	50,39,40	294	224
18,35,42	48,87,79	25,11,27	73,63,69	298	298
53,104,95	70,87,109	54,64,41	80,65,49	298	234
72,134,111	180,253,303	57,59,50	134,117,147	298	298
19,18,24	20,47,27	17,20,10	46,41,39	212	209
24,52,38	28,27,38	52,61,42	37,32,58	267	208
63,106,96	45,93,71	72,101,70	50,66,57	298	298
0,0,0	2,1,1	3,7,7	15,5,14	209	209
146,278,163	95,127,120	201,189,173	91,93,81	298	298
19,34,68	4,10,18	20,35,35	4,5,8	298	157
44,50,56	4,10,18	50,58,43	4,5,8	298	157
36,40,76	4,10,18	59,70,43	4,5,8	298	157
220,301,350	437,626,652	405,331,369	632,658,581	227	298
14,37,37	1,1,2	46,34,31	11,3,6	266	206
94,178,168	65,108,106	104,116,120	76,58,51	245	205
51,88,61	18,37,45	18,21,13	10,12,13	270	224
35,72,66	131,241,269	71,80,52	199,236,205	178	239
12,25,38	434,677,656	26,16,26	615,656,570	158	298
3163,4691,4742	1558,2207,2385	2604,2631,2414	1191,1297,1078	222	242
756,1233,1464	2829,4728,5010	1046,981,782	3631,3559,3027	215	215
95,162,194	51,88,116	209,197,161	88,117,81	206	233
22,22,15	16,18,22	6,11,5	7,4,3	217	291
10,13,14	397,527,566	22,13,8	281,230,208	274	247
28,34,26	12,24,19	28,25,33	8,24,20	298	234
16,22,13	33,39,62	6,16,13	55,56,43	216	215
19,25,21	5,17,28	8,12,11	14,11,14	251	288
389,420,502	451,743,775	415,419,393	613,658,564	232	298
17,20,26	31,52,40	13,7,7	32,26,37	185	233
0,0,1	31,52,40	0,0,0	32,26,37	200	233
6,8,6	7,10,13	10,8,8	16,23,15	230	188
28,31,36	31,25,57	80,82,62	82,64,62	190	214
27,39,39	130,153,185	49,58,51	227,242,198	298	298
352,591,615	204,355,398	417,352,359	211,248,205	260	233
13,28,26	4,6,4	38,30,21	12,7,3	298	298
14,32,35	38,53,49	36,32,21	52,60,58	230	220
3,0,4	22,48,37	3,2,1	62,43,41	199	187
0,0,0	12,30,31	6,0,3	31,27,22	183	239
3153,4560,4198	7700,10225,11128	4515,4912,4302	11403,11378,9768	210	298
44,48,42	25,56,62	42,51,47	49,46,37	202	210
67,123,130	24,38,28	211,201,183	52,49,54	263	195
3,5,4	6323,8583,9299	2,1,6	7488,7017,6388	267	213
333,403,519	8065,12769,13467	389,384,428	11342,11051,9223	213	298
15,42,45	12,12,24	50,64,56	25,43,19	236	206
2,0,0	0,0,0	4,1,2	3,8,4	298	298
18,35,47	36,56,51	60,50,41	66,60,52	249	298
41,33,40	18,16,25	39,36,33	25,28,20	212	215
82,130,131	290,428,419	124,123,110	340,269,301	230	246
6,16,10	132,199,213	7,14,11	186,223,171	223	282
13,13,13	203,336,369	13,14,9	302,302,257	197	298
42,40,69	56,80,89	29,31,31	34,26,33	226	203
17003,26165,25799	1431,2365,2755	24740,26408,21946	3287,3254,2643	255	298
140,229,289	130,190,171	362,374,257	315,276,250	298	243
30,36,50	43,91,75	30,39,19	95,93,83	196	298
30,36,50	40,85,69	30,39,19	76,88,90	196	212
41,50,60	108,157,191	32,32,50	186,205,187	292	242
24,7,16	0,2,0	24,41,36	3,0,4	214	202
32,73,69	69,99,101	53,60,48	124,95,96	262	215
8,46,46	10,28,30	74,60,49	38,37,36	298	241
31,32,37	48,91,97	40,39,14	94,118,82	194	248
114,105,113	165,261,261	93,80,67	162,138,121	201	264
98,124,154	8,25,19	109,105,92	9,23,12	239	215
85,177,165	51,68,101	107,103,85	47,48,30	263	298
92,189,172	56,55,76	109,106,88	47,72,53	263	298
140,208,220	199,315,262	135,177,139	196,186,147	298	298
296,379,487	68,173,148	354,354,300	153,138,118	270	208
131,235,165	49,89,57	185,149,176	58,50,69	297	258
0,0,1	64,78,52	0,0,0	66,72,102	208	260
49,143,105	28,39,55	102,138,101	48,52,41	298	262
