UniqueCount	AmbigCount
590	0
1	349
1	257
11	286
2	241
3	266
1	83
10	49
0	49
161	1981
10	1981
858	829
0	827
0	259
0	248
0	231
11	245
0	206
0	204
10	246
0	213
33	141
2	141
12	1371
1	1133
67	1086
9989	12
8	2635
776	4028
12	2313
1	2642
0	150
22	150
2131	1
16	0
0	2029
0	1772
0	1850
0	1
0	1
0	1
256	713
7	713
772	724
26	722
891	1
2	10
0	10
43	0
5	217
0	165
20	148
0	866
0	829
0	855
0	849
0	826
1	839
3	833
0	824
49	0
999	1
93	844
3	857
16	893
1	851
0	892
20	0
54	613
10	591
28	613
0	0
30	245
39	245
2159	2
0	0
0	0
0	10060
1	9985
0	10422
0	0
1	279
40	279
798	2
0	2
1	2
0	2
438	0
0	52
5	51
0	36
0	51
9	10
1	10
1	9
0	47
0	47
0	0
0	0
0	274
15	274
3661	6
954	0
2	0
31	116
0	116
0	0
1321	1
14	44
0	44
455	3440
23	3474
64	3105
3	3112
874	0
2084	2
0	9
0	9
0	9
0	9
2	8
0	0
19	3555
583	3555
693	4238
75	4238
0	5
0	6
0	5
0	6
0	61
27	61
0	1035
1	1035
0	0
354	1
2951	3
6080	13546
0	13542
1809	3
46	127
4	127
76	1067
2	990
1	990
0	1070
0	68
21	68
11	31
0	31
0	26
4	0
0	113
8	111
5	104
9	0
0	14
0	14
0	10
0	11
0	13
1114	2
17	49
0	49
3064	2
288	0
1055	0
0	142
3	165
8	166
0	142
10	124
233	177
3	177
4	126
6	128
0	133
0	126
2207	27
689	26
103	2737
4	2737
418	1999
0	1999
10	0
2582	4
0	428
47	452
1	452
17	0
110	221
0	207
0	201
0	215
0	146
2	37
0	35
0	36
0	24
159	0
20	1883
1	2174
1	1894
12	1905
0	1342
1	393
1	529
11	462
2	482
2	466
773	0
311	0
0	774
0	699
0	726
0	706
5693	1
692	1
1	0
1113	1
553	0
0	324
0	228
4	291
0	305
1	315
0	269
9	577
2	519
4	500
17	0
2	0
433	6
557	5
12	105
10	105
0	0
20	0
10	5988
18	6222
31	6093
140	731
43	713
56	697
164	1504
0	1471
45	1681
1320	1
386	3835
89	3860
2	3659
1215	2
2794	0
0	684
0	389
16	736
0	699
4639	1
182	248
33	248
1617	4
71	0
0	6
0	6
0	850
2	929
2	754
0	842
12	745
0	0
559	0
139	0
8	0
25	839
21	839
75	515
1	515
549	2462
96	2462
346	1
747	2
5646	5
2	24
0	24
0	0
1060	0
343	0
57	254
2	254
16	0
2	897
0	897
1	894
285	0
78	0
20	0
40	298
3	298
7	0
77	432
15	433
1	433
126	0
4	7
0	7
1	0
0	0
1	0
18	0
5	12
1	12
938	3
0	0
2407	15495
194	15495
0	0
25	1260
1	1260
1	1253
0	6
0	6
0	0
0	0
6255	4
74	0
4	0
5	12
0	12
0	0
3	773
28	696
11	318
182	0
0	0
0	0
5770	5
7	90
0	90
3376	1
0	53
0	70
0	75
0	35
0	72
0	77
0	64
378	0
47	333
0	333
28	0
43	0
0	0
81	211
3	211
952	0
292	0
237	227
0	227
41	0
15048	18
0	0
16	0
290	0
6	0
1140	0
63	0
0	0
500	4566
36	5401
204	4449
5	5693
121	5032
197	3886
92	4111
179	4014
14	3920
0	4542
219	990
0	990
7	657
441	1
1	427
0	460
7	499
3	449
18	411
10	427
624	5025
1	5024
1540	4
156	1203
13	1201
2119	5
346	1396
0	1396
0	2
1	2
0	2
0	2
0	138
0	96
0	110
0	70
3	138
6	652
11	697
3	664
6	679
5	708
3	669
0	0
62	0
1	35
0	35
0	807
0	857
0	871
0	895
3	839
0	872
1104	1
9	59
0	59
0	59
4	0
83	484
16	484
18	1246
7	1059
13	1083
0	0
3	7
0	7
0	4164
1	4294
0	4211
0	4138
4	35
0	37
2	37
61	5629
27	5603
18	5626
14	25169
3430	25173
95	0
0	0
38	0
221	0
1	13
0	13
9478	9
3439	2
550	0
1	1629
0	1486
6	1467
0	1456
6	0
26	0
0	61
0	69
1	65
1	55
0	58
0	51
26	391
0	391
131	12
150	736
54	736
13420	9
1801	3
1	2
1	645
0	552
1	448
2	500
402	0
84	0
76	1454
8	1454
0	1454
67	1574
2	1612
11	1584
2	1586
1	1333
4	1261
190	0
17	618
32	618
4	0
0	0
636	1
62	0
1656	2
261	1
45	855
4	855
88	1681
45	1681
3758	3
0	0
0	0
85	698
13	698
234	142
0	142
71	301
15	301
237	0
2	7
0	7
53	831
49	793
1	645
13	656
36	642
16	673
1	669
5121	10
0	0
7	0
55	0
231	301
1	301
573	0
70	2
152	520
0	320
0	376
0	351
0	324
0	292
0	231
541	1
2318	1
9138	12
184	2189
18	2189
0	77
0	69
3	69
0	56
0	66
0	66
0	66
0	66
0	70
2	65
0	73
1	67
0	67
146	862
2	862
129	0
1	24
9	24
6	0
4556	5
87	302
1	302
39	0
2	0
0	0
0	0
0	0
229	0
200	2911
22	2911
411	0
472	0
25	393
1	298
0	381
0	367
3	374
0	324
2	112
13	230
0	209
107	0
29	0
0	0
112	0
0	417
41	417
12	73
0	73
5	1075
659	1008
30	851
135	1824
10	1616
4	1588
9192	9
2	0
0	0
4616	6
17	155
1	187
4	184
1	172
221	2504
0	2504
5	112
1	110
2	116
1000	0
4	0
498	0
0	366
17	364
0	366
0	362
4	334
0	336
0	228
810	0
0	9
0	9
0	9
0	6
0	0
9	0
231	0
299	1
15	134
0	134
28	133
0	133
3760	5
5	109
3	109
0	100
165	0
0	3778
86	2670
115	3587
0	3571
7	2663
10	0
166	0
0	0
117	0
0	3736
0	3539
0	3457
47	87
0	87
376	4655
54	4656
4	0
21	390
1	390
253	2813
0	2810
60	0
746	4
81	849
13	782
0	781
1971	1
429	0
91	352
8	352
0	586
0	586
1566	0
564	1
2132	3957
2	3956
177	2729
24	2729
234	89
0	89
22	5987
10	5650
0	5777
0	5600
3	5840
67	4496
43	744
19	744
16	0
502	1
419	1
208	0
1	0
0	2
0	2
488	2
451	6024
14	6024
38956	35
3199	5
541	5663
1	5664
0	5664
3186	4
6	7
1	7
0	0
0	0
2	0
3258	5
0	17
1	15
0	18
0	16
0	18
0	18
0	18
0	18
0	17
0	9
0	7
1	8
0	9
45	1998
0	1998
201	0
735	0
1	0
14	278
168	278
136	0
31	0
0	3
0	3
4	0
83	412
5	412
21	0
41	0
1307	1
0	0
794	0
48	0
374	409
7	409
0	0
7	68
0	68
40	0
0	0
1315	0
2687	2
1	295
0	290
0	216
410	0
7	168
0	163
0	135
0	160
1187	1575
0	1567
2	1577
0	1567
1	60
0	60
412	0
6	0
3090	4
915	3
3476	7
4049	3
9648	54
13	864
0	767
7	650
73	0
1105	3272
12	3270
1839	3
0	775
137	775
8	0
0	0
0	0
338	0
1028	2
56	0
4	156
0	122
0	136
551	686
0	181
0	220
16	876
11	177
2	1009
77	1006
31	1010
173	850
12	850
199	1698
14	1703
33	1704
352	0
425	978
77	978
0	854
0	789
0	829
0	655
0	678
0	798
205	746
21	752
56	573
0	0
26325	20
247	0
50	562
31	562
0	0
2	0
0	0
324	1
508	2
31	0
553	2
0	0
0	0
2	324
0	268
19	770
16	0
0	1155
4	1155
0	0
916	3
1567	3
25	492
2	492
1	208
32	208
298	1051
0	1052
1	935
10426	11
0	800
0	828
0	607
0	496
3	486
0	738
0	579
504	2
85	0
25	0
0	573
1	506
2	495
0	436
0	599
11	517
0	594
0	493
0	500
0	499
0	487
0	494
0	1993
0	1993
2850	1
1578	6
2	25
1	25
0	0
0	0
157	310
8	310
135	0
22	1086
10	1073
0	1104
0	1088
0	995
0	1002
2	1080
0	1061
11	1069
1	0
903	0
892	0
36	344
6	343
6	369
30	0
11	3105
73	3124
1	3122
145	252
3	252
11	32
3	32
158	803
2	803
0	35
4	35
840	2
49	0
2	0
16	0
140	344
0	344
33	282
10	282
31	0
415	1419
0	1419
9	0
2137	3
39	1
2	16
2	16
0	0
0	0
0	0
0	0
0	3364
4	3364
3	7359
0	6999
0	7121
4	7122
119	0
3	0
0	0
0	0
0	395
4	399
29	398
41	319
0	311
0	320
0	9
0	9
0	0
92	429
0	429
19	483
0	499
0	457
78	0
13	0
59	0
8	190
5	190
1	190
47	0
1007	1
110	0
8	109
0	109
2	179
0	151
0	180
3	172
2	105
0	124
1	180
3	206
0	123
0	165
3	171
0	144
1	150
0	148
650	1
19	7
0	7
0	0
17	244
8	244
0	69
0	69
24	0
156	0
13	0
0	159
1	123
3	95
6	116
9	121
2	122
0	47
0	916
25	1213
0	1292
3	1182
0	0
1805	6
0	728
702	731
0	95
3	87
3	91
0	73
30	2311
4	2235
11	2220
3	2287
119	0
2367	3
2460	15991
2	15989
38	269
53	269
1	115
6	484
4	467
1	450
9	412
3	500
0	357
0	345
0	469
0	454
0	481
8	425
0	483
0	0
0	3
0	3
601	5459
26	5459
11	0
4	226
35	226
930	2
0	0
0	0
0	1270
29	1191
15	1146
28	1106
0	137
0	125
0	131
0	131
3	129
32	5039
0	4788
3	4931
0	4925
36	178
47	178
25	0
310	1
236	0
12	0
3	2
389	1544
5	1544
0	0
129	0
162	543
8	543
637	1
16	119
2	119
475	3
36	0
68	1625
12	1467
0	1294
51	2
105	758
8	758
0	0
0	0
49	0
79	0
1	3
0	3
46	1069
30	1069
47	0
1	7
0	7
283	0
3	2015
0	1171
1	1837
0	1794
6	1830
0	1962
3	1962
102	599
1	599
121	2743
25	2761
0	2733
1	0
16	2881
79	2887
26	2887
0	2761
252	0
1	2
0	2
0	0
70	0
0	0
2990	87
13	0
0	0
1	0
1	0
267	1
0	699
0	699
216	0
500	2880
71	2879
2282	0
0	7503
38	7069
41	7256
10	22
0	22
170	4198
3	4198
1	4189
105	0
