UniqueCount	AmbigCount
794	1
3	377
0	231
5	291
8	286
54	349
5	110
26	72
0	72
197	2305
1	2305
1062	927
0	927
1	950
0	913
0	848
16	841
0	721
0	716
34	921
0	811
50	219
0	217
37	1767
2	1369
72	1359
14619	3
7	4406
1404	6716
33	3482
6	4415
0	179
22	179
2173	0
8	0
9	2792
0	2344
0	2485
0	0
0	0
0	0
366	789
0	789
1241	1143
47	1143
1277	0
0	18
5	18
64	0
17	280
0	206
10	202
0	1614
0	1574
0	1572
1	1573
0	1576
1	1606
1	1539
0	1502
61	0
1342	0
212	1196
1	1216
26	1274
0	1201
0	1267
23	0
130	969
14	941
36	969
0	0
28	256
54	256
2902	0
0	0
2	0
0	13424
1	13276
0	13964
0	0
5	515
65	515
988	1
0	4
1	3
1	5
446	0
0	42
6	42
1	33
0	42
13	6
2	6
1	5
0	50
0	50
0	0
0	0
0	492
54	492
6323	1
1305	0
7	0
37	82
4	82
0	0
1606	0
17	95
0	95
430	4078
85	4087
77	3681
2	3676
1296	0
2115	1
0	8
0	5
0	5
0	7
0	7
0	0
32	4930
1027	4931
989	5879
116	5879
0	14
0	18
0	16
0	16
0	92
36	92
0	2612
13	2612
0	0
471	0
3895	2
9972	13676
0	13676
2365	1
58	138
3	138
189	1232
2	1103
5	1103
0	1236
0	81
52	81
13	101
0	101
0	77
7	0
2	166
16	158
10	156
2	0
0	6
0	4
0	2
0	5
0	3
831	2
11	49
0	49
3291	1
274	0
1427	0
0	140
7	168
5	173
1	144
14	116
250	218
3	218
17	224
10	226
0	239
0	224
3316	15
1052	12
247	4536
20	4536
769	2731
2	2731
17	0
3602	1
0	602
52	617
1	617
10	0
108	293
0	249
0	229
0	273
0	173
2	85
0	80
0	84
0	72
166	0
26	2459
0	2917
0	2414
17	2488
0	1797
7	589
0	841
16	699
1	765
3	698
1054	0
362	0
0	779
0	680
0	689
0	688
7296	2
998	1
1	0
1471	0
664	0
0	364
0	259
10	336
0	328
2	336
0	293
23	804
0	703
5	652
17	0
4	0
699	1
853	1
55	189
18	189
1	0
51	0
16	6243
10	6493
32	6311
180	816
71	803
46	774
219	1584
8	1525
94	1793
1677	0
759	5482
103	5503
7	5332
1890	2
3468	0
1	1017
0	478
104	1076
0	999
7685	1
259	159
41	159
2007	1
55	0
0	11
0	11
5	1986
0	2140
2	1707
15	1950
16	1734
0	0
405	0
74	0
4	0
35	579
20	579
106	713
0	713
816	3795
154	3795
329	1
1319	0
7245	4
2	19
0	19
0	0
1230	1
343	0
64	384
4	384
11	0
0	935
0	936
0	936
372	0
110	0
19	0
81	228
1	228
5	0
79	502
11	502
0	501
174	0
0	5
0	5
3	0
0	0
0	0
31	0
8	9
1	9
1555	0
0	0
3741	20257
206	20257
0	0
27	1652
2	1650
0	1646
0	22
0	22
0	0
0	0
8465	7
55	0
21	0
13	39
0	39
0	0
14	1232
79	1060
0	432
389	0
3	4
0	4
11701	5
25	191
2	191
4571	5
0	78
0	106
0	117
0	69
0	103
0	114
0	88
465	0
67	372
0	372
17	0
14	1
0	0
105	219
4	219
803	2
378	0
231	215
0	215
143	0
20884	7
1	0
24	0
391	0
3	0
1501	0
150	0
0	0
857	5786
72	6766
465	5868
0	7119
191	6156
502	4771
80	4943
150	4514
32	4460
1	5434
346	1190
1	1190
2	884
527	0
2	367
0	434
5	462
18	373
26	347
7	353
1037	6439
