IncLevel1	IncLevel2	IncLevelDifference
0.033,0.073	0.066,0.037	0.001
0.255,0.305	0.324,0.3	-0.032
0.381,0.437	0.389,0.379	0.025
0.166,0.091	0.12,0.103	0.017
0.383,0.386	0.359,0.42	-0.005
0.526,0.495	0.528,0.49	0.001
0.86,0.893	0.892,0.882	-0.01
0.42,0.433	0.531,0.509	-0.094
0.367,0.415	0.334,0.35	0.049
0.512,0.556	0.553,0.512	0.002
0.597,0.6	0.567,0.597	0.017
0.381,0.354	0.448,0.419	-0.066
0.284,0.289	0.188,0.289	0.048
0.155,0.15	0.16,0.202	-0.028
0.331,0.336	0.349,0.35	-0.016
0.381,0.343	0.35,0.333	0.02
0.395,0.424	0.405,0.413	0.0
0.554,0.501	0.513,0.538	0.002
0.341,0.43	0.363,0.464	-0.028
0.648,0.646	0.643,0.634	0.008
0.611,0.572	0.616,0.575	-0.004
0.687,0.697	0.639,0.594	0.075
0.389,0.377	0.382,0.355	0.015
0.478,0.5	0.486,0.486	0.003
0.477,0.479	0.442,0.48	0.017
0.677,0.817	0.88,0.743	-0.065
0.53,0.803	0.795,0.671	-0.067
0.979,0.96	0.956,0.946	0.019
0.389,0.0	0.875,0.571	-0.528
0.62,0.565	0.608,0.545	0.016
0.447,0.327	0.253,0.447	0.037
0.024,0.055	0.065,0.046	-0.016
0.423,0.395	0.361,0.41	0.024
0.09,0.137	0.22,0.23	-0.112
0.115,0.07	0.185,0.135	-0.068
0.325,0.333	0.312,0.366	-0.01
0.105,0.093	0.09,0.12	-0.006
0.584,0.585	0.54,0.598	0.016
0.038,0.041	0.033,0.039	0.003
0.523,0.524	0.539,0.56	-0.026
0.723,0.682	0.764,0.744	-0.051
0.648,0.705	0.761,0.809	-0.109
0.36,0.319	0.248,0.23	0.101
0.736,0.658	0.726,0.667	0.001
0.242,0.264	0.317,0.272	-0.041
0.399,0.442	0.435,0.434	-0.014
0.96,0.958	0.928,0.962	0.014
0.96,0.958	0.928,0.963	0.013
0.959,0.958	0.927,0.962	0.014
0.182,0.219	0.172,0.211	0.009
0.443,0.446	0.47,0.439	-0.01
0.608,0.636	0.556,0.558	0.065
0.443,0.368	0.408,0.455	-0.026
0.382,0.378	0.411,0.386	-0.018
0.376,0.376	0.488,0.394	-0.065
0.033,0.0	0.0,0.01	0.011
0.721,0.607	0.54,0.673	0.057
0.529,0.635	0.567,0.616	-0.009
0.416,0.432	0.398,0.434	0.008
0.529,0.46	0.375,0.441	0.087
0.727,0.543	0.714,0.75	-0.097
0.728,0.806	0.756,0.904	-0.063
0.362,0.572	0.582,0.321	0.015
0.0,0.314	0.151,0.762	-0.299
0.298,0.311	0.302,0.289	0.009
0.477,0.482	0.477,0.467	0.008
0.493,0.531	0.512,0.526	-0.007
0.108,0.127	0.135,0.144	-0.022
0.5,0.528	0.513,0.544	-0.014
0.566,0.585	0.628,0.556	-0.017
0.208,0.252	0.177,0.124	0.079
0.764,1.0	0.893,1.0	-0.065
0.788,0.794	0.84,0.806	-0.032
0.626,0.627	0.576,0.494	0.092
0.427,0.441	0.2,0.517	0.075
0.523,0.53	0.468,0.497	0.044
0.51,0.537	0.494,0.484	0.035
0.582,0.585	0.583,0.589	-0.003
0.511,0.505	0.495,0.502	0.01
0.925,0.944	1.0,0.924	-0.027
0.994,0.996	1.0,0.993	-0.001
0.348,0.37	0.359,0.33	0.014
0.396,0.399	0.374,0.371	0.025
0.929,0.932	0.898,0.924	0.02
0.161,0.149	0.145,0.224	-0.029
0.61,0.574	0.503,0.549	0.066
0.626,0.624	0.598,0.64	0.006
0.236,0.183	0.255,0.085	0.039
0.105,0.077	0.055,0.017	0.055
0.021,0.074	0.042,0.0	0.026
