ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	31,46,45,30,53,41	54,76,53,42,72,70	28,36,25,46,45,10	42,24,17,31,33,13	210	238	0.329685622316	1.0	0.394,0.407,0.49,0.447,0.455,0.399	0.43,0.63,0.625,0.627,0.607,0.466	-0.132
1	88,134,137,112,125,153	212,306,253,251,322,269	119,51,125,132,146,56	235,195,213,287,353,101	230	218	1	1.0	0.282,0.293,0.339,0.297,0.269,0.35	0.324,0.199,0.357,0.304,0.282,0.344	0.003
2	55,87,104,63,129,73	92,160,104,118,152,114	79,67,58,85,106,31	107,66,111,89,141,46	217	211	1	1.0	0.368,0.346,0.493,0.342,0.452,0.384	0.418,0.497,0.337,0.482,0.422,0.396	-0.028
3	84,120,84,87,113,99	57,79,68,63,64,77	103,81,91,124,116,53	63,51,73,71,104,30	217	196	1	1.0	0.571,0.578,0.527,0.555,0.615,0.537	0.596,0.589,0.53,0.612,0.502,0.615	-0.01
4	0,1,0,0,1,0	111,199,117,143,190,131	0,0,0,0,0,0	107,96,99,140,157,51	283	298	1	1.0	0.0,0.005,0.0,0.0,0.006,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.002
5	65,60,90,80,89,84	12,24,13,20,17,12	70,52,61,67,89,19	6,3,7,7,6,1	262	219	0.552057619309	1.0	0.819,0.676,0.853,0.77,0.814,0.854	0.907,0.935,0.879,0.889,0.925,0.941	-0.115
6	5,10,21,30,20,15	107,197,117,134,184,127	13,15,23,17,17,3	104,96,95,130,155,50	262	298	1	1.0	0.05,0.055,0.17,0.203,0.11,0.118	0.124,0.151,0.216,0.129,0.111,0.064	-0.015
7	5,10,21,30,20,15	111,199,117,143,190,131	13,15,23,17,17,3	107,96,99,140,157,51	262	298	1	1.0	0.049,0.054,0.17,0.193,0.107,0.115	0.121,0.151,0.209,0.121,0.11,0.063	-0.014
8	24,40,41,34,44,65	39,43,55,35,50,37	37,17,37,35,37,10	25,29,60,57,71,17	189	194	1	1.0	0.387,0.488,0.433,0.499,0.475,0.643	0.603,0.376,0.388,0.387,0.348,0.376	0.075
9	5,21,10,5,17,13	52,122,108,73,165,76	11,9,14,24,20,8	68,61,61,103,114,29	230	230	1	1.0	0.088,0.147,0.085,0.064,0.093,0.146	0.139,0.129,0.187,0.189,0.149,0.216	-0.064
