UniqueCount	AmbigCount
180	0
0	219
4	119
2	180
18	178
48	201
1	39
9	41
0	41
60	801
3	801
1027	570
0	570
0	77
0	71
0	65
0	69
0	54
0	55
3	73
0	61
84	242
2	242
0	2560
3	2229
66	2027
4926	1
7	3795
1391	5122
33	1850
0	3817
0	110
16	110
1271	3
14	0
2	1299
2	1088
0	1088
0	1
0	1
3	1
198	405
0	405
852	795
36	795
393	0
11	103
15	103
57	0
2	278
0	256
25	176
0	1122
0	1099
0	1097
3	1103
0	1105
1	1119
0	1069
0	1044
79	0
668	0
85	525
4	530
15	566
0	528
0	565
83	0
55	330
0	319
9	330
0	0
41	175
30	175
1941	3
1	0
0	0
0	12054
3	11743
0	12380
0	0
0	262
24	262
508	0
0	3
0	2
0	3
260	0
0	144
12	138
2	79
4	138
21	9
2	9
0	8
0	42
0	42
0	0
0	0
0	108
11	108
1649	1
684	0
80	0
12	28
0	28
0	0
3164	3
1	61
0	61
165	1109
20	1109
18	981
2	977
519	1
981	0
0	3
0	2
0	2
1	2
0	1
0	0
16	1763
338	1763
347	1970
60	1970
0	12
4	14
0	12
0	14
0	43
20	43
0	874
1	874
5	0
199	0
1426	0
4998	10742
1	10738
1398	1
35	120
1	120
52	755
0	687
1	688
0	756
0	25
18	25
7	59
0	59
0	42
25	0
4	162
16	151
8	147
0	0
0	51
0	42
1	35
0	38
0	36
358	0
11	29
0	29
890	1
202	1
608	1
0	75
1	89
7	92
5	77
9	62
110	116
9	116
3	97
5	87
0	98
0	97
981	0
378	0
152	3858
19	3858
372	1155
0	1155
13	0
1750	1
0	433
26	448
0	448
44	2
103	230
0	163
0	155
0	220
0	150
0	88
1	77
0	80
0	60
327	0
32	1397
2	1659
0	1342
30	1421
1	890
7	307
0	423
6	348
5	378
12	320
417	0
358	0
0	481
0	415
0	422
0	403
2964	0
737	0
3	0
415	0
349	0
1	211
0	142
4	188
2	190
1	201
0	163
3	393
1	354
2	330
13	0
0	0
147	1
161	0
38	79
12	79
0	0
19	0
17	2936
2	2983
15	2907
144	495
38	472
93	492
92	461
0	449
22	528
1097	4
212	1751
31	1759
10	1713
1105	1
2709	2
0	410
0	259
77	445
0	438
3457	0
434	123
63	123
624	0
97	0
1	18
0	18
1	1520
0	1699
1	1333
17	1576
9	1371
0	0
109	0
13	0
1	0
30	389
13	389
84	474
0	474
468	2543
60	2543
193	0
627	0
2351	0
2	23
0	23
0	0
720	0
356	0
42	198
0	198
16	0
1	525
0	526
0	526
231	0
137	0
64	0
23	82
0	82
2	0
54	366
10	366
0	364
83	0
10	7
0	7
0	0
0	0
4	0
50	0
22	48
1	48
1382	0
6	0
1058	6497
74	6496
0	0
13	426
0	426
2	422
2	7
0	7
0	0
0	0
8140	2
25	0
1	0
3	2
0	2
0	0
1	555
43	431
0	255
81	0
4	8
0	8
2095	0
8	62
7	62
1523	3
0	27
0	52
0	49
0	32
0	50
0	47
0	35
360	0
79	570
0	570
71	0
14	5
0	5
78	194
8	194
1798	2
302	0
158	148
1	148
70	0
18130	8
0	0
79	0
320	0
5	0
490	0
55	0
0	0
677	2802
10	3007
164	2650
0	3089
91	2686
62	914
11	942
43	824
11	775
0	1029
129	418
0	418
0	331
514	0
5	273
0	310
1	321
18	289
25	274
4	269
378	2216
2	2215
618	0
297	1495
15	1495
2821	0
863	2321
0	2321
0	8
1	10
0	10
0	8
0	162
5	115
0	124
0	88
3	162
16	339
23	351
0	318
4	330
3	318
2	363
0	0
120	0
1	1
0	1
0	502
0	566
0	565
0	589
4	558
1	565
1066	1
0	26
0	26
0	26
92	0
80	332
23	332
2	813
4	691
14	712
0	0
23	32
5	32
0	1282
0	1295
0	1274
0	1262
2	18
0	18
1	18
32	1623
14	1620
4	1622
4	2514
262	2514
101	13
0	0
84	0
419	0
3	14
0	14
13839	16
1528	1
343	0
0	664
0	593
4	594
0	603
2	0
8	0
0	69
1	69
1	69
1	62
0	67
0	60
9	257
0	257
81	0
72	362
22	362
5218	1
1564	1
1	0
0	656
8	486
3	450
1	501
263	0
79	0
40	922
5	922
7	922
24	731
0	776
2	556
3	733
1	525
0	518
0	145
1	950
131	950
16	0
0	0
717	2
86	0
875	0
285	0
29	348
0	348
87	712
22	712
1540	0
0	0
0	0
55	288
8	288
693	21
0	21
118	247
12	247
348	0
1	9
0	9
33	411
11	394
1	345
7	229
39	235
8	242
0	243
6446	9
0	0
77	7
70	0
116	211
7	211
486	2
60	0
30	126
0	101
0	104
0	63
0	56
0	50
1	40
209	0
707	0
7118	6
159	961
19	961
0	49
0	47
0	47
2	40
0	44
0	51
0	44
0	46
0	44
0	48
0	49
2	43
0	43
579	2163
27	2163
115	0
20	40
2	40
0	0
5719	5
153	201
4	201
37	0
2	1
0	1
0	0
0	0
279	0
111	968
10	968
193	0
196	0
12	222
0	148
0	227
5	209
1	206
0	176
7	269
42	561
0	487
106	0
17	0
0	0
290	1
0	386
43	386
9	64
0	64
0	233
171	225
16	189
265	1635
11	1426
1	1532
2728	0
22383	17
874	1
2362	2
37	110
0	124
21	118
0	117
187	1201
0	1201
1	60
1	57
4	61
815	0
117	6
289	0
0	335
9	314
0	319
0	314
5	276
0	300
6	249
512	0
0	9
0	10
0	13
0	11
0	0
32	0
131	0
240	0
42	270
0	270
45	162
0	157
2976	5
1	115
7	115
0	112
263	0
0	2415
23	1625
49	2247
0	2269
0	1624
7	0
89	7
0	7
201	0
0	2220
0	1950
0	2095
90	153
0	153
219	2406
63	2406
4	0
22	366
2	366
222	2472
0	2472
30	0
634	2
126	589
20	505
0	555
1313	0
265	0
101	378
1	185
0	915
0	916
889	0
219	1
5657	3966
0	3966
85	1268
25	1268
306	98
2	98
20	1986
2	1870
0	1902
0	1865
1	1942
6	1565
24	288
10	288
43	0
535	0
803	0
74	0
1	0
3	3
1	3
230	0
372	3981
5	3981
23683	9
3151	0
253	3178
1	3179
2	3179
1644	0
4	6
0	6
0	0
0	0
0	0
6440	3
0	17
0	16
0	15
0	12
0	15
2	17
0	15
0	16
0	16
0	14
0	10
0	11
0	14
65	1506
0	1506
410	2
1054	0
75	0
8	255
175	255
107	0
1423	2
7	9
0	9
7	0
106	396
2	396
33	0
76	0
1926	1
0	0
700	0
87	0
317	551
12	551
1	0
27	103
0	103
563	0
0	0
1681	3
2042	2
0	111
0	107
0	86
574	1
6	305
0	297
0	273
0	299
993	1297
0	1299
12	1299
1	1298
3	102
0	104
940	2
23	0
1287	0
812	968
1910	971
1791	5
10113	27
0	489
0	392
4	379
44	0
721	1846
11	1846
867	0
0	842
162	842
36	0
0	0
0	0
187	0
1030	0
90	0
1	59
0	53
0	50
851	942
1	111
0	151
2	1081
6	111
2	441
28	439
10	441
93	396
12	396
73	615
9	620
12	621
456	0
213	583
48	583
0	967
0	862
0	873
0	690
0	784
0	877
56	276
6	279
17	272
0	0
7359	6
116	0
36	318
39	318
2	0
0	0
0	0
266	0
326	0
54	0
466	0
0	0
0	0
5	139
0	123
31	393
12	0
0	759
0	759
0	0
997	0
1157	0
20	240
8	240
5	144
24	144
281	833
0	833
0	623
10354	8
0	678
0	709
0	497
0	360
6	355
1	594
0	466
804	0
165	0
26	0
0	580
2	474
7	467
0	416
0	587
45	524
0	577
0	487
0	491
0	487
0	480
0	484
1	1190
0	1190
1045	0
1180	0
7	44
3	44
0	0
0	0
71	116
3	116
137	0
40	668
9	664
0	672
4	668
0	584
0	588
0	665
0	661
8	664
10	0
221	0
818	1
33	380
0	317
0	390
66	0
5	1029
43	1035
3	1035
120	318
4	318
5	11
5	11
70	382
0	382
0	45
1	45
603	0
78	0
0	2
6	2
132	236
0	236
51	348
13	348
72	0
249	845
0	845
487	0
1612	1
67	0
14	32
4	32
0	2
0	2
3	2
0	0
0	1004
20	1004
0	2549
0	2477
0	2494
2	2493
94	0
13	0
0	0
0	0
0	356
14	357
35	355
21	161
0	156
0	161
9	21
0	21
0	0
190	575
1	575
19	480
0	513
1	469
59	0
60	0
145	1
10	156
2	155
2	155
35	0
268	0
42	0
16	175
0	175
0	226
0	193
0	215
0	216
0	142
0	152
3	184
9	219
0	168
0	186
0	195
0	183
0	176
3	163
522	10
35	32
0	22
0	0
31	180
3	162
0	79
0	79
38	0
185	0
7	0
0	187
2	160
2	142
1	95
4	160
3	95
0	48
0	611
16	689
0	728
1	624
0	0
1456	0
0	193
212	193
0	64
0	50
4	45
0	56
141	1214
4	1165
5	1158
14	1204
447	0
675	0
1693	10407
0	10405
21	214
49	214
0	70
0	448
7	435
0	417
1	392
5	406
0	310
0	345
0	439
0	420
0	412
6	386
0	440
0	40
0	42
2	38
244	1978
7	1978
9	0
8	214
74	214
646	0
0	0
0	0
0	993
20	849
13	800
34	807
12	215
0	203
0	202
2	216
13	209
2	1493
0	1428
0	1443
0	1442
9	79
47	79
5	0
985	0
277	0
10	0
3	1
478	1277
6	1277
0	5
96	0
126	439
14	439
372	0
137	496
8	496
528	2
120	0
64	649
17	583
0	524
59	1
58	503
6	503
0	0
0	0
72	0
99	0
5	0
1	0
64	803
53	803
127	0
0	1
0	1
172	0
1	3342
3	2069
4	2879
0	2878
6	2886
0	1640
1	1640
162	444
2	444
135	1958
19	1960
0	1960
0	0
21	1683
55	1683
10	1679
1	1615
350	0
5	12
0	12
34	0
95	0
0	0
1842	12
16	0
5	0
22	0
4	0
89	0
0	2845
5	2845
200	1
317	1673
74	1673
1139	3
0	4041
12	3674
16	3968
22	34
0	34
48	1850
1	1850
0	1842
82	0
148	1
5285	8
32	712
25	750
3	674
2	512
0	147
0	208
18	208
30	210
1	190
54	210
1	146
462	0
15	235
196	235
70	0
13	1455
3	1455
1176	0
482	1
162	648
132	648
11	39
0	39
0	39
289	1
26	253
14	253
36	260
0	316
0	283
0	293
0	265
5	290
10	272
0	242
12	282
82	1258
10	1061
0	1195
260	0
37	845
273	845
152	1
168	1536
1	1536
22385	42750
6	42742
1159	1
223	1929
90	1934
11	1923
0	171
0	159
0	153
0	172
0	160
0	174
0	167
0	158
0	153
0	150
0	167
0	193
0	178
0	186
0	174
0	172
0	177
0	173
0	167
0	1281
0	1432
0	874
362	0
111	7
0	13
0	6
0	6
3868	1
0	198
1	166
4	163
18	336
0	336
52	137
36	184
132	366
2	319
0	0
1	990
7	801
7	765
9	914
183	0
889	1
160	105
0	104
383	2
24	1788
3	1372
23	1416
22	1416
1441	2
117	0
0	0
30	0
1	0
21	0
7777	3
1	284
0	353
0	163
0	111
1	261
0	249
4	0
62	0
0	0
268	1
49	393
1	393
0	365
348	0
0	0
547	2
1040	0
230	860
77	860
0	1
3	4
0	4
1	1
553	0
1964	0
319	0
4637	5
1	14
0	14
187	0
846	2
3212	2
1	88
0	88
14	0
207	266
10	112
1	264
2	115
0	115
0	112
2	6
7	6
327	0
0	0
10	396
302	397
902	0
254	0
810	1
1061	0
768	0
151	0
18	28
2	28
91	1683
0	1677
8	1683
5	1242
51	0
20	74
5	77
10	77
842	1
3365	7971
78	7878
191	7333
0	7927
0	1
0	1
0	0
11	368
43	380
0	406
0	398
0	406
0	398
1243	1
525	0
0	417
34	417
0	131
1	126
0	127
0	141
0	120
37	0
53	0
221	634
15	634
18	0
412	273
23	273
36	0
0	0
0	0
66	924
0	922
2	0
0	0
1	1068
4	985
2	826
7	9
14	9
0	1
750	334
0	291
0	322
0	333
0	277
798	1
2	0
22	0
82	0
5	297
1	326
2	249
1	297
0	279
40797	95
0	60
5242	6
225	0
1	55
2	50
0	51
0	51
455	0
40	507
9	507
13	505
90	0
0	1392
2	1269
13	1286
0	1124
402	149
0	147
53	1573
0	1573
0	0
0	0
0	1
0	1
0	0
0	1
60	777
126	775
3	681
1	778
10	727
66	727
0	22
0	22
0	812
1	812
293	0
0	100
155	100
0	112
0	98
0	83
13	101
0	97
0	0
1255	0
1195	6974
728	4898
0	6974
20	476
5	456
0	362
0	471
0	463
11	469
0	480
0	352
0	476
0	377
0	420
0	359
0	462
1824	0
3	0
1447	176
177	1829
145	1829
539	1
0	531
0	395
10	404
2	0
0	0
31	209
0	209
11	152
15	152
0	0
0	0
0	10980
25	9433
0	9364
5	9430
7	9463
27	7756
1	9371
3	9429
13	0
0	0
3	0
4	423
26	423
7265	18960
3095	14228
2	10716
1315	24702
6	24668
5	24668
11	24698
0	469
0	469
2	565
1	583
50	581
15	583
533	0
219	302
10	302
272	0
138	1087
10	1087
29	156
3	149
0	7
67	261
0	261
0	261
91	361
1	361
2	4
0	7
0	7
7	403
57	402
1	393
0	400
218	0
0	519
0	507
0	509
0	0
3	72
4	72
1	0
36	0
0	0
17	1644
5	1644
80	1630
75	1661
0	0
43	323
0	326
0	144
0	79
798	0
0	0
0	0
0	0
250	0
39	0
0	0
145	0
2471	4
4957	0
0	458
7	371
0	458
0	458
89	44
13	44
7	382
0	186
0	266
0	542
3	507
1	188
73	764
0	763
2	4
5	5
188	0
47	0
0	51
0	56
2	48
0	75
6	53
1	51
258	0
1	267
5	257
4	251
0	267
0	219
169	1
0	212
4	228
0	195
1	157
6603	0
701	0
60875	47
96	27
0	27
123	4
636	2
96	1929
0	1929
77	0
1	0
11	1326
0	967
1	903
168	393
61	393
377	0
474	0
1535	1
1227	1
259	0
3555	4
8098	12
59	246
9	216
3	204
3114	7
270	3816
6	3672
90	3810
1342	128
298	1189
0	1080
3	1167
0	1166
1034	0
376	0
0	990
0	1058
19	1061
0	1061
262	1
1	902
11	900
0	881
8	899
0	128
0	140
2	128
0	128
0	103
0	121
0	113
1310	0
0	72
261	313
0	313
99	978
0	1096
0	808
11	27
0	27
0	1080
24	1002
0	865
5	934
0	986
0	0
631	0
37	160
32	160
72	581
2	581
0	71
2	71
7	290
0	290
75	290
567	0
287	0
558	0
0	0
0	662
0	731
0	705
0	636
61	202
23	226
0	196
0	978
73	973
0	973
0	973
0	984
359	991
0	991
0	192
24	200
1	211
5	212
0	133
32	104
0	88
1	72
5	0
2031	0
918	1
0	902
0	958
1	898
9	775
95	911
1078	0
6	648
0	535
0	462
24	4581
6	4581
310	0
238	0
43	736
0	816
1	752
20	578
2310	1
0	0
185	0
51	113
1	113
2107	0
1373	1
0	0
108	0
13	82
0	82
13	894
58	894
0	894
3	894
3099	3
0	51
1	51
0	174
27	174
768	0
980	3631
49	3534
1	3495
131	945
209	1205
55	1198
841	0
37	0
1	0
96	570
17	570
0	61
0	73
0	75
2	73
2	82
2	63
0	64
0	37
7	0
8	0
141	0
0	106
0	138
0	131
1	130
3	126
0	99
0	100
4	131
7	124
0	127
0	124
0	126
0	118
0	138
0	95
3458	2
4146	4
45	0
0	346
0	261
1	249
95	0
0	0
528	0
0	0
0	2307
25	1959
0	1947
510	0
283	7
59	256
4	263
20186	7
236	1
305	600
13	600
2028	15166
6	15166
11	19
0	19
0	0
0	0
33	0
497	0
0	2
0	2
35	0
472	2
68	639
11	639
2367	5
73	299
17	295
194	0
337	0
64	143
1	150
6	123
0	77
0	77
0	0
294	324
40	324
0	123
3	93
0	71
0	0
381	0
0	595
0	593
0	587
0	585
0	591
0	593
46	0
0	0
3256	3
76	3433
0	3162
3	3264
0	3264
2	3351
5	3355
33	165
0	165
408	0
6737	12
56	0
37	0
3740	1
0	0
682	2
3369	2137
0	2137
485	0
19	0
0	990
34	692
22	834
0	0
47	0
12229	11
184	220
0	220
0	215
