IncLevel1	IncLevel2	IncLevelDifference
0.0,0.052	0.0,0.0,0.099,0.054	-0.012
0.221,0.224	0.178,0.189,0.235,0.153	0.034
0.045,0.06	0.086,0.056,0.057,0.151	-0.035
0.237,0.304	0.079,0.138,0.11,0.247	0.127
0.105,0.074	0.061,0.107,0.084,0.085	0.005
0.043,0.082	0.079,0.087,0.094,0.121	-0.033
0.456,0.766	0.649,0.502,0.914,0.794	-0.104
1.0,1.0	1.0,1.0,0.966,0.934	0.025
0.846,0.882	0.812,0.879,0.809,0.828	0.032
1.0,0.381	0.17,1.0,1.0,0.381	0.053
0.141,0.11	0.085,0.087,0.088,0.131	0.028
0.075,0.069	0.076,0.079,0.084,0.094	-0.011
0.323,0.436	0.27,0.235,0.208,0.358	0.112
0.124,0.147	0.155,0.13,0.058,0.1	0.025
0.0,0.325	0.084,0.0,0.0,0.06	0.127
0.134,0.123	0.054,0.12,0.09,0.123	0.032
0.055,0.077	0.109,0.089,0.108,0.154	-0.049
0.542,0.7	0.57,0.565,0.527,0.509	0.078
0.0,0.0	0.031,0.0,0.011,0.0	-0.01
0.251,0.286	0.43,0.395,0.341,0.219	-0.078
0.03,0.039	0.051,0.066,0.0,0.019	0.001
0.0,0.029	0.06,0.0,0.04,0.0	-0.011
0.076,0.085	0.052,0.035,0.072,0.094	0.017
0.234,0.314	0.357,0.182,0.117,0.109	0.083
0.156,0.454	0.257,0.126,0.172,0.266	0.1
0.455,0.405	0.517,0.556,0.438,0.298	-0.022
0.017,0.01	0.01,0.034,0.006,0.012	-0.002
1.0,1.0	0.943,0.922,1.0,1.0	0.034
0.006,0.005	0.007,0.005,0.003,0.002	0.001
0.022,0.018	0.022,0.017,0.026,0.018	-0.001
0.018,0.02	0.047,0.083,0.025,0.046	-0.031
1.0,1.0	1.0,0.963,0.974,1.0	0.016
0.072,0.118	0.631,0.7,0.615,0.648	-0.553
0.116,0.153	0.116,0.136,0.151,0.08	0.014
0.064,0.147	0.021,0.012,0.079,0.062	0.062
0.014,0.04	0.093,0.014,0.012,0.0	-0.003
0.055,0.117	0.048,0.071,0.037,0.021	0.042
0.728,0.889	0.826,0.885,0.783,0.794	-0.013
0.0,0.07	0.102,0.212,0.0,0.08	-0.064
0.287,0.063	0.335,0.144,0.04,0.063	0.029
0.18,0.116	NA,0.0,0.0,0.568	-0.041
0.483,0.111	0.0,0.0,0.0,0.294	0.223
0.437,0.218	0.0,0.107,NA,0.212	0.221
0.834,0.362	1.0,0.21,0.0,1.0	0.045
0.292,0.396	0.371,0.144,0.0,0.0	0.215
0.102,0.111	0.11,0.096,0.098,0.072	0.012
1.0,1.0	1.0,1.0,0.973,0.99	0.009
0.0,1.0	0.291,0.481,0.093,0.236	0.225
0.0,NA	NA,NA,0.227,1.0	-0.614
0.968,1.0	1.0,1.0,1.0,1.0	-0.016
0.463,0.282	0.297,0.427,0.475,0.587	-0.074
0.104,0.116	0.16,0.142,0.102,0.098	-0.015
0.118,0.109	0.154,0.164,0.177,0.149	-0.048
0.26,0.291	0.265,0.355,0.429,0.286	-0.058
0.0,0.0	0.083,0.202,0.0,0.113	-0.1
0.184,0.285	0.352,0.279,0.263,0.476	-0.108
0.213,0.118	0.605,0.461,0.463,0.524	-0.348
0.112,0.096	0.082,0.038,0.106,0.081	0.027
0.165,0.188	0.176,0.675,0.433,0.373	-0.238
0.07,0.038	0.087,0.074,0.161,0.073	-0.045
0.474,0.335	0.198,0.259,0.342,0.503	0.079
0.2,0.164	0.166,0.122,0.114,0.142	0.046
0.714,1.0	1.0,1.0,1.0,1.0	-0.143
0.452,0.572	0.547,0.502,0.34,0.338	0.08
0.021,0.031	0.104,0.049,0.032,0.057	-0.034
0.023,0.017	0.026,0.012,0.003,0.013	0.007
0.05,0.095	0.112,0.132,0.175,0.14	-0.067
0.132,0.171	0.146,0.067,0.113,0.175	0.026
0.0,0.0	0.0,0.024,0.0,0.0	-0.006
0.346,0.304	0.164,0.273,0.324,0.294	0.061
0.136,0.104	0.194,0.09,0.163,0.034	-0.0
0.989,1.0	1.0,0.992,1.0,1.0	-0.004
0.173,0.08	0.173,0.153,0.186,0.179	-0.046
0.587,0.669	0.526,0.591,0.565,0.529	0.075
0.055,0.009	0.043,0.034,0.01,0.021	0.005
0.0,0.062	0.09,0.0,0.092,0.0	-0.014
0.077,0.023	0.129,0.096,0.109,0.06	-0.049
0.107,0.087	0.074,0.067,0.044,0.021	0.046
0.028,0.081	0.074,0.071,0.067,0.068	-0.016
1.0,1.0	0.572,1.0,0.87,1.0	0.139
0.18,0.099	0.141,0.226,0.037,0.12	0.009
0.118,0.0	0.0,0.082,0.0,0.056	0.024
0.428,0.422	0.427,0.406,0.469,0.433	-0.009
0.017,0.014	0.041,0.067,0.146,0.087	-0.07
0.034,0.022	0.02,0.009,0.033,0.019	0.008
0.216,0.214	0.121,0.329,0.2,0.306	-0.024
0.036,0.039	0.022,0.015,0.024,0.023	0.017
0.952,0.957	0.951,0.962,0.938,0.927	0.01
0.025,0.074	0.078,0.074,0.102,0.08	-0.034
0.984,0.988	0.994,0.99,0.986,0.993	-0.005
0.837,0.866	0.878,0.767,0.788,0.783	0.047
