ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR
0	1284,1321	0,0	1777,1944	4,4	238	149	1	1.0
2	166,230	0,0	224,291	0,2	211	149	1	1.0
3	2857,2896	0,0	3619,3704	0,2	223	149	1	1.0
4	20,32	0,0	21,40	0,10	199	149	0.720099193715	1.0
5	234,225	0,0	261,321	4,0	229	149	1	1.0
6	0,2	34,31	0,2	40,22	170	149	1	1.0
7	29,27	10,0	23,21	14,14	207	149	0.0359537754187	1.0
9	164,104	2,0	131,168	0,0	269	149	1	1.0
10	10,6	2,6	10,14	0,10	279	149	0.639379970773	1.0
13	67,67	0,0	83,93	0,1	297	149	1	1.0
14	4,0	6,2	0,0	4,0	279	149	1	1.0
15	0,0	2,2	0,2	4,6	208	149	1	1.0
16	4,0	6,2	0,0	4,0	208	149	1	1.0
17	148,121	6,18	203,140	0,8	219	149	1	1.0
19	205,165	0,0	214,153	2,0	218	149	1	1.0
20	45,57	0,0	52,80	0,2	224	149	1	1.0
21	234,234	2,0	289,244	0,0	252	149	1	1.0
22	2,27	8,0	21,20	0,0	202	149	0.525773263148	1.0
23	10,27	8,0	21,18	0,0	205	149	0.626548779688	1.0
24	16,12	0,2	23,15	0,0	211	149	1	1.0
25	6,10	4,2	29,18	2,5	191	149	0.699912951315	1.0
28	216,251	0,2	353,330	0,0	238	149	1	1.0
29	173,156	2,0	235,196	0,0	215	149	1	1.0
30	49,44	0,5	33,55	0,0	236	149	1	1.0
31	8,7	46,84	0,7	59,90	178	149	1	1.0
32	22,23	46,84	28,31	59,90	182	149	1	1.0
33	268,188	0,6	311,330	0,0	227	149	1	1.0
34	1159,1152	0,0	1242,1444	2,0	221	149	1	1.0
35	28,51	0,0	28,24	0,2	231	149	1	1.0
36	716,577	0,0	787,872	0,2	219	149	1	1.0
37	62,60	3,0	57,61	0,0	224	149	1	1.0
38	173,162	0,2	88,97	0,0	266	149	1	1.0
39	18,8	0,0	0,7	0,2	223	149	1	1.0
40	374,376	0,0	412,456	4,2	167	149	1	1.0
41	67,95	3,0	162,159	4,0	216	149	1	1.0
42	8,6	309,294	0,14	363,407	295	149	1	1.0
43	0,5	0,0	6,8	2,0	196	149	1	1.0
44	2,0	269,323	0,0	368,439	214	149	1	1.0
45	0,5	6,16	14,26	2,6	298	149	3.80024308577e-07	0.000323400686599027
46	14,26	55,67	34,16	62,76	207	149	1	1.0
47	8,19	55,67	29,55	62,76	210	149	0.122406775902	1.0
48	155,168	1,3	193,247	4,2	245	149	1	1.0
51	22,20	1,0	16,27	0,0	219	149	1	1.0
52	101,101	0,1	126,124	0,0	211	149	1	1.0
53	6,8	4,0	6,2	0,0	283	149	0.550584398029	1.0
54	8,12	4,0	12,12	0,0	262	149	0.774345953465	1.0
55	12,12	0,6	10,13	0,1	262	149	0.446392740023	1.0
56	22,2	0,6	7,0	0,1	219	149	0.0699053116775	1.0
57	20,8	10,8	13,0	4,3	219	149	0.649675445005	1.0
58	34,32	4,0	31,26	0,0	248	149	1	1.0
59	11,4	4,1	34,14	8,8	197	149	1	1.0
60	111,132	0,0	171,173	0,4	298	149	1	1.0
62	121,156	0,1	151,189	0,0	298	149	1	1.0
63	19,53	0,0	68,81	0,4	189	149	1	1.0
64	190,181	4,0	156,205	12,1	205	149	1	1.0
66	128,156	4,0	144,151	0,0	224	149	1	1.0
67	53,41	2,0	72,77	0,0	239	149	1	1.0
68	28,41	4,12	62,45	15,0	196	149	1	1.0
69	10,40	1,6	60,60	8,6	196	149	1	1.0
70	4,17	1,6	17,10	8,6	194	149	0.866533155864	1.0
71	8,11	2,14	11,17	9,22	194	149	0.881184940365	1.0
72	40,37	0,0	15,43	0,2	298	149	1	1.0
75	1316,1319	0,0	1816,2121	0,4	210	149	1	1.0
76	750,769	10,2	693,838	0,0	298	149	1	1.0
78	28,19	0,0	45,30	1,8	273	149	0.528538154589	1.0
79	73,57	0,0	83,83	0,4	245	149	1	1.0
80	12,15	15,6	4,16	13,8	238	149	0.898249267809	1.0
81	97,79	0,0	150,158	0,2	260	149	1	1.0
82	12,14	2,0	25,20	0,6	210	149	1	1.0
84	16,18	0,0	32,16	0,2	206	149	1	1.0
86	150,136	0,0	145,176	0,2	298	149	1	1.0
87	6,8	76,59	18,23	45,61	230	149	0.265520766926	1.0
88	69,64	34,29	77,86	10,12	230	149	0.00410923328011	0.7155762003093461
89	51,55	0,0	58,64	0,2	201	149	1	1.0
90	143,103	8,2	184,128	1,0	191	149	1	1.0
91	8,32	2,0	39,55	0,0	285	149	1	1.0
92	0,0	2,0	0,4	0,0	212	149	1	1.0
94	112,125	4,12	133,198	2,12	190	149	1	1.0
95	68,29	0,2	67,58	0,0	232	149	1	1.0
96	36,56	0,2	57,43	0,2	263	149	1	1.0
97	101,124	0,2	160,160	0,0	278	149	1	1.0
98	82691,80341	6,0	99595,106799	2,3	298	149	1	1.0
99	138644,134989	6,0	171025,187717	2,3	284	149	1	1.0
100	80,59	2,2	84,108	0,6	298	149	1	1.0
101	80,73	0,0	79,103	2,0	234	149	1	1.0
104	0,3	6,0	2,5	2,2	220	149	0.56402610994	1.0
105	8,8	6,0	0,20	2,2	192	149	0.537235518708	1.0
106	0,8	10,4	0,12	8,2	192	149	1	1.0
107	53,23	2,0	36,49	6,2	195	149	1	1.0
109	46,48	6,0	29,37	0,2	255	149	1	1.0
110	11,14	2,0	29,36	0,0	240	149	1	1.0
112	1094,984	2,0	1202,1295	0,8	208	149	1	1.0
114	0,4	271,296	2,0	386,491	222	149	1	1.0
115	67,69	0,0	100,136	2,0	187	149	1	1.0
117	69,65	8,0	113,100	4,0	216	149	1	1.0
118	525,452	0,0	482,634	0,4	298	149	1	1.0
119	17,18	0,0	28,70	4,0	215	149	1	1.0
120	64,40	0,0	82,91	0,6	232	149	1	1.0
121	796,860	0,2	1236,1246	0,0	298	149	1	1.0
123	28,24	0,2	57,46	2,1	208	149	1	1.0
125	39,27	42,35	78,50	34,50	298	149	0.643491292413	1.0
126	0,4	0,0	0,0	6,0	230	149	1	1.0
129	88,89	0,11	119,106	0,0	211	149	1	1.0
130	10,4	0,0	32,14	3,2	263	149	0.554422165487	1.0
131	157,179	0,0	239,269	0,2	242	149	1	1.0
134	2,2	5,8	3,0	28,6	173	149	0.639773612101	1.0
137	17,27	0,0	60,53	2,10	210	149	1	1.0
138	86,67	0,0	101,86	0,2	207	149	1	1.0
140	16,8	14,6	14,14	13,22	185	149	0.92292848059	1.0
142	176,179	5,4	245,256	6,9	244	149	1	1.0
143	28,38	0,4	60,80	0,0	178	149	1	1.0
144	14,4	8,13	4,8	22,14	231	149	0.609138866391	1.0
145	35,70	0,0	65,95	0,2	298	149	1	1.0
146	97,127	0,0	134,164	0,2	298	149	1	1.0
147	113,86	2,0	123,183	0,2	277	149	1	1.0
148	24,48	10,0	36,74	2,0	237	149	0.678686352414	1.0
149	152,124	0,0	115,114	0,4	231	149	1	1.0
150	113,55	0,0	105,127	0,2	232	149	1	1.0
152	206,188	0,2	242,306	0,0	212	149	1	1.0
154	183,141	0,0	263,266	2,0	255	149	1	1.0
155	848,755	0,0	914,1015	0,2	221	149	1	1.0
156	196,190	2,0	281,240	0,0	221	149	1	1.0
160	0,0	6,0	18,2	2,6	229	149	1	1.0
161	516,448	0,0	611,732	0,4	201	149	1	1.0
163	8,2	6,13	6,8	2,0	268	149	0.00146961269894	0.500256162719176
165	78,97	0,0	60,143	0,1	184	149	1	1.0
166	40,39	68,111	50,60	142,98	155	149	1	1.0
167	26,32	0,0	41,39	0,2	298	149	1	1.0
168	3,10	0,2	15,6	0,2	211	149	1	1.0
170	1987,1967	6,0	2730,3249	6,0	231	149	1	1.0
172	71,84	4,0	68,113	0,0	226	149	1	1.0
173	76,79	0,8	75,77	6,4	238	149	1	1.0
174	150,143	0,8	148,165	6,4	247	149	1	1.0
175	71,62	0,2	79,98	0,0	176	149	1	1.0
176	148,163	0,0	219,142	4,0	219	149	1	1.0
177	342,370	0,0	516,477	4,0	216	149	1	1.0
178	43,66	0,6	82,81	0,2	208	149	1	1.0
179	19,22	0,2	12,53	0,0	298	149	1	1.0
180	6,0	0,2	0,2	0,2	209	149	1	1.0
181	516,511	0,2	581,643	0,0	219	149	1	1.0
182	0,0	83,57	4,0	53,43	276	149	1	1.0
183	183,110	0,2	134,207	0,0	196	149	1	1.0
185	17,56	0,0	47,28	12,0	191	149	0.775669010582	1.0
186	74,40	0,4	26,61	0,0	216	149	1	1.0
187	626,681	0,0	735,832	0,8	266	149	1	1.0
188	349,382	0,0	393,506	4,0	266	149	1	1.0
189	292,266	0,0	341,375	4,0	249	149	1	1.0
190	502,503	0,0	602,659	4,0	218	149	1	1.0
193	202,121	0,2	234,258	4,0	199	149	1	1.0
195	246,311	21,24	421,321	22,16	190	149	1	1.0
196	104,118	0,5	75,112	0,0	206	149	1	1.0
197	122,84	0,0	119,138	2,0	257	149	1	1.0
198	38,62	0,12	92,104	0,0	254	149	0.763847398988	1.0
202	24,18	411,306	44,18	301,433	298	149	1	1.0
203	6,8	0,0	8,11	8,0	298	149	0.31687913421	1.0
206	20,0	0,0	20,14	2,0	194	149	1	1.0
207	0,8	4,6	4,1	0,6	215	149	0.514588772895	1.0
208	8,2	0,0	9,14	0,2	220	149	1	1.0
210	216,164	2,0	207,221	0,0	232	149	1	1.0
211	109,61	2,0	151,135	0,0	229	149	1	1.0
212	87,77	0,4	52,101	0,0	215	149	1	1.0
213	6,4	25,29	2,6	34,40	151	149	1	1.0
214	48,78	0,0	111,86	0,2	187	149	1	1.0
215	550,579	0,0	673,727	0,2	248	149	1	1.0
216	443,480	8,10	500,604	6,1	209	149	1	1.0
219	2,0	15,16	0,0	11,24	267	149	1	1.0
220	2,0	15,16	2,0	11,24	279	149	1	1.0
221	200,209	0,4	240,333	6,2	193	149	1	1.0
222	10,14	2,0	28,14	0,0	224	149	1	1.0
