ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	1284,1321	0,0	1777,1944	4,4	238	149	1	1.0	1.0,1.0	0.996,0.997	0.004
2	166,230	0,0	224,291	0,2	211	149	1	1.0	1.0,1.0	1.0,0.99	0.005
3	2857,2896	0,0	3619,3704	0,2	223	149	1	1.0	1.0,1.0	1.0,0.999	0.0
4	20,32	0,0	21,40	0,10	199	149	0.720099193715	1.0	1.0,1.0	1.0,0.75	0.125
5	234,225	0,0	261,321	4,0	229	149	1	1.0	1.0,1.0	0.977,1.0	0.012
6	0,2	34,31	0,2	40,22	170	149	1	1.0	0.0,0.054	0.0,0.074	-0.01
7	29,27	10,0	23,21	14,14	207	149	0.0359537754187	1.0	0.676,1.0	0.542,0.519	0.308
9	164,104	2,0	131,168	0,0	269	149	1	1.0	0.978,1.0	1.0,1.0	-0.011
10	10,6	2,6	10,14	0,10	279	149	0.639379970773	1.0	0.728,0.348	1.0,0.428	-0.176
13	67,67	0,0	83,93	0,1	297	149	1	1.0	1.0,1.0	1.0,0.979	0.01
14	4,0	6,2	0,0	4,0	279	149	1	1.0	0.263,0.0	0.0,NA	0.132
15	0,0	2,2	0,2	4,6	208	149	1	1.0	0.0,0.0	0.0,0.193	-0.097
16	4,0	6,2	0,0	4,0	208	149	1	1.0	0.323,0.0	0.0,NA	0.162
17	148,121	6,18	203,140	0,8	219	149	1	1.0	0.944,0.821	1.0,0.923	-0.079
19	205,165	0,0	214,153	2,0	218	149	1	1.0	1.0,1.0	0.987,1.0	0.006
20	45,57	0,0	52,80	0,2	224	149	1	1.0	1.0,1.0	1.0,0.964	0.018
21	234,234	2,0	289,244	0,0	252	149	1	1.0	0.986,1.0	1.0,1.0	-0.007
22	2,27	8,0	21,20	0,0	202	149	0.525773263148	1.0	0.156,1.0	1.0,1.0	-0.422
23	10,27	8,0	21,18	0,0	205	149	0.626548779688	1.0	0.476,1.0	1.0,1.0	-0.262
24	16,12	0,2	23,15	0,0	211	149	1	1.0	1.0,0.809	1.0,1.0	-0.095
25	6,10	4,2	29,18	2,5	191	149	0.699912951315	1.0	0.539,0.796	0.919,0.737	-0.161
28	216,251	0,2	353,330	0,0	238	149	1	1.0	1.0,0.987	1.0,1.0	-0.006
29	173,156	2,0	235,196	0,0	215	149	1	1.0	0.984,1.0	1.0,1.0	-0.008
