IncLevel1	IncLevel2	IncLevelDifference
0.0,0.009	0.009,0.012	-0.006
0.129,0.129	0.174,0.108	-0.012
0.097,0.102	0.19,0.148	-0.069
0.0,0.394	1.0,0.14	-0.373
0.337,0.343	0.404,0.298	-0.011
0.388,0.332	0.431,0.354	-0.032
0.183,0.133	0.061,0.414	-0.079
0.9,0.922	0.922,0.961	-0.03
0.46,0.473	0.476,0.449	0.004
0.67,0.596	0.61,0.656	0.0
0.368,0.336	0.254,0.457	-0.004
0.594,0.54	0.54,0.563	0.015
0.556,0.575	0.571,0.585	-0.012
0.555,0.613	0.6,0.609	-0.02
0.689,0.694	0.932,0.78	-0.165
0.623,0.65	0.639,0.578	0.028
0.483,0.512	0.422,0.483	0.045
0.333,0.359	0.327,0.311	0.027
0.357,0.314	0.315,0.337	0.01
0.524,0.412	0.408,0.312	0.108
0.43,0.434	0.407,0.415	0.021
0.462,0.531	0.533,0.513	-0.026
0.338,0.349	0.469,0.503	-0.142
0.196,0.148	0.202,0.141	0.001
0.823,0.815	0.816,0.784	0.019
0.0,0.0	0.018,0.0	-0.009
0.474,0.412	0.427,0.428	0.015
1.0,1.0	0.976,1.0	0.012
0.467,0.349	0.427,0.395	-0.003
0.497,0.486	0.448,0.479	0.028
0.982,0.969	0.981,0.965	0.003
0.35,NA	0.4,0.467	-0.084
0.142,0.137	0.204,0.07	0.003
0.505,0.584	0.465,0.453	0.085
0.463,0.507	0.328,0.518	0.062
0.493,0.437	0.491,0.457	-0.009
0.225,0.29	0.266,0.244	0.003
0.109,0.124	0.149,0.211	-0.064
0.079,0.093	0.188,0.146	-0.081
0.355,0.292	0.362,0.325	-0.02
0.071,0.101	0.092,0.136	-0.028
0.517,0.524	0.556,0.557	-0.036
0.78,0.72	0.805,0.82	-0.062
0.555,0.57	0.686,0.749	-0.155
0.451,0.39	0.267,0.268	0.153
0.747,0.677	0.652,0.661	0.055
0.5,0.5	0.333,0.417	0.125
0.427,0.459	0.513,0.44	-0.034
0.402,0.408	0.394,0.399	0.009
0.938,0.945	0.935,0.946	0.001
0.938,0.946	0.936,0.947	0.0
0.937,0.945	0.935,0.946	0.001
0.216,0.255	0.329,0.302	-0.08
0.457,0.488	0.483,0.458	0.002
0.518,0.553	0.481,0.463	0.064
0.383,0.433	0.434,0.422	-0.02
0.562,0.607	0.518,0.512	0.07
0.352,0.368	0.496,0.366	-0.071
0.361,0.345	0.321,0.252	0.067
0.296,0.233	0.224,0.322	-0.009
0.0,0.063	0.0,0.083	-0.01
0.186,0.404	0.481,0.447	-0.169
0.298,0.294	0.322,0.303	-0.017
0.382,0.376	0.508,0.466	-0.108
0.0,0.0	0.0,0.018	-0.009
0.446,0.459	0.47,0.49	-0.027
0.501,0.52	0.376,0.442	0.101
0.714,0.692	0.615,0.688	0.051
0.445,0.436	0.432,0.43	0.01
0.779,0.722	0.755,0.791	-0.023
0.278,0.0	0.761,0.661	-0.572
0.615,0.546	0.684,0.77	-0.147
0.575,0.53	0.508,0.539	0.029
0.384,0.373	0.391,0.416	-0.025
0.104,0.091	0.104,0.093	-0.001
0.387,0.556	0.534,0.481	-0.036
0.597,0.607	0.537,0.547	0.06
0.189,0.169	0.075,0.054	0.114
0.668,0.743	0.658,0.642	0.055
0.352,0.477	0.338,0.487	0.002
0.495,0.504	0.473,0.476	0.025
0.504,0.55	0.506,0.503	0.023
1.0,0.997	0.997,0.991	0.004
0.363,0.349	0.345,0.301	0.033
0.378,0.375	0.363,0.326	0.032
0.43,0.401	0.4,0.401	0.015
0.189,0.127	0.093,0.24	-0.008
0.705,0.74	0.721,0.733	-0.005
0.716,0.715	0.708,0.736	-0.006
0.035,0.068	0.0,0.0	0.052
0.469,0.535	0.488,0.388	0.064
