ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	332,508,384,336,413,369	168,297,255,188,307,232	396,256,362,412,458,173	222,176,178,268,314,110	130	118	1	1.0	0.642,0.608,0.578,0.619,0.55,0.591	0.618,0.569,0.649,0.583,0.57,0.588	0.002
1	77,121,100,64,131,101	128,189,127,121,196,141	80,68,67,87,117,39	143,101,130,115,183,77	117	111	1	1.0	0.363,0.378,0.428,0.334,0.388,0.405	0.347,0.39,0.328,0.418,0.378,0.325	0.018
2	103,164,153,127,170,157	65,113,55,78,105,93	138,113,126,181,223,66	82,87,65,84,87,43	117	96	1	1.0	0.565,0.544,0.695,0.572,0.571,0.581	0.58,0.516,0.614,0.639,0.678,0.557	-0.009
3	27,29,33,27,43,42	234,374,280,264,430,294	25,24,26,24,40,22	224,189,209,329,350,101	183	291	1	1.0	0.155,0.11,0.158,0.14,0.137,0.185	0.151,0.168,0.165,0.104,0.154,0.257	-0.019
4	88,94,80,94,120,116	234,374,280,264,430,294	74,60,67,90,104,38	224,189,209,329,350,101	162	291	1	1.0	0.403,0.311,0.339,0.39,0.334,0.415	0.372,0.363,0.365,0.329,0.348,0.403	0.002
5	8,23,11,10,15,9	58,97,93,55,132,58	11,5,13,15,15,6	63,44,60,82,101,30	130	130	1	1.0	0.121,0.192,0.106,0.154,0.102,0.134	0.149,0.102,0.178,0.155,0.129,0.167	-0.012
6	119,203,147,117,200,172	93,120,112,76,140,92	99,96,80,151,148,63	76,51,51,87,117,31	129	102	1	1.0	0.503,0.572,0.509,0.549,0.53,0.596	0.507,0.598,0.554,0.578,0.5,0.616	-0.016
7	0,1,0,0,2,3	3,3,8,6,6,4	1,0,0,2,0,0	6,7,6,4,7,3	94	127	1	1.0	0.0,0.311,0.0,0.0,0.311,0.503	0.184,0.0,0.0,0.403,0.0,0.0	0.09
8	319,632,404,481,548,586	223,436,313,308,409,391	396,423,424,606,590,244	309,289,314,436,421,156	155	116	1	1.0	0.517,0.52,0.491,0.539,0.501,0.529	0.49,0.523,0.503,0.51,0.512,0.539	0.003
9	0,1,0,0,0,0	5,10,19,27,12,17	0,0,0,4,0,0	8,6,17,22,17,2	118	58	1	1.0	0.0,0.047,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.082,0.0,0.0	-0.006
10	12,19,9,9,14,13	6,14,16,11,16,9	10,8,5,15,20,5	11,9,16,5,11,7	160	153	1	1.0	0.657,0.565,0.35,0.439,0.456,0.58	0.465,0.459,0.23,0.742,0.635,0.406	0.018
11	775,1173,907,648,1191,946	188,267,211,149,285,236	815,588,710,850,1145,337	193,117,173,196,266,104	116	67	1	1.0	0.704,0.717,0.713,0.715,0.707,0.698	0.709,0.744,0.703,0.715,0.713,0.652	0.003
12	29,34,43,23,39,34	71,123,97,90,76,120	22,29,17,33,54,15	63,49,67,111,96,43	101	203	1	1.0	0.451,0.357,0.471,0.339,0.508,0.363	0.412,0.543,0.338,0.374,0.531,0.412	-0.02
14	37,101,57,40,64,93	181,280,177,173,275,192	53,34,38,66,72,19	165,113,167,177,203,80	156	132	1	1.0	0.147,0.234,0.214,0.164,0.165,0.291	0.214,0.203,0.161,0.24,0.231,0.167	-0.0
15	89,194,112,91,151,158	181,280,177,173,275,192	121,62,90,105,154,35	165,113,167,177,203,80	117	132	1	1.0	0.357,0.439,0.417,0.372,0.383,0.481	0.453,0.382,0.378,0.401,0.461,0.33	0.007
16	240,400,277,252,424,410	77,129,104,103,164,132	292,252,286,428,410,170	126,81,107,152,137,56	511	185	1	1.0	0.53,0.529,0.491,0.47,0.483,0.529	0.456,0.53,0.492,0.505,0.52,0.524	0.001
17	126,230,123,174,235,186	164,310,206,202,298,221	162,90,131,151,199,58	208,151,178,204,290,69	127	120	1	1.0	0.421,0.412,0.361,0.449,0.427,0.443	0.424,0.36,0.41,0.412,0.393,0.443	0.012
18	1360,1919,1571,1346,1866,1759	1191,1803,1646,1357,1766,1716	1583,1131,1281,1738,1807,601	1337,1077,1140,1780,1900,636	110	103	1	1.0	0.517,0.499,0.472,0.482,0.497,0.49	0.526,0.496,0.513,0.478,0.471,0.469	0.001
19	3137,5800,3081,2990,4799,3343	2027,3886,1940,1975,2890,2522	4383,3332,4371,3439,6885,2252	2868,2295,2727,2182,4716,1563	76	73	1	1.0	0.598,0.589,0.604,0.593,0.615,0.56	0.595,0.582,0.606,0.602,0.584,0.581	0.001
20	67,116,107,59,118,128	82,148,113,89,160,124	110,92,79,155,157,58	126,118,108,179,216,86	97	118	1	1.0	0.498,0.488,0.535,0.446,0.473,0.557	0.515,0.487,0.471,0.513,0.469,0.451	0.015
