IncLevel1	IncLevel2	IncLevelDifference
0.642,0.608,0.578,0.619,0.55,0.591	0.618,0.569,0.649,0.583,0.57,0.588	0.002
0.363,0.378,0.428,0.334,0.388,0.405	0.347,0.39,0.328,0.418,0.378,0.325	0.018
0.565,0.544,0.695,0.572,0.571,0.581	0.58,0.516,0.614,0.639,0.678,0.557	-0.009
0.155,0.11,0.158,0.14,0.137,0.185	0.151,0.168,0.165,0.104,0.154,0.257	-0.019
0.403,0.311,0.339,0.39,0.334,0.415	0.372,0.363,0.365,0.329,0.348,0.403	0.002
0.121,0.192,0.106,0.154,0.102,0.134	0.149,0.102,0.178,0.155,0.129,0.167	-0.012
0.503,0.572,0.509,0.549,0.53,0.596	0.507,0.598,0.554,0.578,0.5,0.616	-0.016
0.0,0.311,0.0,0.0,0.311,0.503	0.184,0.0,0.0,0.403,0.0,0.0	0.09
0.517,0.52,0.491,0.539,0.501,0.529	0.49,0.523,0.503,0.51,0.512,0.539	0.003
0.0,0.047,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.082,0.0,0.0	-0.006
0.657,0.565,0.35,0.439,0.456,0.58	0.465,0.459,0.23,0.742,0.635,0.406	0.018
0.704,0.717,0.713,0.715,0.707,0.698	0.709,0.744,0.703,0.715,0.713,0.652	0.003
0.451,0.357,0.471,0.339,0.508,0.363	0.412,0.543,0.338,0.374,0.531,0.412	-0.02
0.147,0.234,0.214,0.164,0.165,0.291	0.214,0.203,0.161,0.24,0.231,0.167	-0.0
0.357,0.439,0.417,0.372,0.383,0.481	0.453,0.382,0.378,0.401,0.461,0.33	0.007
0.53,0.529,0.491,0.47,0.483,0.529	0.456,0.53,0.492,0.505,0.52,0.524	0.001
0.421,0.412,0.361,0.449,0.427,0.443	0.424,0.36,0.41,0.412,0.393,0.443	0.012
0.517,0.499,0.472,0.482,0.497,0.49	0.526,0.496,0.513,0.478,0.471,0.469	0.001
0.598,0.589,0.604,0.593,0.615,0.56	0.595,0.582,0.606,0.602,0.584,0.581	0.001
0.498,0.488,0.535,0.446,0.473,0.557	0.515,0.487,0.471,0.513,0.469,0.451	0.015
0.282,0.305,0.284,0.284,0.275,0.238	0.274,0.324,0.222,0.311,0.286,0.161	0.015
0.453,0.422,0.41,0.427,0.449,0.44	0.43,0.419,0.439,0.373,0.455,0.389	0.016
0.387,0.39,0.407,0.443,0.405,0.505	0.376,0.406,0.404,0.446,0.397,0.452	0.009
0.483,0.524,0.519,0.44,0.449,0.491	0.439,0.474,0.451,0.419,0.455,0.398	0.045
0.375,0.415,0.425,0.419,0.394,0.4	0.357,0.407,0.43,0.406,0.421,0.364	0.007
0.476,0.443,0.415,0.421,0.364,0.4	0.279,0.468,0.303,0.367,0.431,0.374	0.049
0.448,0.41,0.427,0.426,0.434,0.448	0.42,0.42,0.415,0.429,0.425,0.397	0.014
0.443,0.439,0.469,0.428,0.431,0.507	0.426,0.398,0.491,0.442,0.455,0.467	0.006
0.483,0.47,0.469,0.454,0.553,0.503	0.466,0.486,0.532,0.506,0.559,0.488	-0.018
0.461,0.446,0.441,0.471,0.434,0.467	0.469,0.464,0.461,0.46,0.451,0.454	-0.007
0.182,0.189,0.165,0.147,0.16,0.173	0.133,0.134,0.168,0.157,0.177,0.145	0.017
0.612,0.484,0.584,0.562,0.458,0.53	0.622,0.568,0.548,0.506,0.515,0.657	-0.031
0.443,0.566,0.571,0.435,0.61,0.38	0.559,0.497,0.503,0.407,0.478,0.518	0.007
0.472,0.601,0.682,0.589,0.518,0.697	0.663,0.617,0.402,0.301,0.58,1.0	-0.001
0.573,0.456,0.596,0.668,0.573,0.555	0.456,0.686,0.335,0.402,0.463,1.0	0.013
0.528,0.487,0.476,0.512,0.439,0.466	0.449,0.558,0.455,0.471,0.524,0.47	-0.003
0.945,0.955,0.943,0.972,0.943,0.912	0.936,0.945,0.961,0.958,0.936,0.903	0.005
0.417,0.588,0.462,0.273,0.333,0.286	0.625,0.833,0.545,0.273,0.52,0.5	-0.156
0.58,0.53,0.548,0.6,0.555,0.525	0.509,0.608,0.533,0.636,0.562,0.429	0.01
0.274,0.534,0.581,0.598,0.334,0.442	0.545,0.489,0.509,0.398,0.748,0.324	-0.042
0.498,0.476,0.515,0.515,0.508,0.528	0.5,0.422,0.534,0.503,0.488,0.553	0.007
0.45,0.48,0.495,0.51,0.401,0.468	0.536,0.531,0.389,0.527,0.468,0.427	-0.012
0.299,0.289,0.308,0.305,0.31,0.333	0.291,0.271,0.299,0.307,0.309,0.314	0.009
0.332,0.34,0.373,0.332,0.328,0.374	0.308,0.292,0.341,0.347,0.35,0.341	0.017
0.524,0.545,0.507,0.555,0.554,0.537	0.547,0.548,0.592,0.564,0.534,0.536	-0.016
0.137,0.122,0.154,0.168,0.201,0.158	0.236,0.259,0.222,0.237,0.278,0.236	-0.088
0.096,0.121,0.053,0.079,0.084,0.059	0.153,0.191,0.152,0.161,0.128,0.146	-0.073
0.557,0.553,0.506,0.49,0.567,0.575	0.521,0.522,0.56,0.573,0.538,0.548	-0.002
0.471,0.379,0.445,0.378,0.416,0.433	0.371,0.345,0.487,0.444,0.475,0.448	-0.008
0.124,0.104,0.111,0.108,0.097,0.083	0.118,0.103,0.108,0.044,0.121,0.112	0.003
0.57,0.537,0.508,0.537,0.52,0.553	0.545,0.504,0.549,0.553,0.543,0.529	0.0
0.454,0.46,0.459,0.455,0.448,0.457	0.455,0.449,0.43,0.472,0.456,0.449	0.004
0.609,0.544,0.555,0.549,0.55,0.561	0.544,0.514,0.58,0.536,0.492,0.559	0.024
0.327,0.309,0.403,0.272,0.319,0.354	0.29,0.229,0.251,0.329,0.261,0.312	0.052
0.174,0.448,0.625,0.32,0.5,0.69	0.5,0.5,0.571,0.333,0.258,0.583	0.002
0.408,0.405,0.411,0.413,0.424,0.438	0.402,0.428,0.407,0.425,0.424,0.39	0.004
0.928,0.912,0.908,0.933,0.942,0.889	0.918,0.886,0.925,0.914,0.92,0.933	0.003
0.928,0.912,0.908,0.933,0.942,0.889	0.918,0.886,0.925,0.914,0.92,0.933	0.003
0.927,0.911,0.907,0.932,0.941,0.888	0.917,0.885,0.924,0.913,0.919,0.932	0.003
0.654,0.615,0.635,0.624,0.698,0.75	0.807,0.764,0.649,0.683,0.693,0.813	-0.072
0.292,0.252,0.283,0.249,0.264,0.337	0.287,0.22,0.293,0.341,0.276,0.362	-0.017
0.505,0.472,0.499,0.476,0.504,0.485	0.466,0.492,0.48,0.511,0.525,0.46	0.001
0.517,0.506,0.449,0.511,0.477,0.496	0.513,0.539,0.483,0.509,0.494,0.461	-0.007
0.253,0.391,0.333,0.38,0.466,0.403	0.274,0.235,0.36,0.438,0.295,0.259	0.061
0.501,0.573,0.516,0.513,0.476,0.571	0.602,0.537,0.431,0.531,0.471,0.398	0.03
0.028,0.023,0.0,0.051,0.01,0.051	0.0,0.0,0.042,0.032,0.029,0.0	0.01
0.436,0.443,0.505,0.526,0.56,0.455	0.554,0.52,0.632,0.533,0.533,0.466	-0.052
0.483,0.559,0.353,0.434,0.534,0.579	0.55,0.43,0.471,0.407,0.465,0.639	-0.003
0.588,0.645,0.556,0.375,0.6,0.471	0.375,0.636,0.55,0.677,0.692,0.75	-0.074
0.686,0.689,0.651,0.687,0.6,0.705	0.648,0.668,0.644,0.65,0.659,0.683	0.011
0.476,0.496,0.488,0.474,0.476,0.465	0.476,0.487,0.469,0.476,0.473,0.45	0.007
0.513,0.437,0.429,0.484,0.487,0.459	0.402,0.531,0.538,0.541,0.552,0.385	-0.023
0.633,0.726,0.66,0.71,0.632,0.657	0.653,0.645,0.706,0.605,0.669,0.611	0.022
NA,0.0,0.367,0.659,0.316,0.617	0.446,0.152,1.0,0.312,0.734,NA	-0.137
0.355,0.362,0.4,0.38,0.34,0.394	0.399,0.391,0.312,0.387,0.354,0.375	0.002
NA,NA,1.0,NA,NA,NA	1.0,1.0,0.48,1.0,1.0,NA	0.104
0.44,0.442,0.333,0.441,0.431,0.39	0.527,0.454,0.546,0.41,0.452,0.526	-0.073
0.523,0.548,0.451,0.511,0.563,0.617	0.574,0.662,0.565,0.547,0.47,0.446	-0.008
0.0,0.002,0.0,0.002,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.001
0.309,0.235,0.324,0.319,0.297,0.231	0.148,0.253,0.171,0.283,0.209,0.286	0.061
0.843,0.705,1.0,0.782,1.0,0.843	1.0,1.0,1.0,1.0,1.0,1.0	-0.138
0.59,0.603,0.61,0.653,0.675,0.61	0.572,0.614,0.635,0.583,0.572,0.667	0.016
0.518,0.595,0.595,0.492,0.546,0.497	0.512,0.543,0.617,0.619,0.539,0.607	-0.032
0.491,0.466,0.458,0.454,0.484,0.457	0.476,0.454,0.449,0.469,0.448,0.463	0.008
0.414,0.462,0.436,0.432,0.448,0.462	0.414,0.409,0.433,0.406,0.425,0.424	0.024
0.946,0.949,0.979,0.954,0.948,0.939	0.936,0.919,0.945,0.952,0.944,0.951	0.011
0.46,0.452,0.47,0.449,0.452,0.461	0.44,0.433,0.437,0.446,0.443,0.477	0.011
0.722,0.669,0.684,0.661,0.687,0.7	0.685,0.671,0.672,0.719,0.686,0.684	0.001
0.058,0.0,0.04,0.037,0.119,0.121	0.0,0.119,0.0,0.0,0.038,0.0	0.036
