ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	1,2	291,291	1,2	144,223	283	391	1	1.0	0.005,0.009	0.01,0.012	-0.004
1	14,29	291,291	10,18	144,223	262	391	1	1.0	0.067,0.129	0.094,0.108	-0.003
2	41,42	49,55	16,37	28,74	189	194	1	1.0	0.462,0.439	0.37,0.339	0.096
3	17,17	121,149	11,20	64,115	230	230	1	1.0	0.123,0.102	0.147,0.148	-0.035
5	198,180	262,249	75,104	88,177	226	272	1	1.0	0.476,0.465	0.506,0.414	0.011
7	821,775	35,51	384,788	11,25	216	167	1	1.0	0.948,0.922	0.964,0.961	-0.027
9	52,31	66,67	27,33	40,43	188	206	1	1.0	0.463,0.336	0.425,0.457	-0.041
10	127,147	247,269	71,125	132,245	227	220	1	1.0	0.333,0.346	0.343,0.331	0.003
11	1439,1435	1455,1302	848,1305	744,1442	210	203	1	1.0	0.489,0.516	0.524,0.467	0.007
12	2443,2088	645,607	1553,2620	532,730	1227	482	1	1.0	0.598,0.575	0.534,0.585	0.027
14	421,434	249,235	305,436	179,240	251	215	1	1.0	0.592,0.613	0.593,0.609	0.002
15	77,90	134,95	74,114	67,135	197	218	1	1.0	0.389,0.512	0.55,0.483	-0.066
16	48,60	126,128	32,62	94,164	169	202	1	1.0	0.313,0.359	0.289,0.311	0.036
17	705,773	1338,1552	406,785	859,1573	203	227	1	1.0	0.371,0.358	0.346,0.358	0.013
18	54,56	601,554	28,91	341,630	244	234	1	1.0	0.079,0.088	0.073,0.122	-0.014
19	104,119	261,342	84,165	222,427	220	290	1	1.0	0.344,0.314	0.333,0.337	-0.006
20	72,37	114,100	35,55	86,108	208	263	1	1.0	0.444,0.319	0.34,0.392	0.016
22	173,175	127,136	74,144	79,80	208	216	1	1.0	0.586,0.572	0.493,0.651	0.007
23	17,19	37,34	9,13	16,36	204	256	1	1.0	0.366,0.412	0.414,0.312	0.026
24	1028,1782	1588,2322	1314,2280	1956,3210	575	575	1	1.0	0.393,0.434	0.402,0.415	0.005
25	38,40	103,103	17,64	53,87	193	266	1	1.0	0.337,0.349	0.307,0.503	-0.062
26	148,114	619,687	79,107	315,682	220	230	1	1.0	0.2,0.148	0.208,0.141	-0.001
27	1127,1099	204,210	588,1157	127,268	230	193	1	1.0	0.823,0.815	0.795,0.784	0.029
28	291,258	63,77	142,248	23,79	243	183	1	1.0	0.777,0.716	0.823,0.703	-0.016
29	47,58	73,108	30,62	50,95	209	209	1	1.0	0.392,0.349	0.375,0.395	-0.015
30	4532,4875	4763,5186	2210,4115	2783,4514	416	419	1	1.0	0.489,0.486	0.444,0.479	0.026
31	633,599	10,16	461,910	14,28	354	299	1	1.0	0.982,0.969	0.965,0.965	0.011
32	8,0	6,0	3,7	3,8	242	242	1	1.0	0.571,NA	0.5,0.467	0.087
33	54,42	98,95	19,46	35,64	217	238	1	1.0	0.377,0.327	0.373,0.441	-0.055
34	12,20	12,19	2,11	10,10	215	210	0.639038217664	1.0	0.494,0.507	0.163,0.518	0.16
35	1171,1256	296,356	630,1139	161,310	373	214	1	1.0	0.694,0.669	0.692,0.678	-0.004
36	11,10	194,183	8,11	108,204	183	278	1	1.0	0.079,0.077	0.101,0.076	-0.01
37	123,153	505,582	59,123	330,592	181	281	1	1.0	0.274,0.29	0.217,0.244	0.052
38	21,50	255,298	26,85	129,268	251	212	1	1.0	0.065,0.124	0.145,0.211	-0.083
39	48,42	445,476	45,80	246,541	183	212	1	1.0	0.111,0.093	0.175,0.146	-0.058
40	96,126	263,299	49,94	89,191	252	247	1	1.0	0.264,0.292	0.35,0.325	-0.059
41	192,174	417,348	137,214	223,455	185	230	1	1.0	0.364,0.383	0.433,0.369	-0.028
42	4017,3460	3220,2660	3292,6370	2421,4844	259	240	1	1.0	0.536,0.547	0.558,0.549	-0.012
43	378,493	360,437	345,684	323,532	404	395	1	1.0	0.507,0.524	0.511,0.557	-0.018
44	189,181	69,58	138,210	24,38	234	193	0.602702027796	1.0	0.693,0.72	0.826,0.82	-0.117
45	232,271	195,225	213,391	94,144	193	212	0.0350208063114	1.0	0.567,0.57	0.713,0.749	-0.162
46	157,162	200,250	68,125	191,336	212	209	0.143317077815	1.0	0.436,0.39	0.26,0.268	0.149
47	187,227	47,85	134,169	31,68	396	311	1	1.0	0.758,0.677	0.772,0.661	0.001
48	9,6	8,6	1,5	2,7	209	209	0.757808836564	1.0	0.529,0.5	0.333,0.417	0.139
49	79,121	173,193	42,87	61,150	215	291	1	1.0	0.382,0.459	0.482,0.44	-0.04
50	1767,2097	3515,3521	938,1712	1599,2984	209	242	1	1.0	0.368,0.408	0.404,0.399	-0.014
51	5176,4867	26,24	2152,4131	20,20	1846	157	1	1.0	0.944,0.945	0.901,0.946	0.021
52	5178,4931	26,24	2174,4171	20,20	1849	157	1	1.0	0.944,0.946	0.902,0.947	0.02
53	5236,4982	26,24	2191,4205	20,20	1886	157	1	1.0	0.944,0.945	0.901,0.946	0.021
54	92,59	393,335	34,73	198,268	178	239	1	1.0	0.239,0.191	0.187,0.268	-0.013
55	753,877	1102,1103	288,686	421,976	210	252	1	1.0	0.451,0.488	0.451,0.458	0.015
56	50,69	51,61	27,48	22,61	211	231	1	1.0	0.518,0.553	0.573,0.463	0.018
58	1556,1794	814,820	871,1587	588,1064	281	198	1	1.0	0.574,0.607	0.511,0.512	0.079
59	31,30	57,65	14,27	30,59	189	238	1	1.0	0.406,0.368	0.37,0.366	0.019
60	86,84	289,328	31,85	112,212	174	206	1	1.0	0.261,0.233	0.247,0.322	-0.037
61	0,2	41,28	0,5	29,52	244	231	1	1.0	0.0,0.063	0.0,0.083	-0.01
62	38,19	41,28	14,42	29,52	231	231	1	1.0	0.481,0.404	0.326,0.447	0.056
63	612,665	2032,2211	399,608	1266,1933	216	299	1	1.0	0.294,0.294	0.304,0.303	-0.01
64	49,46	73,96	33,45	29,65	185	233	0.938537373334	1.0	0.458,0.376	0.589,0.466	-0.11
65	2,0	73,96	0,1	29,65	200	233	1	1.0	0.031,0.0	0.0,0.018	0.007
66	141,158	72,101	54,104	53,64	257	222	1	1.0	0.628,0.575	0.468,0.584	0.075
67	66,85	86,82	35,74	27,63	230	188	1	1.0	0.385,0.459	0.514,0.49	-0.08
68	240,209	669,645	86,223	342,670	177	236	1	1.0	0.324,0.302	0.251,0.307	0.034
69	156,187	341,338	101,216	213,352	211	249	1	1.0	0.351,0.395	0.359,0.42	-0.016
70	77,48	73,50	25,57	44,81	190	214	0.823578988348	1.0	0.543,0.52	0.39,0.442	0.116
72	21,18	5,8	7,11	1,5	338	338	1	1.0	0.808,0.692	0.875,0.688	-0.031
73	84,79	6,8	30,44	4,4	230	182	1	1.0	0.917,0.887	0.856,0.897	0.025
74	1661,1723	2605,2890	764,1483	1174,2551	233	302	1	1.0	0.452,0.436	0.458,0.43	0.0
76	0,0	2,7	1,11	6,6	537	570	0.0280514462406	1.0	0.0,0.0	0.15,0.661	-0.406
77	71,56	240,237	46,77	172,271	249	393	1	1.0	0.318,0.272	0.297,0.31	-0.008
78	2788,2925	493,456	1588,3002	321,527	286	225	1	1.0	0.816,0.835	0.796,0.818	0.018
79	374,365	326,324	303,487	256,417	212	212	1	1.0	0.534,0.53	0.542,0.539	-0.008
80	135,120	240,202	54,141	119,198	201	201	1	1.0	0.36,0.373	0.312,0.416	0.003
81	62,82	1816,2005	40,74	971,1778	197	483	1	1.0	0.077,0.091	0.092,0.093	-0.009
82	65,97	97,79	35,90	37,99	288	294	1	1.0	0.406,0.556	0.491,0.481	-0.005
83	99,97	78,57	37,69	27,52	262	238	1	1.0	0.536,0.607	0.555,0.547	0.02
85	36,38	175,155	14,13	86,189	292	242	1	1.0	0.146,0.169	0.119,0.054	0.071
86	9,12	5,0	3,13	0,0	214	202	1	1.0	0.63,1.0	1.0,1.0	-0.185
87	224,222	42,37	200,300	16,52	386	241	1	1.0	0.769,0.789	0.886,0.783	-0.055
88	38,39	53,32	9,33	31,26	305	228	1	1.0	0.349,0.477	0.178,0.487	0.08
89	918,1190	879,1173	688,1115	729,1227	197	197	1	1.0	0.511,0.504	0.486,0.476	0.027
90	969,1351	906,1119	704,1241	830,1243	215	218	1	1.0	0.52,0.55	0.462,0.503	0.052
