ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue
0	1,2	291,291	1,2	144,223	283	391	1
1	14,29	291,291	10,18	144,223	262	391	1
2	41,42	49,55	16,37	28,74	189	194	1
3	17,17	121,149	11,20	64,115	230	230	1
5	198,180	262,249	75,104	88,177	226	272	1
7	821,775	35,51	384,788	11,25	216	167	1
9	52,31	66,67	27,33	40,43	188	206	1
10	127,147	247,269	71,125	132,245	227	220	1
11	1439,1435	1455,1302	848,1305	744,1442	210	203	1
12	2443,2088	645,607	1553,2620	532,730	1227	482	1
14	421,434	249,235	305,436	179,240	251	215	1
15	77,90	134,95	74,114	67,135	197	218	1
16	48,60	126,128	32,62	94,164	169	202	1
17	705,773	1338,1552	406,785	859,1573	203	227	1
18	54,56	601,554	28,91	341,630	244	234	1
19	104,119	261,342	84,165	222,427	220	290	1
20	72,37	114,100	35,55	86,108	208	263	1
22	173,175	127,136	74,144	79,80	208	216	1
23	17,19	37,34	9,13	16,36	204	256	1
24	1028,1782	1588,2322	1314,2280	1956,3210	575	575	1
25	38,40	103,103	17,64	53,87	193	266	1
26	148,114	619,687	79,107	315,682	220	230	1
27	1127,1099	204,210	588,1157	127,268	230	193	1
28	291,258	63,77	142,248	23,79	243	183	1
29	47,58	73,108	30,62	50,95	209	209	1
30	4532,4875	4763,5186	2210,4115	2783,4514	416	419	1
31	633,599	10,16	461,910	14,28	354	299	1
32	8,0	6,0	3,7	3,8	242	242	1
33	54,42	98,95	19,46	35,64	217	238	1
34	12,20	12,19	2,11	10,10	215	210	0.639038217664
35	1171,1256	296,356	630,1139	161,310	373	214	1
36	11,10	194,183	8,11	108,204	183	278	1
37	123,153	505,582	59,123	330,592	181	281	1
38	21,50	255,298	26,85	129,268	251	212	1
39	48,42	445,476	45,80	246,541	183	212	1
40	96,126	263,299	49,94	89,191	252	247	1
41	192,174	417,348	137,214	223,455	185	230	1
42	4017,3460	3220,2660	3292,6370	2421,4844	259	240	1
43	378,493	360,437	345,684	323,532	404	395	1
44	189,181	69,58	138,210	24,38	234	193	0.602702027796
45	232,271	195,225	213,391	94,144	193	212	0.0350208063114
46	157,162	200,250	68,125	191,336	212	209	0.143317077815
47	187,227	47,85	134,169	31,68	396	311	1
48	9,6	8,6	1,5	2,7	209	209	0.757808836564
49	79,121	173,193	42,87	61,150	215	291	1
50	1767,2097	3515,3521	938,1712	1599,2984	209	242	1
51	5176,4867	26,24	2152,4131	20,20	1846	157	1
52	5178,4931	26,24	2174,4171	20,20	1849	157	1
53	5236,4982	26,24	2191,4205	20,20	1886	157	1
54	92,59	393,335	34,73	198,268	178	239	1
55	753,877	1102,1103	288,686	421,976	210	252	1
56	50,69	51,61	27,48	22,61	211	231	1
58	1556,1794	814,820	871,1587	588,1064	281	198	1
59	31,30	57,65	14,27	30,59	189	238	1
60	86,84	289,328	31,85	112,212	174	206	1
61	0,2	41,28	0,5	29,52	244	231	1
62	38,19	41,28	14,42	29,52	231	231	1
63	612,665	2032,2211	399,608	1266,1933	216	299	1
64	49,46	73,96	33,45	29,65	185	233	0.938537373334
65	2,0	73,96	0,1	29,65	200	233	1
66	141,158	72,101	54,104	53,64	257	222	1
67	66,85	86,82	35,74	27,63	230	188	1
68	240,209	669,645	86,223	342,670	177	236	1
69	156,187	341,338	101,216	213,352	211	249	1
70	77,48	73,50	25,57	44,81	190	214	0.823578988348
72	21,18	5,8	7,11	1,5	338	338	1
73	84,79	6,8	30,44	4,4	230	182	1
74	1661,1723	2605,2890	764,1483	1174,2551	233	302	1
76	0,0	2,7	1,11	6,6	537	570	0.0280514462406
77	71,56	240,237	46,77	172,271	249	393	1
78	2788,2925	493,456	1588,3002	321,527	286	225	1
79	374,365	326,324	303,487	256,417	212	212	1
80	135,120	240,202	54,141	119,198	201	201	1
81	62,82	1816,2005	40,74	971,1778	197	483	1
82	65,97	97,79	35,90	37,99	288	294	1
83	99,97	78,57	37,69	27,52	262	238	1
85	36,38	175,155	14,13	86,189	292	242	1
86	9,12	5,0	3,13	0,0	214	202	1
87	224,222	42,37	200,300	16,52	386	241	1
88	38,39	53,32	9,33	31,26	305	228	1
89	918,1190	879,1173	688,1115	729,1227	197	197	1
90	969,1351	906,1119	704,1241	830,1243	215	218	1
91	405,572	3,2	238,449	0,4	197	197	1
92	401,570	803,1062	238,449	597,1045	197	197	1
93	404,568	728,946	236,449	544,927	197	197	1
94	401,566	486,710	237,449	371,617	197	197	1
95	11,15	60,83	11,13	38,33	247	198	1
97	368,387	136,139	173,331	62,107	239	215	1
98	2036,2564	509,620	1264,2351	302,515	334	183	1
99	2,4	45,69	0,0	21,40	208	260	1
