UniqueCount	AmbigCount
243	0
0	235
3	160
1	151
3	150
9	169
0	42
9	31
1	31
51	611
2	611
735	537
0	537
0	29
0	28
0	24
0	27
0	19
0	19
2	28
0	23
43	119
4	119
0	2406
1	2171
62	1922
3947	1
5	2885
720	3900
19	1407
0	2889
2	57
6	57
575	0
13	0
0	1452
2	1178
0	1233
0	2
0	2
5	2
143	323
0	323
629	727
19	727
408	0
6	57
2	57
31	0
0	290
0	265
17	197
0	633
0	611
0	622
0	625
0	613
0	619
0	611
0	601
39	0
460	0
49	305
3	308
9	316
0	304
0	314
41	0
23	252
4	239
9	252
0	0
24	169
25	169
1242	3
0	0
1	0
0	9871
3	9543
0	10078
0	0
0	233
16	233
483	3
0	0
1	0
0	0
247	0
0	118
7	115
0	67
0	114
9	5
7	5
0	5
0	70
0	70
0	0
0	0
0	112
12	112
1045	0
458	0
48	1
1	2
0	2
0	0
1894	1
2	22
0	22
145	1335
5	1336
23	1230
3	1229
410	0
715	0
0	6
0	4
0	4
0	5
0	5
0	0
25	1139
239	1139
243	1728
41	1728
1	7
0	12
0	10
0	9
0	43
16	43
0	809
1	809
10	0
111	0
1155	0
2084	5209
0	5209
963	0
8	92
0	92
43	634
0	591
0	593
0	634
0	17
5	17
0	17
0	17
0	16
6	0
0	97
19	95
5	90
1	0
0	28
0	23
0	19
0	26
0	15
470	2
9	37
0	37
1185	0
143	0
487	0
0	74
6	83
3	79
1	67
9	63
51	54
0	54
2	59
6	61
0	62
0	59
642	0
206	0
97	2748
15	2748
247	869
0	869
5	0
1459	0
0	304
15	314
0	314
19	4
82	183
0	140
0	135
0	174
1	134
0	55
0	50
0	54
0	43
167	0
25	1029
0	1240
0	1040
17	1034
0	653
4	173
0	263
12	221
5	233
7	209
343	0
281	0
0	392
0	333
0	342
0	339
1923	1
761	0
2	0
332	0
231	0
0	228
0	154
6	209
0	204
4	216
0	180
3	280
1	257
0	235
8	0
0	0
125	0
130	0
17	27
5	27
0	0
9	0
1	1935
5	1960
9	1930
109	494
22	466
83	488
119	511
2	475
44	571
708	1
210	1414
25	1417
4	1375
739	0
2287	0
0	276
0	166
41	288
0	285
3055	1
348	108
61	108
529	0
78	0
0	6
0	6
0	305
0	349
0	271
0	329
0	288
0	0
176	0
12	0
3	0
27	494
16	494
50	447
1	447
283	2071
29	2071
144	0
412	0
1630	0
1	4
0	4
0	0
619	0
210	0
23	64
0	64
13	0
0	351
0	351
0	351
172	0
53	0
26	0
21	87
1	87
5	0
38	298
6	297
0	295
49	0
7	4
0	4
4	0
1	0
1	0
30	0
30	66
0	66
1610	0
5	0
671	5046
66	5046
0	0
5	258
0	258
0	258
0	3
0	3
0	0
0	0
6710	1
5	0
3	0
3	3
1	3
0	0
2	350
21	260
1	149
64	0
2	5
0	5
765	0
5	32
0	32
993	0
0	15
0	18
0	19
0	10
0	21
0	22
0	15
238	0
75	402
0	402
8	0
10	12
1	12
73	158
5	158
1126	0
203	0
152	144
0	144
21	0
14386	2
0	0
26	0
115	0
0	0
468	0
47	0
0	0
589	2047
20	2186
91	1900
0	2237
74	1994
136	3075
37	3170
78	2912
22	2662
0	3494
67	238
0	238
0	191
370	1
0	255
0	283
5	301
13	259
9	254
6	251
272	1530
0	1530
409	0
289	1419
15	1419
1295	0
434	967
0	967
0	4
0	4
0	4
0	4
0	91
0	67
0	68
0	58
0	91
3	277
5	291
1	277
11	288
6	290
3	289
0	0
81	0
0	3
0	3
0	334
0	364
0	372
0	383
1	346
0	372
621	0
1	20
0	20
0	20
69	0
65	276
8	276
6	924
8	795
10	772
1	0
13	20
5	20
0	1071
0	1081
0	1076
0	1070
1	13
0	13
2	13
20	1163
5	1163
1	1163
14	1820
139	1820
97	14
0	0
3	0
313	0
2	1
0	1
4111	1
1057	0
266	0
0	1003
0	918
5	896
0	904
2	0
5	0
