IncLevel1	IncLevel2	IncLevelDifference
0.392,0.475,0.513,0.443,0.507,0.46	0.428,0.611,0.561,0.653,0.594,0.466	-0.087
0.287,0.304,0.311,0.295,0.273,0.334	0.341,0.223,0.328,0.289,0.288,0.376	-0.007
0.388,0.37,0.476,0.327,0.438,0.421	0.414,0.45,0.352,0.45,0.405,0.359	-0.002
0.583,0.584,0.519,0.586,0.612,0.527	0.607,0.584,0.512,0.651,0.478,0.549	0.005
0.638,0.47,0.499,0.515,0.465,0.471	0.52,0.473,0.483,0.412,0.431,0.421	0.053
0.007,0.004,0.0,0.0,0.007,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.003
0.785,0.733,0.812,0.779,0.756,0.864	0.839,0.949,0.924,0.891,0.895,0.939	-0.118
0.1,0.069,0.126,0.213,0.117,0.095	0.165,0.115,0.223,0.122,0.104,0.051	-0.01
0.097,0.069,0.123,0.201,0.113,0.091	0.16,0.115,0.215,0.114,0.103,0.05	-0.01
0.426,0.453,0.439,0.521,0.479,0.595	0.556,0.444,0.403,0.421,0.32,0.386	0.064
0.068,0.146,0.084,0.072,0.095,0.145	0.177,0.132,0.168,0.172,0.135,0.176	-0.058
0.701,0.695,0.625,0.718,0.66,0.674	0.719,0.741,0.628,0.684,0.659,0.735	-0.015
0.635,0.581,0.496,0.529,0.549,0.505	0.384,0.487,0.547,0.627,0.624,0.413	0.036
0.274,0.475,0.0,0.531,0.43,0.694	NA,0.0,1.0,0.0,0.259,0.0	0.149
0.719,0.747,0.731,0.735,0.723,0.695	0.747,0.773,0.713,0.685,0.752,0.708	-0.005
0.516,0.467,0.436,0.482,0.464,0.462	0.443,0.48,0.434,0.348,0.415,0.405	0.05
0.603,0.603,0.633,0.603,0.58,0.639	0.605,0.634,0.575,0.642,0.599,0.591	0.003
0.217,0.24,0.261,0.246,0.224,0.38	0.202,0.265,0.244,0.28,0.287,0.326	-0.006
0.668,0.7,0.674,0.697,0.631,0.65	0.701,0.7,0.677,0.672,0.693,0.676	-0.016
0.362,0.375,0.32,0.29,0.382,0.32	0.417,0.263,0.387,0.336,0.308,0.338	0.0
0.592,0.63,0.636,0.575,0.587,0.627	0.579,0.554,0.6,0.626,0.677,0.567	0.007
0.488,0.479,0.391,0.418,0.371,0.376	0.574,0.458,0.462,0.412,0.356,0.385	-0.021
0.61,0.544,0.361,0.621,0.418,0.625	0.415,0.591,0.506,0.507,0.48,0.519	0.027
0.196,0.407,0.098,0.375,0.135,0.307	0.351,0.163,0.054,0.393,0.316,0.13	0.018
0.961,0.939,0.914,0.945,0.928,0.95	0.948,0.968,0.932,0.939,0.959,0.88	0.002
0.599,0.654,0.586,0.602,0.487,0.489	0.586,0.593,0.59,0.508,0.472,0.583	0.014
0.075,0.054,0.072,0.069,0.026,0.013	0.051,0.0,0.048,0.019,0.054,0.039	0.016
0.519,0.488,0.545,0.496,0.549,0.545	0.508,0.54,0.561,0.579,0.497,0.56	-0.017
0.49,0.421,0.434,0.438,0.436,0.449	0.38,0.443,0.44,0.397,0.453,0.44	0.019
0.589,0.604,0.635,0.579,0.597,0.61	0.606,0.553,0.593,0.613,0.589,0.64	0.003
0.458,0.4,0.531,0.368,0.399,0.383	0.412,0.431,0.231,0.43,0.617,0.503	-0.014
0.479,0.476,0.462,0.465,0.47,0.445	0.485,0.473,0.475,0.457,0.447,0.443	0.003
0.58,0.596,0.588,0.605,0.577,0.594	0.598,0.588,0.603,0.575,0.588,0.604	-0.003
0.553,0.62,0.558,0.57,0.581,0.582	0.565,0.666,0.582,0.515,0.533,0.533	0.012
0.502,0.467,0.466,0.471,0.391,0.481	0.461,0.443,0.469,0.432,0.449,0.374	0.025
0.163,0.207,0.341,0.177,0.297,0.177	0.292,0.181,0.207,0.05,0.385,0.0	0.041
0.632,0.65,0.668,0.618,0.629,0.65	0.61,0.632,0.594,0.638,0.649,0.633	0.015
0.0,0.0,0.021,0.007,0.0,0.009	0.0,0.024,0.0,0.0,0.0,0.0	0.002
