IncLevel1	IncLevel2	IncLevelDifference
1.0,1.0	0.996,0.997	0.004
1.0,1.0	1.0,0.99	0.005
1.0,1.0	1.0,0.999	0.0
1.0,1.0	1.0,0.75	0.125
1.0,1.0	0.978,1.0	0.011
0.0,0.054	0.0,0.074	-0.01
0.676,1.0	0.542,0.519	0.308
0.981,1.0	1.0,1.0	-0.01
0.728,0.348	1.0,0.516	-0.22
1.0,1.0	1.0,0.985	0.008
0.263,0.0	0.0,NA	0.132
0.0,0.0	0.0,0.193	-0.097
0.323,0.0	0.0,NA	0.162
0.944,0.821	1.0,0.923	-0.079
1.0,1.0	0.987,1.0	0.006
1.0,1.0	1.0,0.964	0.018
0.987,1.0	1.0,1.0	-0.006
0.156,1.0	1.0,1.0	-0.422
0.476,1.0	1.0,1.0	-0.262
1.0,0.809	1.0,1.0	-0.095
0.539,0.796	0.919,0.737	-0.161
1.0,0.987	1.0,1.0	-0.006
0.984,1.0	1.0,1.0	-0.008
1.0,0.847	1.0,1.0	-0.077
0.127,0.065	0.0,0.061	0.066
0.281,0.183	0.28,0.22	-0.018
1.0,0.954	1.0,1.0	-0.023
1.0,1.0	0.998,1.0	0.001
1.0,1.0	1.0,0.886	0.057
1.0,1.0	1.0,0.997	0.002
0.932,1.0	1.0,1.0	-0.034
1.0,0.98	1.0,1.0	-0.01
1.0,1.0	NA,0.7	0.3
1.0,1.0	0.989,0.995	0.008
0.939,1.0	0.965,1.0	-0.013
0.013,0.019	0.0,0.019	0.007
NA,1.0	0.695,1.0	0.153
0.005,0.0	0.0,0.0	0.003
0.526,0.243	0.829,0.708	-0.384
0.155,0.218	0.306,0.132	-0.033
0.094,0.168	0.274,0.339	-0.175
0.99,0.972	0.968,0.988	0.003
0.937,1.0	1.0,1.0	-0.031
1.0,0.986	1.0,1.0	-0.007
0.664,1.0	1.0,1.0	-0.168
0.707,1.0	1.0,1.0	-0.147
1.0,0.57	1.0,0.888	-0.159
1.0,0.185	1.0,0.0	0.093
0.576,0.405	0.689,0.0	0.146
0.836,1.0	1.0,1.0	-0.082
0.675,0.752	0.763,0.57	0.047
1.0,1.0	1.0,0.962	0.019
1.0,0.99	1.0,1.0	-0.005
1.0,1.0	1.0,0.941	0.03
0.972,1.0	0.904,0.993	0.037
0.955,1.0	1.0,1.0	-0.022
0.943,1.0	1.0,1.0	-0.028
0.851,0.722	0.759,1.0	-0.093
0.901,0.835	0.851,0.884	0.001
0.754,0.685	0.668,0.561	0.105
0.754,0.376	0.561,0.372	0.098
1.0,1.0	1.0,0.935	0.032
1.0,1.0	1.0,0.997	0.002
0.967,0.993	1.0,1.0	-0.02
1.0,1.0	0.961,0.686	0.176
1.0,1.0	1.0,0.935	0.032
0.334,0.61	0.162,0.556	0.113
1.0,1.0	1.0,0.98	0.01
0.81,1.0	1.0,0.703	0.054
1.0,1.0	1.0,0.853	0.074
1.0,1.0	1.0,0.998	0.001
0.049,0.081	0.206,0.196	-0.136
0.575,0.596	0.833,0.823	-0.243
1.0,1.0	1.0,0.96	0.02
0.933,0.976	0.993,1.0	-0.042
0.677,1.0	1.0,1.0	-0.161
0.0,NA	NA,1.0	-1.0
0.956,0.891	0.981,0.928	-0.031
1.0,0.903	1.0,1.0	-0.048
1.0,0.942	1.0,0.924	0.009
1.0,0.972	1.0,1.0	-0.014
1.0,1.0	1.0,1.0	0.0
1.0,1.0	1.0,1.0	0.0
0.963,0.958	1.0,0.914	0.003
1.0,1.0	0.962,1.0	0.019
0.0,1.0	0.404,0.629	-0.016
0.509,1.0	0.0,0.886	0.311
0.0,0.608	0.0,0.823	-0.107
0.953,1.0	0.821,0.949	0.091
0.838,1.0	1.0,0.915	-0.038
0.773,1.0	1.0,1.0	-0.113
0.997,1.0	1.0,0.991	0.003
0.0,0.009	0.003,0.0	0.003
1.0,1.0	0.976,1.0	0.012
0.856,1.0	0.951,1.0	-0.048
1.0,1.0	1.0,0.99	0.005
1.0,1.0	0.829,1.0	0.086
1.0,1.0	1.0,0.914	0.043
1.0,0.997	1.0,1.0	-0.002
1.0,0.896	0.953,0.971	-0.014
0.358,0.355	0.571,0.401	-0.13
NA,1.0	0.0,NA	1.0
1.0,0.851	1.0,1.0	-0.075
1.0,1.0	0.858,0.799	0.171
1.0,1.0	1.0,0.988	0.006
0.256,0.177	0.084,0.0	0.174
1.0,1.0	0.955,0.79	0.127
1.0,1.0	1.0,0.969	0.016
0.479,0.518	0.464,0.339	0.097
0.956,0.965	0.962,0.948	0.005
1.0,0.888	1.0,1.0	-0.056
0.639,0.166	0.105,0.269	0.216
1.0,1.0	1.0,0.987	0.006
1.0,1.0	1.0,0.988	0.006
0.971,1.0	1.0,0.983	-0.006
0.601,1.0	0.923,1.0	-0.161
1.0,1.0	1.0,0.948	0.026
1.0,1.0	1.0,0.976	0.012
1.0,0.985	1.0,1.0	-0.008
1.0,1.0	0.987,1.0	0.006
1.0,1.0	1.0,0.997	0.002
0.985,1.0	1.0,1.0	-0.008
0.0,NA	0.854,0.394	-0.624
1.0,1.0	1.0,0.993	0.004
0.481,0.204	0.625,1.0	-0.47
1.0,1.0	1.0,0.991	0.004
0.361,0.252	0.253,0.37	-0.005
1.0,1.0	1.0,0.915	0.042
1.0,0.779	1.0,0.679	0.05
0.995,1.0	0.997,1.0	-0.001
0.923,1.0	1.0,1.0	-0.038
1.0,0.872	0.892,0.923	0.028
1.0,0.923	0.943,0.964	0.008
1.0,0.963	1.0,1.0	-0.018
1.0,1.0	0.974,1.0	0.013
1.0,1.0	0.989,1.0	0.006
1.0,0.887	1.0,0.967	-0.04
1.0,0.884	1.0,1.0	-0.058
1.0,0.0	NA,0.416	0.084
1.0,0.994	1.0,1.0	-0.003
0.025,0.0	0.039,0.0	-0.007
1.0,0.977	1.0,1.0	-0.012
1.0,1.0	0.753,1.0	0.123
1.0,0.873	1.0,1.0	-0.064
1.0,1.0	1.0,0.984	0.008
1.0,1.0	0.983,1.0	0.008
1.0,1.0	0.981,1.0	0.01
