ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue
0	29,44,51,26,59,40	51,59,61,59,60,51	49,39,32,45,57,21	56,35,49,45,80,27	217	211	1
1	0,1,0,0,1,0	90,144,99,109,147,96	0,0,1,0,0,0	75,66,79,122,126,35	283	391	1
2	33,25,38,41,43,38	7,11,9,6,6,8	38,16,39,38,48,10	5,1,4,2,4,0	262	219	0.369789895739
3	3,7,10,16,9,7	87,152,102,105,148,101	9,8,18,6,12,2	74,69,81,123,129,37	262	539	1
4	3,7,10,16,9,7	90,144,99,109,147,96	9,8,18,6,12,2	75,66,79,122,126,35	262	391	1
5	3,12,5,0,8,6	18,59,46,35,79,40	7,2,7,18,11,4	31,38,29,63,63,11	230	230	1
7	83,109,51,59,87,85	96,139,78,62,120,121	54,35,28,26,55,26	77,45,62,47,105,35	226	272	1
8	49,103,69,45,70,78	31,43,27,32,52,31	54,37,47,92,80,17	39,30,34,39,30,12	236	203	1
10	0,5,0,4,0,0	1,7,5,4,6,2	0,0,0,3,3,2	2,5,8,3,7,7	260	253	1
11	244,404,344,220,405,320	6,19,16,8,15,9	272,200,230,273,384,118	12,7,15,18,14,15	216	167	1
12	8,4,6,2,1,2	122,174,150,111,222,170	1,0,1,2,5,0	113,91,104,152,189,52	228	652	1
13	127,214,190,181,289,230	114,230,161,159,206,167	185,150,146,276,250,87	135,110,107,165,205,70	224	197	1
14	11,17,29,6,10,15	25,34,30,36,33,33	7,6,5,13,16,12	15,13,23,38,22,13	201	303	1
15	1736,2753,2095,1826,2405,2301	1084,1547,1197,969,1515,1334	2292,1633,2195,2789,3247,1122	1356,943,1192,1651,1855,669	254	215	1
17	0,0,0,1,0,0	37,62,50,48,59,25	0,0,0,0,0,0	37,27,27,35,45,16	230	230	1
18	52,71,62,57,84,62	75,82,65,60,115,87	41,21,38,42,41,12	29,22,24,47,51,14	231	213	1
19	16,21,19,21,14,22	19,29,25,22,41,35	15,9,15,19,27,9	29,14,30,27,23,18	188	206	1
20	86,130,76,102,147,81	34,65,41,65,70,68	93,78,98,87,114,38	58,36,35,50,72,21	250	222	1
21	743,1236,667,667,984,765	260,337,201,190,292,211	744,754,896,1122,1360,485	197,263,247,351,394,189	1227	482	1
24	898,1562,956,870,1372,929	488,826,361,417,663,432	1273,994,1229,920,1909,658	693,513,630,520,897,333	176	173	1
25	38,73,57,44,59,75	14,27,19,17,31,29	36,19,26,21,44,5	12,6,15,11,10,1	248	202	1
26	20,39,26,19,36,41	28,42,34,23,34,51	10,4,6,14,12,2	21,6,17,24,17,5	202	223	0.617337183279
27	43,67,63,42,58,48	56,100,92,85,104,90	80,49,35,80,78,19	102,73,80,81,124,28	198	225	1
28	23,49,28,25,35,43	35,57,46,33,42,35	50,33,35,54,51,24	65,28,32,41,81,24	197	218	1
29	25,14,17,21,33,16	38,54,61,39,72,43	28,19,19,28,31,7	75,50,52,69,87,26	169	202	1
30	75,112,92,74,124,73	67,138,84,63,80,70	53,37,48,81,82,36	89,55,55,86,88,27	247	225	1
31	40,50,38,42,57,61	108,150,108,92,152,121	46,35,51,75,86,21	123,101,117,163,185,60	220	290	1
32	16,38,19,28,31,22	33,79,34,49,41,44	17,20,23,40,23,10	43,35,41,50,47,17	208	263	1
34	19,17,22,19,22,24	37,38,41,41,69,50	24,16,20,30,34,12	37,38,46,54,79,36	198	264	1
35	10,5,19,6,8,11	10,13,15,20,14,17	11,5,10,13,9,3	17,8,18,31,18,7	204	256	1
36	40,69,52,26,55,54	42,75,56,45,56,56	20,28,35,36,52,11	24,27,44,51,51,25	205	221	1
37	25,25,20,13,14,25	22,39,33,22,37,31	16,17,11,31,17,6	20,7,16,22,34,2	248	271	0.763436363869
38	355,539,566,602,916,660	503,825,813,828,1184,871	851,632,799,1347,1167,417	1195,961,1112,1848,1499,709	575	575	1
39	59,98,53,48,77,58	73,95,67,47,61,69	61,40,62,77,69,25	61,33,66,88,81,22	203	215	1
40	520,894,615,467,735,525	371,555,432,380,538,423	607,338,481,605,627,170	398,246,315,408,481,129	195	206	1
41	13,21,11,11,22,22	36,56,46,29,41,45	18,15,21,13,28,7	42,28,29,49,40,19	193	266	1
42	360,519,405,355,572,457	82,111,67,51,104,83	405,309,374,428,586,218	67,62,74,87,131,49	230	193	1
43	438,740,446,369,575,385	448,738,525,408,761,523	614,445,469,523,610,222	599,434,509,690,730,319	226	272	1
44	138,223,180,177,263,184	131,210,178,185,222,263	240,222,244,278,325,122	212,180,181,262,348,124	253	265	1
45	12,21,21,15,32,26	22,41,38,34,36,26	31,14,18,27,32,9	30,26,20,58,40,17	209	209	1
46	11,21,22,17,31,26	30,32,27,26,60,22	30,14,18,27,32,9	31,23,25,64,56,12	209	209	1
47	1448,2229,1633,1610,2384,2138	1550,2464,1831,1701,2630,2369	1831,1131,1414,1267,1988,688	2200,1360,1730,1310,2281,905	416	419	1
48	190,316,207,182,304,261	6,4,2,2,8,10	237,260,296,315,431,135	9,7,8,6,14,5	354	299	1
49	0,0,1,0,7,4	0,1,1,1,0,1	0,2,2,0,2,0	1,0,0,0,0,0	209	202	1
50	2,3,3,1,0,2	5,4,5,6,1,11	3,2,1,8,3,2	0,0,0,3,3,1	242	242	1.3711595063e-05
51	81,109,99,82,109,74	106,138,116,97,127,128	93,64,86,91,108,25	108,79,77,116,155,51	211	260	1
52	39,54,53,41,56,34	115,185,149,156,183,150	54,43,49,38,58,21	153,119,113,141,180,73	205	280	1
53	0,0,0,0,0,0	30,36,38,38,38,40	0,0,2,0,0,0	31,30,28,49,31,8	175	255	1
54	21,26,18,22,16,13	29,51,31,26,36,55	11,17,11,24,10,1	31,20,23,41,40,16	217	238	1
55	4,5,10,9,15,9	11,9,6,8,13,16	4,1,6,11,4,0	3,2,5,6,6,3	215	210	1
56	15,31,12,20,24,18	50,56,51,42,77,57	14,11,16,28,10,8	49,26,34,64,76,16	238	221	1
57	23,23,29,23,15,26	13,21,30,13,18,23	32,17,8,46,32,10	21,15,11,39,26,9	273	247	1
58	4,9,8,5,13,10	5,12,13,7,11,7	7,3,2,14,8,3	1,3,10,21,7,5	250	220	1
59	283,450,328,342,422,297	320,533,393,355,447,322	394,315,318,478,465,147	448,332,357,522,559,163	218	203	1
60	71,117,100,67,97,110	15,37,23,17,30,32	68,58,75,84,97,54	15,12,20,20,31,12	401	226	1
61	41,61,38,45,78,55	215,242,240,160,278,246	45,26,39,42,61,21	211,176,168,261,284,87	181	281	1
62	189,231,240,164,314,247	66,109,95,73,117,110	224,124,176,256,294,94	90,62,78,100,129,36	281	200	1
63	105,160,128,111,186,178	122,196,141,135,178,178	113,65,108,105,152,66	103,82,123,131,167,54	220	206	1
64	16,11,15,9,21,14	91,129,117,93,150,106	20,15,18,40,30,10	97,58,93,117,157,40	251	212	1
65	16,21,12,24,19,7	156,202,171,157,221,228	24,29,33,31,46,22	182,128,160,192,249,89	183	212	1
66	55,89,63,50,83,79	60,84,62,63,92,90	75,56,71,79,108,27	74,49,59,69,121,29	212	202	1
67	42,53,65,44,60,45	99,135,103,72,156,99	32,24,24,45,46,12	65,52,41,97,88,22	252	247	1
68	10,20,13,12,12,5	109,181,116,111,137,150	16,6,9,5,11,4	104,88,99,157,154,39	704	875	1
69	2,3,3,4,5,4	559,939,751,614,1123,925	5,0,1,4,4,0	596,522,506,652,904,344	187	373	1
70	127,186,158,157,245,199	142,217,136,129,247,185	176,168,205,212,331,102	180,145,166,200,262,102	404	395	1
71	26,33,36,26,46,21	38,62,48,33,56,44	19,20,16,35,29,6	33,28,26,48,47,17	223	235	1
72	23,24,27,25,22,21	41,52,41,30,70,51	28,15,16,22,29,7	30,34,27,45,56,15	195	223	1
73	53,78,94,68,87,95	13,28,27,16,28,16	66,65,65,82,105,34	29,12,18,22,23,6	234	193	1
74	93,131,98,73,131,95	55,90,77,67,106,77	113,110,104,149,201,56	63,46,41,84,84,27	193	212	0.671588968378
75	56,84,63,50,76,59	75,101,81,65,117,70	37,32,34,51,66,17	91,94,97,107,175,51	212	209	0.03019772953
76	28,39,34,42,50,27	36,35,39,27,47,36	37,28,41,44,46,23	22,35,29,45,43,10	267	208	1
77	76,90,77,77,105,116	16,28,26,35,41,37	55,53,55,93,98,34	33,24,22,44,37,15	396	311	1
78	2,6,6,3,1,7	3,5,1,7,2,3	7,0,0,0,2,2	1,1,1,3,9,4	209	209	0.0500512388874
79	576,896,706,683,1089,914	1067,1771,1221,1159,1767,1286	621,462,559,606,883,280	1247,812,1002,1021,1504,483	209	242	1
