UniqueCount	AmbigCount
264	0
0	267
3	133
7	191
3	189
14	204
1	40
12	48
0	48
65	731
0	731
832	601
0	601
0	18
0	17
0	14
0	17
0	11
0	11
0	17
0	13
40	139
2	139
2	2433
1	2123
73	1941
4261	0
1	3049
742	4129
25	1482
0	3060
0	51
4	51
630	0
6	0
1	1546
1	1302
1	1294
0	0
0	0
0	0
140	327
0	327
594	814
21	813
379	0
7	59
5	59
16	0
0	280
0	255
19	169
0	662
0	646
0	651
0	656
0	651
0	655
0	633
0	623
57	0
498	0
35	344
2	355
7	370
0	353
0	368
26	0
21	281
2	262
9	281
0	0
24	188
40	188
1373	0
0	0
1	0
0	10646
1	10357
0	10913
0	0
1	285
22	285
447	0
0	1
1	1
0	1
223	0
0	100
11	98
0	62
1	98
5	5
3	5
0	2
0	79
1	79
0	0
0	0
0	129
14	129
1191	0
480	0
71	0
4	3
0	3
0	0
2046	0
1	14
0	14
157	1453
9	1453
35	1346
0	1345
461	0
854	0
0	9
0	8
0	8
0	8
0	2
1	0
17	1245
259	1245
263	1923
44	1923
0	12
4	14
0	14
0	12
0	26
14	26
0	899
1	899
11	0
96	0
1263	0
2193	5573
0	5573
1008	0
20	103
1	103
56	712
1	668
2	669
1	713
1	17
12	17
2	30
0	30
0	24
1	0
0	129
16	125
3	124
1	0
0	27
0	24
1	18
1	18
0	21
479	0
12	21
0	21
1242	0
189	0
499	0
0	89
3	110
7	114
3	92
13	79
66	37
1	37
0	60
8	63
0	65
0	60
701	0
266	1
94	2880
7	2880
260	998
0	998
7	0
1609	0
1	344
20	352
1	352
20	4
95	180
0	122
0	118
0	172
0	126
0	86
0	75
1	80
0	62
201	0
48	1151
0	1402
0	1203
25	1159
0	812
3	194
0	273
5	247
1	243
9	217
365	0
324	0
0	439
0	385
0	395
1	389
2081	4
878	0
1	0
334	0
245	0
0	237
0	177
4	208
4	214
1	220
0	189
2	325
3	290
1	299
6	0
0	0
114	0
124	0
12	23
4	23
0	0
10	0
2	2083
4	2123
7	2097
109	502
54	478
89	496
123	499
4	467
48	589
646	2
160	1468
27	1471
7	1426
883	0
2235	0
0	321
0	183
42	337
0	331
3267	0
392	100
50	100
536	0
103	0
0	10
0	10
0	345
0	370
0	286
2	333
5	312
0	0
164	0
7	0
0	0
17	502
21	502
75	487
0	487
284	2183
41	2182
155	0
426	0
1867	0
1	6
1	6
0	0
639	0
200	0
21	63
0	63
11	0
0	385
0	385
0	385
219	0
34	0
22	0
21	88
1	88
3	0
32	344
9	344
2	338
56	0
5	3
0	3
3	0
1	0
3	0
24	0
45	59
0	59
1706	0
6	0
746	5287
83	5285
0	0
3	285
0	285
0	284
0	3
0	3
0	0
0	0
7421	1
5	0
2	0
1	8
0	8
0	0
2	343
26	254
0	140
76	0
1	5
0	5
863	0
3	40
0	40
1103	0
0	18
0	28
0	30
0	19
0	30
0	32
0	20
253	0
71	414
0	414
9	0
21	16
0	16
57	131
9	131
1222	1
243	0
112	147
0	147
18	0
15095	4
0	0
36	0
117	0
1	0
459	0
64	0
0	0
566	2081
31	2226
81	1928
0	2266
72	2070
135	3171
37	3261
88	3017
15	2714
0	3623
58	243
2	243
3	195
412	0
3	281
0	310
11	317
24	298
17	290
4	270
290	1658
0	1657
373	0
294	1575
11	1575
1430	0
420	1127
0	1127
0	5
0	5
0	5
0	5
0	88
1	62
0	72
0	46
1	88
6	285
14	302
3	283
10	294
3	298
6	298
0	0
100	0
0	4
0	4
0	391
0	430
0	431
0	450
3	408
0	431
674	0
2	13
0	13
0	13
85	0
76	338
18	338
1	1055
10	912
13	890
0	0
11	26
0	26
0	1160
2	1163
0	1155
0	1153
2	5
0	5
2	5
24	1177
3	1175
0	1177
7	2015
164	2016
97	12
0	0
4	0
330	0
4	6
1	6
4170	3
1040	0
285	0
0	1123
4	1027
2	1015
0	1029
4	0
1	0
1	47
2	51
2	47
3	38
0	39
0	38
8	233
0	233
48	1
83	254
17	254
5240	4
1351	1
1	1
1	681
9	536
1	505
4	490
266	0
71	0
31	864
2	864
6	864
17	550
0	581
1	467
2	551
0	446
1	443
0	73
17	779
53	779
6	0
0	0
778	0
50	0
774	0
224	0
27	352
2	352
61	601
9	601
1113	0
0	0
0	0
31	183
2	183
609	29
0	29
86	131
9	131
358	0
0	1
0	1
20	255
26	249
0	214
7	204
39	205
17	209
0	209
5506	4
0	0
68	0
41	0
90	146
1	146
434	0
38	0
12	143
2	123
0	126
0	71
0	62
0	57
0	43
204	0
530	0
6312	2
122	619
11	619
0	42
0	38
0	38
0	35
0	36
0	40
0	36
0	38
0	38
0	40
0	39
0	36
0	36
466	1835
23	1835
108	0
16	13
1	13
0	0
6715	2
138	203
2	203
25	0
0	2
0	2
0	0
0	0
248	0
118	922
10	920
148	0
216	0
7	121
0	70
0	116
1	112
2	118
0	100
1	142
19	334
0	290
49	0
8	0
0	0
113	1
0	297
31	297
8	25
0	25
1	197
134	195
6	172
200	1406
10	1239
3	1319
1251	0
0	0
0	0
1954	1
22	101
0	115
9	109
1	109
139	1161
0	1160
2	29
0	27
0	29
915	0
64	0
315	1
0	272
7	245
1	257
0	245
2	239
0	246
0	195
427	0
0	6
0	6
0	8
0	4
0	0
31	0
169	1
163	0
30	239
0	239
24	74
0	73
1815	1
3	65
1	65
0	64
200	0
0	2038
18	1445
28	1933
1	1925
1	1445
18	0
87	6
0	6
180	0
0	1460
0	1271
0	1370
70	119
0	119
178	1731
48	1731
3	0
19	168
3	168
128	2120
0	2120
12	0
558	0
103	429
15	373
0	411
1116	0
131	0
56	328
4	216
0	351
3	352
427	0
227	0
4382	3550
0	3550
44	915
10	915
279	116
0	116
10	1368
7	1312
0	1318
0	1314
1	1353
9	1128
15	284
5	284
11	0
381	0
598	0
58	0
1	0
0	4
0	4
211	0
263	3059
4	3059
23626	4
2675	0
148	2217
2	2217
0	2217
1298	0
1	1
0	1
0	0
0	0
2	0
5295	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	6
0	6
0	6
0	6
58	1420
0	1420
352	0
681	0
26	0
10	248
159	248
105	0
0	0
1	11
0	11
1	0
99	304
4	304
12	0
64	0
1530	0
0	1
818	2
60	0
291	612
15	612
0	0
11	70
0	70
7	0
0	0
889	0
2240	2
0	52
0	51
0	33
540	0
3	189
0	184
0	174
0	182
675	991
0	992
3	990
1	992
1	56
0	56
589	1
12	0
1184	0
716	1339
2161	1339
1568	0
7167	16
2	321
0	272
1	240
48	0
491	1419
1	1418
756	0
0	556
124	556
8	0
0	0
0	0
257	0
640	0
53	0
2	83
0	73
0	66
796	908
0	139
0	171
4	1064
3	138
2	392
27	392
1	392
94	414
5	414
37	553
10	553
13	556
404	1
185	604
18	604
0	1001
0	900
0	892
0	708
0	817
0	908
74	275
5	272
42	269
0	0
6093	0
74	0
42	317
10	317
0	0
0	1
1	1
285	1
284	0
30	0
394	0
0	0
0	0
2	104
0	87
13	334
9	0
0	644
0	644
0	0
1003	0
909	1
13	214
2	214
2	119
34	119
255	645
0	645
0	474
9941	1
0	561
0	575
0	378
0	283
3	283
0	473
0	364
574	0
145	0
12	0
0	443
2	339
5	337
0	290
0	447
19	395
0	442
0	350
0	350
0	350
0	342
0	342
0	578
0	578
594	0
1059	1
4	20
1	20
0	0
0	0
53	109
5	109
66	0
22	460
5	457
0	464
5	460
0	394
0	395
0	460
0	458
3	459
0	0
154	0
644	1
32	236
1	217
0	245
35	0
2	850
24	854
3	854
122	300
8	300
7	9
0	9
54	294
0	294
0	22
0	22
658	0
65	0
0	1
7	1
113	233
0	233
37	274
10	274
29	0
160	627
0	627
0	0
1054	0
38	1
8	19
0	19
0	0
0	0
0	0
0	0
0	5974
22	5974
0	2052
0	1972
0	2030
1	2030
122	0
2	0
0	0
0	0
0	268
4	268
16	267
14	115
0	110
0	115
0	4
0	4
0	0
87	336
0	336
16	337
0	364
1	346
25	0
94	0
104	0
9	137
3	137
0	136
76	0
1775	0
50	0
6	82
2	82
0	122
0	104
0	115
1	115
0	82
0	91
0	110
0	128
1	95
0	103
0	106
0	97
0	91
2	88
409	6
33	16
0	10
0	0
32	182
2	164
0	49
0	49
11	0
162	0
1	0
2	143
5	119
2	102
1	65
7	117
1	66
0	28
0	528
5	603
0	639
0	539
0	0
763	3
0	161
121	161
0	65
0	48
4	57
0	52
100	771
1	749
8	742
11	760
295	0
571	0
944	7566
3	7566
18	172
33	172
0	58
1	293
3	295
0	284
0	253
4	258
1	208
0	243
0	295
0	284
0	255
4	239
0	293
0	4
0	4
1	4
222	1616
12	1616
6	0
6	172
55	172
687	0
0	0
0	0
0	787
13	708
9	642
16	615
9	106
0	102
3	104
0	104
4	102
1	1484
0	1418
1	1445
1	1444
18	75
38	75
1	0
982	0
261	0
4	0
0	1
223	751
0	751
0	1
70	0
96	304
12	304
289	0
29	92
1	92
280	0
49	0
36	554
6	498
0	444
20	0
46	568
9	568
0	0
0	0
54	0
64	0
2	0
1	0
47	694
34	694
120	0
1	7
0	7
247	0
1	2858
0	1826
5	2500
1	2500
10	2502
0	1374
1	1374
87	395
2	395
64	1608
9	1615
0	1613
0	0
14	1174
20	1174
9	1170
0	1138
293	0
7	4
0	4
24	0
52	0
0	0
1660	14
11	0
7	1
4	1
0	0
16	0
1	1330
0	1330
220	0
289	1252
51	1252
828	1
