ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3	1,1	184,234	5,0	150,66	180	99	1	1.0	0.003,0.002	0.018,0.0	-0.006
4	2,6	1,2	6,3	4,2	158	99	0.750946696385	1.0	0.556,0.653	0.485,0.485	0.12
5	1,0	7,16	0,0	4,1	120	99	1	1.0	0.105,0.0	0.0,0.0	0.052
7	0,0	23,24	1,0	11,20	150	99	1	1.0	0.0,0.0	0.057,0.0	-0.029
8	128,81	13,10	119,63	14,7	134	99	1	1.0	0.879,0.857	0.863,0.869	0.002
9	118,76	0,0	109,61	1,0	134	99	1	1.0	1.0,1.0	0.988,1.0	0.006
10	3,0	339,424	9,4	187,117	198	99	1	1.0	0.004,0.0	0.023,0.017	-0.018
11	2,0	746,854	1,0	676,357	106	99	1	1.0	0.002,0.0	0.001,0.0	0.001
14	268,360	1,0	251,91	1,2	198	99	1	1.0	0.993,1.0	0.992,0.958	0.021
16	9,8	10,12	5,2	10,1	192	99	1	1.0	0.317,0.256	0.205,0.508	-0.07
17	4,4	14,12	3,0	16,5	198	99	1	1.0	0.125,0.143	0.086,0.0	0.091
19	2,0	14,12	2,0	16,5	134	99	1	1.0	0.095,0.0	0.085,0.0	0.005
20	52,47	2,0	30,12	0,0	105	99	1	1.0	0.961,1.0	1.0,1.0	-0.02
21	6,1	124,92	4,0	51,33	198	99	1	1.0	0.024,0.005	0.038,0.0	-0.004
22	263,351	31,38	226,112	37,14	120	99	1	1.0	0.875,0.884	0.834,0.868	0.028
23	44,44	31,38	47,20	37,14	186	99	1	1.0	0.43,0.381	0.403,0.432	-0.012
24	5,7	224,314	4,3	183,95	165	99	1	1.0	0.013,0.013	0.013,0.019	-0.003
25	84,116	0,2	49,41	0,0	198	99	1	1.0	1.0,0.967	1.0,1.0	-0.016
26	9,10	1,3	7,7	1,1	103	99	1	1.0	0.896,0.762	0.871,0.871	-0.042
27	83,73	5,0	55,26	0,0	102	99	1	1.0	0.942,1.0	1.0,1.0	-0.029
28	5,4	83,82	0,2	60,12	198	99	1	1.0	0.029,0.024	0.0,0.077	-0.012
30	232,155	1,0	61,37	0,0	198	99	1	1.0	0.991,1.0	1.0,1.0	-0.004
31	892,831	8,10	634,303	0,0	111	99	1	1.0	0.99,0.987	1.0,1.0	-0.012
32	14,22	41,50	7,8	23,17	129	99	1	1.0	0.208,0.252	0.189,0.265	0.003
33	4,3	265,301	3,5	178,104	198	99	1	1.0	0.007,0.005	0.008,0.023	-0.009
34	14,17	147,187	17,6	113,64	138	99	1	1.0	0.064,0.061	0.097,0.063	-0.018
35	1,6	87,98	4,4	61,37	198	99	1	1.0	0.006,0.03	0.032,0.051	-0.023
36	2,2	168,207	2,4	124,90	198	99	1	1.0	0.006,0.005	0.008,0.022	-0.009
37	4,3	36,16	0,0	7,6	111	99	1	1.0	0.09,0.143	0.0,0.0	0.116
38	153,136	7,7	97,70	6,7	198	99	1	1.0	0.916,0.907	0.89,0.833	0.05
39	3,1	409,326	3,1	326,128	138	99	1	1.0	0.005,0.002	0.007,0.006	-0.003
40	88,44	7,13	25,16	0,1	198	99	0.0115456876983	0.19779919913900768	0.863,0.629	1.0,0.889	-0.199
41	213,276	8,10	176,92	5,1	111	99	1	1.0	0.96,0.961	0.969,0.988	-0.018
43	11,21	281,253	23,17	309,153	198	99	1	1.0	0.019,0.04	0.036,0.053	-0.015
44	33,13	293,281	17,9	161,83	127	99	1	1.0	0.081,0.035	0.076,0.078	-0.019
45	65,62	221,193	41,36	125,64	198	99	1	1.0	0.128,0.138	0.141,0.22	-0.047
46	2,3	187,270	1,1	197,117	107	99	1	1.0	0.01,0.01	0.005,0.008	0.003
47	7,3	2,3	5,3	0,0	198	99	0.0122202368893	0.20229005829752317	0.636,0.333	1.0,1.0	-0.515
49	111,120	5,2	86,58	0,0	117	99	1	1.0	0.949,0.981	1.0,1.0	-0.035
52	131,119	0,1	81,45	3,0	120	99	1	1.0	1.0,0.99	0.957,1.0	0.017
53	113,132	1,0	86,59	0,1	198	99	1	1.0	0.983,1.0	1.0,0.967	0.008
54	38,25	82,93	21,10	48,37	198	99	1	1.0	0.188,0.118	0.179,0.119	0.004
55	253,234	5,4	214,122	29,8	198	99	0.175936957776	1.0	0.962,0.967	0.787,0.884	0.129
56	7,6	258,330	4,0	163,89	198	99	1	1.0	0.013,0.009	0.012,0.0	0.005
58	3,4	245,307	3,6	233,135	101	99	1	1.0	0.012,0.013	0.012,0.042	-0.015
59	28,23	84,56	8,8	62,27	154	99	1	1.0	0.176,0.209	0.077,0.16	0.074
60	17,16	16,20	5,7	10,14	154	99	0.68002723061	1.0	0.406,0.34	0.243,0.243	0.13
61	1,0	359,324	0,0	267,184	198	99	1	1.0	0.001,0.0	0.0,0.0	0.001
62	24,19	2,0	10,6	3,1	119	99	0.620280442633	1.0	0.909,1.0	0.735,0.833	0.17
63	18,9	6,0	15,9	0,0	103	99	1	1.0	0.743,1.0	1.0,1.0	-0.129
64	21,19	14,13	3,6	28,12	111	99	0.00159801101584	0.04448748524454571	0.572,0.566	0.087,0.308	0.371
65	24,20	3,1	20,16	0,2	140	99	1	1.0	0.85,0.934	1.0,0.85	-0.033
66	53,84	180,198	16,12	153,116	117	99	0.0384437472225	0.4912606714744057	0.199,0.264	0.081,0.08	0.151
67	5,3	325,433	3,2	239,128	107	99	1	1.0	0.014,0.006	0.011,0.014	-0.003
68	12,19	57,95	9,6	53,34	198	99	1	1.0	0.095,0.091	0.078,0.081	0.013
69	7,19	31,27	4,4	18,4	183	99	1	1.0	0.109,0.276	0.107,0.351	-0.036
71	14,8	1,10	9,7	1,2	198	99	0.544668379609	1.0	0.875,0.286	0.818,0.636	-0.146
72	135,178	0,1	94,47	0,0	198	99	1	1.0	1.0,0.989	1.0,1.0	-0.006
73	21,35	1,4	12,17	0,1	198	99	1	1.0	0.913,0.814	1.0,0.895	-0.084
74	40,61	1,4	44,36	0,1	198	99	1	1.0	0.952,0.884	1.0,0.947	-0.056
76	42,54	8,3	28,12	5,3	198	99	0.724257355652	1.0	0.724,0.9	0.737,0.667	0.11
77	27,20	854,1048	19,11	602,329	103	99	1	1.0	0.029,0.018	0.029,0.031	-0.006
78	7,6	31,25	4,2	38,19	127	99	1	1.0	0.15,0.158	0.076,0.076	0.078
79	36,29	26,31	38,21	20,10	198	99	0.615236047666	1.0	0.409,0.319	0.487,0.512	-0.136
80	5,8	9,13	0,0	15,2	127	99	0.0032763113988	0.07286478327906805	0.302,0.324	0.0,0.0	0.313
81	5,4	2,1	1,1	4,1	131	99	0.0074756350662	0.13711194197889176	0.654,0.751	0.159,0.43	0.408
83	11,18	1872,2243	7,0	1764,819	103	99	1	1.0	0.006,0.008	0.004,0.0	0.005
84	483,566	3,4	442,286	1,0	198	99	1	1.0	0.988,0.986	0.995,1.0	-0.011
85	25,43	1057,1217	27,27	845,451	102	99	1	1.0	0.022,0.033	0.03,0.055	-0.015
86	8,2	0,1	3,1	0,0	111	99	1	1.0	1.0,0.641	1.0,1.0	-0.179
87	24,23	192,249	7,6	173,112	198	99	1	1.0	0.059,0.044	0.02,0.026	0.028
88	2,5	6,3	1,1	3,1	117	99	0.290142744377	1.0	0.22,0.585	0.22,0.458	0.063
89	16,10	6,3	24,13	3,1	159	99	0.253419018978	1.0	0.624,0.675	0.833,0.89	-0.212
90	14,6	0,1	23,12	0,0	141	99	1	1.0	1.0,0.808	1.0,1.0	-0.096
92	155,189	2,1	164,103	0,0	198	99	1	1.0	0.975,0.99	1.0,1.0	-0.018
93	0,2	30,23	0,0	7,3	156	99	1	1.0	0.0,0.052	0.0,0.0	0.026
94	3,0	23,24	0,1	26,16	104	99	1	1.0	0.11,0.0	0.0,0.056	0.027
95	6,12	2,1	0,0	3,0	198	99	1	1.0	0.6,0.857	0.0,NA	0.728
96	7,4	44,57	0,0	28,18	105	99	1	1.0	0.13,0.062	0.0,0.0	0.096
97	0,2	15,22	0,1	30,11	125	99	1	1.0	0.0,0.067	0.0,0.067	0.0
98	147,140	2,0	120,65	0,0	198	99	1	1.0	0.974,1.0	1.0,1.0	-0.013
99	10,12	82,119	16,12	97,64	156	99	1	1.0	0.072,0.06	0.095,0.106	-0.035
100	4,0	74,113	1,2	62,37	192	99	1	1.0	0.027,0.0	0.008,0.027	-0.004
101	120,151	1,3	66,47	4,2	141	99	1	1.0	0.988,0.972	0.921,0.943	0.048
103	118,147	0,1	91,48	0,1	198	99	1	1.0	1.0,0.987	1.0,0.96	0.014
104	189,162	7,9	140,88	1,2	198	99	1	1.0	0.931,0.9	0.986,0.957	-0.056
105	18,21	673,802	23,21	570,311	198	99	1	1.0	0.013,0.013	0.02,0.033	-0.014
106	302,280	28,17	190,89	15,3	198	99	1	1.0	0.844,0.892	0.864,0.937	-0.033
107	7,22	47,51	2,4	66,41	119	99	0.245524580859	1.0	0.11,0.264	0.025,0.075	0.137
109	1299,1488	5,6	1203,619	2,0	126	99	1	1.0	0.995,0.995	0.998,1.0	-0.004
110	2,1	6,3	2,4	15,3	121	99	1	1.0	0.214,0.214	0.098,0.522	-0.096
111	3,3	46,44	2,4	44,30	198	99	1	1.0	0.032,0.033	0.022,0.062	-0.009
112	14,17	126,172	5,0	78,46	104	99	1	1.0	0.096,0.086	0.058,0.0	0.062
113	126,113	1,0	99,75	1,1	198	99	1	1.0	0.984,1.0	0.98,0.974	0.015
114	13,21	1044,1014	6,4	721,256	198	99	1	1.0	0.006,0.01	0.004,0.008	0.002
115	12,27	1,0	26,7	1,0	198	99	1	1.0	0.857,1.0	0.929,1.0	-0.036
116	5,0	11,22	0,1	13,6	115	99	1	1.0	0.281,0.0	0.0,0.125	0.078
118	10,4	44,12	6,5	2,7	115	99	0.0837035487171	0.8529008656860058	0.164,0.223	0.721,0.381	-0.357
119	4,3	46,28	0,0	17,4	181	99	1	1.0	0.045,0.055	0.0,0.0	0.05
120	4,4	451,519	4,0	309,188	132	99	1	1.0	0.007,0.006	0.01,0.0	0.002
121	6,0	476,441	7,0	323,184	198	99	1	1.0	0.006,0.0	0.011,0.0	-0.002
122	128,116	6,0	175,66	4,4	198	99	1	1.0	0.914,1.0	0.956,0.892	0.033
123	2,2	505,596	4,3	934,461	103	99	1	1.0	0.004,0.003	0.004,0.006	-0.002
124	102,126	0,3	32,16	5,8	198	99	0.00332319062977	0.07286478327906805	1.0,0.955	0.762,0.5	0.347
125	203,259	1,0	134,87	0,0	124	99	1	1.0	0.994,1.0	1.0,1.0	-0.003
126	1292,1418	4,2	1071,622	22,3	105	99	1	1.0	0.997,0.999	0.979,0.995	0.011
