IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
2183,2101	5,8	1927,2034,1833,2330	5,1,7,5	238	149
48,36	0,0	32,50,45,54	2,2,1,2	215	149
70,101	1,0	98,88,76,138	4,0,0,1	346	149
277,336	1,4	237,295,277,396	0,0,0,0	237	149
141,134	0,0	147,154,125,185	1,0,0,0	211	149
82,92	0,0	77,87,89,121	0,0,0,2	364	149
345,400	0,0	312,307,329,370	1,0,0,0	234	149
5217,5754	0,0	6499,6318,8410,9476	0,0,2,0	274	149
40,31	2,0	67,64,62,76	1,0,0,2	185	149
84,103	0,0	103,78,129,117	0,2,2,2	190	149
24,23	0,0	21,26,19,30	0,3,3,0	199	149
56,55	1,0	52,53,72,73	0,2,0,0	238	149
58,44	0,0	84,67,66,87	0,1,0,0	207	149
519,486	0,0	468,515,537,727	1,0,0,0	285	149
276,266	0,0	273,320,312,391	0,0,0,1	210	149
243,266	6,2	240,247,315,393	3,4,2,2	229	149
132,175	0,0	180,177,187,257	0,0,1,0	189	149
1,3	12,7	0,0,0,0	8,13,14,17	170	149
49,48	1,0	72,65,68,93	0,0,0,0	231	149
258,273	0,0	247,307,333,376	0,0,0,3	213	149
135,159	51,46	72,69,50,65	60,38,52,71	207	149
188,183	0,1	164,139,182,272	0,0,0,0	227	149
40,61	0,0	54,58,43,79	0,0,1,0	286	149
397,474	0,0	307,326,337,422	1,0,0,1	275	149
496,468	1,0	490,498,472,449	3,1,4,2	269	149
339,299	0,1	310,294,286,290	0,0,0,0	228	149
4996,5048	1,0	5124,4791,5160,6566	0,0,0,0	211	149
5,7	1,3	11,16,20,28	6,5,11,13	279	149
373,351	0,0	527,526,526,668	1,2,0,1	3005	149
249,264	7,1	238,235,286,409	0,1,4,6	262	149
467,525	2,0	564,572,582,699	0,0,0,0	257	149
91,123	0,1	73,95,72,118	0,0,0,0	183	149
138,119	0,0	135,106,131,165	0,0,0,1	229	149
119,150	0,0	149,133,130,186	0,1,0,0	297	149
494,564	0,1	313,318,446,513	2,0,2,1	288	149
0,1	7,3	0,0,5,0	6,4,2,4	279	149
1,0	5,5	3,0,1,0	1,8,13,17	208	149
1,0	7,3	0,0,1,0	6,4,2,4	208	149
188,188	7,9	198,237,227,289	2,6,10,12	219	149
48,93	0,0	61,74,70,89	0,0,1,0	224	149
291,281	0,0	252,290,278,300	0,0,2,0	218	149
191,236	0,0	201,214,208,211	0,0,2,0	215	149
507,498	1,0	468,528,512,548	0,0,1,4	252	149
329,379	0,0	275,257,292,303	0,0,1,0	175	149
8,11	3,4	22,15,19,19	2,0,1,2	202	149
21,11	3,4	28,17,27,34	2,0,1,2	205	149
26,23	0,0	29,18,18,41	0,0,0,2	212	149
11,20	0,1	4,1,0,7	0,0,0,0	231	149
24,13	1,11	5,11,4,15	0,0,0,0	211	149
11,12	1,7	3,7,2,4	0,2,2,0	191	149
1,0	0,0	0,0,2,0	0,0,0,2	413	149
2,0	0,0	2,1,5,1	0,0,0,2	197	149
3262,3671	0,0	3573,3283,3366,4173	0,0,0,2	228	149
30,28	0,0	23,34,34,21	0,0,0,2	186	149
31,37	1,0	31,25,38,41	0,0,0,0	233	149
3,6	0,0	20,20,14,12	0,0,0,2	249	149
131,167	1,0	149,166,157,212	0,0,0,0	175	149
64,81	1,0	84,60,130,137	0,1,1,0	294	149
226,204	2,0	189,244,226,325	0,0,0,1	204	149
212,198	0,1	212,216,227,285	0,0,0,0	195	149
149,204	0,1	158,186,211,282	0,0,0,0	234	149
208,185	0,1	214,258,225,259	0,0,0,0	215	149
239,289	0,0	249,249,240,281	5,1,0,3	196	149
107,111	1,1	98,83,84,125	0,5,6,4	238	149
1,6	1,1	3,12,7,23	0,0,0,1	218	149
1,1	1,1	1,5,1,4	0,0,0,1	209	149
5874,6121	0,3	6786,6679,6253,7855	0,0,2,0	192	149
7,2	51,71	5,4,8,9	99,80,57,82	178	149
10,9	51,71	20,10,6,16	99,80,57,82	182	149
99,101	0,0	103,118,127,147	0,0,0,2	187	149
188,125	1,0	154,127,201,185	0,0,0,0	247	149
263,321	0,2	255,243,259,324	0,0,0,0	227	149
178,212	1,0	126,142,123,159	0,1,2,1	217	149
167,157	1,0	91,99,93,118	0,1,2,1	223	149
801,733	0,0	682,632,723,870	1,0,0,0	198	149
2206,2150	1,1	1983,1893,2044,2435	4,0,0,0	783	149
95,107	0,0	155,111,80,106	0,0,1,0	218	149
460,501	0,0	541,590,647,745	0,0,0,1	219	149
227,250	0,2	206,239,249,364	0,0,0,0	220	149
205,154	1,0	183,186,221,235	0,0,0,0	253	149
1398,1407	0,1	1373,1394,1437,1812	0,0,0,0	1353	149
13,6	0,0	19,26,40,42	0,0,0,1	223	149
520,532	1,1	447,471,498,567	0,3,0,2	167	149
187,252	1,2	245,247,363,440	2,2,5,1	216	149
13,9	354,379	14,3,5,8	327,297,291,369	295	149
3,11	0,0	6,6,13,7	0,1,0,0	196	149
54,73	0,0	41,58,28,40	2,0,0,0	425	149
0,2	789,780	0,4,3,6	811,722,742,1077	214	149
78649,84400	0,0	65398,62157,61791,75816	0,0,0,1	638	149
221,269	2,0	258,273,214,363	0,0,0,0	222	149
416,419	0,0	439,446,418,620	0,1,0,0	247	149
134,152	0,0	150,171,119,221	0,1,0,0	286	149
850,846	0,0	700,798,719,945	0,2,0,1	281	149
494,576	0,0	570,528,498,643	0,4,0,1	181	149
37,58	1,0	73,50,47,52	0,0,0,0	188	149
62,58	4,11	39,60,48,46	20,21,22,32	492	149
12,25	73,65	16,10,13,23	38,51,59,87	207	149
9,30	73,65	19,11,15,25	38,51,59,87	210	149
43,50	1,0	18,29,42,40	0,0,0,0	300	149
232,227	3,0	239,221,232,311	2,0,2,2	245	149
12,13	8,9	7,8,11,10	13,2,0,7	299	149
8,13	2,2	5,11,7,8	0,1,0,0	299	149
41,36	2,0	44,24,20,47	0,0,3,0	287	149
35,35	1,0	23,29,38,40	0,0,0,0	219	149
995,1090	1,0	1064,1026,973,1483	0,1,0,2	258	149
92,102	0,1	136,122,110,150	0,0,0,0	211	149
4,6	0,0	2,0,7,8	0,0,0,2	283	149
8,11	0,0	3,0,15,9	0,0,0,2	262	149
17,25	4,2	10,9,22,16	3,1,0,0	262	149
2,3	4,2	1,5,3,4	3,1,0,0	219	149
5,11	15,22	1,5,12,7	9,9,16,12	219	149
67,54	0,0	30,37,62,58	2,0,0,0	539	149
75,70	0,0	37,45,68,66	2,0,0,0	391	149
165,154	0,0	148,135,149,170	1,0,0,0	208	149
12,30	0,2	10,14,9,27	0,0,0,0	204	149
404,445	0,5	443,338,401,583	0,0,0,1	227	149
350,389	0,2	429,369,356,537	0,1,0,0	220	149
563,605	0,0	521,540,487,523	1,0,0,0	358	149
961,1035	1,0	503,449,635,770	0,0,0,0	280	149
94,111	0,0	101,116,44,61	0,0,0,1	263	149
191,187	2,0	219,238,108,111	0,0,0,0	218	149
27,31	0,0	18,23,26,60	0,0,3,0	225	149
18,26	0,0	34,29,44,44	0,0,2,0	248	149
160,203	0,2	150,179,184,188	0,0,0,0	399	149
14,14	2,5	7,15,13,13	5,7,9,4	197	149
189,161	0,0	230,231,180,276	0,0,1,0	257	149
92,132	0,0	86,93,113,134	0,1,1,1	206	149
52,55	0,0	39,56,63,75	0,1,0,0	198	149
197,238	0,0	293,293,362,404	0,4,2,2	384	149
139,147	0,0	142,145,177,198	0,0,1,0	229	149
3,2	0,0	7,5,1,2	0,1,0,2	211	149
421,389	0,1	439,340,431,532	0,0,4,0	294	149
181,146	0,1	105,147,140,199	0,0,0,0	556	149
103,102	2,5	107,111,119,153	0,0,0,4	189	149
4,3	0,0	2,6,2,4	0,0,0,1	235	149
5,1	0,0	0,5,2,2	0,0,0,1	228	149
26,35	0,4	27,33,53,46	0,0,0,0	313	149
290,364	6,5	281,357,275,297	21,22,28,19	205	149
26,32	0,0	56,66,51,39	0,1,0,0	310	149
32,48	2,0	49,41,33,54	2,1,0,0	205	149
52,76	0,0	65,61,47,64	0,0,0,1	220	149
108,176	0,0	138,159,180,182	0,0,2,0	169	149
13,32	0,1	35,40,100,134	0,0,0,0	248	149
1240,1239	4,1	1111,1187,1180,1400	0,0,0,0	245	149
167,180	0,0	129,193,190,228	4,0,1,0	221	149
781,884	0,0	707,729,834,1060	0,0,1,0	1086	149
149,122	0,2	87,93,101,140	0,0,0,0	209	149
3200,3271	0,0	3266,3022,3388,3869	0,0,0,1	236	149
102,130	0,0	145,105,160,175	2,0,0,0	224	149
77,81	0,0	102,88,91,117	0,0,1,0	268	149
104,78	0,5	111,103,94,134	1,1,0,2	239	149
35,31	1,2	43,30,29,49	2,0,0,0	217	149
50,36	6,9	49,52,46,65	7,15,17,26	196	149
74,45	18,16	90,73,66,96	16,16,24,23	196	149
11,11	18,16	15,19,15,31	16,16,24,23	194	149
19,21	41,37	12,19,14,24	47,43,37,49	194	149
3,9	0,0	2,2,7,2	0,0,0,1	280	149
57,61	0,0	47,59,47,92	0,0,0,5	365	149
97,66	0,0	42,71,85,80	0,1,0,0	246	149
5387,5569	0,0	4553,4668,5953,7283	2,0,0,1	3718	149
25,24	0,2	17,48,65,69	1,0,3,0	329	149
79,90	0,0	64,59,44,56	0,0,2,0	272	149
582,553	0,2	609,596,550,757	1,0,0,2	171	149
980,869	0,0	1005,978,831,975	1,0,0,0	194	149
460,426	17,27	425,357,456,595	11,17,23,10	245	149
8,2	13,10	5,6,12,4	7,4,5,13	238	149
25,23	21,10	15,26,38,46	5,3,6,5	210	149
74,89	1,0	51,76,88,80	1,0,0,0	193	149
121,103	0,0	151,151,112,120	0,1,0,0	207	149
65,95	1,0	96,75,59,75	0,0,0,0	206	149
2,0	2,11	0,0,0,0	1,10,11,11	226	149
102,116	1,0	73,66,127,99	3,2,0,0	191	149
34,48	0,0	60,50,54,58	0,0,1,2	261	149
108,132	0,0	117,106,120,137	0,2,2,2	234	149
25,44	1,1	40,35,31,47	0,0,0,0	376	149
17226,17058	0,0	14218,16528,19194,24429	0,0,0,1	272	149
13,7	47,47	12,5,18,4	63,41,37,56	230	149
24,34	11,9	34,28,35,34	16,13,4,8	230	149
220,261	1,0	231,274,242,360	0,0,0,0	198	149
154,185	4,0	198,183,182,271	2,0,1,4	191	149
195,171	0,0	150,175,208,186	0,0,0,2	240	149
115,141	1,3	153,143,157,210	2,3,2,5	196	149
200,229	0,1	157,152,165,209	0,0,0,0	225	149
59,71	0,1	32,44,63,61	0,0,0,0	202	149
1,0	2,1	0,1,6,3	1,0,0,0	212	149
62,49	1,0	37,23,86,63	0,0,0,0	210	149
503,605	0,1	518,522,583,717	0,0,0,0	203	149
16,30	0,0	20,43,36,53	2,0,0,0	214	149
10,6	0,0	10,12,15,25	0,0,1,0	205	149
407,457	0,0	381,379,512,673	2,0,0,1	183	149
650,682	0,0	600,593,483,746	0,0,0,1	242	149
4,2	0,0	2,8,27,14	1,0,0,0	214	149
3,1	0,0	1,3,19,6	1,0,0,1	214	149
231,252	0,0	188,225,244,431	1,0,0,1	912	149
266,294	0,0	229,275,281,479	1,0,0,1	940	149
216,263	0,0	199,241,235,389	1,0,0,1	614	149
124,152	12,11	118,100,157,174	4,4,11,5	190	149
97,51	1,0	49,53,80,84	1,0,0,0	232	149
2120,1992	0,1	2139,1978,2227,2839	0,0,0,0	272	149
73,99	6,9	97,95,77,109	9,4,8,11	263	149
2268,2348	0,0	1733,1751,2123,2551	0,1,0,0	770	149
262,217	1,0	277,246,230,327	0,0,0,0	221	149
197,243	1,1	207,196,212,237	0,0,0,0	278	149
508,533	0,1	470,465,508,636	0,0,0,0	203	149
36411,39927	0,0	34660,32983,28844,37133	0,0,2,2	299	149
88082,93501	0,0	88410,82478,69727,87989	0,0,2,2	284	149
295,308	11,8	271,350,316,432	7,3,0,10	367	149
20,40	0,0	61,69,75,58	1,0,0,0	203	149
2,0	3400,3386	1,0,1,0	3194,3190,3157,4242	194	149
78,76	1,0	109,120,86,100	0,0,0,0	208	149
41,39	3,0	50,31,33,60	0,0,0,0	212	149
145,146	2,2	125,124,100,164	0,0,0,1	204	149
0,0	2,11	0,1,0,1	15,10,6,7	220	149
9,14	2,11	9,7,1,19	15,10,6,7	192	149
5,9	4,7	4,6,0,3	8,8,11,11	192	149
396,535	0,0	419,459,433,700	1,0,0,4	173	149
25,29	1,0	32,32,55,88	1,0,1,0	268	149
14,25	2,0	31,41,60,60	1,1,6,2	195	149
130,140	0,0	91,97,152,160	0,0,0,5	242	149
66,59	0,0	26,19,9,20	3,0,0,0	295	149
57,67	1,2	26,32,24,25	0,0,0,0	255	149
27,44	0,0	45,36,29,43	2,0,2,1	240	149
2,5	0,0	2,1,3,11	0,1,0,0	243	149
1191,1162	1,8	1371,1119,952,1287	27,16,13,24	208	149
327,317	0,1	349,352,394,481	0,0,0,0	226	149
676,758	0,0	730,789,746,954	0,0,1,0	309	149
390,457	0,0	447,464,435,581	0,0,1,0	312	149
65,73	0,0	70,60,75,105	0,0,0,1	278	149
1152,1166	0,1	819,846,1021,1285	3,0,0,2	206	149
4,0	738,721	3,5,0,3	517,528,643,828	222	149
177,175	0,0	239,222,285,293	2,0,0,0	334	149
135,120	1,0	183,147,215,211	0,0,0,0	187	149
242,189	0,0	288,274,363,341	0,0,2,0	277	149
6579,6712	0,0	7046,7237,7552,8352	0,0,0,1	278	149
1,0	138,185	2,0,0,2	173,133,161,188	243	149
176,195	2,1	169,163,155,205	0,2,2,1	216	149
2895,2975	2,0	3311,3256,3170,4193	3,1,3,2	233	149
109,169	0,1	65,59,95,111	0,4,0,2	210	149
40,40	0,2	12,27,23,38	0,0,0,0	227	149
325,300	0,0	300,361,385,418	0,0,0,1	197	149
15,13	0,0	20,11,5,14	0,0,0,1	232	149
31,29	1,0	30,33,37,76	0,0,0,0	232	149
164,182	1,2	116,113,110,120	0,0,0,0	249	149
35,46	0,5	47,20,30,47	1,3,1,7	208	149
0,1	0,0	0,0,0,0	1,4,1,1	290	149
50,67	24,51	46,40,56,67	38,25,19,26	356	149
0,0	0,2	0,0,4,1	0,1,2,1	230	149
573,579	0,0	626,663,641,755	0,0,0,1	221	149
584,548	1,0	647,656,637,765	0,0,0,0	247	149
597,625	0,0	668,672,719,799	0,1,0,0	217	149
116,106	0,0	123,142,148,146	0,0,1,1	409	149
56,74	0,2	52,85,90,108	0,0,0,3	211	149
39,14	1,0	35,42,38,35	0,0,0,0	189	149
44,50	10,7	18,35,48,46	2,3,5,6	263	149
325,353	0,1	329,276,423,558	0,0,0,0	242	149
2,5	139,149	3,2,2,2	102,160,125,142	198	149
16,7	24,33	14,8,12,16	49,44,36,48	173	149
36,44	0,0	47,37,59,56	2,0,0,0	192	149
58,49	0,0	55,67,63,70	0,0,2,0	223	149
75,99	2,2	129,130,76,101	9,3,4,6	210	149
139,127	0,0	84,94,100,122	1,0,0,0	207	149
288,296	0,0	225,271,302,415	0,0,0,2	249	149
8,17	15,19	11,15,14,37	8,9,16,24	185	149
143,121	0,1	143,154,195,168	0,0,0,0	284	149
70,85	1,0	87,79,91,117	0,0,0,2	188	149
555,557	0,0	586,611,593,862	0,1,0,0	366	149
517,550	25,19	557,604,637,779	12,19,27,32	244	149
55,59	2,0	36,45,98,70	0,1,0,1	178	149
6,1	27,17	0,5,4,1	16,18,26,42	231	149
1131,1180	0,0	1144,1139,1148,1288	0,0,0,2	253	149
104,92	0,0	258,279,206,312	0,1,0,3	277	149
6,20	0,2	20,18,10,28	3,1,3,3	237	149
25,33	1,0	27,29,42,54	0,0,0,0	242	149
124,137	0,2	163,114,182,203	0,0,0,0	221	149
219,218	0,0	295,323,320,266	0,0,1,0	311	149
93,114	0,1	72,69,96,109	0,0,2,0	232	149
442,437	2,1	534,557,503,609	4,1,2,10	247	149
629,675	0,0	607,578,455,497	1,1,1,1	211	149
24,38	0,0	27,34,29,59	0,1,0,0	346	149
37,54	0,1	30,31,49,64	0,1,0,0	237	149
247,196	0,0	241,262,221,307	1,0,0,1	221	149
0,0	15,16	2,1,3,1	9,16,12,10	229	149
440,487	2,1	381,418,493,631	0,0,0,0	201	149
12,16	5,5	5,6,10,3	5,2,7,2	268	149
191,174	0,0	163,167,195,168	1,0,0,0	219	149
801,825	0,0	1004,921,874,1130	0,2,0,3	273	149
58,56	1,0	81,79,86,88	0,0,0,0	190	149
26,31	0,0	20,40,23,34	0,1,0,0	184	149
268,273	0,0	275,329,281,370	0,1,0,0	229	149
315,375	1,0	327,317,324,420	0,0,0,0	230	149
356,413	3,1	347,361,408,500	2,1,1,7	242	149
215,243	3,1	200,218,234,302	2,1,1,7	235	149
68,74	122,107	26,35,47,71	103,96,133,195	155	149
199,182	0,0	166,192,172,168	1,0,0,0	270	149
405,445	0,0	435,403,349,464	1,0,0,0	198	149
13,27	5,10	16,23,24,47	3,0,1,3	211	149
58,54	0,1	41,39,42,69	0,0,0,0	237	149
0,1	570,605	0,0,0,0	579,594,529,671	194	149
947,966	3,6	1073,1041,1228,1550	0,0,0,3	231	149
382,395	3,6	440,441,521,623	0,0,0,3	235	149
97,113	0,1	77,103,133,173	0,0,0,0	232	149
167,146	1,0	148,118,146,206	3,0,0,1	226	149
157,165	0,2	139,133,159,175	1,0,0,1	212	149
57,53	1,3	43,43,59,55	5,4,1,4	238	149
116,136	1,3	95,110,121,128	5,4,1,4	247	149
