IncLevel1	IncLevel2	IncLevelDifference
0.0,1.0	0.0,0.0	0.5
0.06,0.07	0.044,0.16	-0.037
0.043,0.057	0.101,0.094	-0.048
0.451,0.593	0.626,0.689	-0.135
0.059,0.151	0.034,0.059	0.058
0.033,0.075	0.046,0.05	0.006
0.766,1.0	1.0,1.0	-0.117
1.0,1.0	1.0,0.597	0.202
0.633,0.582	0.745,0.476	-0.003
0.114,0.083	0.09,0.098	0.005
0.039,0.035	0.043,0.055	-0.012
0.226,0.438	0.422,0.577	-0.167
0.169,0.103	0.101,0.077	0.047
0.065,0.008	0.0,0.084	-0.005
0.085,0.025	0.047,0.143	-0.04
0.756,0.814	0.599,0.779	0.096
0.249,0.289	0.158,0.309	0.036
0.0,0.049	0.0,0.0	0.025
0.0,0.398	0.0,0.0	0.199
0.014,0.113	0.021,0.061	0.022
0.0,0.058	0.0,0.038	0.01
0.156,0.0	0.051,0.096	0.005
0.609,0.08	1.0,0.645	-0.478
0.014,0.041	0.0,0.094	-0.019
0.009,0.01	0.009,0.012	-0.001
0.018,0.016	0.011,0.019	0.002
0.0,0.027	0.009,0.008	0.005
0.322,0.0	0.444,0.17	-0.146
0.039,0.033	0.014,0.013	0.023
0.029,0.163	0.034,0.021	0.069
0.054,0.028	0.0,0.03	0.026
NA,1.0	0.385,1.0	0.307
0.03,0.047	0.133,0.056	-0.056
0.724,1.0	1.0,1.0	-0.138
0.0,0.048	0.0,0.232	-0.092
0.668,0.161	0.0,NA	0.415
NA,0.247	0.0,0.0	0.247
1.0,0.384	NA,0.384	0.308
0.0,0.333	0.0,0.0	0.167
0.0,0.333	0.333,0.0	0.0
0.0,0.0	0.069,0.0	-0.035
0.112,0.046	0.084,0.105	-0.015
1.0,0.912	1.0,1.0	-0.044
0.083,0.6	1.0,1.0	-0.659
0.0,0.056	NA,0.0	0.028
0.611,0.147	0.131,0.248	0.19
0.055,0.039	0.019,0.05	0.012
0.062,0.056	0.174,0.101	-0.079
0.258,0.405	0.342,0.217	0.052
0.138,0.203	0.179,0.135	0.014
0.0,0.236	0.507,0.327	-0.299
0.084,0.092	0.069,0.021	0.043
0.078,0.015	0.0,0.0	0.046
0.633,0.126	0.287,0.365	0.054
0.113,0.1	0.045,0.125	0.022
0.347,0.733	1.0,0.429	-0.174
0.036,0.068	0.054,0.163	-0.056
0.045,0.088	0.056,0.076	0.001
0.0,0.017	0.15,0.019	-0.076
0.028,0.153	0.288,0.09	-0.099
0.328,0.224	0.123,0.286	0.072
0.093,0.046	0.158,0.129	-0.074
0.082,0.053	0.08,0.023	0.016
0.573,0.613	0.687,0.502	-0.002
0.333,0.111	0.2,0.0	0.122
0.0,0.034	0.28,0.29	-0.268
0.0,0.379	0.126,0.067	0.093
0.118,0.156	0.161,0.15	-0.018
0.025,0.06	0.045,0.018	0.011
1.0,1.0	0.667,1.0	0.166
0.141,0.396	0.068,0.0	0.235
NA,0.348	NA,0.0	0.348
0.5,0.298	0.471,0.48	-0.076
0.016,0.011	0.091,0.061	-0.062
0.048,0.0	0.026,0.011	0.006
0.25,0.188	0.12,0.125	0.097
0.031,0.0	0.006,0.0	0.013
1.0,0.927	0.983,0.921	0.012
0.0,NA	0.021,0.133	-0.077
0.998,0.999	0.998,0.998	0.0
0.614,0.719	0.644,0.649	0.02
0.021,0.0	0.021,0.179	-0.089
1.0,1.0	0.2,0.818	0.491
0.0,0.061	0.245,0.0	-0.092
1.0,0.77	0.819,0.464	0.244
