IncLevel1	IncLevel2	IncLevelDifference
0.003,0.009	0.018,0.0	-0.003
0.556,0.295	0.485,0.505	-0.07
0.105,0.0	0.0,0.0	0.052
0.0,0.025	0.057,0.0	-0.016
0.879,0.891	0.863,0.874	0.016
1.0,1.0	0.988,1.0	0.006
0.004,0.003	0.023,0.025	-0.021
0.002,0.003	0.001,0.001	0.002
0.993,0.978	0.992,0.99	-0.005
1.0,0.92	NA,1.0	-0.04
0.317,0.314	0.205,0.358	0.034
0.125,0.167	0.086,0.125	0.041
0.095,0.09	0.085,0.034	0.033
0.961,1.0	1.0,0.982	-0.011
0.024,0.056	0.038,0.033	0.004
0.875,0.92	0.834,0.768	0.097
0.43,0.583	0.403,0.341	0.134
0.013,0.015	0.013,0.042	-0.014
1.0,0.944	1.0,0.979	-0.018
0.896,0.742	0.871,0.939	-0.086
0.942,1.0	1.0,1.0	-0.029
0.029,0.022	0.0,0.0	0.026
0.0,0.126	0.0,0.0	0.063
0.991,0.991	1.0,1.0	-0.009
0.99,0.993	1.0,1.0	-0.008
0.208,0.183	0.189,0.122	0.04
0.007,0.018	0.008,0.008	0.004
0.064,0.065	0.097,0.078	-0.023
0.006,0.018	0.032,0.019	-0.014
0.006,0.007	0.008,0.019	-0.007
0.09,0.043	0.0,0.095	0.019
0.916,0.836	0.89,0.833	0.015
0.005,0.004	0.007,0.007	-0.002
0.863,1.0	1.0,0.81	0.026
0.96,0.956	0.969,0.956	-0.004
1.0,0.955	1.0,1.0	-0.022
0.019,0.038	0.036,0.053	-0.016
0.081,0.035	0.076,0.071	-0.015
0.128,0.146	0.141,0.165	-0.016
0.01,0.012	0.005,0.033	-0.008
0.636,1.0	1.0,0.75	-0.057
1.0,0.981	1.0,1.0	-0.01
0.949,0.991	1.0,1.0	-0.03
1.0,1.0	0.957,1.0	0.022
0.983,0.945	1.0,0.987	-0.03
0.188,0.114	0.179,0.201	-0.039
0.962,0.951	0.787,0.89	0.118
0.013,0.015	0.012,0.0	0.008
1.0,0.994	1.0,0.997	-0.001
0.012,0.009	0.012,0.018	-0.005
0.176,0.169	0.077,0.096	0.086
0.406,0.253	0.243,0.224	0.096
0.001,0.0	0.0,0.001	0.0
0.909,0.878	0.735,0.454	0.299
0.743,0.914	1.0,0.957	-0.15
0.572,0.656	0.087,0.246	0.448
0.85,0.92	1.0,1.0	-0.115
0.199,0.294	0.081,0.078	0.167
0.014,0.012	0.011,0.009	0.003
0.095,0.09	0.078,0.106	0.001
0.109,0.252	0.107,0.302	-0.024
0.875,0.421	0.818,0.765	-0.143
0.913,0.87	1.0,0.87	-0.044
0.952,0.926	1.0,0.91	-0.016
1.0,0.658	1.0,1.0	-0.171
0.724,0.75	0.737,0.6	0.069
0.029,0.021	0.029,0.038	-0.009
0.15,0.051	0.076,0.28	-0.078
0.409,0.353	0.487,0.25	0.013
0.302,0.096	0.0,0.135	0.132
0.654,1.0	0.159,0.121	0.687
1.0,0.995	1.0,1.0	-0.002
0.006,0.005	0.004,0.004	0.001
0.988,0.988	0.995,1.0	-0.01
0.022,0.032	0.03,0.043	-0.009
0.059,0.043	0.02,0.032	0.025
0.22,0.0	0.22,1.0	-0.5
0.624,0.28	0.833,1.0	-0.464
1.0,0.987	1.0,0.996	-0.004
0.975,1.0	1.0,0.957	0.009
0.11,0.037	0.0,0.0	0.073
0.6,0.667	0.0,0.333	0.467
0.13,0.167	0.0,0.0	0.149
0.0,0.306	0.0,0.064	0.121
0.974,1.0	1.0,1.0	-0.013
0.072,0.092	0.095,0.059	0.005
0.027,0.005	0.008,0.0	0.012
0.988,0.958	0.921,0.968	0.028
0.931,0.931	0.986,0.985	-0.054
0.013,0.016	0.02,0.019	-0.005
0.844,0.961	0.864,0.916	0.012
0.11,0.136	0.025,0.066	0.077
0.995,0.991	0.998,0.996	-0.004
0.214,0.189	0.098,0.181	0.062
0.032,0.018	0.022,0.078	-0.025
0.096,0.039	0.058,0.072	0.003
0.984,1.0	0.98,0.956	0.024
0.006,0.003	0.004,0.002	0.002
0.857,0.857	0.929,1.0	-0.108
0.281,0.17	0.0,0.083	0.184
0.164,0.291	0.721,0.354	-0.31
0.045,0.015	0.0,0.019	0.02
0.007,0.003	0.01,0.006	-0.003
0.006,0.006	0.011,0.008	-0.003
0.914,0.919	0.956,0.95	-0.036
0.004,0.004	0.004,0.01	-0.003
1.0,0.89	0.762,0.787	0.171
0.994,1.0	1.0,1.0	-0.003
0.997,0.996	0.979,0.994	0.01
1.0,1.0	1.0,0.99	0.005
1.0,0.983	0.828,1.0	0.078
0.119,0.213	0.194,0.109	0.014
0.729,0.75	0.907,0.907	-0.167
0.371,0.45	0.314,0.299	0.104
0.001,0.006	0.002,0.0	0.003
0.056,0.07	0.041,0.032	0.026
0.965,0.995	0.972,0.952	0.018
0.0,0.0	0.0,0.038	-0.019
0.004,0.005	0.0,0.014	-0.002
0.768,0.713	0.249,0.293	0.469
0.039,0.032	0.087,0.111	-0.064
0.095,0.082	0.087,0.134	-0.022
0.13,0.178	0.037,0.06	0.105
0.003,0.005	0.0,0.0	0.004
0.04,0.021	0.231,0.029	-0.1
0.719,0.452	0.545,0.48	0.073
0.009,0.009	0.001,0.006	0.005
0.012,0.009	0.002,0.003	0.008
0.009,0.008	0.0,0.014	0.002
0.122,0.121	0.0,0.012	0.115
0.4,0.231	0.5,0.212	-0.04
1.0,0.837	1.0,1.0	-0.082
0.698,0.666	0.375,0.383	0.303
0.001,0.001	0.001,0.001	0.0
0.994,0.989	0.996,1.0	-0.006
0.56,0.51	0.79,0.567	-0.143
1.0,0.757	1.0,1.0	-0.121
0.999,1.0	1.0,1.0	-0.0
0.61,0.615	0.795,0.728	-0.149
1.0,1.0	0.606,0.698	0.348
0.003,0.003	0.004,0.004	-0.001
0.002,0.003	0.006,0.002	-0.002
0.588,0.357	0.429,0.52	-0.002
0.856,0.798	0.801,0.778	0.037
0.845,1.0	1.0,1.0	-0.078
0.736,0.677	0.537,0.611	0.132
0.992,0.993	1.0,0.978	0.003
0.815,0.748	0.929,0.947	-0.156
0.934,0.882	0.845,0.931	0.02
0.975,0.996	0.997,0.996	-0.011
0.5,0.0	1.0,0.882	-0.691
0.235,0.284	0.308,0.284	-0.037
0.949,0.83	0.785,1.0	-0.003
0.851,0.571	0.432,0.76	0.115
0.558,0.513	0.407,0.482	0.091
0.558,0.529	0.438,0.496	0.077
0.003,0.003	0.025,0.015	-0.017
1.0,0.852	1.0,1.0	-0.074
0.798,0.761	0.988,0.932	-0.18
0.958,0.955	0.957,0.953	0.001
0.036,0.024	0.109,0.127	-0.088
0.345,0.352	0.279,0.277	0.07
0.673,0.727	0.568,0.552	0.14
0.149,0.347	0.687,0.963	-0.577
0.088,0.065	0.036,0.05	0.034
0.026,0.017	0.025,0.028	-0.005
0.03,0.047	0.022,0.026	0.014
0.95,0.965	0.856,0.832	0.114
0.024,0.02	0.023,0.017	0.002
0.796,0.758	0.687,0.79	0.038
0.822,0.818	0.752,0.835	0.026
0.685,0.801	0.786,0.738	-0.019
0.923,0.943	0.846,1.0	0.01
0.561,0.607	0.389,0.37	0.205
0.83,0.832	0.804,0.888	-0.015
0.849,0.843	0.83,0.907	-0.023
0.988,0.981	0.973,0.99	0.003
0.398,0.561	0.614,0.544	-0.099
0.571,0.905	1.0,0.571	-0.047
0.483,0.472	0.483,0.398	0.037
0.328,0.361	0.109,0.116	0.232
1.0,1.0	0.597,0.229	0.587
0.096,0.043	0.091,0.016	0.016
0.172,0.231	0.204,0.25	-0.025
0.095,0.164	0.115,0.018	0.063
0.158,0.185	0.013,0.069	0.13
0.119,0.112	0.017,0.049	0.082
0.9,0.948	0.871,0.935	0.021
0.022,0.027	0.02,0.024	0.003
1.0,0.658	0.828,1.0	-0.085
1.0,1.0	0.0,0.0	1.0
0.988,1.0	1.0,0.972	0.008
0.2,0.538	0.407,0.714	-0.192
1.0,0.968	1.0,0.969	-0.0
0.313,0.252	0.478,0.512	-0.213
0.873,0.889	0.744,0.708	0.155
0.634,0.658	0.885,0.918	-0.255
1.0,0.998	1.0,0.998	0.0
0.56,0.255	0.258,0.433	0.062
1.0,1.0	1.0,0.743	0.129
0.053,0.077	0.02,0.048	0.031
0.63,0.694	0.588,0.592	0.072
1.0,1.0	1.0,0.656	0.172
0.07,0.067	0.259,0.228	-0.175
NA,0.143	NA,0.0	0.143
0.024,0.067	0.036,0.051	0.002
0.027,0.034	0.049,0.039	-0.013
0.031,0.027	0.01,0.01	0.019
0.98,1.0	1.0,1.0	-0.01
0.053,0.022	0.021,0.025	0.014
0.028,0.007	0.018,0.007	0.005
0.0,0.004	0.0,0.006	-0.001
0.032,0.442	0.124,0.531	-0.091
0.991,1.0	0.981,0.973	0.019
0.0,0.0	0.001,0.0	-0.001
0.042,0.046	0.026,0.042	0.01
0.939,1.0	0.881,1.0	0.029
0.0,0.191	0.0,0.0	0.096
0.149,0.169	0.186,0.327	-0.098
0.0,0.0	0.143,0.25	-0.197
0.656,1.0	1.0,1.0	-0.172
0.027,0.016	0.059,0.0	-0.008
0.369,0.326	0.204,0.163	0.164
1.0,1.0	1.0,0.989	0.006
0.083,0.063	0.07,0.071	0.003
1.0,0.789	0.0,0.25	0.77
0.031,0.059	0.007,0.019	0.032
0.103,0.092	0.012,0.039	0.072
0.995,0.993	1.0,0.996	-0.004
0.057,0.04	0.0,0.143	-0.023
0.148,0.152	0.219,0.2	-0.06
0.586,1.0	1.0,1.0	-0.207
0.861,0.887	0.813,0.878	0.029
0.099,0.07	0.095,0.09	-0.008
0.982,1.0	1.0,0.992	-0.005
1.0,0.991	1.0,1.0	-0.004
0.021,0.0	0.026,0.014	-0.009
0.912,1.0	0.946,0.938	0.014
0.029,0.01	0.04,0.031	-0.016
1.0,1.0	0.978,1.0	0.011
0.538,0.583	0.333,0.692	0.048
1.0,0.974	1.0,1.0	-0.013
0.629,0.724	0.922,0.959	-0.264
0.308,0.429	0.333,0.857	-0.226
0.145,0.227	0.089,0.133	0.075
0.333,0.333	0.429,0.833	-0.298
0.159,0.134	0.052,0.041	0.1
0.579,0.909	0.692,0.879	-0.041
0.153,0.145	0.021,0.027	0.125
0.243,0.0	0.49,0.0	-0.123
0.019,0.038	0.043,0.031	-0.009
1.0,1.0	1.0,0.998	0.001
0.944,0.981	0.952,0.946	0.013
0.587,0.841	1.0,0.709	-0.141
0.325,0.49	NA,0.0	0.407
0.0,0.013	0.0,0.0	0.006
0.05,0.143	0.12,0.139	-0.033
0.05,0.143	0.12,0.128	-0.027
