ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3	4,0	92,168	0,0	76,45	180	99	1	1.0	0.023,0.0	0.0,0.0	0.011
4	1,5	4,1	3,2	0,1	158	99	0.0200526999405	0.3111334706557579	0.135,0.758	1.0,0.556	-0.332
5	0,0	5,13	1,0	1,1	120	99	1	1.0	0.0,0.0	0.452,0.0	-0.226
6	1,0	8,12	1,0	4,0	109	99	1	1.0	0.102,0.0	0.185,NA	-0.134
7	0,0	9,16	1,0	14,17	150	99	1	1.0	0.0,0.0	0.045,0.0	-0.022
8	54,48	5,6	95,43	9,7	134	99	1	1.0	0.889,0.855	0.886,0.819	0.019
9	2,0	148,304	1,3	181,77	198	99	1	1.0	0.007,0.0	0.003,0.019	-0.007
12	149,220	0,0	177,58	0,2	198	99	1	1.0	1.0,1.0	1.0,0.935	0.032
13	11,6	2,0	1,1	0,0	198	99	1	1.0	0.733,1.0	1.0,1.0	-0.133
14	5,4	4,9	3,2	5,1	192	99	1	1.0	0.392,0.186	0.236,0.508	-0.083
15	0,4	10,11	0,0	8,2	198	99	1	1.0	0.0,0.154	0.0,0.0	0.077
17	2,0	10,11	0,0	8,2	134	99	1	1.0	0.129,0.0	0.0,0.0	0.065
18	18,34	0,0	35,6	2,0	105	99	1	1.0	1.0,1.0	0.943,1.0	0.028
19	2,0	38,57	6,0	46,19	198	99	1	1.0	0.026,0.0	0.061,0.0	-0.018
20	154,233	18,24	177,82	32,11	120	99	1	1.0	0.876,0.889	0.82,0.86	0.043
21	22,31	18,24	28,14	32,11	186	99	1	1.0	0.394,0.407	0.318,0.404	0.039
22	7,7	139,209	5,2	154,70	165	99	1	1.0	0.029,0.02	0.019,0.017	0.006
23	45,78	0,1	31,27	1,0	198	99	1	1.0	1.0,0.975	0.939,1.0	0.018
24	2,6	0,2	9,6	1,1	103	99	1	1.0	1.0,0.742	0.896,0.852	-0.003
25	50,47	1,0	27,21	0,0	102	99	1	1.0	0.98,1.0	1.0,1.0	-0.01
26	4,3	38,58	1,2	34,5	198	99	1	1.0	0.05,0.025	0.014,0.167	-0.053
28	101,101	1,0	57,17	0,0	198	99	1	1.0	0.981,1.0	1.0,1.0	-0.01
29	444,559	1,5	451,186	1,0	111	99	1	1.0	0.997,0.99	0.998,1.0	-0.005
30	13,15	21,32	3,5	24,13	129	99	0.371279158076	1.0	0.322,0.265	0.088,0.228	0.135
31	4,3	155,217	0,3	174,72	198	99	1	1.0	0.013,0.007	0.0,0.02	0.0
32	12,9	93,133	19,4	83,46	138	99	1	1.0	0.085,0.046	0.141,0.059	-0.034
33	1,6	44,65	1,3	40,25	198	99	1	1.0	0.011,0.044	0.012,0.057	-0.007
34	4,0	76,138	3,4	65,63	198	99	1	1.0	0.026,0.0	0.023,0.031	-0.014
35	0,0	9,11	1,0	7,5	111	99	1	1.0	0.0,0.0	0.113,0.0	-0.057
36	82,93	4,3	66,57	12,4	198	99	0.599112798656	1.0	0.911,0.939	0.733,0.877	0.12
37	2,1	207,226	1,0	223,85	138	99	1	1.0	0.007,0.003	0.003,0.0	0.004
38	25,29	6,8	25,6	0,1	198	99	0.00161819353668	0.043385125100736006	0.676,0.644	1.0,0.75	-0.215
39	105,178	6,5	111,66	2,0	111	99	1	1.0	0.94,0.969	0.98,1.0	-0.036
41	13,15	148,164	19,13	182,96	198	99	1	1.0	0.042,0.044	0.05,0.063	-0.014
42	5,7	130,202	10,6	140,62	127	99	1	1.0	0.029,0.026	0.053,0.07	-0.034
43	25,45	82,127	24,21	97,42	198	99	1	1.0	0.132,0.151	0.11,0.2	-0.013
44	4,2	120,184	2,1	158,85	107	99	1	1.0	0.03,0.01	0.012,0.011	0.009
45	1,3	1,1	5,2	0,0	198	99	0.469990900256	1.0	0.333,0.6	1.0,1.0	-0.533
47	79,89	1,0	77,44	0,0	198	99	1	1.0	0.975,1.0	1.0,1.0	-0.012
48	43,82	0,1	32,36	0,0	117	99	1	1.0	1.0,0.986	1.0,1.0	-0.007
51	41,73	0,0	71,28	3,0	120	99	1	1.0	1.0,1.0	0.951,1.0	0.024
52	48,78	0,0	61,36	1,1	198	99	1	1.0	1.0,1.0	0.968,0.947	0.042
53	13,19	49,58	18,7	38,21	198	99	1	1.0	0.117,0.141	0.191,0.143	-0.038
54	129,165	8,3	178,72	18,4	198	99	1	1.0	0.89,0.965	0.832,0.9	0.061
55	1,4	151,216	0,0	70,61	198	99	1	1.0	0.003,0.009	0.0,0.0	0.006
56	133,214	0,0	199,72	2,0	107	99	1	1.0	1.0,1.0	0.989,1.0	0.006
57	7,2	110,204	2,3	182,89	101	99	1	1.0	0.059,0.01	0.011,0.032	0.013
58	7,12	29,42	4,3	56,16	154	99	1	1.0	0.134,0.155	0.044,0.108	0.069
59	8,8	9,11	4,3	7,8	154	99	0.76972520626	1.0	0.364,0.319	0.269,0.194	0.11
60	1,0	177,203	0,0	243,126	198	99	1	1.0	0.003,0.0	0.0,0.0	0.002
61	22,13	1,0	4,5	4,0	119	99	0.61633579748	1.0	0.948,1.0	0.454,1.0	0.247
62	8,7	0,0	12,6	1,0	103	99	1	1.0	1.0,1.0	0.92,1.0	0.04
63	2,8	1,0	5,1	0,0	103	99	1	1.0	0.658,1.0	1.0,1.0	-0.171
64	6,11	8,12	2,6	24,4	111	99	0.437704708085	1.0	0.401,0.45	0.069,0.572	0.105
65	19,15	5,0	25,6	0,2	140	99	1	1.0	0.729,1.0	1.0,0.68	0.024
66	42,46	103,134	15,10	126,89	117	99	0.0912647066677	0.9540721817602112	0.257,0.225	0.092,0.087	0.151
67	3,2	198,265	5,0	196,93	107	99	1	1.0	0.014,0.007	0.023,0.0	-0.001
68	14,9	44,69	9,5	29,18	198	99	1	1.0	0.137,0.061	0.134,0.122	-0.029
69	8,13	13,19	3,3	17,2	183	99	0.0685950542329	0.7830132285209863	0.25,0.27	0.087,0.448	-0.008
71	4,7	3,6	7,6	1,1	198	99	0.0468642930946	0.5954997243227621	0.4,0.368	0.778,0.75	-0.38
72	77,125	0,1	76,21	0,0	198	99	1	1.0	1.0,0.984	1.0,1.0	-0.008
73	70,100	1,0	64,24	0,0	198	99	1	1.0	0.972,1.0	1.0,1.0	-0.014
74	9,25	0,2	12,8	0,0	198	99	1	1.0	1.0,0.862	1.0,1.0	-0.069
75	21,45	0,2	20,18	0,0	198	99	1	1.0	1.0,0.918	1.0,1.0	-0.041
77	18,38	3,2	32,8	5,2	198	99	0.94163346022	1.0	0.75,0.905	0.762,0.667	0.113
78	9,11	446,698	23,7	444,222	103	99	1	1.0	0.019,0.015	0.047,0.029	-0.021
79	4,3	24,16	3,1	17,16	127	99	1	1.0	0.115,0.128	0.121,0.046	0.038
80	25,19	20,18	18,16	19,7	198	99	1	1.0	0.385,0.345	0.321,0.533	-0.062
81	2,4	3,8	0,0	21,1	127	99	0.166870541561	1.0	0.342,0.28	0.0,0.0	0.311
82	3,2	3,0	0,1	0,1	131	99	1	1.0	0.43,1.0	NA,0.43	0.285
84	3,12	953,1514	4,0	1429,562	103	99	1	1.0	0.003,0.008	0.003,0.0	0.004
85	221,367	3,2	338,192	0,0	198	99	1	1.0	0.974,0.989	1.0,1.0	-0.018
86	17,27	554,809	39,19	657,295	102	99	1	1.0	0.029,0.031	0.054,0.059	-0.026
87	1,2	1,1	3,1	0,0	111	99	0.470220970348	1.0	0.471,0.641	1.0,1.0	-0.444
88	7,12	112,157	4,3	117,81	198	99	1	1.0	0.03,0.037	0.017,0.018	0.016
89	2,3	3,2	4,1	0,1	117	99	0.00595398267079	0.12900528628825392	0.361,0.559	1.0,0.458	-0.269
90	8,5	3,2	25,11	0,1	159	99	0.0142929382756	0.2394067161163	0.624,0.609	1.0,0.873	-0.32
91	6,3	0,1	21,10	0,0	141	99	1	1.0	1.0,0.678	1.0,1.0	-0.161
92	94,110	0,0	147,47	1,0	139	99	1	1.0	1.0,1.0	0.991,1.0	0.004
93	94,131	0,1	120,69	0,0	198	99	1	1.0	1.0,0.985	1.0,1.0	-0.008
94	0,1	20,16	0,0	11,1	156	99	1	1.0	0.0,0.038	0.0,0.0	0.019
95	0,0	10,17	0,1	13,11	104	99	1	1.0	0.0,0.0	0.0,0.08	-0.04
97	6,4	13,35	0,0	29,11	105	99	0.460803901734	1.0	0.303,0.097	0.0,0.0	0.2
98	0,1	6,12	1,1	6,6	125	99	1	1.0	0.0,0.062	0.117,0.117	-0.086
99	12,6	71,79	8,8	92,44	156	99	1	1.0	0.097,0.046	0.052,0.103	-0.006
100	1,0	54,81	0,2	48,23	192	99	1	1.0	0.009,0.0	0.0,0.043	-0.017
101	68,99	1,3	76,30	1,0	141	99	1	1.0	0.979,0.959	0.982,1.0	-0.022
103	94,107	5,8	101,55	2,1	198	99	1	1.0	0.904,0.87	0.962,0.965	-0.077
104	16,15	393,546	15,17	384,214	198	99	1	1.0	0.02,0.014	0.019,0.038	-0.011
