UniqueCount	AmbigCount
90	0
0	112
0	74
1	103
6	101
3	135
1	57
33	101
0	101
89	1651
0	1651
443	1181
0	1181
0	9776
0	9501
0	9233
176	8770
0	7604
0	7568
214	9488
0	8923
66	129
0	129
5	2372
3	1778
34	2152
7397	13
3	2631
479	3590
67	1685
4	2635
0	123
17	123
3208	2
27	0
0	2162
0	1851
0	2120
0	7
1	7
0	7
176	625
2	625
341	330
19	330
183	0
15	164
28	164
61	1
0	243
0	121
33	218
0	1401
1	1379
0	1397
0	1392
0	1375
0	1383
1	1261
0	1257
90	0
340	1
10	172
0	174
2	177
0	174
0	177
68	1
30	507
1	501
10	507
11	0
25	270
29	270
3116	3
0	0
0	0
0	22272
2	21763
0	22648
0	0
0	88
9	88
493	1
0	1
4	1
1	1
252	0
0	112
16	108
3	79
4	107
26	15
1	15
1	15
0	222
0	222
0	0
0	0
0	230
42	231
1733	3
587	2
0	0
1	0
0	0
1	0
796	1
2	2
0	2
201	1847
18	1849
8	1617
2	1612
393	0
1098	4
0	266
0	245
2	256
1	245
6	211
0	0
20	2552
431	2554
422	2097
92	2097
0	18
1	25
0	22
0	21
0	33
6	33
0	53
0	53
63	0
537	2
1882	2
2497	6363
0	6361
1773	3
13	27
2	27
59	598
2	510
1	512
0	598
0	37
19	37
8	95
0	95
0	68
16	0
2	189
9	185
6	177
12	0
0	43
0	35
1	35
1	39
0	32
548	0
2	40
0	40
773	1
62	0
297	0
0	112
1	144
3	152
0	120
6	103
1	0
0	0
4	80
0	82
0	84
0	80
753	1
313	1
388	7164
40	7164
314	1040
0	1040
40	0
585	0
4	618
66	642
2	642
77	0
213	243
0	214
0	193
0	224
0	164
0	50
0	42
0	50
0	41
742	0
7	1070
0	1182
0	951
9	1077
0	826
4	412
0	548
22	491
3	510
11	442
438	0
369	0
0	769
0	648
0	660
0	706
2732	8
1039	1
0	0
504	0
428	0
0	390
0	309
12	370
0	373
0	373
0	324
5	652
4	499
2	598
14	0
1	0
254	0
246	0
17	332
16	332
0	0
6	0
9	3461
0	3579
11	3484
373	918
77	891
38	899
17	449
1	339
6	472
826	1
447	1843
27	1865
3	1792
1030	2
2435	3
0	469
0	276
28	489
0	466
3560	4
79	136
13	136
700	5
133	0
62	671
0	671
14	13750
4	15330
12	11972
243	14824
110	12080
0	0
53	0
10	0
0	0
5	115
1	115
67	541
0	541
284	2038
45	2037
239	0
156	0
1589	4
0	5
0	5
0	0
796	2
295	1
27	95
0	95
12	0
0	16
0	16
0	16
253	0
91	0
114	1
3	15
0	15
14	0
66	442
5	442
0	440
119	0
0	0
0	0
4	0
0	0
88	0
50	0
5	9
1	9
1419	2
4	0
2403	6818
125	6810
0	0
3	35
0	35
0	35
1	56
0	56
1	0
0	0
5767	12
0	0
0	0
0	0
0	0
0	0
0	21
1	14
0	13
7	0
10	25
3	25
808	1
2	10
0	10
151	0
0	57
0	76
0	78
0	50
0	81
0	83
0	59
244	1
50	459
0	459
7	0
142	0
0	0
53	248
2	248
2201	2
251	0
129	161
0	161
19	0
27155	41
21	0
275	0
59	0
24	0
351	0
651	0
1	0
228	1867
5	2042
59	1869
0	2087
105	1728
