IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
1172,1702,1445,1166,1579,1528	3,1,0,3,1,2	1197,789,1056,1477,1594,508	4,2,3,0,4,0	238	149
0,0,2,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,1,0,0,0	241	149
17,30,13,21,21,19	0,0,0,0,0,1	15,5,12,27,23,2	1,0,0,2,0,0	215	149
77,188,142,106,168,117	0,0,1,2,1,1	147,109,132,181,184,69	0,1,0,0,4,0	346	149
2460,4165,3052,2759,3456,3261	0,0,1,0,0,0	3350,2404,2913,4386,4651,1417	0,0,0,0,0,0	227	149
47,59,67,42,64,87	0,0,0,2,0,0	49,28,37,65,78,19	0,0,0,0,0,0	185	149
60,94,81,58,90,75	0,0,0,0,0,0	54,36,47,82,59,17	2,0,1,0,0,0	190	149
13,20,22,11,18,18	0,0,0,0,0,0	15,6,9,8,10,6	0,0,0,0,1,0	199	149
49,75,53,47,103,64	0,0,0,0,0,0	40,44,47,75,69,23	2,0,0,0,0,0	210	149
361,612,476,397,542,519	0,0,0,0,0,0	491,400,452,554,639,223	0,0,0,0,1,0	285	149
310,387,378,333,386,301	1,0,2,0,1,0	329,275,273,383,447,133	1,0,0,0,0,0	229	149
386,435,398,363,479,432	0,0,0,0,0,0	369,286,348,404,474,171	0,0,0,1,0,0	218	149
309,371,317,288,412,366	0,3,0,0,0,0	331,218,310,326,401,149	0,0,0,0,0,1	230	149
1,0,3,2,5,1	30,21,21,23,22,28	0,0,0,0,0,1	13,15,18,29,12,10	170	149
590,848,552,464,784,816	0,0,0,0,0,1	470,274,411,455,714,187	0,0,0,0,0,0	213	149
82,111,82,71,118,105	48,71,66,40,63,69	35,31,25,39,59,15	73,42,67,80,84,34	207	149
453,685,489,458,744,511	1,3,3,6,3,0	505,325,342,425,509,160	2,2,3,3,1,0	269	149
314,449,366,316,477,390	0,0,0,0,0,1	272,194,230,321,417,144	0,0,0,0,0,0	228	149
1,9,4,1,4,2	1,7,2,3,1,1	15,10,12,12,18,1	6,6,0,5,4,2	279	149
1496,2350,1896,1639,2519,2018	0,0,0,0,0,0	1774,1237,1496,1869,2340,806	0,4,0,0,0,0	210	149
24,29,38,19,20,24	0,0,0,0,0,0	21,23,17,36,36,10	2,0,0,0,1,0	221	149
94,138,167,123,167,134	0,1,0,0,0,0	116,74,89,152,138,35	0,0,0,0,0,0	299	149
894,1286,1037,757,1134,1193	0,0,1,0,0,0	689,562,651,1001,1072,391	0,2,0,0,0,0	3005	149
150,289,247,191,270,250	2,1,1,2,0,2	203,123,188,235,233,80	0,3,0,0,3,1	262	149
154,230,204,165,244,230	0,0,0,0,0,0	171,126,147,232,237,86	0,0,0,0,1,0	225	149
83,94,76,93,90,70	0,0,0,0,0,0	65,37,42,91,56,6	0,1,0,0,0,0	183	149
86,128,119,78,134,132	0,0,0,0,0,0	84,54,75,100,109,44	1,0,0,0,0,0	229	149
112,209,175,147,215,179	0,0,0,0,0,1	129,75,116,156,163,70	0,1,0,0,0,1	297	149
79,110,131,102,98,91	0,0,0,0,0,0	138,93,83,113,142,55	0,0,0,0,0,1	288	149
2,0,2,0,0,0	3,2,2,3,7,7	0,2,0,0,1,0	11,1,2,1,5,1	279	149
0,0,1,0,0,0	3,2,2,3,7,7	0,0,0,0,0,0	11,1,2,1,5,1	208	149
91,142,108,131,167,158	6,1,3,0,4,1	134,91,116,185,139,60	0,1,1,2,0,0	219	149
168,298,208,186,320,217	0,0,0,0,0,2	141,97,128,177,230,72	0,0,0,2,0,0	252	149
26,66,37,35,56,45	0,3,0,0,1,0	35,11,24,26,49,14	0,0,0,0,3,0	202	149
27,61,39,30,58,47	0,3,0,0,1,0	45,14,31,29,47,20	0,0,0,0,3,0	205	149
8,15,4,2,6,4	0,0,0,0,1,0	2,2,0,0,3,0	0,0,0,0,0,0	231	149
7,20,7,11,13,9	3,1,3,0,4,0	1,0,0,0,0,0	0,0,0,0,0,0	211	149
2,10,6,5,19,5	4,3,0,0,0,0	1,3,0,1,4,1	0,0,0,0,1,0	191	149
1,0,3,5,10,4	2,0,0,0,0,0	0,2,4,3,4,1	0,0,0,0,0,0	413	149
1,6,5,6,7,2	2,0,0,0,0,0	5,1,1,9,6,3	0,0,0,0,0,0	197	149
124,186,185,129,213,186	0,1,0,0,0,0	152,100,135,157,210,59	0,0,0,0,0,0	190	149
257,373,309,290,381,389	0,0,0,0,0,0	247,187,234,294,325,97	0,0,0,1,0,0	215	149
36,59,44,26,45,54	0,0,0,0,1,0	23,7,17,21,34,9	0,0,0,0,0,0	186	149
3492,5099,4031,3694,5562,4736	0,0,1,0,0,1	3563,2272,3057,3499,4654,1482	0,0,0,0,0,0	223	149
138,265,222,190,289,250	0,0,2,1,0,0	184,130,171,218,311,79	0,0,0,0,0,0	294	149
141,219,164,146,212,155	0,0,0,1,0,0	137,95,153,152,198,79	0,0,0,0,0,0	211	149
326,445,394,323,478,412	0,2,0,0,0,1	352,242,331,419,471,127	0,0,0,0,0,2	204	149
286,439,351,281,425,359	0,3,0,0,1,3	338,241,320,356,511,145	1,0,0,0,0,0	195	149
98,154,158,95,167,129	0,0,0,0,0,0	152,121,128,151,221,59	1,2,1,2,1,0	196	149
59,75,63,65,87,67	1,0,1,1,4,1	46,38,42,92,58,29	1,1,0,0,0,0	236	149
73,111,113,94,129,124	1,0,0,2,0,0	68,60,73,136,105,27	2,1,0,0,2,0	238	149
0,0,3,3,5,2	37,64,40,42,62,41	2,0,6,7,2,1	44,21,29,37,63,20	178	149
1,8,6,4,11,5	37,64,40,42,62,41	3,7,9,8,6,3	44,21,29,37,63,20	182	149
81,146,111,84,131,155	0,0,0,0,0,0	99,90,110,109,134,39	0,0,1,0,0,0	247	149
208,268,203,269,253,262	0,5,0,0,1,3	144,131,102,123,183,83	3,0,0,0,0,0	217	149
120,148,143,146,147,157	0,5,0,0,1,3	70,65,69,73,107,57	3,0,0,0,0,0	223	149
458,715,530,467,772,667	0,1,2,0,0,0	481,328,377,449,603,189	0,0,0,0,0,0	198	149
1408,2272,1751,1519,1812,1440	0,1,0,0,0,0	1519,1173,1331,1772,1947,585	0,0,0,0,0,0	783	149
176,316,226,235,286,237	0,0,0,0,0,0	194,138,166,227,274,90	0,0,1,0,0,0	359	149
536,828,711,612,877,667	0,2,0,0,0,0	838,530,526,911,911,304	0,0,0,0,0,0	219	149
167,232,191,191,252,232	0,0,1,0,0,0	194,134,164,251,233,83	0,0,0,0,0,0	253	149
107,151,158,146,204,143	0,0,0,0,0,0	53,38,50,59,54,25	0,2,0,0,0,0	266	149
503,811,733,612,801,838	0,1,0,0,0,0	579,446,475,805,723,249	0,0,0,0,0,0	237	149
9,6,11,7,4,15	0,0,0,2,0,0	7,1,10,19,7,3	0,0,0,0,0,0	223	149
367,626,461,342,547,484	0,2,0,0,0,1	461,370,360,565,521,154	0,0,0,0,1,0	167	149
2914,4324,3375,3176,5723,4729	11,17,14,14,31,20	3221,1782,2679,2423,3798,1437	6,5,18,12,16,5	216	149
5,6,4,0,4,7	192,341,233,217,287,239	5,0,2,9,4,0	258,128,161,212,220,64	295	149
40,57,50,41,65,54	0,0,0,0,2,0	43,34,39,44,44,13	0,0,0,0,0,0	223	149
10,9,4,5,3,2	1,0,0,0,0,0	7,11,12,14,9,1	0,0,0,0,0,0	196	149
1,10,3,7,2,5	1056,1680,1361,1010,1671,1491	0,3,1,1,3,0	969,637,723,889,1382,383	214	149
32224,47289,33761,31736,39867,36767	0,0,0,1,0,0	25377,18594,23877,26236,33829,11405	0,0,0,0,0,0	638	149
255,363,305,287,366,295	0,1,0,0,3,0	273,176,262,347,365,124	0,0,0,0,1,0	247	149
104,137,105,120,125,114	0,1,0,0,3,0	96,67,105,140,120,50	0,0,0,0,1,0	286	149
428,749,548,557,744,666	0,0,0,0,0,0	759,536,585,672,961,288	1,0,0,0,0,0	281	149
127,204,155,165,214,133	0,3,0,0,0,0	203,138,150,196,259,87	0,0,0,0,0,0	235	149
295,474,386,327,475,381	0,0,0,0,0,0	429,292,365,456,654,193	1,0,0,1,1,0	181	149
118,214,177,183,237,163	0,0,0,0,0,0	155,95,131,176,204,70	0,0,0,1,0,0	194	149
56,83,80,76,109,81	0,0,0,2,0,0	68,42,59,62,92,36	0,0,0,0,0,0	222	149
119,224,164,132,248,183	0,0,0,0,1,0	111,81,110,160,156,58	0,0,0,0,0,0	224	149
76,125,96,80,155,83	0,0,0,2,0,0	69,46,54,95,97,36	0,0,0,0,0,0	188	149
85,113,93,91,125,130	17,27,31,21,38,28	104,39,47,77,117,53	39,29,23,43,37,11	492	149
26,22,21,20,46,28	61,122,125,64,109,93	22,13,25,22,29,21	75,38,50,99,75,27	207	149
24,25,36,19,37,33	61,122,125,64,109,93	36,13,33,29,24,15	75,38,50,99,75,27	210	149
31,49,44,36,58,47	0,0,0,0,0,0	21,27,31,55,30,15	1,0,0,0,0,0	300	149
164,231,176,197,279,237	1,0,1,2,0,0	205,129,141,235,260,105	0,0,0,1,0,0	245	149
20,43,31,31,46,36	0,0,0,0,0,2	33,16,17,28,35,13	0,0,0,0,0,0	205	149
102,153,121,93,164,123	0,0,0,0,0,1	116,85,93,130,139,32	0,0,0,0,0,0	222	149
7,16,7,11,8,7	1,3,2,3,3,2	2,1,2,5,10,5	0,3,3,8,1,0	299	149
