ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	25,25	186,162	13,20,18,43	163,178,181,204	218	252	1	1.0	0.134,0.151	0.084,0.115,0.103,0.196	0.018
1	8,7	186,162	7,12,7,15	163,178,181,204	215	252	1	1.0	0.048,0.048	0.048,0.073,0.043,0.079	-0.013
2	10,11	205,158	8,6,7,7	183,179,209,265	222	247	1	1.0	0.051,0.072	0.046,0.036,0.036,0.029	0.025
3	10,11	1,0	8,6,7,7	0,0,0,0	222	286	1	1.0	0.928,1.0	1.0,1.0,1.0,1.0	-0.036
4	0,0	39,27	1,0,0,0	18,22,33,32	283	298	1	1.0	0.0,0.0	0.055,0.0,0.0,0.0	-0.014
5	17,25	2,3	10,9,22,12	1,5,3,4	262	219	1	1.0	0.877,0.874	0.893,0.601,0.86,0.715	0.108
6	2,3	35,25	3,0,6,0	15,21,33,32	262	298	1	1.0	0.061,0.12	0.185,0.0,0.171,0.0	0.002
7	2,3	39,27	3,0,6,0	18,22,33,32	262	298	1	1.0	0.055,0.112	0.159,0.0,0.171,0.0	0.001
8	18,11	65,77	22,15,16,12	93,68,66,88	230	230	1	1.0	0.217,0.125	0.191,0.181,0.195,0.12	-0.001
10	18,25	114,77	37,23,33,49	125,139,156,161	187	277	1	1.0	0.19,0.325	0.305,0.197,0.239,0.311	-0.006
11	239,261	239,213	283,306,345,405	227,244,236,374	244	298	1	1.0	0.55,0.599	0.604,0.605,0.641,0.569	-0.03
13	210,167	136,157	148,98,102,155	106,67,64,111	254	298	1	1.0	0.644,0.555	0.621,0.632,0.652,0.621	-0.032
14	351,338	56,49	440,431,419,536	71,58,56,35	216	167	1	1.0	0.829,0.842	0.827,0.852,0.853,0.922	-0.028
15	564,566	117,120	669,624,656,816	143,147,95,82	224	298	1	1.0	0.865,0.863	0.862,0.85,0.902,0.93	-0.022
16	567,564	157,211	669,626,656,817	248,278,177,206	224	216	1	1.0	0.777,0.72	0.722,0.685,0.781,0.793	0.003
17	82,103	262,291	106,97,78,111	236,329,271,314	185	224	1	1.0	0.275,0.3	0.352,0.263,0.258,0.3	-0.006
18	10,9	26,20	2,5,4,13	17,22,25,34	198	266	0.742201121852	1.0	0.341,0.377	0.136,0.234,0.177,0.339	0.138
19	3,3	29,17	3,2,7,6	25,36,24,35	266	259	1	1.0	0.092,0.147	0.105,0.051,0.221,0.143	-0.011
20	120,158	70,78	178,198,186,201	74,68,94,95	199	183	1	1.0	0.612,0.651	0.689,0.728,0.645,0.661	-0.049
21	15,24	35,33	18,13,11,18	28,27,27,31	230	230	1	1.0	0.3,0.421	0.391,0.325,0.289,0.367	0.018
22	13,9	28,26	20,13,2,16	32,20,32,33	230	230	1	1.0	0.317,0.257	0.385,0.394,0.059,0.327	-0.004
23	0,0	3011,3265	0,0,0,1	3186,3099,2596,3161	298	251	1	1.0	0.0,0.0	0.0,0.0,0.0,0.0	0.0
24	30,35	22,30	107,76,89,121	77,94,83,96	226	201	1	1.0	0.548,0.509	0.553,0.418,0.488,0.529	0.031
25	41,52	64,70	49,66,73,71	91,86,80,76	225	244	1	1.0	0.41,0.446	0.369,0.454,0.497,0.503	-0.028
26	12,12	12,7	14,17,9,11	6,4,6,3	251	260	0.391019769211	1.0	0.509,0.64	0.707,0.815,0.608,0.792	-0.156
27	138,113	184,218	184,167,163,139	272,289,219,259	198	225	1	1.0	0.46,0.371	0.435,0.396,0.458,0.379	-0.002
