ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR
0	25,25	186,162	13,20,18,43	163,178,181,204	218	252	1	1.0
1	8,7	186,162	7,12,7,15	163,178,181,204	215	252	1	1.0
2	10,11	205,158	8,6,7,7	183,179,209,265	222	247	1	1.0
3	10,11	1,0	8,6,7,7	0,0,0,0	222	286	1	1.0
4	0,0	39,27	1,0,0,0	18,22,33,32	283	298	1	1.0
5	17,25	2,3	10,9,22,12	1,5,3,4	262	219	1	1.0
6	2,3	35,25	3,0,6,0	15,21,33,32	262	298	1	1.0
7	2,3	39,27	3,0,6,0	18,22,33,32	262	298	1	1.0
8	18,11	65,77	22,15,16,12	93,68,66,88	230	230	1	1.0
10	18,25	114,77	37,23,33,49	125,139,156,161	187	277	1	1.0
11	239,261	239,213	283,306,345,405	227,244,236,374	244	298	1	1.0
13	210,167	136,157	148,98,102,155	106,67,64,111	254	298	1	1.0
14	351,338	56,49	440,431,419,536	71,58,56,35	216	167	1	1.0
15	564,566	117,120	669,624,656,816	143,147,95,82	224	298	1	1.0
16	567,564	157,211	669,626,656,817	248,278,177,206	224	216	1	1.0
17	82,103	262,291	106,97,78,111	236,329,271,314	185	224	1	1.0
18	10,9	26,20	2,5,4,13	17,22,25,34	198	266	0.742201121852	1.0
19	3,3	29,17	3,2,7,6	25,36,24,35	266	259	1	1.0
20	120,158	70,78	178,198,186,201	74,68,94,95	199	183	1	1.0
21	15,24	35,33	18,13,11,18	28,27,27,31	230	230	1	1.0
22	13,9	28,26	20,13,2,16	32,20,32,33	230	230	1	1.0
23	0,0	3011,3265	0,0,0,1	3186,3099,2596,3161	298	251	1	1.0
24	30,35	22,30	107,76,89,121	77,94,83,96	226	201	1	1.0
25	41,52	64,70	49,66,73,71	91,86,80,76	225	244	1	1.0
26	12,12	12,7	14,17,9,11	6,4,6,3	251	260	0.391019769211	1.0
27	138,113	184,218	184,167,163,139	272,289,219,259	198	225	1	1.0
28	224,288	50,61	259,258,284,449	59,73,79,91	298	175	1	1.0
29	571,574	268,340	574,601,530,585	314,308,281,264	182	196	1	1.0
30	15,19	22,19	32,33,33,42	27,33,22,46	197	218	1	1.0
31	20,19	20,12	15,19,33,27	16,14,21,26	169	202	1	1.0
32	98,96	52,47	92,79,100,124	37,51,77,76	247	225	1	1.0
33	27,39	74,81	32,31,25,36	79,104,72,101	220	290	1	1.0
34	56,58	138,137	28,43,41,34	129,126,105,118	218	263	1	1.0
35	55,76	34,31	43,48,36,34	24,30,14,25	208	218	1	1.0
37	2039,2309	2294,2509	2250,2181,2030,2461	2702,2647,2270,2578	298	250	1	1.0
38	247,222	127,130	151,198,173,141	109,114,81,143	257	241	1	1.0
39	19,15	16,19	48,44,39,48	51,60,39,45	298	298	1	1.0
40	153,143	0,1	211,258,186,252	1,1,2,0	232	158	1	1.0
41	26,30	11,8	3,13,28,26	1,0,0,0	223	185	0.000470982292825	0.057930822017475
42	29,19	40,58	22,33,20,35	48,42,24,47	238	298	1	1.0
43	44,41	56,57	32,27,44,55	54,63,55,73	273	298	1	1.0
44	5,3	22,26	5,0,4,6	19,27,16,14	193	266	1	1.0
45	425,411	173,145	381,386,429,567	152,174,138,198	230	193	1	1.0
46	120,140	228,193	89,107,90,120	193,178,173,201	198	243	1	1.0
47	4,8	10,7	3,7,2,1	5,2,2,5	185	202	1	1.0
48	200,214	103,116	196,175,192,236	107,89,81,114	229	209	1	1.0
49	1,0	190,154	3,2,2,5	145,143,187,226	175	268	1	1.0
50	1,0	52,35	3,2,2,5	31,29,86,73	175	173	1	1.0
51	20,35	0,1	25,12,34,33	0,0,0,0	209	209	1	1.0
52	21,35	58,57	26,12,34,30	55,59,51,84	209	209	1	1.0
53	34,36	51,45	28,21,33,54	39,29,67,81	186	235	1	1.0
54	950,1006	1148,1185	898,935,756,1036	1276,1231,889,1147	298	298	1	1.0
55	146,112	891,959	86,110,117,172	795,767,760,926	192	275	1	1.0
56	7,7	8,7	10,14,3,12	6,6,6,4	194	201	0.55997252951	1.0
57	5,8	8,7	11,18,4,13	6,6,6,4	298	201	0.32916571349	1.0
58	10,5	22,30	11,19,15,37	37,37,47,69	177	232	1	1.0
59	607,606	1002,1188	629,614,475,581	1172,1147,904,1169	232	272	1	1.0
60	336,337	13,19	302,283,288,453	13,4,7,13	298	298	1	1.0
61	5,3	5,3	2,5,4,1	3,8,8,2	242	242	0.693804962902	1.0
62	115,138	184,171	110,130,138,186	155,155,212,267	221	221	1	1.0
63	31,26	16,17	24,20,22,16	19,9,13,24	231	191	1	1.0
64	11,10	35,52	4,6,4,11	28,31,61,63	217	238	1	1.0
65	488,563	79,89	630,647,595,853	91,87,101,109	267	166	1	1.0
66	99,117	211,225	47,75,91,127	115,125,159,166	209	215	1	1.0
67	32,46	21,17	27,23,34,33	28,18,22,50	273	247	0.320986342125	1.0
68	10,4	108,90	10,10,9,8	56,72,72,137	183	278	1	1.0
69	146,96	108,90	106,93,108,165	55,75,72,139	183	278	1	1.0
70	129,166	165,161	156,170,222,321	193,171,200,309	220	206	1	1.0
71	13,5	122,104	8,16,14,25	97,98,102,173	251	212	1	1.0
72	3,8	127,117	23,18,22,34	89,107,108,122	183	212	0.0138113028638	0.5662634174158
73	40,50	78,79	56,40,52,45	56,58,65,78	252	247	1	1.0
74	0,2	4,13	1,0,2,0	8,7,19,8	298	298	1	1.0
75	61,43	37,36	50,52,57,67	35,47,58,64	298	298	1	1.0
76	43,51	24,26	25,43,32,34	25,24,24,41	212	209	0.817351453798	1.0
77	51,60	35,43	35,30,40,53	36,21,28,42	298	298	1	1.0
78	0,1	1,2	2,0,5,2	0,3,2,3	209	209	0.0346014295062	0.72951471807015
79	52,58	176,152	79,72,83,118	161,150,183,209	209	242	1	1.0
80	53,68	31,46	66,97,119,115	64,48,42,91	298	298	1	1.0
81	8,16	17,11	13,10,13,29	18,21,22,33	209	196	1	1.0
82	21,21	13,16	13,20,21,33	11,8,11,12	298	157	1	1.0
83	22,15	13,16	33,13,33,34	11,8,11,12	298	157	0.294446100474	1.0
84	23,32	13,16	27,28,33,45	11,8,11,12	298	157	0.663644294832	1.0
85	99,107	102,119	89,102,87,136	101,114,98,121	214	222	1	1.0
86	4,0	11,11	0,2,0,0	6,16,7,16	216	222	1	1.0
87	1454,1510	2038,2070	1562,1501,1459,1964	2380,2244,2125,2467	298	298	1	1.0
88	67,60	223,211	53,42,53,61	173,220,208,229	178	239	1	1.0
89	0,0	44,39	0,0,1,0	57,66,50,84	212	259	1	1.0
91	88,96	94,85	52,66,84,113	82,75,133,194	217	291	0.779626470275	1.0
92	27,23	41,69	23,15,23,25	47,39,46,68	243	298	1	1.0
93	201,213	88,103	198,201,239,239	120,105,111,128	281	198	1	1.0
94	19,11	131,128	20,24,12,25	148,115,136,173	179	212	1	1.0
95	108,154	233,239	127,121,83,113	202,219,176,183	252	298	1	1.0
96	108,154	235,235	127,121,83,113	202,219,176,183	252	298	1	1.0
97	68,89	213,232	73,93,88,145	172,181,181,241	192	220	1	1.0
98	33,18	52,61	25,19,39,52	49,31,99,67	188	284	1	1.0
99	11,7	27,15	10,7,5,15	4,7,5,11	185	233	0.0355860838083	0.72951471807015
101	50,52	12,15	54,53,56,73	15,21,27,15	230	187	1	1.0
102	1696,1777	2137,2232	2569,2500,2888,3892	3117,3043,3303,4282	298	298	1	1.0
103	35,22	29,34	20,36,30,43	31,18,37,29	230	188	1	1.0
104	136,133	270,261	109,109,118,172	240,273,280,349	177	236	1	1.0
105	50,62	76,77	52,53,49,64	88,109,118,151	190	214	0.876060376732	1.0
107	8,6	6,2	12,12,4,13	5,5,4,6	298	298	1	1.0
108	78,93	343,358	76,79,73,103	376,360,337,494	228	298	1	1.0
109	33,28	237,259	22,21,29,32	250,304,256,235	194	206	1	1.0
110	98,104	65,49	84,90,69,162	70,51,63,60	202	178	1	1.0
111	15,10	11,14	6,6,16,28	17,32,28,32	274	263	0.395883489928	1.0
113	132,124	64,71	149,134,97,137	80,85,85,105	206	196	1	1.0
114	0,0	2,1	2,0,0,3	0,2,10,0	298	298	0.654104862726	1.0
115	584,644	308,291	578,512,509,574	300,266,257,334	181	183	1	1.0
116	385,398	136,168	440,426,456,543	155,185,227,266	239	216	1	1.0
117	0,1	39,61	6,6,8,15	53,65,57,71	195	288	0.0280120856575	0.72951471807015
118	30,44	24,46	67,54,50,49	21,13,10,24	189	196	0.00504524561459	0.31028260529728496
119	3,0	11,12	4,3,0,0	14,17,23,14	220	228	1	1.0
120	4600,4817	921,892	4800,4466,3151,3839	1206,1138,597,679	255	298	1	1.0
122	23,16	81,93	4,12,9,11	101,80,94,126	292	242	1	1.0
124	96,78	98,74	62,66,53,76	105,99,102,98	266	244	0.70385944946	1.0
125	1,0	98,74	2,6,0,4	105,99,102,98	260	244	1	1.0
126	31,19	68,71	33,14,20,40	85,75,62,95	194	248	1	1.0
127	144,173	266,225	171,128,119,174	201,236,199,216	201	264	1	1.0
129	7,10	14,16	25,12,19,9	17,20,26,29	202	212	1	1.0
131	49,70	248,247	56,51,61,58	225,200,175,200	206	284	1	1.0
132	59,71	16,11	34,34,39,62	9,15,5,11	263	298	1	1.0
133	0,1	18,14	0,0,0,0	12,14,20,11	208	260	1	1.0
