IncLevel1	IncLevel2	IncLevelDifference
0.134,0.151	0.084,0.115,0.103,0.196	0.018
0.048,0.048	0.048,0.073,0.043,0.079	-0.013
0.051,0.072	0.046,0.036,0.036,0.029	0.025
0.928,1.0	1.0,1.0,1.0,1.0	-0.036
0.0,0.0	0.055,0.0,0.0,0.0	-0.014
0.877,0.874	0.893,0.601,0.86,0.715	0.108
0.061,0.12	0.185,0.0,0.171,0.0	0.002
0.055,0.112	0.159,0.0,0.171,0.0	0.001
0.217,0.125	0.191,0.181,0.195,0.12	-0.001
0.19,0.325	0.305,0.197,0.239,0.311	-0.006
0.55,0.599	0.604,0.605,0.641,0.569	-0.03
0.644,0.555	0.621,0.632,0.652,0.621	-0.032
0.829,0.842	0.827,0.852,0.853,0.922	-0.028
0.865,0.863	0.862,0.85,0.902,0.93	-0.022
0.777,0.72	0.722,0.685,0.781,0.793	0.003
0.275,0.3	0.352,0.263,0.258,0.3	-0.006
0.341,0.377	0.136,0.234,0.177,0.339	0.138
0.092,0.147	0.105,0.051,0.221,0.143	-0.011
0.612,0.651	0.689,0.728,0.645,0.661	-0.049
0.3,0.421	0.391,0.325,0.289,0.367	0.018
0.317,0.257	0.385,0.394,0.059,0.327	-0.004
0.0,0.0	0.0,0.0,0.0,0.0	0.0
0.548,0.509	0.553,0.418,0.488,0.529	0.031
0.41,0.446	0.369,0.454,0.497,0.503	-0.028
0.509,0.64	0.707,0.815,0.608,0.792	-0.156
0.46,0.371	0.435,0.396,0.458,0.379	-0.002
0.725,0.735	0.721,0.675,0.679,0.743	0.025
0.696,0.645	0.663,0.678,0.67,0.705	-0.009
0.43,0.525	0.567,0.525,0.624,0.503	-0.077
0.544,0.654	0.528,0.619,0.653,0.554	0.01
0.632,0.65	0.694,0.585,0.542,0.598	0.036
0.325,0.388	0.348,0.282,0.314,0.32	0.041
0.329,0.338	0.208,0.292,0.32,0.258	0.064
0.629,0.72	0.653,0.626,0.729,0.588	0.025
0.427,0.436	0.411,0.409,0.429,0.445	0.008
0.646,0.616	0.565,0.62,0.667,0.48	0.048
0.543,0.441	0.485,0.423,0.5,0.516	0.011
1.0,0.99	0.993,0.994,0.984,1.0	0.002
0.662,0.757	0.713,1.0,1.0,1.0	-0.219
0.476,0.291	0.365,0.496,0.511,0.483	-0.08
0.462,0.44	0.393,0.319,0.466,0.451	0.044
0.239,0.137	0.266,0.0,0.256,0.371	-0.035
0.673,0.704	0.678,0.651,0.723,0.706	-0.001
0.392,0.471	0.361,0.425,0.39,0.423	0.032
0.304,0.555	0.396,0.793,0.522,0.179	-0.043
0.639,0.627	0.626,0.642,0.684,0.654	-0.018
0.008,0.0	0.031,0.021,0.016,0.033	-0.021
0.019,0.0	0.087,0.064,0.022,0.063	-0.049
1.0,0.972	1.0,1.0,1.0,1.0	-0.014
0.266,0.38	0.321,0.169,0.4,0.263	0.035
0.457,0.503	0.476,0.478,0.384,0.457	0.031
0.453,0.459	0.413,0.432,0.46,0.475	0.011
0.19,0.143	0.134,0.17,0.181,0.21	-0.007
