IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
42,32,45	0,1,0	65,72,48	1,2,0	202	149
361,527,527	0,0,0	504,472,391	2,1,0	235	149
0,0,1	70,86,109	0,1,0	114,111,98	230	149
15,16,15	4,4,4	23,11,14	2,7,2	208	149
1070,1730,1711	0,0,4	1779,1615,1606	0,0,0	298	149
0,1,0	18,20,20	0,0,0	16,29,18	200	149
3,2,0	54,99,104	7,6,3	110,104,62	298	149
0,0,1	1,0,2	2,2,3	0,3,0	220	149
5,5,3	2,3,3	18,21,20	4,3,6	298	149
2,5,7	2,2,0	4,1,9	7,3,5	242	149
0,1,1	4,3,3	1,0,0	4,4,11	298	149
0,1,0	4,3,3	1,0,0	4,4,11	184	149
26,45,34	2,0,1	32,42,33	1,0,0	155	149
7,7,13	116,162,172	11,9,2	192,249,211	298	149
47,70,52	3,4,6	35,19,13	11,6,5	170	149
8,8,4	3,4,6	8,5,5	11,6,5	236	149
3,3,2	41,65,50	4,4,1	31,18,9	215	149
61,87,97	1,2,0	99,93,91	0,0,0	298	149
19,23,25	1,6,1	14,13,16	1,4,1	153	149
339,448,423	0,1,0	708,691,575	0,1,0	152	149
1,1,11	66,72,92	10,2,4	140,150,113	293	149
112,193,247	0,2,1	126,93,114	1,0,0	298	149
196,316,310	8,0,2	336,349,314	1,0,1	161	149
8,4,13	27,40,43	3,5,4	58,49,45	179	149
0,12,5	88,121,128	0,1,0	104,125,87	298	149
5,8,9	65,97,108	15,15,15	65,95,61	188	149
2,13,10	111,114,121	8,8,10	95,105,97	298	149
3,6,7	107,193,196	8,0,2	177,178,142	298	149
3,5,2	40,58,35	2,7,5	58,55,65	161	149
76,101,120	13,11,18	72,88,80	3,8,5	298	149
16,16,25	125,261,257	34,20,21	265,278,214	188	149
44,70,75	2,8,16	111,92,78	6,3,2	268	149
167,246,242	4,9,18	180,246,213	14,4,11	161	149
124,193,239	1,1,0	339,352,355	0,0,0	155	149
0,7,2	29,37,61	2,1,4	31,19,23	298	149
1,3,4	67,102,104	3,2,4	110,77,110	177	149
8,17,41	59,80,73	29,23,18	66,92,73	298	149
4,5,8	219,358,363	12,10,14	339,248,249	157	149
14,7,8	0,2,1	6,11,22	4,4,0	298	149
51,56,63	0,0,0	110,62,74	0,0,2	167	149
79,72,75	0,0,0	69,90,54	0,4,1	170	149
99,173,178	1,1,0	200,201,171	2,0,2	298	149
14,10,11	26,42,35	22,11,15	54,49,29	268	149
136,248,275	10,11,17	217,208,214	29,15,23	298	149
4,2,5	115,178,211	4,0,1	202,193,154	298	149
88,120,126	0,0,0	153,137,143	2,0,0	157	149
0,3,0	44,89,142	0,0,3	124,122,101	151	149
7,8,2	20,17,25	4,8,6	60,53,40	204	149
5,11,12	554,726,937	6,14,7	828,820,765	298	149
11,13,15	0,1,1	21,9,7	12,3,6	169	149
5,13,3	0,0,0	3,5,6	0,2,0	153	149
7,6,2	1,7,2	2,7,2	8,8,10	161	149
17,34,34	2,4,0	49,59,51	0,1,0	190	149
36,34,52	65,108,128	6,7,7	98,107,87	167	149
0,0,1	14,31,30	0,0,0	52,30,32	157	149
8,24,18	35,45,39	24,15,13	18,26,25	298	149
12,4,16	6,18,16	21,17,18	33,41,32	233	149
13,16,3	1,6,7	5,3,14	5,2,4	298	149
46,85,81	0,0,0	57,56,52	2,0,0	298	149
14,9,11	0,0,1	14,16,26	1,3,0	298	149
29,21,28	0,0,1	30,50,38	1,3,0	298	149
