IncLevel1	IncLevel2	IncLevelDifference
0.313,0.834	0.544,1.0	-0.199
0.215,0.229	0.152,0.167	0.062
0.588,0.338	0.47,0.474	-0.009
0.143,0.135	0.112,0.276	-0.055
0.763,0.635	0.794,0.711	-0.053
0.98,0.973	0.976,0.881	0.048
0.244,0.335	0.381,0.33	-0.066
0.0,0.0	0.452,0.235	-0.344
0.286,0.269	0.352,0.278	-0.038
0.897,0.888	0.939,0.898	-0.026
1.0,0.0	0.571,0.2	0.115
0.281,0.349	0.239,0.257	0.067
0.049,0.076	0.279,0.128	-0.141
0.765,0.83	0.619,0.758	0.109
0.521,0.503	0.603,0.35	0.036
0.543,0.368	0.432,0.653	-0.087
0.424,0.446	0.644,0.349	-0.061
0.189,0.433	0.304,0.383	-0.033
0.545,0.413	0.362,0.445	0.076
0.54,0.46	0.552,0.505	-0.028
1.0,1.0	1.0,0.667	0.166
0.5,1.0	0.0,NA	0.75
0.12,0.062	0.174,0.169	-0.08
1.0,0.605	0.791,1.0	-0.093
0.537,0.478	0.4,0.547	0.034
0.777,0.966	0.949,0.946	-0.076
0.0,0.0	0.172,0.0	-0.086
