IncLevel1	IncLevel2	IncLevelDifference
0.081,0.147,0.086,0.034,0.197,0.135	0.0,0.076,0.045,0.0,0.0,0.0	0.093
0.189,0.187,0.201,0.17,0.191,0.177	0.114,0.113,0.123,0.176,0.147,0.12	0.054
0.044,0.062,0.091,0.103,0.062,0.047	0.095,0.078,0.104,0.082,0.102,0.048	-0.017
0.109,0.102,0.264,0.124,0.043,0.254	0.247,0.325,0.445,0.149,0.081,0.141	-0.082
0.088,0.145,0.132,0.091,0.118,0.129	0.097,0.14,0.116,0.155,0.09,0.081	0.004
0.099,0.069,0.087,0.048,0.037,0.066	0.054,0.051,0.086,0.086,0.084,0.156	-0.019
0.312,0.633,0.616,0.553,0.547,0.548	0.494,0.614,0.725,0.507,0.389,0.681	-0.033
0.778,0.788,0.634,0.96,0.66,0.881	0.861,0.934,0.932,0.745,0.808,0.746	-0.054
0.745,0.774,0.712,0.753,0.791,0.704	0.753,0.685,0.733,0.727,0.685,0.632	0.044
1.0,1.0,1.0,1.0,1.0,0.0	1.0,0.787,1.0,0.84,0.913,0.381	0.013
0.18,0.17,0.131,0.161,0.18,0.187	0.149,0.113,0.124,0.148,0.143,0.185	0.024
0.042,0.038,0.033,0.038,0.043,0.035	0.041,0.043,0.033,0.044,0.036,0.049	-0.003
0.268,0.277,0.226,0.261,0.237,0.157	0.3,0.263,0.177,0.292,0.226,0.4	-0.039
0.151,0.162,0.145,0.143,0.141,0.124	0.139,0.124,0.116,0.151,0.129,0.128	0.013
0.011,0.098,0.013,0.063,0.102,0.048	0.077,0.106,0.114,0.046,0.083,0.034	-0.021
0.197,0.204,0.161,0.102,0.205,0.148	0.212,0.193,0.199,0.232,0.247,0.288	-0.059
0.15,0.023,0.09,0.091,0.102,0.081	0.041,0.064,0.045,0.096,0.059,0.112	0.02
0.643,0.822,0.688,0.703,0.77,0.739	0.731,0.624,0.743,0.656,0.732,0.717	0.027
0.0,0.006,0.006,0.0,0.0,0.0	0.0,0.0,0.011,0.052,0.006,0.0	-0.01
0.204,0.22,0.187,0.202,0.236,0.163	0.234,0.235,0.186,0.298,0.247,0.308	-0.049
0.107,0.017,0.044,0.03,0.042,0.087	0.059,0.016,0.026,0.056,0.132,0.103	-0.011
0.058,0.015,0.018,0.045,0.055,0.018	0.02,0.037,0.0,0.04,0.117,0.029	-0.006
0.03,0.043,0.048,0.041,0.031,0.074	0.044,0.027,0.027,0.068,0.051,0.078	-0.005
0.478,0.175,0.055,0.169,0.296,0.0	0.169,0.071,0.379,0.182,0.071,0.268	0.006
0.242,0.154,0.069,0.342,0.444,0.242	0.075,0.294,0.257,0.188,0.311,0.188	0.03
0.342,0.381,0.357,0.414,0.386,0.325	0.385,0.352,0.297,0.315,0.434,0.447	-0.004
0.011,0.004,0.014,0.007,0.0,0.01	0.011,0.019,0.009,0.013,0.021,0.016	-0.007
1.0,1.0,1.0,1.0,1.0,1.0	0.767,1.0,1.0,1.0,0.848,0.848	0.09
0.016,0.011,0.013,0.009,0.014,0.011	0.007,0.015,0.008,0.008,0.012,0.015	0.001
0.02,0.018,0.019,0.019,0.02,0.019	0.018,0.016,0.017,0.015,0.024,0.016	0.002
0.034,0.015,0.034,0.042,0.033,0.05	0.046,0.028,0.036,0.025,0.054,0.06	-0.007
1.0,0.945,0.948,1.0,0.983,0.961	0.935,0.962,0.973,0.914,1.0,0.919	0.022
1.0,0.992,0.989,1.0,1.0,1.0	1.0,1.0,0.989,1.0,1.0,0.985	0.001
0.114,0.068,0.118,0.186,0.113,0.182	0.694,0.556,0.615,0.722,0.548,0.8	-0.526
0.076,0.078,0.066,0.107,0.073,0.082	0.1,0.095,0.09,0.126,0.115,0.16	-0.034
0.073,0.103,0.088,0.061,0.11,0.109	0.04,0.121,0.049,0.068,0.033,0.0	0.039
0.06,0.058,0.047,0.048,0.04,0.029	0.013,0.015,0.014,0.033,0.013,0.033	0.027
NA,NA,1.0,NA,NA,NA	0.0,NA,0.0,NA,NA,1.0	0.667
0.068,0.046,0.067,0.062,0.067,0.099	0.059,0.043,0.056,0.08,0.057,0.057	0.01
0.897,0.894,0.782,0.92,0.818,0.848	0.866,0.834,0.776,0.864,0.862,0.784	0.029
0.409,0.392,0.264,0.377,0.318,0.353	0.353,0.355,0.548,0.223,0.339,0.232	0.01
0.552,0.429,0.234,0.402,0.402,0.326	0.384,0.237,0.535,0.365,0.26,0.251	0.052
0.304,0.458,0.396,0.568,0.22,0.304	0.0,NA,NA,NA,0.568,0.0	0.186
0.294,0.362,0.384,0.789,0.238,0.652	0.0,NA,NA,NA,0.384,NA	0.261
0.385,0.206,0.034,0.0,0.106,0.231	0.333,0.0,NA,0.0,1.0,0.0	-0.106
0.714,0.63,0.333,1.0,0.833,1.0	NA,0.0,NA,NA,1.0,NA	0.252
0.344,0.206,0.0,0.078,0.205,0.164	1.0,0.0,NA,0.0,0.227,0.0	-0.079
0.088,0.089,0.055,0.076,0.121,0.085	0.059,0.052,0.031,0.072,0.066,0.036	0.033
0.984,0.985,0.994,0.975,0.971,0.976	0.981,0.964,0.971,0.982,0.955,0.922	0.018
1.0,1.0,1.0,1.0,0.86,0.527	1.0,1.0,1.0,1.0,1.0,1.0	-0.102
0.294,0.282,0.391,0.17,0.5,0.103	0.154,0.5,0.226,0.231,0.342,0.143	0.024
0.371,1.0,1.0,0.419,0.702,0.371	1.0,0.495,1.0,0.314,0.424,0.746	-0.019
0.964,0.991,0.991,1.0,1.0,1.0	1.0,1.0,1.0,0.983,1.0,1.0	-0.006
0.287,0.328,0.269,0.284,0.198,0.243	0.22,0.351,0.376,0.387,0.487,0.281	-0.082
0.076,0.078,0.091,0.071,0.096,0.071	0.099,0.124,0.081,0.096,0.105,0.125	-0.024
0.068,0.076,0.112,0.069,0.085,0.092	0.157,0.189,0.136,0.182,0.21,0.141	-0.085
0.246,0.216,0.271,0.233,0.188,0.097	0.122,0.105,0.187,0.237,0.169,0.179	0.042
0.324,0.329,0.245,0.256,0.188,0.229	0.196,0.128,0.155,0.519,0.138,0.404	0.005
0.12,0.112,0.124,0.175,0.109,0.095	0.342,0.44,0.506,0.618,0.506,0.61	-0.381
0.047,0.03,0.103,0.052,0.13,0.128	0.144,0.214,0.119,0.068,0.133,0.083	-0.045
0.581,0.409,0.266,0.222,0.31,0.075	0.294,0.09,1.0,0.172,0.324,0.316	-0.055
