ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	25,25	186,162	13,21,19,43	163,182,182,204	218	252
1	8,7	186,162	7,13,8,15	163,182,182,204	215	252
2	11,11	207,160	9,6,7,8	185,180,209,266	222	247
3	11,11	3,2	9,6,7,8	2,1,0,1	222	286
4	0,0	64,50	1,0,0,4	31,37,52,54	283	391
5	17,25	2,3	10,9,22,16	1,5,3,4	262	219
6	2,3	65,49	3,0,6,4	28,37,53,56	262	539
7	2,3	64,50	3,0,6,4	31,37,52,54	262	391
8	18,11	65,77	22,15,16,12	93,68,66,88	230	230
10	18,25	116,77	37,23,33,49	128,142,156,162	187	277
11	239,261	299,286	283,308,345,405	318,329,327,511	244	366
13	210,167	273,286	148,98,102,155	201,168,159,230	254	405
14	351,341	56,49	442,435,420,539	71,58,56,35	216	167
15	568,571	171,170	674,626,658,820	184,192,130,128	224	325
16	571,569	157,214	674,628,658,821	250,282,178,209	224	216
17	82,103	262,292	106,99,78,112	237,329,272,315	185	224
18	10,9	26,20	2,5,4,13	18,22,25,34	198	266
19	3,3	29,17	4,2,7,6	26,36,24,35	266	259
20	120,158	70,78	178,199,188,202	74,68,94,95	199	183
21	15,24	35,33	18,13,11,18	29,27,27,31	230	230
22	13,9	28,26	21,13,2,16	32,20,32,33	230	230
23	9785,10393	3035,3282	8777,8812,8711,11116	3203,3116,2609,3181	879	251
24	30,36	22,30	108,76,89,123	77,94,83,96	226	201
25	41,52	64,71	49,66,73,71	92,88,84,76	225	244
26	12,12	12,7	14,17,9,11	6,4,7,3	251	260
27	138,114	187,219	184,167,163,139	274,292,223,259	198	225
28	447,558	50,61	533,473,548,844	59,73,79,91	379	175
29	571,574	268,340	574,601,530,585	314,311,283,264	182	196
30	15,19	22,19	32,33,33,42	27,33,22,46	197	218
31	20,19	21,12	15,19,33,27	16,14,21,26	169	202
32	98,97	53,47	92,80,100,124	37,51,77,77	247	225
33	27,39	77,81	34,31,27,36	80,104,76,102	220	290
34	56,58	139,138	29,43,41,34	129,126,105,121	218	263
35	55,76	34,31	43,48,36,34	25,30,14,25	208	218
37	3942,4343	2318,2529	4387,4309,3815,4692	2722,2661,2281,2596	371	250
38	249,223	127,130	152,198,174,141	110,115,81,143	257	241
39	44,28	54,68	91,106,87,110	159,191,153,145	575	575
40	153,144	0,1	212,258,187,252	1,1,2,0	232	158
