IncLevel1	IncLevel2	IncLevelDifference
0.134,0.151	0.084,0.118,0.108,0.196	0.016
0.048,0.048	0.048,0.077,0.049,0.079	-0.015
0.056,0.071	0.051,0.036,0.036,0.032	0.025
0.825,0.876	0.853,0.885,1.0,0.912	-0.062
0.0,0.0	0.043,0.0,0.0,0.093	-0.034
0.877,0.874	0.893,0.601,0.86,0.77	0.094
0.06,0.112	0.181,0.0,0.189,0.128	-0.039
0.045,0.082	0.126,0.0,0.147,0.1	-0.03
0.217,0.125	0.191,0.181,0.195,0.12	-0.001
0.187,0.325	0.3,0.194,0.239,0.309	-0.005
0.545,0.578	0.572,0.584,0.613,0.543	-0.016
0.551,0.482	0.54,0.482,0.506,0.518	0.005
0.829,0.843	0.828,0.853,0.853,0.923	-0.028
0.828,0.83	0.842,0.825,0.88,0.903	-0.033
0.778,0.719	0.722,0.682,0.781,0.791	0.004
0.275,0.299	0.351,0.267,0.258,0.301	-0.007
0.341,0.377	0.13,0.234,0.177,0.339	0.139
0.092,0.147	0.13,0.051,0.221,0.143	-0.017
0.612,0.651	0.689,0.729,0.648,0.662	-0.05
0.3,0.421	0.383,0.325,0.289,0.367	0.02
0.317,0.257	0.396,0.394,0.059,0.327	-0.007
0.479,0.475	0.439,0.447,0.488,0.499	0.009
0.548,0.516	0.555,0.418,0.488,0.533	0.033
0.41,0.443	0.366,0.449,0.485,0.503	-0.024
0.509,0.64	0.707,0.815,0.571,0.792	-0.147
0.456,0.372	0.433,0.394,0.454,0.379	-0.001
0.805,0.809	0.807,0.749,0.762,0.811	0.025
0.696,0.645	0.663,0.675,0.669,0.705	-0.008
0.43,0.525	0.567,0.525,0.624,0.503	-0.077
0.532,0.654	0.528,0.619,0.653,0.554	0.004
0.627,0.653	0.694,0.588,0.542,0.595	0.035
0.316,0.388	0.359,0.282,0.319,0.318	0.032
0.327,0.336	0.213,0.292,0.32,0.253	0.062
0.629,0.72	0.643,0.626,0.729,0.588	0.028
0.534,0.536	0.521,0.522,0.53,0.549	0.004
0.648,0.617	0.564,0.618,0.668,0.48	0.05
0.449,0.292	0.364,0.357,0.362,0.431	-0.008
1.0,0.99	0.993,0.994,0.985,1.0	0.002
0.671,0.757	0.713,1.0,1.0,1.0	-0.214
0.501,0.283	0.305,0.452,0.47,0.453	-0.028
0.46,0.426	0.391,0.314,0.475,0.448	0.036
0.239,0.137	0.256,0.0,0.256,0.371	-0.033
0.673,0.704	0.679,0.652,0.723,0.707	-0.002
0.391,0.471	0.359,0.425,0.388,0.423	0.032
0.304,0.555	0.396,0.793,0.522,0.179	-0.043
0.642,0.627	0.626,0.64,0.683,0.652	-0.016
0.008,0.0	0.031,0.021,0.016,0.033	-0.021
0.019,0.0	0.087,0.064,0.022,0.063	-0.049
1.0,0.972	1.0,1.0,1.0,0.971	-0.007
0.266,0.38	0.321,0.169,0.407,0.261	0.034
0.457,0.51	0.476,0.478,0.384,0.457	0.035
0.488,0.488	0.452,0.468,0.491,0.495	0.011
0.189,0.142	0.133,0.169,0.18,0.21	-0.008
0.475,0.509	0.633,0.707,0.341,0.757	-0.117
0.385,0.392	0.501,0.613,0.334,0.637	-0.133
0.373,0.179	0.28,0.402,0.295,0.413	-0.072
0.415,0.374	0.387,0.385,0.382,0.368	0.014
