UniqueCount	AmbigCount
1196	1
3	511
4	345
5	421
11	416
54	494
1	189
37	115
0	115
317	3585
2	3585
1209	1111
0	1111
4	5437
0	5169
0	4701
103	4908
0	3990
0	3962
96	5187
0	4407
80	197
1	197
47	2535
0	2039
78	1950
17014	1
15	5094
1733	8120
57	4576
7	5099
0	129
24	129
3019	2
30	0
4	4136
0	3474
1	3634
0	0
0	0
0	0
427	840
1	840
1382	1398
57	1398
1081	0
1	22
12	22
116	0
11	374
0	284
21	237
0	2642
4	2623
0	2593
4	2600
5	2632
9	2668
3	2555
1	2511
130	0
1899	0
276	1176
6	1197
20	1235
1	1187
0	1225
44	0
169	1168
13	1127
40	1166
0	0
39	386
76	386
3852	2
0	0
0	0
2	18819
2	18707
0	19685
0	0
2	698
83	698
1470	1
0	2
5	2
1	2
536	0
0	77
13	69
0	51
2	69
13	17
5	17
2	15
0	61
0	61
0	0
0	0
0	1014
95	1014
5929	3
1701	0
1	0
50	106
1	106
3	0
2691	2
8	72
0	72
477	4132
61	4140
62	3788
3	3782
2054	1
2745	0
0	76
1	53
4	64
1	55
3	53
2	0
67	6828
1576	6828
1425	9878
227	9877
0	14
0	22
0	20
0	16
0	102
30	102
0	7358
33	7358
2	0
1106	0
5285	0
7085	10015
1	10014
3615	0
28	114
2	114
221	1682
5	1505
9	1507
0	1682
0	94
42	94
10	125
2	125
0	80
9	0
0	172
21	165
10	158
10	0
0	18
0	12
0	11
0	15
0	10
823	0
7	69
0	69
3891	3
331	0
1709	0
0	200
8	221
18	229
9	205
28	166
414	328
9	328
15	239
12	221
0	243
0	239
2655	13
1016	13
528	9187
31	9187
1128	3714
0	3714
19	0
3934	2
1	665
42	703
7	703
7	0
176	395
0	325
0	330
1	400
0	235
1	125
0	115
0	113
0	89
446	0
147	3644
0	4117
0	3429
40	3689
0	2458
8	486
0	725
20	618
2	630
12	609
1127	0
627	0
0	1208
0	1029
0	1066
1	1111
8656	2
2170	0
0	0
1688	0
788	0
0	715
0	458
27	631
1	643
2	656
0	576
24	1071
9	925
0	910
25	0
19	0
534	2
821	1
61	177
33	177
0	0
15	0
57	7630
11	7854
40	7644
325	1141
99	1083
141	1092
229	1617
2	1554
115	1802
1405	0
970	6284
77	6296
2	6024
2428	0
4886	1
0	1093
0	503
132	1138
0	1067
8840	0
225	133
54	133
2097	0
64	0
1	8
0	8
5	3229
0	3504
4	2703
47	3268
42	2876
0	0
797	0
69	0
9	0
46	840
28	840
184	1411
0	1411
954	4627
125	4627
483	0
1262	1
6244	0
7	14
0	14
0	0
2014	2
286	0
108	471
0	471
18	0
2	1160
0	1160
0	1156
619	1
100	0
13	0
112	508
10	508
2	0
103	876
30	877
0	875
284	0
6	3
0	3
7	0
1	0
2	0
99	0
17	25
1	25
2846	0
0	0
4872	27481
282	27481
0	0
48	2532
0	2531
1	2520
5	28
0	28
0	0
0	0
12072	6
65	0
9	0
23	59
0	59
0	0
23	1271
75	1053
4	514
312	0
0	8
0	8
8088	0
15	103
0	103
2485	0
0	48
0	73
0	71
0	40
0	82
0	80
0	49
447	0
63	496
0	496
11	0
8	0
0	0
113	300
12	300
1275	1
542	1
391	322
0	322
195	0
30826	17
0	0
11	0
675	0
3	0
1420	0
354	0
0	0
814	4552
62	5369
376	4484
0	5644
189	4854
748	6405
51	6651
242	5973
56	5946
2	7281
433	1499
6	1499
2	1111
792	0
8	627
0	652
8	694
34	616
51	633
13	596
1407	8341
7	8340
3154	1
646	2831
37	2831
4145	2
1100	4783
0	4783
0	27
1	27
0	27
0	25
0	194
1	158
0	157
0	124
1	194
40	832
60	870
0	780
15	796
6	804
16	862
0	0
106	0
0	13
1	13
5	1861
0	2057
0	2073
0	2154
32	2023
0	2077
2648	0
1	75
0	75
1	74
10	0
158	751
46	751
28	2392
19	1967
35	2014
1	0
32	122
3	122
0	6406
0	6603
0	6471
0	6324
10	18
2	18
1	18
210	8521
27	8502
14	8518
49	15640
2300	15641
195	0
0	0
17	0
851	0
4	7
3	7
16935	0
3875	0
974	0
1	1642
2	1445
8	1428
0	1434
5	3
43	0
2	125
3	120
2	121
5	113
0	112
0	97
48	504
1	504
127	2
327	1129
159	1129
11820	2
2205	1
2	0
0	1511
10	1186
9	1053
26	1088
889	0
89	0
87	2202
3	2203
5	2203
74	1915
1	1977
8	1950
12	1922
5	1580
2	1531
212	0
2	1331
86	1331
8	0
0	0
1072	0
184	0
2892	1
583	0
77	1152
10	1152
185	3168
109	3168
5625	0
0	0
0	0
247	1292
47	1292
486	106
0	106
185	581
27	581
479	0
21	113
0	113
93	1341
126	1267
12	1111
12	1205
60	1200
25	1226
1	1224
8063	0
0	0
6	2
95	0
415	604
10	604
1585	0
193	0
80	350
0	250
0	286
0	210
0	193
0	160
0	126
997	0
4306	0
20338	2
264	2663
80	2662
0	81
0	86
1	86
0	69
0	68
0	78
0	77
0	80
1	81
1	71
0	75
0	83
1	86
649	2860
16	2860
238	0
16	44
15	44
0	0
9609	4
218	504
11	504
114	0
2	4
0	4
0	0
0	0
429	1
520	5452
85	5452
636	0
546	1
26	379
2	250
0	368
4	344
11	352
1	298
6	142
26	331
0	312
104	0
60	0
0	0
251	0
0	904
141	904
29	130
0	130
1	1423
891	1387
42	1148
237	3460
13	3062
15	3092
9788	0
4	0
0	0
6252	1
115	479
2	535
11	511
7	518
480	3049
0	3049
15	257
1	252
3	269
2773	3
3	2
891	0
0	1043
25	960
0	1000
0	960
17	911
0	942
6	773
1061	0
0	37
2	39
0	49
0	31
1	0
69	0
398	0
353	1
33	262
0	262
38	287
0	287
5282	2
4	217
7	217
0	206
196	0
0	5799
95	4087
122	5297
1	5454
15	4080
34	0
288	0
2	0
188	0
1	7332
0	6745
0	6852
77	143
1	143
690	6619
150	6619
12	0
65	899
12	899
519	6781
2	6781
69	0
1661	0
207	1573
44	1401
3	1494
4319	1
1004	0
147	478
12	478
0	1084
0	1084
2527	1
831	0
7229	7649
0	7648
357	5311
55	5311
467	158
0	158
86	8254
42	7863
0	7926
0	7799
10	8103
77	6432
56	759
6	759
26	0
909	0
3122	0
552	0
1	0
0	1
2	1
733	1
1245	10740
25	10740
66301	21
8297	2
1000	10389
4	10391
9	10391
4796	2
9	5
2	5
0	0
0	0
22	0
7044	3
0	20
0	20
0	21
1	20
0	21
0	21
0	21
0	25
0	24
0	21
2	14
0	21
0	21
137	3547
0	3547
498	0
3596	0
8	0
64	577
512	577
207	0
4	0
4	31
0	31
5	0
200	708
1	708
53	0
20	0
2368	0
1	0
965	0
170	0
1425	1552
30	1552
0	0
58	243
0	243
52	0
0	0
2190	0
5561	2
2	450
0	437
0	318
944	0
12	361
0	344
2	301
2	352
1926	2825
0	2823
37	2834
3	2822
8	86
0	86
486	0
20	0
5293	5
1677	2
4625	2
5917	1
13976	83
19	1493
0	1326
21	1092
123	0
1566	5803
13	5803
3624	0
1	1772
386	1772
190	0
0	0
0	0
389	0
2327	0
50	0
7	175
0	125
0	158
1118	1599
0	488
0	624
13	2137
24	481
2	1308
107	1301
10	1308
328	1433
12	1433
382	2257
25	2268
41	2265
797	0
447	1288
73	1288
0	1787
0	1651
0	1685
0	1253
0	1348
0	1676
393	1008
17	1015
207	938
0	0
31500	11
255	0
55	461
55	461
0	0
1	0
0	0
695	0
679	0
42	0
976	0
3	0
0	0
6	460
3	379
49	1227
26	0
0	1853
4	1853
0	0
2002	0
1976	1
27	399
8	399
2	365
68	365
624	1948
0	1948
4	1592
19940	3
0	2174
0	2224
0	1616
2	1303
7	1279
0	1986
0	1560
697	0
141	0
27	0
0	1231
8	1019
3	1008
4	914
1	1243
91	1152
1	1242
0	1063
0	1062
0	1049
0	1042
0	1041
0	5031
0	5031
4320	0
2348	0
5	15
0	15
0	0
0	0
421	562
24	562
167	0
82	2245
20	2222
0	2271
20	2248
0	1974
0	1998
1	2223
0	2224
14	2247
3	0
913	0
1729	2
99	671
6	657
16	772
43	0
9	3559
103	3569
10	3569
563	964
8	964
20	52
3	52
294	1303
0	1303
0	47
7	47
1442	0
40	0
0	7
27	7
185	435
0	435
63	457
11	457
156	0
644	2483
2	2482
1	0
4398	0
66	0
9	29
1	29
0	2
0	2
0	1
0	0
0	2682
2	2682
6	13975
0	13359
2	13663
9	13665
271	0
11	0
0	1
